N	2gram	Bakhtin_Fr	Mirosoze
1	и в	67	97
2	может быть	4	64
3	не только	23	63
4	в этом	27	55
5	но и	23	54
6	он не	9	53
7	а не	6	53
8	в нем	20	49
9	не может	9	49
10	у него	4	47
11	и не	23	39
12	никогда не	6	38
13	в ней	10	37
14	потому что	8	37
15	не было	3	36
16	не в	8	34
17	и есть	5	33
18	для него	4	31
19	но он	5	30
20	человека в	1	30
21	как и	19	29
22	прежде всего	19	29
23	и он	4	27
24	в мире	1	27
25	но в	20	27
26	человека и	1	26
27	в своей	6	25
28	он был	8	25
29	и это	5	25
30	свободы и	2	24
31	переходит в	3	24
32	и все	18	24
33	у нас	3	24
34	в своем	13	23
35	что в	14	23
36	что он	7	22
37	в самом	7	21
38	в себе	3	20
39	отношение к	1	20
40	в россии	1	19
41	как бы	18	19
42	до конца	2	19
43	человек не	1	19
44	в его	17	18
45	того что	4	17
46	и потому	1	17
47	том что	13	16
48	в том	16	16
49	на земле	2	16
50	то что	9	16
51	было бы	5	16
52	и его	19	16
53	духа в	2	15
54	в котором	3	15
55	не был	1	15
56	не знает	1	15
57	в этой	13	15
58	в конце	12	14
59	нет ничего	1	14
60	так как	16	14
61	та же	2	13
62	и на	12	13
63	друг друга	1	13
64	и вот	4	13
65	в них	12	12
66	к нему	5	12
67	добра и	1	12
68	и у	7	12
69	но не	6	12
70	свободы в	1	12
71	это не	5	12
72	все это	15	12
73	и к	7	11
74	любовь к	1	11
75	с тем	3	11
76	уже не	1	11
77	хотя бы	2	11
78	в которой	1	11
79	был бы	1	11
80	только в	6	11
81	как в	4	11
82	и там	4	11
83	но это	10	11
84	и для	4	11
85	менее всего	4	11
86	свобода и	3	11
87	жизни и	11	11
88	то же	18	10
89	и свобода	1	10
90	так же	13	10
91	чем у	1	10
92	для человека	1	10
93	один из	6	10
94	должна быть	1	10
95	не могут	3	10
96	не имеет	4	10
97	это и	10	10
98	связана с	5	10
99	в самой	8	10
100	есть не	1	10
101	все что	3	9
102	из самых	3	9
103	к тому	4	9
104	не мог	8	9
105	что и	8	9
106	xix века	1	9
107	не будет	2	9
108	доходит до	2	9
109	то есть	49	9
110	с ним	6	9
111	вместе с	5	9
112	в свою	1	9
113	и во	4	9
114	свободу и	5	9
115	бы и	2	9
116	есть и	8	9
117	а в	4	9
118	лишь в	3	9
119	от него	2	8
120	нужно искать	2	8
121	и с	18	8
122	тем что	3	8
123	о том	8	8
124	мира сего	2	8
125	человека не	1	8
126	себя в	1	8
127	тема о	1	8
128	что не	4	8
129	за пределы	4	8
130	жизнь в	1	8
131	в отношении	2	8
132	еще в	3	8
133	русской истории	1	8
134	того чтобы	9	8
135	во власти	1	8
136	человек должен	1	8
137	нет и	4	8
138	с его	11	8
139	ничего не	5	8
140	они не	5	8
141	уже в	1	8
142	мира и	10	8
143	только и	1	8
144	для того	8	8
145	во всем	1	7
146	что человек	2	7
147	в духе	4	7
148	не существует	1	7
149	нем есть	2	7
150	в нашем	3	7
151	что все	4	7
152	точки зрения	7	7
153	человеку и	1	7
154	те же	1	7
155	чем в	1	7
156	что она	4	7
157	на этом	7	7
158	в жизни	4	7
159	отношения к	1	7
160	жизни в	3	7
161	себя и	2	7
162	более чем	1	7
163	он в	4	7
164	мог бы	1	7
165	но если	1	7
166	должен быть	2	7
167	в народе	1	7
168	также и	11	7
169	как он	3	7
170	же и	2	6
171	с этой	1	6
172	не как	3	6
173	к концу	2	6
174	было в	2	6
175	людей и	1	6
176	и те	1	6
177	этого мира	1	6
178	что у	2	6
179	его в	10	6
180	и она	3	6
181	веру в	1	6
182	у них	2	6
183	можно было	5	6
184	чтобы не	2	6
185	и от	6	6
186	и здесь	6	6
187	что это	4	6
188	его на	1	6
189	если бы	2	6
190	в которых	3	6
191	бы не	2	6
192	в образе	9	6
193	в ее	2	6
194	людей не	1	6
195	того как	1	6
196	этом он	2	6
197	должен был	1	6
198	и более	1	6
199	и свободы	1	6
200	на все	4	6
201	нет у	1	6
202	тех которые	1	6
203	жизнь и	5	6
204	и человека	1	6
205	его не	5	6
206	свободы но	1	6
207	быть и	1	6
208	к ней	2	6
209	на то	2	6
210	еще не	5	5
211	бы в	5	5
212	он хочет	3	5
213	его он	1	5
214	мысли и	6	5
215	одно из	2	5
216	и как	7	5
217	с этим	6	5
218	во всяком	1	5
219	для этого	2	5
220	мы увидим	1	5
221	сказать что	12	5
222	к которому	1	5
223	все время	3	5
224	в атмосфере	12	5
225	момент в	2	5
226	по преимуществу	2	5
227	на протяжении	2	5
228	хочет быть	1	5
229	после того	1	5
230	пройти через	1	5
231	от этого	2	5
232	он знал	1	5
233	сих пор	3	5
234	был в	3	5
235	в то	17	5
236	который был	1	5
237	когда он	2	5
238	до сих	3	5
239	и этот	2	5
240	они и	3	5
241	интерес к	1	5
242	и мы	1	5
243	да и	2	5
244	тот кто	1	5
245	земной жизни	2	5
246	его и	2	5
247	то он	2	5
248	в основе	6	5
249	и если	3	5
250	жизни это	1	5
251	той же	6	5
252	тот же	4	5
253	в более	1	5
254	этот процесс	3	5
255	так и	14	5
256	и тут	1	5
257	как у	2	5
258	в их	4	5
259	связано с	3	5
260	думать что	2	5
261	как будто	2	5
262	в той	2	4
263	в центре	1	4
264	человеческой жизни	1	4
265	и люди	1	4
266	еще более	1	4
267	в разных	2	4
268	нас в	4	4
269	не хочет	3	4
270	в своих	1	4
271	и даже	6	4
272	истины и	1	4
273	культуры в	1	4
274	нем нет	1	4
275	было не	1	4
276	на природу	1	4
277	жизни он	3	4
278	нельзя было	2	4
279	была еще	1	4
280	в него	1	4
281	по отношению	1	4
282	не что	1	4
283	себе в	1	4
284	него не	2	4
285	что они	3	4
286	ее и	1	4
287	мы видим	6	4
288	что иное	1	4
289	землю и	1	4
290	народ не	1	4
291	в каждом	3	4
292	и через	1	4
293	и этим	2	4
294	не от	1	4
295	это очень	2	4
296	не была	1	4
297	и можно	1	4
298	была в	1	4
299	тому что	1	4
300	века в	3	4
301	в свете	3	4
302	в чем	6	4
303	а с	1	4
304	так что	1	4
305	и что	3	4
306	как человек	1	4
307	в идее	1	4
308	и по	3	4
309	не случайно	3	4
310	и против	1	4
311	его с	1	4
312	тогда когда	3	4
313	с ума	1	4
314	для них	2	4
315	судьбы человека	1	4
316	ни в	5	4
317	и тот	2	4
318	но на	3	4
319	в начале	2	4
320	то время	4	4
