N	3gram	Vygotskiy_	Russkaja
1	друг с другом	6	14
2	то же время	1	10
3	в то же	1	10
4	с точки зрения	5	9
5	в том что	30	7
6	на самом деле	8	6
7	во всяком случае	1	6
8	для того чтобы	41	6
9	а между тем	1	5
10	до сих пор	9	5
11	в том случае	1	4
12	не может быть	4	4
13	на то что	25	4
14	к тому чтобы	1	4
15	более или менее	1	4
16	бы то ни	1	4
17	и если в	1	3
18	той или иной	2	3
19	в конце концов	6	3
20	вместе с тем	4	3
21	можно было бы	4	3
22	в данном случае	3	3
23	в лучшем случае	3	3
24	в этом случае	2	3
25	и то что	4	3
26	что он не	3	2
27	в том и	3	2
28	и в том	2	2
29	ни одна из	2	2
30	того или иного	1	2
31	тот факт что	6	2
32	с другом и	1	2
33	в значительной мере	1	2
34	в противоречие с	1	2
35	чтобы понять что	1	2
36	но она не	1	2
37	и в другом	1	2
38	о том что	15	2
39	в себе и	1	2
40	сама по себе	3	2
41	к тому что	8	2
42	друг от друга	2	2
43	из которых каждый	1	2
44	о том чтобы	1	2
45	быть не может	1	1
46	из нее все	1	1
47	то что эта	1	1
48	в самом деле	8	1
49	при внимательном рассмотрении	1	1
50	том виде как	1	1
51	указывает на то	3	1
52	гармонии всех элементов	1	1
53	и как бы	4	1
54	и в частности	2	1
55	что оно есть	2	1
56	за то что	3	1
57	элементов из которых	1	1
58	уже указали выше	1	1
59	дело в том	2	1
60	если бы такой	1	1
61	смысле этого слова	1	1
62	с этим взглядом	1	1
63	и в некоторых	1	1
64	о котором мы	3	1
65	доказательством этому служит	1	1
66	речь идет о	1	1
67	но и этот	1	1
68	свою судьбу в	1	1
69	и в своем	1	1
70	каждая из них	1	1
71	котором мы говорили	2	1
72	это значило бы	1	1
73	убедимся что в	1	1
74	не могло бы	1	1
75	уже знаем что	1	1
76	с совершенной ясностью	2	1
77	прежде всего на	1	1
78	до известной степени	1	1
79	так же как	3	1
80	бы показать что	2	1
81	точки зрения житейской	1	1
82	и только в	1	1
83	в каждый данный	1	1
84	и таким образом	3	1
85	по отношению к	2	1
86	но и ни	1	1
87	во многих случаях	1	1
88	и прежде всего	1	1
89	одной из этих	1	1
90	только для того	1	1
91	от того что	1	1
92	во всех этих	2	1
93	в том чтобы	6	1
94	по крайней мере	1	1
95	в том виде	1	1
96	именно в силу	1	1
97	эта точка зрения	1	1
98	в борьбе за	1	1
99	но не о	1	1
100	заключается в том	9	1
101	а в том	1	1
102	несмотря на то	1	1
103	с самого начала	5	1
104	человек о котором	1	1
105	чтобы сделать эти	1	1
106	на том же	1	1
107	так как это	6	1
108	что ни одна	1	1
109	речи быть не	1	1
110	каждый данный момент	1	1
111	и что в	5	1
112	то ни было	1	1
113	о которых мы	2	1
114	и того же	2	1
115	на целый ряд	1	1
116	никогда не был	1	1
117	в своем целом	1	1
118	совершенно ясно что	7	1
119	заключает в себе	6	1
120	совершенно ином виде	1	1
121	никак не могла	1	1
122	смотреть как на	1	1
123	было бы показать	1	1
124	уверены в том	1	1
125	тем что он	1	1
126	то же самое	8	1
127	в совершенно ином	1	1
128	мы говорили выше	2	1
129	и все же	1	1
130	только с этой	1	1
131	что с точки	1	1
132	показать что и	2	1
133	что все это	1	1
134	образом оказывается что	1	1
135	целый ряд общих	1	1
136	только то что	1	1
137	в другом месте	1	1
138	еще не было	1	1
139	то что оно	2	1
140	жизни но и	2	1
141	свидетельствуют о том	1	1
142	том что для	1	1
143	и потому нас	1	1
144	для нас важно	1	1
145	которых мы говорили	1	1
146	от нас и	1	1
147	в этом отношении	3	1
148	по отношению ко	1	1
149	вопрос о том	3	1
150	потому что и	1	1
151	то есть не	1	1
152	в свою очередь	1	1
153	в применении к	1	1
154	и не только	1	1
155	не просто в	1	1
156	это и есть	1	1
157	в основе его	1	1
158	заключающим в себе	1	1
159	к себе и	1	1
160	на этот вопрос	5	1
161	состоит в том	2	1
162	к тому же	1	1
163	все до сих	1	1
164	совершенно очевидно что	2	1
165	сводится к тому	3	1
166	одного и того	2	1
167	потому что они	3	1
168	и в этом	2	1
169	в полной мере	1	1
170	друг к другу	5	1
