N	3gram	Vygotskiy_	Analitik
1	в том что	30	25
2	не может быть	4	19
3	по отношению к	2	18
4	в то же	1	16
5	о том что	15	15
6	в данном случае	3	14
7	в отличие от	3	14
8	то же время	1	14
9	той или иной	2	14
10	к тому же	1	13
11	в конечном счете	2	11
12	мы имеем дело	1	11
13	того или иного	1	9
14	с другой стороны	8	9
15	в свою очередь	1	9
16	в том чтобы	6	9
17	по крайней мере	1	9
18	подобно тому как	1	9
19	с одной стороны	15	9
20	состоит в том	2	8
21	с точки зрения	5	8
22	не только в	5	8
23	в этом отношении	3	8
24	во всяком случае	1	7
25	что иное как	2	7
26	одного и того	2	6
27	в полной мере	1	6
28	и того же	2	6
29	не что иное	2	6
30	не только не	4	5
31	в русской литературе	1	5
32	том или ином	1	5
33	во времени и	1	5
34	в этом случае	2	5
35	имеем дело с	1	5
36	до известной степени	1	4
37	в том или	1	4
38	в самом деле	8	4
39	для того чтобы	41	4
40	не в том	1	4
41	в произведении искусства	1	4
42	и в этом	2	4
43	в ответ на	1	4
44	и не в	1	4
45	в этом смысле	3	4
46	из того что	3	4
47	том что он	4	4
48	едва ли не	1	4
49	сама по себе	3	4
50	в основе своей	1	4
51	быть не может	1	3
52	и тот же	2	3
53	и как бы	4	3
54	и то что	4	3
55	и т п	5	3
56	сам по себе	4	3
57	сами по себе	2	3
58	именно в этом	2	3
59	бы то ни	1	3
60	речь идет о	1	3
61	в зависимости от	7	3
62	между тем как	1	3
63	а в том	1	3
64	как нам кажется	1	3
65	то ни было	1	3
66	а не в	1	3
67	то же самое	8	3
68	по этой причине	1	3
69	и в самом	3	3
70	можно сказать что	3	3
71	и той же	4	3
72	и все же	1	3
73	дело в том	2	3
74	одной и той	4	3
75	не могут быть	1	3
76	что он не	3	2
77	на всем протяжении	1	2
78	в применении к	1	2
79	с этой точки	3	2
80	дело с двумя	1	2
81	во внешнем мире	1	2
82	более или менее	1	2
83	в частности в	1	2
84	можно было бы	4	2
85	каждом отдельном случае	1	2
86	совершенно очевидно что	2	2
87	друг с другом	6	2
88	в литературном произведении	1	2
89	до сих пор	9	2
90	того что в	1	2
91	смысле этого слова	1	2
92	том что по	1	2
93	и прежде всего	1	2
94	в каждом отдельном	1	2
95	а с другой	5	2
96	и то же	4	2
97	это означает что	1	2
98	как если бы	1	2
99	к тому что	8	2
100	в качестве своего	2	2
101	а не только	1	2
102	при взгляде на	1	2
103	и в сущности	1	2
104	в том и	3	2
105	вместе с ним	1	2
106	мысль о том	1	2
107	что в конце	2	2
108	на то что	25	2
109	в противоречие с	1	2
110	обратим внимание на	1	2
111	заключается в том	9	2
112	один и тот	1	2
113	этой точки зрения	3	2
114	какой бы то	1	2
115	не в состоянии	3	2
116	а между тем	1	2
117	до тех пор	2	2
118	на этот вопрос	5	2
119	в борьбе за	1	2
120	в сущности говоря	8	2
121	в одной из	1	2
122	как и на	1	2
123	мы узнаем о	1	2
124	означает что в	1	2
125	одно и то	3	2
126	как говорит сам	1	1
127	в целом ряде	2	1
128	может быть это	2	1
129	тех пор пока	2	1
130	только с одним	1	1
131	на этом фоне	1	1
132	произведение искусства представляет	1	1
133	прибавим к этому	1	1
134	принадлежат к числу	1	1
135	как будто бы	1	1
136	и конечно же	1	1
137	сущности сводится к	1	1
