N	3gram	Tiupa_Vved	Marksizm
1	не может быть	6	25
2	в самом деле	2	19
3	по отношению к	11	15
4	то же время	4	15
5	в то же	5	15
6	в том что	10	14
7	в связи с	1	14
8	и не может	1	12
9	в высшей степени	2	12
10	для того чтобы	1	11
11	в отличие от	11	10
12	с самого начала	1	10
13	одного и того	1	9
14	как если бы	1	9
15	и того же	1	9
16	но в то	1	9
17	в настоящее время	1	8
18	то же самое	2	8
19	с другой стороны	2	7
20	языка как системы	1	7
21	в свою очередь	5	7
22	всех без исключения	1	6
23	на то что	2	6
24	на самом деле	4	6
25	во всяком случае	3	6
26	если бы он	1	6
27	с одной стороны	9	6
28	отнюдь не является	1	5
29	в таком случае	1	5
30	к тому что	1	5
31	той или иной	4	5
32	как мы видели	3	5
33	в этом случае	1	5
34	в этом отношении	7	5
35	в первом случае	1	4
36	в зависимости от	1	4
37	и прежде всего	1	4
38	о том что	6	4
39	можно сказать что	1	4
40	в той или	1	3
41	и тот же	1	3
42	не только в	3	3
43	в данном контексте	1	3
44	тем не менее	3	3
45	одной стороны и	3	3
46	в том числе	1	3
47	более или менее	2	3
48	и то же	1	3
49	но при этом	3	3
50	том числе и	1	3
51	и т.п в	1	3
52	в значительной степени	2	3
53	а не в	1	3
54	и в этом	1	3
55	в этом последнем	1	3
56	в науке о	1	3
57	но и в	3	3
58	один и тот	1	3
59	и той же	1	3
60	не было бы	1	3
61	одно и то	1	3
62	все без исключения	1	3
63	можно было бы	2	3
64	в пределах одного	1	3
65	одной и той	1	3
66	в этом направлении	2	2
67	а не к	1	2
68	или иной степени	1	2
69	до известной степени	1	2
70	в этом смысле	1	2
71	друг от друга	2	2
72	высказывания как целого	1	2
73	внутренней и внешней	1	2
74	то же слово	1	2
75	само по себе	1	2
76	в данном случае	15	2
77	в том или	1	2
78	так сказать изнутри	1	2
79	к тому же	6	2
80	слова при этом	1	2
81	а не только	1	2
82	мы убедимся что	1	2
83	в нашем случае	3	2
84	сами по себе	1	2
85	того или иного	1	2
86	только по отношению	1	2
87	по крайней мере	1	2
88	том или ином	1	2
89	как и в	2	2
90	в этом и	1	2
91	в противном случае	2	2
92	и та же	1	2
93	как и все	1	2
94	так же как	1	2
95	же как и	1	2
96	как мы увидим	1	2
97	одна и та	1	2
98	и в самом	1	2
99	во всех без	1	2
100	должен был бы	1	2
101	это и есть	1	2
102	прежде всего в	1	2
103	но и здесь	1	2
104	с установкой на	2	2
105	благодаря тому что	1	1
106	к своему герою	1	1
107	бы и не	2	1
