N	2gram	Nazirov_Tv	Myshleni
1	в том	13	195
2	в этом	11	167
3	то что	9	166
4	и в	40	162
5	том что	14	161
6	в развитии	1	151
7	таким образом	14	147
8	с помощью	1	131
9	что в	17	119
10	мышления и	2	117
11	не только	16	116
12	того что	3	109
13	в процессе	3	101
14	так же	6	100
15	потому что	10	95
16	может быть	11	89
17	что он	11	86
18	не может	9	81
19	как и	16	79
20	так как	6	78
21	и не	12	78
22	только в	7	75
23	в целом	7	74
24	как мы	1	72
25	но и	10	70
26	заключается в	1	67
27	в его	19	67
28	сказать что	3	65
29	как бы	26	64
30	вместе с	4	62
31	представляет собой	4	60
32	и что	2	60
33	было бы	2	60
34	в качестве	2	60
35	то же	19	58
36	в основе	3	58
37	в отношении	1	55
38	между собой	2	53
39	в самом	6	52
40	в сущности	1	51
41	мы должны	1	50
42	к тому	2	49
43	что они	3	48
44	тем что	2	48
45	на основе	1	47
46	мы не	3	47
47	если бы	4	46
48	по отношению	3	45
49	но не	7	45
50	с другой	4	45
51	с тем	1	43
52	же как	3	43
53	тем самым	10	43
54	тому что	2	42
55	как это	2	42
56	отношению к	3	42
57	в ходе	1	41
58	не является	3	41
59	о том	9	40
60	одной стороны	1	40
61	никогда не	13	39
62	с одной	2	39
63	так и	5	39
64	мы видели	1	38
65	в области	1	38
66	и к	1	37
67	если мы	1	37
68	мы видим	3	37
69	не в	3	37
70	в этой	7	37
71	с самого	3	36
72	в своем	4	36
73	все эти	3	36
74	самого начала	3	36
75	как в	10	36
76	а не	9	36
77	и его	14	36
78	того же	2	35
79	можно было	1	35
80	в себе	3	35
81	в которой	5	35
82	он не	10	35
83	для себя	1	35
84	связи с	2	34
85	и как	5	34
86	приводит к	4	34
87	прежде всего	10	33
88	при этом	14	33
89	по себе	2	33
90	именно в	6	32
91	и на	12	32
92	той же	4	32
93	что оно	2	32
94	нас к	1	32
95	по своему	1	32
96	же самое	1	32
97	что и	3	32
98	и тем	2	32
99	но в	11	32
100	слова и	1	32
101	развития в	2	31
102	все же	9	31
103	мысли и	5	30
104	на то	1	30
105	этого слова	1	29
106	между тем	2	29
107	как известно	3	29
108	могут быть	4	29
109	показывает что	5	29
110	с этим	2	28
111	что с	2	28
112	самом деле	4	28
113	переход от	2	28
114	к слову	1	28
