N	3gram	Vygotskiy_	Freidism
1	с точки зрения	11	15
2	не может быть	5	14
3	по отношению к	3	11
4	в самом деле	4	10
5	в том что	41	9
6	как мы видели	4	8
7	во всяком случае	10	8
8	мы знаем что	1	6
9	в высшей степени	11	6
10	можем сказать что	1	5
11	с самого начала	6	5
12	можно сказать что	1	5
13	как мы уже	3	5
14	мы можем сказать	1	5
15	в свою очередь	3	4
16	с помощью которых	8	4
17	мы увидим что	1	4
18	тем не менее	6	4
19	сам по себе	2	4
20	в зависимости от	6	4
21	в данном случае	1	4
22	не могут быть	1	4
23	на первый план	5	4
24	в этом отношении	9	4
25	в последнем счете	1	4
26	в этот период	1	3
27	и тот же	6	3
28	в поведении человека	1	3
29	только то что	1	3
30	отнюдь не является	1	3
31	для того чтобы	14	3
32	о том что	3	3
33	один и тот	6	3
34	в собственном смысле	12	3
35	до сих пор	3	3
36	к тому чтобы	1	3
37	и той же	5	3
38	не в его	1	3
39	далеко не всегда	1	3
40	бы то ни	1	3
41	на этот вопрос	2	3
42	так и в	2	3
43	мы видели что	4	3
44	что все эти	1	3
45	с помощью которой	3	3
46	одной и той	5	3
47	в конечном счете	1	3
48	мы не можем	2	3
49	благодаря тому что	1	2
50	ни в каком	1	2
51	в применении к	1	2
52	снова и снова	1	2
53	в этом смысле	7	2
54	заключается в том	18	2
55	один из них	1	2
56	ни в какой	5	2
57	хотя бы и	2	2
58	вовсе не в	1	2
59	в конце концов	1	2
60	с помощью которого	5	2
61	не отличается от	1	2
62	а с другой	4	2
63	в какой степени	2	2
64	мы могли бы	12	2
65	но если мы	1	2
66	по отношению ко	1	2
67	том что она	1	2
68	что мы называем	1	2
69	в каком случае	1	2
70	не чем иным	1	2
71	чем иным как	1	2
72	мы никогда не	3	2
73	и все его	1	2
74	что и в	6	2
75	в отличие от	8	2
76	мы полагаем что	1	2
77	том что он	1	2
78	то ни было	1	2
79	выходит за пределы	1	2
80	то обстоятельство что	4	2
81	в связь с	1	2
82	в таком виде	1	2
83	к тому что	1	2
84	в другом месте	3	2
85	тот же предмет	6	2
86	с одной стороны	8	2
87	то что мы	2	2
88	а также и	1	2
89	то же самое	9	2
90	другими словами мы	1	1
91	что он не	2	1
92	в этом случае	4	1
93	которую можно было	1	1
94	с ними все	1	1
95	и в высшей	1	1
96	и те же	3	1
97	становятся как бы	1	1
98	собственном смысле слова	3	1
99	и у нас	1	1
100	но тем не	1	1
101	а как бы	1	1
102	свою очередь распадается	1	1
103	в жизни ребенка	3	1
104	вместе с этим	2	1
105	распадается на ряд	1	1
106	того или иного	2	1
107	таким образом ясно	1	1
108	от того чтобы	1	1
109	ситуации в которой	2	1
110	что она не	1	1
111	той или иной	2	1
112	речи так как	1	1
113	и поэтому с	1	1
114	том что это	1	1
115	по аналогии с	1	1
116	в слове и	1	1
117	но и по	1	1
118	и даже не	1	1
119	тот же что	1	1
120	новых и новых	1	1
121	ответить на этот	1	1
122	который как мы	1	1
123	точки зрения все	1	1
124	и только в	1	1
125	больше и больше	1	1
126	и связанное с	1	1
127	которой мы говорили	1	1
128	но и в	1	1
129	между собой в	1	1
130	не видим его	1	1
131	мы видим в	2	1
132	в противоречие с	1	1
133	и для других	2	1
134	все больше и	1	1
135	основе их лежит	2	1
136	к целому ряду	1	1
137	по сравнению с	4	1
138	того что мы	2	1
139	же что и	2	1
140	той же группе	1	1
141	не остается места	1	1
142	окружающей его среды	1	1
143	и не имеющие	1	1
144	на которое мы	1	1
145	в этой фазе	2	1
146	этого периода мы	1	1
147	однако и здесь	1	1
148	мы обратимся к	4	1
149	нашей точки зрения	2	1
150	что поведение человека	1	1
151	помощью которых он	2	1
152	и в отношении	3	1
153	одни и те	3	1
154	содержания и формы	1	1
155	во внешней речи	1	1
156	в гораздо большей	1	1
157	мы знаем о	4	1
158	в своей совокупности	1	1
159	в себе и	2	1
160	тому что было	1	1
161	как бы в	1	1
162	основании того что	1	1
163	в целом ряде	1	1
164	в том же	1	1
165	может войти в	1	1
166	с помощью слов	4	1
167	самое последнее время	1	1
168	из этих двух	1	1
169	ребенка в эту	2	1
170	к выводу что	2	1
171	в свое время	2	1
172	того и другого	2	1
173	что мы знаем	7	1
174	мы конечно не	1	1
175	с ним в	1	1
176	в то время	5	1
177	самом деле если	1	1
178	на основании того	1	1
179	очередь распадается на	1	1
180	когда оно начинает	1	1
181	но даже и	1	1
182	и то же	6	1
183	и во многих	1	1
184	а не наоборот	1	1
185	друг на друга	3	1
186	с их помощью	1	1
187	внутренней скрытой речи	1	1
188	все же не	2	1
189	его составных частей	1	1
190	внешними и внутренними	1	1
191	говорит нам о	1	1
192	не представляет собой	1	1
193	таким образом та	1	1
194	того же предмета	1	1
195	друг с другом	10	1
196	именно в этой	1	1
197	видим таким образом	5	1
198	да и не	1	1
199	как и на	1	1
200	на которой он	1	1
201	от всех этих	1	1
202	не опирается на	1	1
203	стадии своего развития	2	1
204	ничего общего с	2	1
205	образом ясно что	1	1
206	не что иное	2	1
207	о которой мы	1	1
208	то же что	1	1
209	мы берем его	1	1
210	в такой же	2	1
211	как и все	1	1
212	она не может	1	1
213	известно из других	1	1
214	одно и то	6	1
215	в одну группу	1	1
216	таким образом что	6	1
217	при этом как	1	1
218	в основных чертах	1	1
219	имея в виду	1	1
220	усматривать в этом	1	1
221	с ним связанное	1	1
222	в основе этой	1	1
223	так как они	2	1
224	что ребенок на	1	1
225	мы не знаем	2	1
226	уже и в	1	1
227	один из основных	1	1
228	сказать что на	1	1
229	на другой и	1	1
230	так же как	9	1
231	не выходит за	1	1
232	он приходит к	1	1
233	с первого же	1	1
234	между ними в	1	1
235	если мы проследим	3	1
236	том что с	1	1
237	только потому что	2	1
238	смысле этого слова	10	1
239	и таким образом	1	1
240	то увидим что	4	1
241	во всех этих	1	1
242	том что в	3	1
243	потому что оно	2	1
244	как говорит об	1	1
245	что нам известно	2	1
246	все эти три	1	1
247	всяком случае в	1	1
248	этого процесса с	1	1
249	и как мы	2	1
250	к той же	1	1
251	мы имеем возможность	1	1
252	из них не	1	1
253	этого процесса и	1	1
254	и внутренней речи	3	1
255	не только не	1	1
256	так как это	2	1
257	есть не что	1	1
258	всяком случае не	1	1
259	так как в	2	1
260	мы видим таким	5	1
261	и не могут	1	1
262	и что оно	2	1
263	на друга в	1	1
264	все новых и	1	1
265	и тогда когда	1	1
266	здесь нам важно	1	1
267	в целом и	2	1
268	нам известно из	2	1
269	в самое последнее	1	1
270	не соответствует действительности	1	1
271	мы говорили выше	2	1
272	и все же	1	1
273	однако и эта	1	1
274	слова и по	1	1
275	на всех этапах	1	1
276	что с точки	1	1
277	что иное как	2	1
278	думаю что оно	1	1
279	но все же	1	1
280	отношению ко всем	1	1
281	и что он	1	1
282	и речи мы	2	1
283	в такой форме	1	1
284	как это делает	1	1
285	того что нам	1	1
286	как бы ни	1	1
287	оно все же	1	1
288	на один и	3	1
289	точки зрения на	2	1
290	или во всяком	1	1
291	из того что	3	1
292	между тем как	4	1
293	является одним из	1	1
294	как уже сказано	7	1
295	едва ли может	1	1
296	вместе с его	1	1
297	представляет собой нечто	1	1
298	все те методологические	1	1
299	оно может быть	1	1
300	в основе их	3	1
301	это означает что	2	1
302	говорит об этом	2	1
303	если мы обратимся	4	1
304	но так как	2	1
305	собственном смысле этого	7	1
306	тот или иной	1	1
307	внутреннюю речь и	1	1
308	можно было бы	8	1
309	то же явление	1	1
310	внешней и внутренней	3	1
311	на ряд отдельных	1	1
312	желания и чувства	1	1
313	то что говорит	1	1
314	раз и навсегда	1	1
