N	3gram	Tiupa_Narr	Marksizm
1	с точки зрения	2	46
2	не может быть	6	25
3	в самом деле	3	19
4	по отношению к	5	15
5	то же время	7	15
6	в то же	7	15
7	в том что	11	14
8	в связи с	3	14
9	и не может	3	12
10	то ни было	1	12
11	бы то ни	1	12
12	для того чтобы	4	11
13	до сих пор	3	11
14	в отличие от	6	10
15	в большинстве случаев	1	9
16	одного и того	2	9
17	как если бы	2	9
18	и того же	2	9
19	то же самое	3	8
20	может быть и	1	8
21	с другой стороны	1	7
22	языка как системы	1	7
23	в свою очередь	2	7
24	всех без исключения	1	6
25	на то что	2	6
26	является не только	1	6
27	на самом деле	1	6
28	во всяком случае	2	6
29	с одной стороны	5	6
30	и как бы	1	5
31	в таком случае	1	5
32	к тому что	4	5
33	той или иной	6	5
34	как мы видели	1	5
35	в этом отношении	5	5
36	мы уже знаем	1	4
37	в первом случае	3	4
38	в зависимости от	3	4
39	но все же	1	4
40	в слове и	1	4
41	о том что	3	4
42	можно сказать что	5	4
43	и здесь мы	1	4
44	в той или	1	3
45	и тот же	1	3
46	не только в	12	3
47	тем не менее	6	3
48	и тем же	1	3
49	одной стороны и	1	3
50	в том числе	1	3
51	более или менее	2	3
52	и то же	2	3
53	друг с другом	1	3
54	но при этом	3	3
55	том числе и	1	3
56	и т.п в	1	3
57	в значительной степени	1	3
58	или хотя бы	1	3
59	а не в	1	3
60	в этом последнем	2	3
61	но и в	4	3
62	в данный момент	1	3
63	один и тот	1	3
64	какой бы то	1	3
65	связи с этим	1	3
66	на этот вопрос	1	3
67	одним и тем	1	3
68	одно и то	2	3
69	можно было бы	1	3
70	в следующей главе	1	3
71	в этом направлении	1	2
72	или иной степени	1	2
73	до известной степени	1	2
74	в этом смысле	1	2
75	самом деле в	1	2
76	и у нас	1	2
77	друг от друга	1	2
78	так или иначе	1	2
79	так и в	1	2
80	то же слово	1	2
81	само по себе	1	2
82	в данном случае	12	2
83	в том или	1	2
84	так сказать изнутри	1	2
85	и в других	1	2
