N	2gram	Tiupa_Anal	VrazhdaK
1	в году	5	18
2	не только	40	9
3	и достоевского	1	9
4	в этом	19	8
5	и в	36	8
6	и что	2	8
7	что в	15	7
8	и все	3	7
9	но и	26	7
10	то что	5	7
11	как и	27	6
12	и даже	12	6
13	и с	1	6
14	в романе	3	6
15	все же	6	6
16	в начале	10	6
17	в нем	3	6
18	но в	8	6
19	то же	7	5
20	у него	2	5
21	и не	14	5
22	между тем	8	5
23	об этом	3	5
24	в письме	1	5
25	не было	3	5
26	же время	7	5
27	в то	8	5
28	это не	4	4
29	при этом	19	4
30	несмотря на	2	4
31	с ним	2	4
32	для нас	1	4
33	все это	5	4
34	х годов	1	4
35	в виду	1	4
36	в своих	3	4
37	что он	5	4
38	уже в	5	4
39	о том	9	4
40	может быть	19	4
41	в ней	2	4
42	целый ряд	1	4
43	в истории	1	4
44	в россию	1	4
45	как бы	14	4
46	так же	1	4
47	что у	3	3
48	русской литературе	6	3
49	в его	12	3
50	в том	16	3
51	т е	2	3
52	его в	4	3
53	раз в	1	3
54	связи с	1	3
55	но он	1	3
56	давно уже	1	3
57	в связи	1	3
58	я не	3	3
59	и как	5	3
60	далеко не	8	3
61	тем что	3	3
62	речь идет	3	3
63	в чем	2	3
64	и у	1	3
65	в русской	9	3
66	о себе	4	3
67	человека в	3	3
68	он был	3	3
69	дворянского гнезда	1	3
70	том что	19	3
71	в этот	1	3
72	он не	9	3
73	в конце	6	3
74	и о	1	3
75	одним из	1	3
76	в своем	7	3
77	на то	1	3
78	с его	15	3
79	и его	18	3
80	к этому	3	3
81	по нашему	3	3
82	и во	1	3
83	в той	3	2
84	таким образом	4	2
85	начиная с	1	2
86	и то	2	2
87	ответ на	3	2
88	и он	4	2
89	в момент	3	2
90	время и	1	2
91	к себе	1	2
92	мы знаем	1	2
93	и далее	2	2
94	с точки	2	2
95	для него	8	2
96	его и	1	2
97	о чем	5	2
98	как раз	8	2
99	по мнению	1	2
100	нашего времени	5	2
101	о которой	2	2
102	нашему убеждению	3	2
103	в мае	1	2
104	в повести	1	2
105	в них	4	2
106	а также	5	2
107	же в	5	2
108	из повести	2	2
109	отношения к	6	2
110	ноября года	1	2
111	в мире	17	2
112	их в	1	2
113	же как	1	2
114	в своей	12	2
115	рядом с	1	2
116	вместе с	3	2
117	так в	4	2
118	в это	1	2
119	в известном	2	2
120	не менее	9	2
121	в эту	2	2
122	еще не	7	2
123	свою повесть	1	2
124	но как	4	2
125	а с	2	2
126	в свою	9	2
127	на основе	1	2
128	и т.п	7	2
129	личность и	1	2
130	в этой	10	2
131	мая года	1	2
132	человека с	2	2
133	тогда как	37	2
134	а в	17	2
135	начале года	1	2
136	и а	4	2
137	к ним	1	2
138	отношение к	2	2
139	в одну	3	2
140	уже не	9	2
141	из них	4	2
142	в себе	7	2
143	с нею	2	2
144	в глазах	6	2
145	не может	3	2
146	место в	4	2
147	с которым	1	2
148	столь же	7	2
149	точки зрения	3	2
150	тем более	3	2
151	одна из	6	2
152	за год	1	2
153	он сам	2	2
154	отнюдь не	7	2
155	но это	3	2
156	во время	2	2
157	не мог	4	2
158	и ее	3	2
159	к автору	1	2
160	никогда не	7	2
161	в особенности	4	1
162	на востоке	1	1
163	своего рода	17	1
164	никто из	1	1
165	в самом	7	1
166	во всем	5	1
167	то в	4	1
168	как к	2	1
169	этого и	1	1
170	так и	19	1
171	литературой в	1	1
172	что они	3	1
173	в свое	4	1
174	попадает в	1	1
175	в литературе	3	1
176	все что	2	1
177	для всех	5	1
178	до сих	1	1
179	один из	6	1
180	еще раз	1	1
181	ему в	1	1
182	этим можно	1	1
183	из которых	2	1
184	войне и	3	1
185	у гоголя	1	1
186	ближе к	2	1
187	они не	2	1
188	с насмешливым	1	1
189	с героем	2	1
190	автору и	2	1
191	если в	3	1
192	также что	1	1
193	рассматривать в	1	1
194	поскольку вместо	1	1
195	оценке его	1	1
196	того как	1	1
197	к этой	2	1
198	н и	2	1
199	в основном	1	1
200	был еще	1	1
201	которой не	1	1
202	мнения о	1	1
203	за исключением	2	1
204	сколько в	1	1
205	в литературной	1	1
206	героя в	1	1
207	что уже	1	1
208	не будем	2	1
209	он как	1	1
210	еще более	1	1
211	предположить что	1	1
212	или а	1	1
213	возвращается в	1	1
214	встречается лишь	1	1
215	что это	1	1
216	обычно не	1	1
217	хотя и	4	1
218	от нас	1	1
219	и романа	1	1
220	одному из	1	1
221	с тех	1	1
222	и был	2	1
223	с инициалами	1	1
224	он и	4	1
225	романа в	1	1
226	и из	1	1
227	в ее	5	1
228	только не	3	1
229	того что	4	1
230	этом он	2	1
231	говорит о	3	1
232	романе достоевского	1	1
233	чем у	1	1
234	и маргариты	1	1
235	в качестве	22	1
236	в повествование	1	1
237	задолго до	1	1
238	нас в	1	1
239	восходящая к	4	1
240	сама жизнь	1	1
241	судьбы они	1	1
242	всех в	1	1
243	прежде всего	7	1
244	далее в	2	1
245	ее и	1	1
246	своих собственных	1	1
247	того который	1	1
248	писал об	1	1
249	другой стороны	7	1
250	иными словами	1	1
251	быть может	1	1
252	себе не	1	1
253	уже говорилось	3	1
254	в этих	2	1
255	он лишь	1	1
256	за это	1	1
257	в их	7	1
258	о своем	4	1
259	а отношение	1	1
260	тому же	7	1
261	но с	3	1
262	а между	1	1
263	мертвые души	1	1
264	а за	1	1
265	в войне	3	1
266	а о	2	1
267	самим собой	3	1
268	из двух	1	1
269	и сам	8	1
270	побледнел и	1	1
271	в одном	4	1
272	на дуэль	1	1
273	тот кто	2	1
274	во внимание	1	1
275	на нее	1	1
276	на свою	3	1
277	этой поэмы	1	1
278	о своей	2	1
279	но не	13	1
280	из литературы	1	1
281	в глубине	3	1
282	следует искать	1	1
283	в составе	2	1
284	именно в	4	1
285	о смерти	4	1
286	уже на	1	1
287	маргариты в	1	1
288	жизни и	2	1
289	на характер	1	1
290	то время	1	1
291	в таком	2	1
292	героев и	1	1
293	в литературу	2	1
294	нам не	2	1
295	войне за	1	1
296	в жизни	2	1
297	уже давно	1	1
298	более что	1	1
299	и эстетический	1	1
300	меня в	1	1
301	новая форма	1	1
302	как говорит	4	1
303	литературе и	1	1
304	но ведь	1	1
305	от злости	1	1
306	собственных глазах	1	1
307	в молодости	1	1
308	как о	3	1
309	похож на	2	1
310	начинается с	1	1
311	в предисловии	1	1
312	в соответствии	5	1
313	поскольку сам	1	1
314	в бою	1	1
315	вряд ли	1	1
316	не есть	6	1
317	между прочим	1	1
318	одном из	1	1
319	молодого человека	1	1
320	как в	9	1
321	дома и	2	1
322	внимание к	1	1
323	роль в	5	1
324	от мая	1	1
325	правда не	1	1
326	ли не	5	1
327	по своему	3	1
328	как нам	6	1
329	не вызвал	1	1
330	и я	3	1
331	по преимуществу	3	1
332	что им	1	1
333	отличается от	1	1
334	да и	3	1
335	связь этого	1	1
336	по его	4	1
337	который не	2	1
338	первое место	1	1
339	служит для	1	1
340	ему и	2	1
341	о котором	2	1
342	они как	1	1
343	это было	2	1
344	в итоге	4	1
345	этой повести	1	1
346	в сторону	2	1
347	во сне	3	1
348	не имеет	1	1
349	тем не	3	1
350	раз и	1	1
351	сих пор	1	1
352	при виде	1	1
353	и вообще	1	1
354	года и	1	1
355	литературу в	1	1
356	записных книжках	1	1
357	в записках	1	1
358	не был	1	1
359	ему не	1	1
360	на них	1	1
361	время с	1	1
362	писал он	3	1
363	этому же	1	1
364	жизнь и	3	1
365	она меня	1	1
366	с этим	4	1
367	во всех	4	1
368	а поскольку	1	1
369	человека к	1	1
370	до того	1	1
371	как имя	1	1
372	во всяком	6	1
373	в стиле	1	1
374	это и	4	1
375	было не	1	1
376	и литературные	1	1
377	входя в	1	1
378	и читателю	1	1
379	между нами	2	1
380	и отчасти	1	1
381	любви она	1	1
382	все основания	1	1
383	в полной	3	1
384	она же	1	1
385	знаем о	1	1
386	от ноября	1	1
387	не могли	1	1
388	что этот	1	1
389	и русской	1	1
390	которой он	1	1
391	этой традиции	1	1
392	к роману	1	1
393	на страницах	1	1
394	совпадает с	4	1
395	не любил	1	1
396	упоминание о	2	1
397	но при	1	1
398	и всего	1	1
399	потому что	1	1
400	осенью года	1	1
401	живет в	1	1
402	в комедии	1	1
403	при участии	1	1
404	одну из	3	1
405	героя нашего	3	1
406	совсем не	1	1
407	только как	1	1
408	человека как	1	1
409	не всегда	4	1
410	в рассказе	1	1
411	тех пор	2	1
412	в ответ	2	1
413	во второй	8	1
414	с помощью	1	1
415	в частности	19	1
416	не будет	3	1
417	июня года	1	1
418	вопросом не	1	1
419	из своего	1	1
420	но зато	2	1
421	целым рядом	1	1
422	в свет	1	1
423	не могло	1	1
