N	3gram	Propp_Morf	Marksizm
1	с точки зрения	6	46
2	не может быть	9	25
3	по отношению к	7	15
4	то же время	1	15
5	в то же	1	15
6	в том что	4	14
7	в связи с	9	14
8	то ни было	2	12
9	в высшей степени	1	12
10	бы то ни	3	12
11	для того чтобы	3	11
12	до сих пор	1	11
13	с самого начала	1	10
14	в большинстве случаев	3	9
15	в настоящее время	3	8
16	может быть и	2	8
17	с другой стороны	5	7
18	в свою очередь	1	7
19	как мы уже	1	6
20	и пр и	3	6
21	на то что	3	6
22	в точном смысле	1	6
23	на самом деле	4	6
24	во всяком случае	2	6
25	с одной стороны	2	6
26	в таком случае	1	5
27	к тому что	4	5
28	той или иной	1	5
29	в этом случае	10	5
30	в этом отношении	2	5
31	мы уже знаем	1	4
32	в первом случае	3	4
33	но все же	4	4
34	о том что	3	4
35	можно сказать что	1	4
36	том что он	1	4
37	и тот же	1	3
38	в применении к	1	3
39	тем не менее	6	3
40	более или менее	2	3
41	и то же	1	3
42	друг с другом	1	3
43	все более и	1	3
44	этот вопрос мы	1	3
45	мы не будем	2	3
46	не могут быть	4	3
47	один и тот	1	3
48	связи с этим	5	3
49	более и более	1	3
50	на этот вопрос	1	3
51	в нашу задачу	1	3
52	одно и то	1	3
53	можно было бы	2	3
54	в этой главе	1	2
55	и небо и	1	2
56	до известной степени	1	2
57	самом деле в	1	2
58	во всех других	1	2
59	в собственном смысле	3	2
60	она могла бы	1	2
61	в коем случае	1	2
62	в какой степени	1	2
63	обстоит дело с	1	2
64	в данном случае	2	2
65	в том или	1	2
66	и в других	2	2
67	не то что	1	2
68	и этот момент	1	2
69	собственном смысле слова	3	2
70	тому что в	1	2
71	вне этой связи	1	2
72	к нему в	1	2
73	какого бы то	1	2
74	и пр эта	1	2
75	точном смысле слова	1	2
76	как и в	3	2
77	в этом и	1	2
78	в чем же	1	2
79	независимо от того	4	2
80	в противном случае	1	2
81	ни в коем	1	2
82	как мы увидим	5	2
83	вопрос о том	2	2
84	является одним из	1	2
85	но и здесь	1	2
86	целый ряд вопросов	1	1
87	это не значит	2	1
88	и что его	1	1
89	и даже не	1	1
90	то что он	1	1
91	и ни к	1	1
92	из этих двух	1	1
93	то что не	1	1
94	того или другого	1	1
95	от того как	1	1
96	не хватает и	1	1
97	до наших дней	2	1
98	с этой точки	1	1
99	он не может	1	1
100	может войти в	1	1
101	и вот мы	1	1
102	но если мы	1	1
103	еще тем что	1	1
104	будет зависеть от	1	1
105	но есть и	1	1
106	но они не	1	1
107	может быть дано	1	1
108	во втором случае	1	1
109	видим таким образом	1	1
110	в иных случаях	2	1
111	во многих отношениях	1	1
112	он ничего не	1	1
113	то перед нами	5	1
114	двух точек зрения	1	1
115	представители этой школы	1	1
116	таким образом что	1	1
117	между собой и	1	1
118	друг за другом	2	1
119	следует сказать что	1	1
120	вместо того чтобы	1	1
121	том что все	1	1
122	но как мы	1	1
123	и не с	1	1
124	входить в подробности	1	1
125	не дает себя	1	1
126	может быть названа	1	1
127	и пр во-вторых	1	1
128	другой стороны оно	1	1
129	определить где кончается	1	1
130	хотя бы только	1	1
131	и как он	1	1
132	остановимся лишь на	1	1
133	этой формы в	1	1
134	сущности вовсе не	1	1
135	друг на друга	2	1
136	мы увидим дальше	1	1
137	и пр он	2	1
138	к вопросу о	2	1
139	но то что	1	1
140	что вопрос о	1	1
141	это значит что	1	1
142	но в этом	1	1
143	же оно может	2	1
144	в одном случае	1	1
145	так же и	1	1
146	в тех случаях	2	1
147	и в этой	1	1
148	коем случае не	1	1
149	в каком это	1	1
150	и пр все	1	1
151	может совершаться в	1	1
152	сих пор не	1	1
153	и пр чем	1	1
154	все же в	1	1
155	или же оно	1	1
156	к тому или	1	1
157	но кроме того	1	1
158	к чему не	2	1
159	не столько по	1	1
160	мы скажем что	1	1
161	что иное как	2	1
162	бы сказать что	1	1
163	по приведенной схеме	1	1
164	лежат в основе	1	1
165	прежде всего по	1	1
166	лишь на то	1	1
167	состоит из двух	1	1
168	здесь как и	1	1
169	этой точки зрения	1	1
170	как же может	1	1
171	что же касается	1	1
172	то что в	2	1
173	то с другой	1	1
174	можно говорить лишь	1	1
175	вопрос в какой	1	1
176	в то время	3	1
177	и более широкой	1	1
178	что он говорил	1	1
179	между тем мы	1	1
180	хотя они и	1	1
181	или во всяком	1	1
182	он не дает	1	1
183	в частности как	1	1
184	же может быть	2	1
185	в обоих случаях	2	1
186	они и не	1	1
187	во всех случаях	1	1
188	не что иное	2	1
189	ни одна из	1	1
190	мы переходим к	1	1
191	здесь перед нами	1	1
192	всех этих случаях	1	1
193	может быть объяснено	1	1
194	подобно тому как	5	1
195	так же не	1	1
196	и не так	1	1
197	не ощущается как	1	1
198	во всех этих	1	1
199	и вне этой	1	1
200	бы они ни	1	1
201	но прежде чем	1	1
202	следует отличать от	1	1
203	в сущности вовсе	1	1
204	они ни были	1	1
205	мы видим таким	1	1
206	тех случаях когда	2	1
207	в каких случаях	1	1
208	как бы они	1	1
209	она может быть	1	1
210	так как они	1	1
211	а вовсе не	2	1
212	то что ему	1	1
213	они превращаются в	1	1
214	ни к чему	2	1
215	одна из них	1	1
216	лишь после того	1	1
217	между прочим и	1	1
218	то что они	1	1
219	приводит к тому	1	1
220	вовсе не с	1	1
221	оно может быть	2	1
222	к этому же	1	1
223	после того как	1	1
224	мы не можем	1	1
225	что несмотря на	1	1
226	в другом случае	1	1
227	если же он	1	1
228	но там оно	1	1
229	они вступают в	1	1
