N	3gram	Losev_Prob	Psycholo
1	в том что	13	78
2	для того чтобы	3	70
3	на то что	2	55
4	в самом деле	1	51
5	и т п	1	37
6	заключается в том	1	36
7	о том что	14	34
8	совершенно ясно что	1	33
9	то же самое	2	31
10	с точки зрения	13	29
11	с одной стороны	5	28
12	в сущности говоря	1	24
13	не может быть	2	23
14	до сих пор	3	23
15	и т д	1	22
16	к тому что	1	20
17	с другой стороны	7	20
18	в том чтобы	2	20
19	на самом деле	2	17
20	не только не	1	16
21	с самого начала	3	16
22	во всяком случае	6	14
23	в то время	4	14
24	в этом отношении	4	14
25	можно было бы	2	13
26	и в этом	1	13
27	то время как	4	13
28	указывает на то	1	12
29	сам по себе	3	12
30	этой точки зрения	2	12
31	в конце концов	7	12
32	тот факт что	1	11
33	то что в	2	11
34	с этой точки	2	10
35	вместе с тем	5	10
36	только в том	2	10
37	и то что	3	10
38	не в том	1	10
39	том что он	3	10
40	никак не может	2	9
41	не то что	1	9
42	потому что он	2	9
43	точно так же	4	9
44	в данном случае	5	9
45	мы могли бы	1	9
46	и как бы	2	8
47	и таким образом	1	8
48	по этому поводу	4	8
49	мы все время	1	7
50	состоит в том	1	7
51	в этом смысле	4	7
52	если бы мы	1	7
53	а с другой	3	7
54	в свою очередь	2	7
55	в какой мере	3	7
56	можно сказать что	4	7
57	потому что она	1	6
58	сама по себе	2	6
59	не что иное	3	6
60	тем не менее	8	6
61	более или менее	1	6
62	что у него	1	6
63	именно потому что	1	6
64	и в том	1	6
65	того или иного	2	6
66	не только в	5	6
67	по его мнению	1	6
68	что иное как	3	6
69	друг к другу	1	6
70	ни в каком	1	5
71	о том как	1	5
72	в таком случае	2	5
73	или вернее сказать	1	5
74	сказать что в	1	5
75	и вместе с	3	5
76	ни в какой	4	5
77	и в частности	4	5
78	а как раз	1	5
79	в жизни и	1	5
80	несмотря на все	1	5
81	в силу того	1	5
82	в том смысле	2	5
83	должен был бы	1	5
84	как раз в	1	5
85	потому что они	2	5
86	как будто бы	3	4
87	в настоящее время	7	4
88	во все время	1	4
89	к тому же	5	4
90	заключается не в	1	4
91	но так как	1	4
92	таким образом мы	1	4
93	за то что	2	4
94	и тем же	1	4
95	и для нас	1	4
96	вопрос о том	1	4
97	то или иное	1	4
98	вовсе не в	1	4
99	не значит что	1	4
100	силу того что	1	4
101	том что мы	1	4
102	это не просто	1	4
103	в этой области	1	4
104	том что в	1	4
105	и никогда не	2	4
106	это вовсе не	1	4
107	только тогда когда	3	4
108	то есть в	5	4
109	от того что	1	4
110	все более и	1	4
111	более и более	1	4
112	одним и тем	1	4
113	только потому что	1	4
114	принять во внимание	1	4
115	и что он	1	4
116	это и есть	2	4
117	начала до конца	2	3
118	прибавим к этому	1	3
119	по себе а	2	3
120	что в ней	1	3
121	в том как	1	3
122	и что она	1	3
123	как это мы	2	3
124	не потому что	1	3
125	приходит к выводу	1	3
126	по аналогии с	1	3
127	в последнее время	1	3
128	и для этого	1	3
129	что это не	1	3
130	по отношению к	2	3
131	это не так	1	3
132	к этому что	1	3
133	дело в том	4	3
134	нет никакой возможности	1	3
135	а вовсе не	1	3
136	все это было	1	3
137	никак не могут	2	3
138	может быть это	1	3
139	о котором мы	1	3
140	том смысле что	1	3
141	несмотря на то	1	3
142	нам думается что	1	3
143	в себе нечто	1	3
144	только что в	1	3
145	и в конце	1	3
146	бросается в глаза	2	3
147	в том или	3	3
148	в наше время	1	3
149	бы то ни	4	3
150	то же время	1	3
151	в это время	3	3
152	едва ли не	1	3
153	то есть как	2	3
154	к выводу что	1	3
155	ничего общего с	2	3
156	в то же	2	3
157	надо было бы	1	3
158	то и другое	5	3
159	что и здесь	1	3
160	и то и	1	3
161	то обстоятельство что	1	3
162	из которых каждая	1	3
163	обратить внимание на	4	3
164	после того как	3	3
165	нисколько не больше	1	2
166	мере в какой	1	2
167	а может быть	2	2
168	и если в	1	2
169	говорится о том	1	2
170	такой же мере	1	2
171	и никак не	2	2
172	и не было	1	2
173	того что на	1	2
174	а то что	1	2
175	только о том	2	2
176	с ним в	2	2
177	того чтобы понять	1	2
178	так или иначе	3	2
179	кроме того что	1	2
180	так и в	1	2
181	никак не к	1	2
182	между тем как	1	2
183	мы совершенно не	1	2
184	потому что не	1	2
185	и при помощи	1	2
186	и все прочие	1	2
187	все же не	3	2
188	что то же	1	2
189	это значит что	2	2
190	в одном из	1	2
191	в этой драме	4	2
192	всего того что	2	2
193	мы имеем дело	1	2
194	в связи с	11	2
195	дело здесь вовсе	1	2
196	и тем не	1	2
197	той или иной	4	2
198	он хотел бы	1	2
199	то что и	2	2
200	и только в	1	2
201	но и в	2	2
202	по крайней мере	8	2
203	здесь вовсе не	2	2
204	и в особенности	1	2
205	что в трагедии	1	2
206	которые могли бы	1	2
207	и для того	1	2
208	что он должен	2	2
209	здесь мы имеем	1	2
210	кто иной как	2	2
211	как будто на	1	2
212	слова то есть	2	2
213	одной стороны это	2	2
214	как и все	1	2
215	здесь нет и	1	2
216	одной стороны он	1	2
217	это и не	2	2
218	к искусству и	1	2
219	же указывает на	1	2
220	и в той	1	2
221	как мы увидим	1	2
222	к другому и	2	2
223	и все же	1	2
224	во всем этом	1	2
225	вовсе не для	2	2
226	на задний план	1	2
227	то что это	1	2
228	мы увидим ниже	1	2
229	должно было бы	1	2
230	и в русской	1	2
231	по поводу этой	1	2
232	однако было бы	1	2
233	может быть только	6	2
234	все же в	1	2
235	в этой трагедии	4	2
236	он нисколько не	1	2
237	то же что	1	2
238	той и другой	1	2
239	в такой же	1	2
240	тех или иных	2	2
241	в своей трагедии	3	2
242	потому что оно	2	2
243	не только о	1	2
244	то ни было	2	2
245	он все же	1	2
246	что мы читаем	1	2
247	а не ее	1	2
248	равно как и	2	2
249	в значительной мере	3	2
250	мы находим в	3	2
251	что от него	1	2
252	по своему значению	1	2
253	не больше чем	1	2
254	но никак не	1	2
255	мы встречаемся с	1	2
256	если принять во	1	2
257	хотя и не	3	2
258	в трагедии и	1	2
259	какой мере не	3	2
260	именно в этом	1	2
261	бросаются в глаза	1	2
262	как мы видели	1	2
263	и ничего не	1	2
264	таким образом как	1	2
265	тот и другой	1	2
266	другой стороны он	1	2
267	в результате его	1	2
268	еще далеко не	1	2
269	он не мог	1	2
270	в те времена	2	2
271	в таком виде	1	2
272	видит в этом	1	2
273	то что я	1	2
274	в предисловии к	2	2
275	имеем дело с	1	2
276	если мы будем	1	2
277	даже тогда когда	1	1
278	том что поэт	1	1
279	в одном и	1	1
280	из чего состоит	1	1
281	они оказываются бессильными	1	1
282	чем перейти к	1	1
283	по себе но	1	1
284	этой трагедии можно	1	1
285	в чем не	2	1
286	одной из этих	1	1
287	при помощи теории	1	1
288	в результате этого	1	1
289	и у меня	1	1
290	у нас в	1	1
291	ни в каких	3	1
292	что слово это	1	1
293	искусства и не	1	1
294	в коем случае	3	1
295	все равно не	1	1
296	еще в большей	1	1
297	крайней мере в	3	1
298	в какой степени	1	1
299	и учение о	1	1
300	которая казалось бы	1	1
301	свидетельствует о том	1	1
302	что весь этот	1	1
303	как мы уже	1	1
304	дело вовсе не	1	1
305	в романах достоевского	1	1
306	если оставить в	1	1
307	то можно сказать	1	1
308	никогда и не	1	1
309	так было бы	1	1
310	вновь и вновь	1	1
311	и к его	1	1
312	таким образом если	1	1
313	внутреннюю форму и	1	1
314	туда то сюда	1	1
315	том числе и	1	1
316	все что угодно	1	1
317	и не нужно	1	1
318	трагедии шекспира и	1	1
319	точки зрения в	1	1
320	какой степени не	1	1
321	каждой из них	1	1
322	в ней не	1	1
