N	3gram	Vygotskiy_	Komedia
1	в том что	20	29
2	к тому же	2	21
3	до сих пор	6	16
4	в самом деле	29	13
5	о том что	8	13
6	и т п	7	11
7	для того чтобы	17	11
8	в то время	4	11
9	в свою очередь	3	10
10	вместе с тем	3	9
11	с одной стороны	6	9
12	то время как	3	9
13	речь идет о	5	8
14	с другой стороны	5	8
15	и в самом	15	8
16	так или иначе	1	7
17	с самого начала	10	7
18	во всяком случае	6	7
19	в отличие от	1	6
20	с точки зрения	11	6
21	до тех пор	2	6
22	что он не	4	5
23	о том как	3	5
24	то же самое	12	5
25	и т д	6	5
26	за то что	1	5
27	в этом отношении	1	5
28	том что он	3	5
29	и тот же	1	4
30	что у него	2	4
31	к тому что	5	4
32	но все же	1	4
33	едва ли можно	1	4
34	в это время	1	4
35	так как он	1	4
36	по сравнению с	1	4
37	в первой половине	1	4
38	можно было бы	6	4
39	до самого конца	1	3
40	в той же	2	3
41	то что он	3	3
42	и столь же	1	3
43	более или менее	1	3
44	друг с другом	2	3
45	в высшей степени	1	3
46	сих пор не	1	3
47	в какой мере	3	3
48	на то что	16	3
49	один и тот	1	3
50	и к тому	1	3
51	состоит в том	2	3
52	мы найдем в	1	3
53	не более чем	1	3
54	здесь нет и	1	3
55	то обстоятельство что	1	3
56	ни одно из	2	3
57	до того как	1	2
58	чем идет речь	1	2
59	мере в какой	1	2
60	одного из них	2	2
61	как будто бы	1	2
62	не иначе как	1	2
63	в конечном счете	1	2
64	все что она	1	2
65	сих пор в	1	2
66	с этой точки	2	2
67	не один раз	1	2
68	потому что в	2	2
69	как и в	1	2
70	том что она	3	2
71	но при этом	1	2
72	в разговоре с	1	2
73	каждый из них	3	2
74	в первом случае	1	2
75	в зависимости от	1	2
76	точно так же	3	2
77	и таким образом	1	2
78	том что в	1	2
79	каждой из них	1	2
80	из них не	1	2
81	на то чтобы	2	2
82	в основе своей	1	2
83	в хронологическом порядке	1	2
84	и в том	1	2
85	в тех случаях	1	2
86	все тот же	2	2
87	этой точки зрения	2	2
88	но об этом	1	2
89	но столь же	1	2
90	только в том	5	2
91	таким образом и	1	2
92	о чем идет	1	2
93	подобно тому как	1	2
94	так же как	2	2
95	имеем в виду	2	2
96	только для того	1	2
97	мы имеем в	1	2
98	в этом случае	1	2
99	как мы видели	2	2
100	и в свою	1	2
101	что ни одно	1	2
102	и все же	1	2
103	как и всякий	1	2
104	ставит нас перед	1	2
105	по его мнению	1	2
106	одна из них	2	2
107	что она могла	1	1
108	должны были бы	2	1
109	начала до конца	1	1
110	и как раз	1	1
111	конечно в высшей	1	1
112	благодаря тому что	1	1
113	тех пор пока	2	1
114	только что в	1	1
115	за последние десятилетия	1	1
116	но и не	1	1
117	не могла не	1	1
118	имеет в виду	1	1
119	с этим и	1	1
120	как это видно	1	1
121	что она не	1	1
122	и если в	1	1
123	на каждом шагу	1	1
124	вслед за этим	2	1
125	уверен в его	1	1
126	в применении к	1	1
127	никак не может	3	1
128	следует остановиться на	1	1
129	не может быть	3	1
130	своим собственным законам	2	1
131	конечно в том	2	1
132	как раз к	1	1
133	в согласии с	1	1
134	можно сказать что	1	1
135	она должна быть	3	1
136	здесь не только	1	1
137	и ничем не	1	1
138	о которых мы	5	1
139	сообщить о том	1	1
140	идет о том	1	1
141	она могла бы	1	1
142	до высшей точки	1	1
143	как все они	1	1
144	и независимо от	1	1
145	к этому вопросу	1	1
146	и во всех	2	1
147	здесь мы видим	2	1
148	производит на нас	1	1
149	своего времени в	1	1
150	в ней как	1	1
151	потому что она	1	1
152	к прямо противоположному	1	1
153	чем это делал	1	1
154	к которой мы	1	1
155	того или иного	2	1
156	самом деле здесь	2	1
157	как мы уже	1	1
158	бы ожидать что	1	1
159	т п уже	1	1
160	достаточно сослаться на	1	1
161	что речь идет	1	1
162	совершенно очевидно что	3	1
163	одного и того	1	1
164	о мести и	1	1
165	сам по себе	2	1
166	в которой мы	1	1
167	рассказывает о том	1	1
168	и если бы	1	1
169	и уже в	1	1
170	в том случае	4	1
171	и в конце	2	1
172	чаще всего в	1	1
173	и не могла	1	1
174	на основании этого	1	1
175	ничего общего с	2	1
176	он нисколько не	1	1
177	а между тем	1	1
178	как это имело	1	1
179	таким образом если	1	1
180	мы можем сказать	1	1
181	смысле этого слова	5	1
182	таким образом что	2	1
183	что в нем	3	1
184	в другом контексте	1	1
185	бросается в глаза	2	1
186	о том в	1	1
187	вместо того чтобы	3	1
188	наш поэт был	1	1
189	по аналогии с	2	1
190	в один из	2	1
191	каждого из этих	1	1
192	говорит о ее	1	1
193	и тем самым	1	1
194	мы помним что	2	1
195	в данном случае	5	1
196	целом ряде случаев	1	1
197	в своем роде	2	1
198	но если бы	2	1
199	и мы можем	2	1
200	и никогда не	2	1
201	и всякий другой	1	1
202	так же точно	4	1
203	мы уже знаем	2	1
204	не имеет ничего	1	1
205	лишь бы не	1	1
206	и того же	1	1
207	не имеет другого	1	1
208	и каждый из	1	1
209	что это не	1	1
210	и я думаю	1	1
211	но в этом	1	1
212	конца и в	1	1
213	том что они	2	1
214	в наше время	2	1
215	по этому поводу	1	1
216	это вовсе не	1	1
217	вовсе не является	1	1
218	что в действительности	1	1
219	в любви и	1	1
220	и что из	1	1
221	сознательной или бессознательной	1	1
222	для нас важно	1	1
223	сказать что ни	1	1
224	в третий раз	1	1
225	с каждым новым	1	1
226	в двух словах	1	1
227	по самой своей	1	1
228	вызвать у читателя	1	1
229	не мог бы	1	1
230	или хотя бы	1	1
231	и не может	1	1
232	и в этом	6	1
233	того чтобы показать	2	1
234	и здесь не	1	1
235	что герои трагедий	1	1
236	может и не	1	1
237	из которых складывается	1	1
238	тому что в	1	1
239	том виде как	1	1
240	действия и в	1	1
241	самом деле мы	1	1
242	т д все	1	1
243	все же в	2	1
244	в каком направлении	1	1
245	мы понимаем что	1	1
246	сводится к тому	1	1
247	если бы на	1	1
248	мы находим в	1	1
249	должен был бы	2	1
250	в том чтобы	2	1
251	в ней и	1	1
252	на второй план	1	1
253	что одна из	2	1
254	именно в этой	1	1
255	мы имели бы	1	1
256	потому что он	3	1
257	она ни в	1	1
258	самого начала что	1	1
259	не заметить что	1	1
260	ясно что это	1	1
261	был ее брат	1	1
262	мы увидим что	9	1
263	так тот и	1	1
264	еще при жизни	1	1
265	как бы в	1	1
266	в целом ряде	1	1
267	же самое что	2	1
268	то что в	5	1
269	к этому что	1	1
270	как один из	1	1
271	том месте где	1	1
272	к выводу что	1	1
273	он не может	1	1
274	и в каком	1	1
275	в одном плане	3	1
276	он говорит о	1	1
277	той же мере	1	1
278	от начала до	1	1
279	еще раз в	1	1
280	так как все	1	1
281	на этот вопрос	1	1
282	и здесь мы	1	1
283	со всех сторон	1	1
284	не было бы	2	1
285	говорит о своей	1	1
286	в противном случае	1	1
287	так что с	1	1
288	не что иное	1	1
289	и в частности	1	1
290	и та же	3	1
291	что она и	1	1
292	мы узнаем о	1	1
293	в своих отношениях	1	1
294	спасает от смерти	1	1
295	с другом и	2	1
296	средний путь между	1	1
297	же мере в	1	1
298	в лучшем случае	2	1
299	не ясно с	1	1
300	и ничего не	1	1
301	самой своей природе	1	1
302	и в своей	1	1
303	в трех стихах	1	1
304	главным образом для	1	1
305	как это ясно	1	1
306	что и здесь	1	1
307	том что эта	1	1
308	так главным образом	1	1
309	действующих лиц на	1	1
310	как раз в	3	1
311	он не мог	2	1
312	хотя бы в	1	1
313	разве не ясно	1	1
314	же как и	1	1
315	тем что она	1	1
316	как это произошло	1	1
317	противопоставляются друг другу	1	1
318	содержания и формы	1	1
319	одна и та	2	1
320	что под этим	1	1
321	том случае если	4	1
322	стихов в которых	1	1
323	нет ничего более	1	1
324	что иное как	1	1
325	в предисловии к	2	1
326	что в некоторых	1	1
327	в том виде	2	1
328	согласии с этим	1	1
329	один из самых	1	1
330	ясно с самого	1	1
331	во всех отношениях	1	1
332	в виду конечно	1	1
333	мы не можем	2	1
334	потому что они	2	1
335	которой в своем	1	1
