N	4gram	Tiupa_Narr	Myshleni
1	одного и того же	1	17
2	состоит в том что	2	17
3	с этой точки зрения	1	16
4	один и тот же	1	12
5	в том числе и	4	10
6	в том что в	1	8
7	в том что он	1	8
8	не что иное как	2	6
9	точно так же как	2	6
10	в той мере в	1	5
11	той мере в какой	1	4
12	есть не что иное	1	4
13	в том что оно	1	3
14	дело в том что	1	3
15	бы то ни было	3	3
16	прежде всего в том	1	2
17	в то же время	3	2
18	всего в том что	1	2
19	же как и в	1	2
20	который в отличие от	1	2
21	в той или иной	2	2
22	но само по себе	1	2
23	в отличие от элементов	1	2
24	и с точки зрения	1	2
25	как это часто бывает	1	2
26	мы имеем дело с	1	2
27	проблем в какой-либо определенной	1	1
28	свойствами присущими целому и	1	1
29	живыми частями этого единства	1	1
30	является далее неразложимыми живыми	1	1
31	расчленяющий сложное единое целое	1	1
32	не подлежит сомнению и	1	1
33	далее неразложимыми живыми частями	1	1
34	обладает всеми основными свойствами	1	1
35	не с точки зрения	1	1
36	элементов обладает всеми основными	1	1
37	живая клетка сохраняющая все	1	1
38	единое целое на единицы	1	1
39	сохраняющая все основные свойства	1	1
40	и т.д в этом	1	1
41	и до наших дней	1	1
42	в известном смысле является	1	1
43	основные свойства жизни присущие	1	1
44	анализ расчленяющий сложное единое	1	1
45	в том чтобы определить	1	1
46	отличие от элементов обладает	1	1
47	неразложимыми живыми частями этого	1	1
48	конкретных проблем в какой-либо	1	1
49	продукт анализа который в	1	1
50	не входит в область	1	1
51	в силу которого он	1	1
52	присущими целому и который	1	1
53	подразумеваем такой продукт анализа	1	1
54	является настоящей единицей биологического	1	1
55	друг с другом и	1	1
56	клетка сохраняющая все основные	1	1
57	организму является настоящей единицей	1	1
58	мы подразумеваем такой продукт	1	1
59	в поведении и мышлении	1	1
60	собой не что иное	1	1
61	ничем не отличается от	1	1
62	анализа который в отличие	1	1
63	и здесь но в	1	1
64	является в данном случае	1	1
65	в какой-либо определенной области	1	1
66	и в то же	1	1
67	свойства жизни присущие живому	1	1
68	от элементов обладает всеми	1	1
69	что в отличие от	1	1
70	он не может не	1	1
71	какой-либо определенной области явлений	1	1
72	присущие живому организму является	1	1
73	основными свойствами присущими целому	1	1
74	сложное единое целое на	1	1
75	очевидно что в этом	1	1
76	жизни присущие живому организму	1	1
77	можно сказать что если	1	1
78	по отношению к которому	2	1
79	целому и который является	1	1
80	состоит в том чтобы	1	1
81	всеми основными свойствами присущими	1	1
82	в первую очередь по	1	1
83	и который является далее	1	1
84	с одной стороны от	1	1
85	живому организму является настоящей	1	1
86	не то что он	1	1
87	дело здесь не в	1	1
88	в качестве одного из	1	1
89	такой продукт анализа который	1	1
90	друг от друга в	1	1
91	в свою очередь как	1	1
92	то же самое происходит	1	1
93	настоящей единицей биологического анализа	1	1
94	роль по отношению к	1	1
95	все основные свойства жизни	1	1
96	который является далее неразложимыми	1	1
97	а по своей природе	1	1
