N	2gram	Bakhtin_Fr	Freidism
1	таким образом	20	34
2	и не	23	34
3	точки зрения	7	31
4	не может	9	30
5	и пр	1	29
6	в этом	27	28
7	может быть	4	28
8	и в	67	28
9	прежде всего	19	26
10	в его	17	25
11	и его	19	22
12	с помощью	6	20
13	мы можем	5	20
14	как бы	18	19
15	как мы	16	18
16	то что	9	17
17	вовсе не	19	16
18	с точки	5	15
19	все эти	12	15
20	так как	16	15
21	с ним	6	14
22	в своей	6	14
23	так и	14	14
24	самом деле	6	14
25	в душе	1	13
26	и все	18	13
27	как и	19	13
28	по отношению	1	13
29	но в	20	13
30	во всех	20	13
31	в самом	7	12
32	то же	18	12
33	ни в	5	12
34	что он	7	12
35	том что	13	12
36	во внешнем	1	12
37	точку зрения	3	12
38	для него	4	12
39	все это	15	12
40	и потому	1	12
41	и наконец	5	12
42	мы видели	11	12
43	только в	6	11
44	мы знаем	1	11
45	сказать что	12	11
46	отношению к	1	11
47	его в	10	11
48	все что	3	10
49	один из	6	10
50	не только	23	10
51	и с	18	10
52	но и	23	10
53	конечно не	5	10
54	тот же	4	10
55	никогда не	6	10
56	в том	16	10
57	мы уже	13	10
58	он не	9	10
59	все те	2	10
60	за пределы	4	10
61	не в	8	10
62	и на	12	9
63	те же	1	9
64	уже не	1	9
65	во всяком	1	9
66	мы не	6	9
67	с его	11	9
68	к этому	4	9
69	к нему	5	9
70	в чем	6	9
71	а не	6	9
72	и др	11	9
73	могут быть	1	9
74	при этом	5	8
75	все же	7	8
76	еще не	5	8
77	с этим	6	8
78	было бы	5	8
79	и вот	4	8
80	знаем что	1	8
81	а в	4	8
82	с другими	3	8
83	на этом	7	8
84	в ней	10	8
85	что в	14	7
86	и к	7	7
87	не могут	3	7
88	связь с	3	7
89	в жизни	4	7
90	роль в	5	7
91	так сказать	2	7
92	хотя бы	2	7
93	если мы	3	7
94	до конца	2	7
95	что все	4	7
96	и для	4	7
97	из них	5	7
98	на протяжении	2	7
99	того что	4	7
100	но не	6	7
101	об этом	5	7
102	и у	7	7
103	с самого	3	7
104	в нем	20	7
105	быть и	1	7
106	в этой	13	7
107	отношение к	1	7
108	в себе	3	7
109	жизни и	11	7
110	и прежде	4	7
111	в то	17	7
112	и ее	2	7
113	более того	3	7
114	зрения на	5	6
115	одно из	2	6
116	в корне	2	6
117	не менее	4	6
118	но мы	3	6
119	к тому	4	6
120	можно сказать	4	6
121	в основе	6	6
122	в свою	1	6
123	для того	8	6
124	же время	14	6
125	из этих	4	6
126	ни о	2	6
127	как раз	5	6
128	во время	15	6
129	на самом	8	6
130	здесь в	9	6
131	чем же	5	6
132	в таком	2	6
133	большинстве случаев	6	6
134	и что	3	6
135	в пределах	2	6
136	человека и	1	6
137	и о	8	6
138	и только	2	6
139	для этого	2	6
140	всех этих	9	6
141	которой мы	1	6
142	не можем	1	6
143	что это	4	5
144	в более	1	5
145	со всеми	6	5
146	в своих	1	5
147	ее в	1	5
148	конечно и	4	5
149	в процессе	1	5
150	с ними	1	5
151	вместе с	5	5
152	в следующей	1	5
153	на первый	4	5
154	тех же	1	5
155	т.е в	1	5
156	того чтобы	9	5
157	говорить о	5	5
158	и до	3	5
159	и те	1	5
160	чем не	3	5
161	самого начала	3	5
162	потому и	1	5
163	что она	4	5
164	можем сказать	1	5
165	по поводу	5	5
166	той же	6	5
167	это не	5	5
168	в ее	2	5
169	что и	8	5
170	в которой	1	5
171	тому что	1	5
172	между ними	4	5
173	в себя	6	5
174	и по	3	5
175	не было	3	5
176	другими словами	3	5
177	во второй	3	5
178	не знает	1	5
179	как это	5	5
180	далеко не	6	5
181	только то	1	5
182	от того	3	5
183	в большинстве	6	5
184	заключается в	1	5
185	ничего не	5	5
186	в заключение	3	5
187	в общем	5	5
188	в период	2	5
189	а потому	2	4
190	уже знаем	1	4
191	мысли и	6	4
192	характер и	2	4
193	в виду	2	4
194	если бы	2	4
195	теперь мы	1	4
196	именно в	5	4
197	подхода к	1	4
198	связанные с	7	4
199	как в	4	4
200	себя и	2	4
201	этот вопрос	1	4
202	зависимости от	1	4
203	ничего общего	1	4
204	жизнь человека	1	4
205	это и	10	4
206	данном случае	4	4
207	в данном	4	4
208	в котором	3	4
209	мы увидим	1	4
210	потому что	8	4
211	это только	1	4
212	и оно	1	4
213	в этот	3	4
214	и т.п	31	4
215	слова и	2	4
216	и образы	13	4
217	только на	1	4
218	в истории	2	4
219	так же	13	4
220	отметить что	3	4
221	свою очередь	1	4
222	связанных с	6	4
223	нет и	4	4
224	на него	2	4
225	в своем	13	4
226	нигде не	1	4
227	все время	3	4
228	это вовсе	1	4
229	одна из	1	4
230	только с	1	4
231	но это	10	4
232	дает нам	2	4
233	этой области	1	4
234	этот процесс	3	4
235	и за	2	4
236	этом отношении	7	4
237	тем не	1	4
238	человека в	1	4
239	на всех	2	4
240	ее целом	1	4
241	по ту	1	4
242	у него	4	4
243	мы находим	5	4
244	не существует	1	4
245	в зависимости	1	4
246	по своему	5	4
247	нисколько не	4	4
248	на язык	1	4
249	и вообще	3	4
250	о себе	1	4
251	первый план	3	4
252	это как	1	4
253	не дает	2	4
254	и речи	2	4
255	помощью которых	2	4
256	этом мы	1	4
257	в развитии	1	4
