N	3gram	Losev_Dial	EvropaiC
1	в том что	12	16
2	до сих пор	1	15
3	с точки зрения	25	8
4	более или менее	1	8
5	на то что	3	7
6	для того чтобы	1	7
7	на самом деле	1	7
8	друг от друга	1	6
9	по сравнению с	1	5
10	в самом деле	6	5
11	так или иначе	2	5
12	к тому же	2	5
13	не может быть	12	4
14	о том что	6	4
15	тот факт что	1	4
16	тем не менее	10	4
17	с другой стороны	3	4
18	в конце концов	1	4
19	то ясно что	3	4
20	никогда не будет	1	3
21	заключается в том	1	3
22	не в состоянии	1	3
23	отличаются друг от	1	3
24	так же как	2	3
25	то ни было	1	3
26	в данном случае	3	3
27	и то что	1	3
28	не может не	3	3
29	в связи с	3	3
30	бы то ни	2	3
31	в вопросе о	2	2
32	лишь тогда когда	1	2
33	рано или поздно	1	2
34	в нашем случае	1	2
35	том что все	1	2
36	во всяком случае	3	2
37	и может быть	1	2
38	друг на друга	1	2
39	не более как	1	2
40	он не может	3	2
41	как и в	3	2
42	а следовательно и	1	2
43	в то время	6	2
44	в то же	3	2
45	как и все	5	2
46	в таком же	1	2
47	принять во внимание	1	2
48	мы сказали что	1	2
49	они должны быть	1	2
50	только то что	1	2
51	с одной стороны	3	2
52	то же время	3	2
53	но так как	1	2
54	и в том	1	2
55	это есть продукт	1	1
56	уже сказали что	1	1
57	в одинаковой мере	3	1
58	говорить о них	1	1
59	есть не более	1	1
60	за то что	1	1
61	о котором мы	1	1
62	что это есть	4	1
63	только одно из	1	1
64	мы находим в	1	1
65	мы видим что	2	1
66	как и вообще	1	1
67	но и помимо	1	1
68	та или иная	3	1
69	мы и не	1	1
70	который можно назвать	1	1
71	из двух или	3	1
72	по крайней мере	10	1
73	в данный момент	2	1
74	не есть нечто	3	1
75	мы можем увидеть	1	1
76	того что именно	3	1
77	если она не	1	1
78	на том же	1	1
79	отнюдь не тем	1	1
80	по существу совершенно	1	1
81	не есть ли	2	1
82	этой точки зрения	4	1
83	совершенно ясно что	1	1
84	с этой точки	4	1
85	так и от	1	1
86	это может быть	1	1
87	точно так же	3	1
88	это была самая	1	1
89	не отличается от	4	1
90	и той же	4	1
91	во внимание что	1	1
92	что в данном	1	1
93	художественное произведение и	1	1
94	и все это	1	1
95	не в том	5	1
96	самом деле если	1	1
97	независимо от того	1	1
98	до тех пор	1	1
99	до некоторой степени	1	1
100	что у него	1	1
101	говоря уже о	6	1
102	не говоря уже	6	1
103	наконец и сама	1	1
104	хотя и не	2	1
105	одна из этих	1	1
106	но при этом	1	1
107	не может мыслить	1	1
108	кто выше и	1	1
109	я не могу	1	1
110	что он сам	1	1
111	на точку зрения	1	1
112	ни одна из	1	1
113	каждый из них	1	1
114	в других областях	1	1
115	так что и	1	1
116	иметь в виду	3	1
117	о том кто	1	1
118	одно и то	2	1
119	котором мы только	1	1
120	не тем что	1	1
121	в лучшем случае	2	1
122	хотя бы это	3	1
123	мы только что	1	1
124	в зависимости от	3	1
125	одна на другую	1	1
126	самом деле есть	1	1
127	должны быть и	1	1
128	одной и той	4	1
129	самое что и	1	1
130	ни тем более	1	1
131	так и к	1	1
132	от того будет	1	1
133	и таким образом	1	1
134	очень много но	1	1
135	в результате которой	4	1
136	которые могут быть	1	1
137	он есть всегда	2	1
138	а потому что	1	1
139	не забудем что	1	1
140	не менее в	1	1
141	так что в	2	1
142	с самого начала	1	1
143	в нем не	2	1
144	и то же	2	1
145	не только не	7	1
146	одно из двух	3	1
147	том что они	1	1
148	исходит из того	1	1
149	и при помощи	1	1
150	уже о том	3	1
151	то обстоятельство что	1	1
152	сомневаться не приходится	1	1
153	вот тут-то и	1	1
154	на наших глазах	1	1
155	то же самое	1	1
156	и все прочие	1	1
157	говорят что это	1	1
158	а так как	1	1
159	с тех пор	2	1
160	к тому что	2	1
161	того будет ли	1	1
162	и с этой	3	1
163	из отдельных частей	1	1
164	то что мы	3	1
165	так как все	2	1
166	но если так	2	1
167	это потому что	1	1
168	из того что	2	1
169	во всем этом	1	1
170	только тогда когда	6	1
171	из которых каждый	1	1
172	к этому надо	1	1
173	мало того что	1	1
174	в основе их	1	1
175	то время как	6	1
176	то я не	1	1
177	тот или иной	2	1
178	и так как	1	1
179	иной чем у	1	1
180	и не может	1	1
181	если мы будем	1	1
182	мы уже сказали	2	1
183	это есть не	1	1
184	в чистом виде	1	1
185	это было бы	3	1
186	своих частей и	1	1
