N	2gram	Propp_Isto	Myslijsy
1	потому что	8	182
2	и в	43	121
3	может быть	22	107
4	в том	13	103
5	то что	20	83
6	для нас	6	75
7	что в	29	73
8	и не	16	73
9	только в	8	72
10	не только	28	67
11	а не	13	67
12	таким образом	15	64
13	в языке	1	60
14	в этом	25	59
15	но и	24	59
16	том что	12	59
17	так как	13	59
18	то же	11	56
19	не в	9	54
20	если бы	7	53
21	в себе	2	53
22	по себе	3	52
23	не может	8	52
24	того что	8	47
25	было бы	5	45
26	в нем	11	45
27	не есть	3	42
28	как и	9	42
29	так что	8	39
30	вместе с	12	39
31	что и	17	38
32	мы не	3	38
33	при этом	4	37
34	как в	6	37
35	так и	6	37
36	что мы	5	36
37	точно так	8	35
38	тем что	8	33
39	и что	6	32
40	по отношению	2	30
41	а в	13	30
42	что не	3	29
43	между тем	2	29
44	но не	10	29
45	вовсе не	3	28
46	мы можем	10	28
47	есть только	4	28
48	с этим	13	27
49	могут быть	9	27
50	не было	2	26
51	независимо от	3	26
52	и т	33	26
53	то и	7	26
54	отношению к	2	26
55	этого слова	3	25
56	в то	2	24
57	с тем	3	23
58	как бы	5	23
59	того как	3	23
60	от того	3	23
61	по мере	2	22
62	то это	5	22
63	с другой	10	22
64	не имеет	3	22
65	только тогда	2	22
66	но в	15	22
67	и потому	2	21
68	не менее	6	21
69	в одном	9	20
70	это не	10	20
71	в ней	3	20
72	и как	6	19
73	но это	5	19
74	сказать что	5	19
75	с ним	1	19
76	тем не	6	19
77	что это	4	19
78	и то	4	19
79	из этих	5	19
80	о том	4	19
81	есть не	2	19
82	в самом	1	18
83	в таком	1	18
84	там же	2	18
85	по поводу	1	18
86	бы не	1	18
87	в каком	1	18
88	тогда как	6	18
89	что я	2	18
90	еще не	15	18
91	точки зрения	3	17
92	со стороны	3	17
93	заметить что	2	17
94	уже в	1	17
95	в его	7	17
96	во всяком	2	17
97	слова в	1	17
98	не можем	2	17
99	только что	3	16
100	и на	7	16
101	к тому	9	16
102	так же	16	16
103	в своем	2	16
104	в которой	1	16
105	в них	6	16
106	или же	2	16
107	есть нечто	1	16
108	и наоборот	2	16
109	на то	4	16
110	в этих	18	15
111	уже не	11	15
112	только как	1	15
113	с одной	2	15
114	с другими	1	15
115	и тем	2	15
116	и по	6	15
117	что он	17	15
118	в свою	5	15
119	т д	30	15
120	прежде всего	3	15
121	тому как	3	15
122	все же	13	14
123	в котором	5	14
124	свою очередь	1	14
125	связи с	9	14
126	во всех	1	14
127	когда мы	1	14
128	столь же	1	14
129	там где	8	14
130	должны быть	1	14
131	мы должны	9	14
132	те же	2	13
133	например в	3	13
134	как на	1	13
135	из них	7	13
136	и все	4	13
137	не следует	2	13
138	том смысле	1	13
139	зависит от	1	13
140	смысле этого	3	13
141	образом в	2	13
142	и может	1	13
143	и его	10	13
144	от него	3	12
145	одно из	2	12
146	другой стороны	10	12
147	до сих	7	12
148	не то	2	12
149	никогда не	9	12
150	и при	2	12
151	хотя и	4	12
152	и вместе	1	12
153	в чем	4	12
154	под влиянием	2	12
155	сих пор	7	12
156	все остальные	1	12
157	всяком случае	2	12
158	что же	2	12
159	относится к	3	12
160	друг друга	6	12
161	что такое	1	12
162	все это	4	12
163	тем более	1	12
164	человека и	1	12
165	как мы	11	12
166	что на	6	12
167	все что	4	11
168	и если	3	11
169	что человек	1	11
170	только для	1	11
171	которые мы	1	11
172	только на	2	11
173	и это	5	11
174	к нему	12	11
175	в состоянии	2	11
176	его в	7	11
177	подобно тому	3	11
178	для человека	1	11
179	в силу	2	11
180	речи и	1	11
181	мы видели	18	11
182	сами по	1	11
183	сравнительно с	1	11
184	к ней	4	11
185	той же	3	11
186	с нею	1	11
187	если не	2	11
188	к одному	1	11
189	и только	6	11
190	другими словами	2	11
191	на мысль	1	11
192	и их	4	11
193	указывает на	6	11
194	же в	6	11
195	но тем	2	10
196	и с	10	10
197	хотя бы	3	10
198	одной стороны	2	10
199	одной и	2	10
200	духа и	1	10
201	находится в	4	10
202	мы видим	15	10
203	а и	1	10
204	что при	3	10
205	не от	1	10
206	и следовательно	1	10
207	что как	2	10
208	в других	6	10
209	бы в	1	10
210	мысль что	1	10
211	если же	2	10
212	тем и	1	10
213	можно бы	1	10
214	что только	1	10
215	и от	3	10
216	и есть	3	10
217	бы быть	1	10
218	он не	11	10
219	то время	2	10
220	образа и	1	10
221	тех пор	1	10
222	и для	3	10
223	и другое	1	10
224	так в	8	10
225	между прочим	4	10
226	по которому	1	10
227	только по	1	10
228	тому что	1	10
229	то не	2	9
230	и даже	4	9
231	вопрос о	4	9
232	во многих	2	9
233	связь между	2	9
234	до того	1	9
235	на него	4	9
236	что она	8	9
237	есть представление	1	9
238	в нее	2	9
239	во время	8	9
240	от нее	1	9
241	не будет	1	9
242	один из	7	9
243	известно что	3	9
244	самом деле	1	9
245	никто не	2	9
246	с точки	1	9
247	таком случае	1	9
248	это было	1	9
249	не все	7	9
250	и других	1	9
251	далеко не	3	9
252	но вместе	1	9
253	в целом	4	9
254	нам кажется	1	9
255	и о	2	9
256	можно сказать	3	9
257	таким же	5	9
258	во всем	3	8
259	по тому	1	8
260	которые не	1	8
261	говорить о	1	8
262	не как	1	8
263	но все	5	8
264	именно в	1	8
265	что по	2	8
266	их в	6	8
267	в более	1	8
268	так например	3	8
269	перестает быть	1	8
270	была бы	1	8
271	что они	14	8
272	только не	2	8
273	от них	5	8
274	что есть	1	8
275	можно видеть	2	8
276	с ними	5	8
277	в которых	7	8
278	между ними	1	8
279	при помощи	11	8
280	и той	2	8
281	нельзя сказать	1	8
282	не из	1	8
283	тот же	2	8
284	этом случае	8	8
285	на вопрос	1	8
286	говоря о	1	8
287	то мы	3	8
288	на самом	2	8
289	все равно	3	8
290	или в	14	8
291	и более	3	8
292	такое же	4	8
293	на все	2	8
294	с этой	3	7
295	в разных	1	7
296	тем как	1	7
297	связь с	12	7
298	все эти	8	7
299	в жизни	3	7
300	но мы	1	7
301	в данном	7	7
302	не существует	1	7
303	не всегда	7	7
304	превращается в	10	7
305	самого начала	1	7
306	видно что	5	7
307	что именно	1	7
308	к этому	10	7
309	на котором	2	7
310	что у	4	7
311	несмотря на	1	7
312	или не	3	7
313	столько же	1	7
314	прибавить что	2	7
315	одном из	3	7
316	в эту	1	7
317	на себе	1	7
318	но как	2	7
319	в своих	1	7
320	она не	4	7
321	не были	1	7
322	и та	1	7
323	и тот	3	7
324	могла бы	1	7
325	в животном	2	7
326	а как	2	7
327	за ним	4	7
328	к одной	1	7
329	его с	2	7
330	в другой	6	7
331	находятся в	1	7
332	для сознания	1	7
333	вряд ли	1	7
334	себя и	1	7
335	и во	1	7
336	из него	3	7
337	дает нам	3	7
338	в таких	3	7
339	как она	2	7
340	не имеют	2	7
341	его к	5	7
342	с самого	1	7
343	образом мы	2	7
344	не с	2	7
345	на это	4	7
346	и к	4	6
347	можно заметить	2	6
348	несомненно что	2	6
349	для всех	1	6
350	же и	1	6
351	увидим что	2	6
352	нас в	1	6
353	образом и	2	6
354	в виду	2	6
355	каким образом	1	6
356	его на	6	6
357	а именно	8	6
358	в своей	4	6
359	между двумя	6	6
360	себе в	2	6
361	к ним	1	6
362	в лес	13	6
363	к которому	6	6
364	связанное с	2	6
365	после того	5	6
366	в ее	1	6
367	у него	4	6
368	но он	8	6
369	есть явление	1	6
370	что его	2	6
371	в мире	1	6
372	при понимании	1	6
373	выше мы	5	6
374	могло бы	2	6
375	мы уже	9	6
376	хотя в	1	6
