N	2gram	Vygotskiy_	Tragedij
1	и в	37	18
2	в этом	32	9
3	не только	29	8
4	и на	8	7
5	и не	15	7
6	может быть	19	7
7	и с	10	7
8	как бы	16	7
9	он сам	3	7
10	что он	16	6
11	у него	2	6
12	же время	2	6
13	но в	9	6
14	и его	10	6
15	это не	5	5
16	несмотря на	6	5
17	что это	8	5
18	так и	12	5
19	к жизни	1	5
20	все же	6	5
21	в дальнейшем	1	5
22	то же	12	5
23	как и	20	5
24	не может	16	5
25	в то	7	5
26	что в	25	4
27	в себе	8	4
28	и даже	5	4
29	он всегда	1	4
30	все это	9	4
31	прежде всего	12	4
32	и все	7	4
33	я не	4	4
34	об этом	6	4
35	еще не	1	4
36	но и	23	4
37	том что	42	4
38	и что	11	4
39	так же	18	4
40	то что	32	4
41	в этой	13	4
42	что я	1	4
43	в нем	2	4
44	в целом	29	4
45	и он	1	3
46	что с	6	3
47	один из	3	3
48	должно быть	4	3
49	в основном	1	3
50	уже в	8	3
51	в его	16	3
52	для него	5	3
53	в своем	10	3
54	с ним	3	3
55	о чем	2	3
56	и сам	2	3
57	в конце	2	3
58	и как	7	3
59	как в	7	3
60	при этом	6	3
61	как это	6	3
62	тем самым	8	3
63	с ее	3	3
64	как будто	1	3
65	отнюдь не	2	3
66	все эти	6	3
67	к нему	1	3
68	в самом	16	2
69	и то	3	2
70	ребенка и	8	2
71	и здесь	1	2
72	данном случае	5	2
73	сам говорит	2	2
74	в том	47	2
75	с тем	8	2
76	в ее	3	2
77	по мнению	2	2
78	как у	1	2
79	что и	3	2
80	из своих	1	2
81	отказывается от	1	2
82	ни в	6	2
83	бы и	4	2
84	чем он	3	2
85	к области	1	2
86	по словам	1	2
87	что все	8	2
88	не могут	1	2
89	в виде	3	2
90	не в	9	2
91	но этого	1	2
92	в первом	2	2
93	но все	3	2
94	но эта	3	2
95	еще в	1	2
96	в силах	1	2
97	от всего	2	2
98	в таком	1	2
99	между этими	7	2
100	ничем не	3	2
101	этими двумя	2	2
102	как говорит	2	2
103	одном из	3	2
104	вопрос о	11	2
105	и это	3	2
106	нет в	1	2
107	теперь и	1	2
108	под влиянием	3	2
109	уже не	2	2
110	к тому	10	2
111	о том	14	2
112	перед нами	7	2
113	с первого	1	2
114	не имеет	5	2
115	что эти	3	2
116	и я	2	2
117	на всем	3	2
118	в данном	5	2
119	ее к	1	2
120	только к	1	2
121	что этот	2	2
122	отличие от	3	2
123	она должна	4	2
124	раз и	1	2
125	то и	4	2
126	ребенка в	17	2
127	потому что	11	2
128	не играют	1	2
129	личности и	1	2
130	так что	2	2
131	он не	11	2
132	по поводу	5	2
133	в частности	8	2
134	в это	1	2
135	точно так	2	2
136	в одном	5	2
137	говорит что	9	2
138	и до	5	2
139	в отличие	3	2
140	его за	1	2
141	в ходе	9	2
142	в самую	1	2
143	не за	1	2
144	о его	1	2
145	до конца	1	2
146	столь же	8	2
147	что она	6	2
148	который в	7	2
149	одна из	1	2
150	что говорит	2	2
151	с его	7	2
152	не мог	1	2
153	гораздо важнее	2	2
154	тем что	7	2
155	не просто	1	2
156	и ее	9	2
157	никогда не	8	2
158	в известной	2	2
159	ничего не	6	2
160	друг друга	5	2
161	не выдерживает	2	1
162	в той	1	1
163	для самого	1	1
164	в особенности	1	1
165	психологического исследования	3	1
166	ситуации и	1	1
167	во всем	4	1
168	и которое	3	1
169	им как	1	1
170	то в	1	1
171	с помощью	16	1
172	от него	1	1
173	могут быть	5	1
174	только не	2	1
175	мы бы	1	1
176	социальной жизни	1	1
177	к сожалению	2	1
178	с последним	1	1
179	мы видим	7	1
180	что оно	6	1
181	быть по	1	1
182	этой линии	1	1
183	для ребенка	10	1
184	и мира	1	1
185	сама собой	1	1
186	таким образом	39	1
187	опирается на	1	1
188	в ребенке	1	1
189	от самых	2	1
190	что наконец	2	1
191	предстает перед	1	1
192	после того	1	1
193	только что	7	1
194	на вопрос	6	1
195	того как	6	1
196	к этой	4	1
197	почти не	1	1
198	перестает быть	1	1
199	которой не	2	1
200	и который	4	1
201	с одной	14	1
202	и вот	3	1
203	впадает в	1	1
204	его с	2	1
205	что даже	2	1
206	и развить	1	1
207	к себе	2	1
208	и начальные	1	1
209	с такой	4	1
210	внутреннее родство	1	1
211	из авторов	1	1
212	с этой	7	1
213	и при	2	1
214	и должно	1	1
215	стола и	1	1
216	в применении	2	1
217	врастает в	1	1
218	он просит	1	1
219	что эта	7	1
220	эта новая	1	1
221	естественно что	2	1
222	отдельные черты	1	1
223	на деле	5	1
224	содержит в	1	1
225	вот как	1	1
226	что при	3	1
227	это она	1	1
228	того что	28	1
229	сам по	3	1
230	тем не	1	1
231	думается нам	1	1
232	совершенно ином	1	1
233	не вызывает	1	1
234	нам еще	1	1
235	сам автор	2	1
236	так можно	1	1
237	а затем	5	1
238	для нас	4	1
239	где он	1	1
240	и всегда	1	1
241	не способен	2	1
242	одно из	3	1
243	на одной	2	1
244	как он	7	1
245	чем для	2	1
246	оттого что	1	1
247	в результате	7	1
248	есть с	1	1
249	в виду	5	1
250	иными словами	2	1
251	смысле этого	6	1
252	быть может	1	1
253	из ее	1	1
254	она нам	1	1
255	с собой	5	1
256	и теперь	2	1
257	на первую	1	1
258	только в	8	1
259	не столько	4	1
260	по себе	9	1
261	есть такая	1	1
262	эта речь	3	1
263	в самой	4	1
264	видит в	2	1
265	на грани	1	1
266	вопрос об	8	1
267	говорит он	27	1
268	борьбу с	1	1
269	не было	1	1
270	так выразиться	1	1
271	ко всем	3	1
272	в борьбе	2	1
273	нажимает на	1	1
274	здесь мы	1	1
275	своей книге	3	1
276	до этого	1	1
277	говорит в	2	1
278	вопросу об	1	1
279	вот что	2	1
280	имеет для	1	1
281	наших дней	1	1
282	а также	1	1
283	положение о	4	1
284	заключается в	12	1
285	на нее	2	1
286	одним из	1	1
287	и чисто	1	1
288	же по	1	1
289	мы начинаем	2	1
290	можно так	1	1
291	что не	2	1
292	как его	2	1
293	развития в	8	1
294	на нечто	1	1
295	не есть	1	1
296	именно в	8	1
297	всем протяжении	3	1
298	ведет к	1	1
299	очень широкое	1	1
300	противопоставляет свою	1	1
301	даже известный	1	1
302	представление о	7	1
303	указывает на	4	1
304	вообще не	1	1
305	я и	1	1
306	детей и	1	1
307	тому что	6	1
308	эти черты	2	1
309	она стремится	2	1
310	когда его	1	1
311	из тех	3	1
312	в связи	3	1
313	который сам	1	1
314	автор в	1	1
315	им же	2	1
316	показал что	4	1
317	приходит в	1	1
318	в женеве	3	1
319	виде в	3	1
320	в переводе	1	1
321	в своей	7	1
322	рядом с	1	1
323	содержатся в	2	1
324	вместе с	14	1
325	и вместе	1	1
326	на этом	3	1
327	оказалось что	1	1
328	стремление к	1	1
329	жизни в	1	1
330	я хочу	1	1
331	не менее	1	1
332	и т	1	1
333	так сказать	1	1
334	на все	5	1
335	целое на	2	1
336	в такой	4	1
337	полноте и	1	1
338	со своей	1	1
339	связаны между	1	1
340	между собой	5	1
341	роли в	2	1
342	к личности	2	1
343	эти мысли	1	1
344	если можно	1	1
345	в двух	3	1
346	сравнению с	9	1
347	речи я	1	1
348	по самой	2	1
349	жизни гораздо	2	1
350	когда в	2	1
351	это было	1	1
352	выходящее за	1	1
353	в чем	5	1
354	сознательно и	2	1
355	в момент	1	1
356	и психологического	2	1
357	но мы	4	1
358	первостепенное значение	1	1
359	могло бы	2	1
360	он противопоставляет	1	1
361	это самое	1	1
362	гораздо больше	1	1
363	всем его	1	1
364	цели которые	2	1
365	бы в	5	1
366	эти же	1	1
367	в них	5	1
368	на них	1	1
369	нашему мнению	1	1
370	во всех	4	1
371	который он	1	1
372	бы сказали	1	1
373	к одному	1	1
374	во всяком	6	1
375	и потому	3	1
376	понятно что	2	1
377	не встречает	1	1
378	и психологической	1	1
379	о себе	1	1
380	к речи	2	1
381	в жизнь	2	1
382	совершенно не	1	1
383	но как	1	1
384	чем же	2	1
385	не является	16	1
386	в противовес	1	1
387	за то	2	1
388	а к	2	1
389	это как	2	1
390	в котором	6	1
391	которой сам	1	1
392	с самого	9	1
393	не могли	2	1
394	в обществе	1	1
395	совершенно в	1	1
396	говорит по	1	1
397	как нечто	2	1
398	и новые	1	1
399	и которую	1	1
400	и начинает	2	1
401	это понятие	2	1
402	применении к	1	1
403	которой он	2	1
404	связи с	7	1
405	за этими	1	1
406	ходе работы	1	1
407	силы и	1	1
408	взрослого человека	9	1
409	хотя бы	7	1
410	она не	3	1
411	связь и	2	1
412	чтобы он	1	1
413	на мысль	1	1
414	этом мы	1	1
415	когда я	1	1
416	и великого	1	1
417	значение этого	1	1
418	того чтобы	23	1
419	и если	4	1
420	от самого	1	1
421	этой идеи	1	1
422	на другой	1	1
423	не хочу	1	1
424	одну из	4	1
425	но не	6	1
426	в другом	7	1
427	между тем	10	1
428	представляет собой	13	1
429	не быть	1	1
430	в ней	2	1
431	вот почему	5	1
432	что нужно	1	1
433	вызывает в	1	1
434	в ход	1	1
435	с совершенно	1	1
436	что судьба	1	1
437	само это	1	1
438	самом деле	8	1
439	самого автора	1	1
440	из себя	1	1
441	о совершенно	1	1
442	этой связи	1	1
443	в развитии	31	1
444	исследования в	5	1
445	в которой	6	1
446	в образах	1	1
447	лишь в	9	1
448	если так	1	1
449	именно на	1	1
450	только один	1	1
451	об отношении	15	1
452	а не	5	1
453	мысль что	6	1
454	его практическую	1	1
455	а по	1	1
456	значение для	3	1
457	только на	1	1
458	и их	5	1
459	очень хорошо	2	1
460	есть и	1	1
461	же говорит	1	1
462	его речи	1	1
463	отказ от	1	1
464	один раз	1	1
465	не могла	1	1
466	связь между	10	1
467	можно было	6	1
468	в форме	1	1
469	за пределы	4	1
470	вместо того	3	1
471	тем и	3	1
472	себя на	1	1
473	факт что	3	1
474	действительности от	1	1
475	к проблемам	2	1
476	не вполне	1	1
477	что ее	1	1
478	в истории	7	1
479	даже самый	1	1
480	по своей	9	1
481	человека с	3	1
482	стало быть	2	1
483	ту же	3	1
484	ребенок не	6	1
485	это может	1	1
486	в обоих	1	1
487	повод для	2	1
488	человека и	6	1
489	на всю	1	1
490	по вопросу	1	1
491	или как	1	1
492	самого начала	9	1
493	должны были	6	1
494	всегда будет	1	1
495	в настоящей	5	1
496	и т.д	15	1
497	всего что	1	1
498	но этот	3	1
499	того кто	2	1
500	это же	1	1
501	последнее слово	1	1
502	могло быть	1	1
503	четкое и	1	1
504	известное положение	1	1
505	к ним	2	1
506	и еще	2	1
507	но без	1	1
508	ту сторону	2	1
509	в книге	3	1
510	он в	6	1
511	к ней	1	1
512	контакт с	4	1
513	как мы	11	1
514	жизнь как	1	1
515	не для	1	1
516	и особенно	1	1
517	на две	3	1
518	и о	1	1
519	ко всей	2	1
520	речи в	17	1
521	помощью этих	1	1
522	наряду с	3	1
523	той же	4	1
524	и др	5	1
525	ответа на	3	1
526	по сравнению	10	1
527	самой природе	1	1
528	деле же	2	1
529	различными исследователями	1	1
530	только по	1	1
531	считает что	1	1
532	на пороге	3	1
533	обратимся к	1	1
534	тот самый	1	1
535	быть в	1	1
536	в высшей	7	1
537	из первых	1	1
538	как прямой	1	1
539	слова в	2	1
