N	2gram	Tiupa_Hudo	Stilisti
1	и в	23	42
2	как бы	11	30
3	не только	20	28
4	и т.п	7	25
5	прежде всего	5	22
6	и т.д	4	21
7	внутренней речи	14	18
8	то же	12	16
9	но и	14	16
10	и не	16	14
11	может быть	19	13
12	не может	9	13
13	как и	3	12
14	точки зрения	11	11
15	ситуации и	1	10
16	в этом	12	10
17	в себе	13	10
18	и как	4	10
19	как мы	1	10
20	отнюдь не	2	10
21	при этом	19	9
22	все же	1	9
23	то что	5	9
24	для того	5	9
25	в то	8	9
26	таким образом	3	8
27	так как	1	8
28	и это	2	8
29	тем самым	5	8
30	с его	6	8
31	и на	3	7
32	так и	12	7
33	только в	7	7
34	в которой	3	7
35	зависимости от	1	7
36	и его	12	7
37	потому что	3	7
38	того чтобы	5	7
39	и тем	4	7
40	же время	7	7
41	было бы	1	7
42	той же	1	7
43	и от	1	7
44	в зависимости	1	7
45	а не	13	7
46	никогда не	2	7
47	во всех	3	6
48	в его	11	6
49	не в	9	6
50	говорящего и	1	6
51	в нем	6	6
52	в конце	1	6
53	на его	1	6
54	бы в	1	6
55	в свою	3	6
56	речи и	4	6
57	одно и	3	6
58	в форме	4	6
59	когда мы	1	6
60	в этой	2	6
61	слова в	3	6
62	или иной	9	6
63	в области	8	6
64	в той	3	5
65	в самом	7	5
66	высказывания но	1	5
67	то есть	26	5
68	с точки	3	5
69	те же	1	5
70	не является	5	5
71	самом деле	2	5
72	но в	10	5
73	тому что	2	5
74	вместе с	1	5
75	точек зрения	1	5
76	своей жизни	2	5
77	того или	4	5
78	а с	2	5
79	слова и	2	5
80	как это	7	5
81	и является	1	5
82	а в	13	5
83	же самое	1	5
84	в нашем	2	5
85	художественного творчества	6	5
86	в сознании	1	5
87	и то	4	5
88	обратное влияние	1	5
89	или иного	4	5
90	всего в	1	4
91	и к	3	4
92	мы видим	1	4
93	один из	2	4
94	общения в	1	4
95	того времени	1	4
96	что это	1	4
97	что такое	2	4
98	все это	2	4
99	в качестве	31	4
100	или иную	2	4
101	в одном	3	4
102	его в	4	4
103	слова как	5	4
104	если бы	3	4
105	во внутренней	2	4
106	в слове	4	4
107	к своему	2	4
108	у нас	1	4
109	да и	1	4
110	уже не	6	4
111	к тому	4	4
112	о том	2	4
113	связаны с	1	4
114	и без	1	4
115	той или	5	4
116	в каждом	1	4
117	можно сказать	6	4
118	если мы	2	4
119	и пр	1	4
120	языка и	1	4
121	внешней речи	2	4
122	не существует	1	4
123	необходимым условием	1	4
124	зрения в	1	4
125	ту или	2	4
126	так называемые	1	4
127	заключает в	1	4
128	не что	1	4
129	свою очередь	2	4
130	или иное	1	4
131	на это	1	4
132	так же	2	4
133	лишь в	7	4
134	в целом	3	4
135	себя в	8	4
136	тем же	1	4
137	тех или	2	4
138	не просто	2	4
139	то или	1	4
140	того что	5	4
141	внутренней жизни	1	3
142	представить себе	1	3
143	не так	1	3
144	этом случае	1	3
145	и здесь	1	3
146	если он	1	3
147	для нас	1	3
148	в том	20	3
149	или иных	2	3
150	отношения к	4	3
151	теперь в	1	3
152	несмотря на	2	3
153	для него	5	3
154	хотя и	4	3
155	внутренней и	2	3
156	в ее	6	3
157	и внешней	3	3
158	из которых	2	3
159	высказывания с	1	3
160	мы легко	2	3
161	что и	2	3
162	в виду	5	3
163	быть может	1	3
164	между ними	5	3
165	и само	1	3
166	и развития	1	3
167	связи с	3	3
168	и даже	1	3
169	здесь мы	1	3
170	в основе	7	3
171	но для	1	3
172	высказывания как	1	3
173	всякое высказывание	1	3
174	все эти	2	3
175	как в	2	3
176	по своему	3	3
177	том что	9	3
178	вследствие этого	2	3
179	роль в	2	3
180	об этом	2	3
181	перед нами	1	3
182	еще не	4	3
183	до того	1	3
184	нуждается в	1	3
185	в котором	1	3
186	если не	1	3
187	и поэтому	1	3
188	между тем	4	3
189	высказывания и	2	3
190	не знает	4	3
191	в частности	18	3
192	только на	1	3
193	не с	2	3
194	о своем	1	3
195	и слово	1	3
196	перед ним	1	3
197	их в	3	3
198	не будет	3	3
199	сказать что	4	3
200	высказывания в	5	3
201	может показаться	1	3
202	жизни и	1	3
203	чаще всего	1	3
204	этого слова	2	3
205	и внутренняя	1	3
206	и для	3	3
207	это не	4	3
208	из них	1	3
209	деятельности и	1	3
210	он должен	3	3
211	для всех	1	2
212	в душе	9	2
213	и конечно	1	2
214	самой ситуации	1	2
215	что иное	1	2
216	как с	1	2
217	художественного высказывания	2	2
218	должно быть	1	2
219	зависит от	1	2
220	и потому	2	2
221	каждый из	1	2
222	мы имеем	6	2
223	с самим	2	2
224	ни к	2	2
225	с ним	2	2
226	о чем	3	2
227	одном и	1	2
228	общения не	1	2
229	но как	2	2
230	в отношении	4	2
231	жизнь мою	1	2
232	с другими	5	2
233	иными словами	1	2
234	фразы в	1	2
235	слова не	2	2
236	в их	5	2
237	сказать не	1	2
238	а на	5	2
239	высказывания не	2	2
240	в своих	1	2
241	не было	1	2
242	все то	1	2
243	или в	2	2
244	том же	1	2
245	не обладает	1	2
246	к чему	1	2
247	всех его	1	2
248	является знаком	1	2
249	но не	13	2
250	тем что	1	2
251	из всего	1	2
252	он говорит	1	2
253	слово в	1	2
254	я и	7	2
255	в жизни	3	2
256	либо в	2	2
257	общения людей	3	2
258	в связи	3	2
259	что он	5	2
260	области значений	1	2
261	или даже	3	2
262	не есть	1	2
263	в своей	7	2
264	в мире	24	2
265	в этих	4	2
266	ли не	1	2
267	и сам	3	2
268	больше и	1	2
269	обращения к	1	2
270	по своей	7	2
271	и ситуации	1	2
272	себе и	1	2
273	в каком	2	2
274	тому же	1	2
275	должен быть	2	2
276	но мы	1	2
277	на первый	1	2
278	языка мы	1	2
279	первый взгляд	1	2
280	с этим	1	2
281	бы не	2	2
282	еще и	2	2
283	вошел в	1	2
284	бы и	1	2
285	при условии	2	2
286	между собой	2	2
287	формы высказывания	1	2
288	языка в	4	2
289	мы конечно	1	2
290	действительности которая	1	2
291	в значительной	2	2
292	из этих	3	2
293	также и	1	2
294	представляет собой	11	2
295	в какой	2	2
296	не всегда	2	2
297	оно является	1	2
298	он не	4	2
299	в него	1	2
300	между двумя	2	2
301	и больше	2	2
302	для этого	1	2
303	между внутренней	2	2
304	тем и	1	2
305	по отношению	10	2
306	как уже	3	2
307	времени и	2	2
308	в пределах	3	2
309	значительной степени	2	2
310	и те	1	2
311	а этот	1	2
312	не должно	1	2
313	человека с	3	2
314	ту же	1	2
315	человека и	2	2
316	при всем	2	2
317	себе в	1	2
318	магический обряд	1	2
319	материалом и	1	2
320	тот или	3	2
321	отношение к	7	2
322	у себя	1	2
323	литературное произведение	1	2
324	определенное значение	1	2
325	внутри себя	1	2
326	друг другу	1	2
327	которые в	1	2
328	вовсе не	2	2
329	одной из	2	2
330	тот же	1	2
331	до конца	1	2
332	к которому	4	2
333	на отдельные	1	2
334	лишь путем	1	2
335	место в	5	2
336	есть не	1	2
337	и определяется	1	2
338	к миру	1	2
339	отношению к	10	2
340	в реальной	1	2
341	здесь не	2	2
342	однако в	4	2
343	чему не	1	2
344	друг друга	1	2
345	действительной жизни	1	2
346	иное как	1	2
347	и том	1	2
348	к нему	3	2
349	в особенности	1	1
350	что в	7	1
351	мира как	1	1
352	которого он	2	1
353	это на	1	1
354	то в	2	1
355	не происходит	1	1
356	как к	5	1
357	к такому	1	1
358	глядя на	1	1
359	именно к	1	1
360	во внешних	1	1
361	и другие	2	1
362	и будет	1	1
363	только не	1	1
364	которой я	1	1
365	в другой	1	1
366	все что	1	1
367	вошло в	1	1
368	на языке	3	1
369	он уже	1	1
370	процесс их	1	1
371	выбор слова	1	1
372	можно говорить	1	1
373	человека к	3	1
374	нами не	1	1
375	одним словом	1	1
376	же и	1	1
377	чего не	1	1
378	себя только	1	1
379	русской литературе	2	1
380	на вопрос	1	1
381	если в	1	1
382	в романе	3	1
383	со знаковым	1	1
384	свидетельствует о	1	1
385	от имени	2	1
386	время и	1	1
387	же этот	1	1
388	который может	1	1
389	которой не	1	1
390	своей сути	1	1
391	возможной или	1	1
392	в произведении	3	1
393	наших глазах	2	1
394	и процесс	1	1
395	человек это	1	1
396	общение с	1	1
397	в состоянии	1	1
398	граница между	1	1
399	хх веке	1	1
400	явлений жизни	1	1
401	обе эти	1	1
402	языка без	1	1
403	дело с	1	1
404	материала и	1	1
405	к действительности	3	1
406	и дает	1	1
407	даже в	3	1
408	была бы	3	1
409	иной ситуации	1	1
410	но от	2	1
411	чего-то другого	1	1
412	для возникновения	2	1
413	содержит в	1	1
414	материалом а	1	1
415	с внутренним	1	1
416	тем как	1	1
417	и теперь	1	1
418	ее можно	1	1
419	как говорит	3	1
420	роман и	2	1
421	иного языка	1	1
422	чтобы этот	1	1
423	как раз	3	1
424	души и	1	1
425	тем не	3	1
426	от всего	1	1
427	такое же	1	1
428	в литературе	2	1
429	это ни	1	1
430	могла бы	2	1
431	не как	2	1
432	времени когда	1	1
433	ее в	2	1
434	а затем	2	1
435	переживание переживание	1	1
436	одному из	1	1
437	слова ни	1	1
438	одно из	2	1
439	ни в	5	1
440	и делает	1	1
441	принадлежит какой-то	1	1
442	в результате	1	1
443	другой стороны	6	1
444	им с	1	1
445	между этими	1	1
446	по ту	1	1
447	сколько бы	1	1
448	сознания и	1	1
449	весь мир	1	1
450	том и	2	1
451	на всякое	1	1
452	необходимо для	1	1
453	у него	2	1
454	внешнего мира	3	1
455	не могут	1	1
456	высшей ценностью	1	1
457	в более	1	1
458	не путем	1	1
459	и строго	1	1
460	сознания к	1	1
461	должен был	1	1
462	быть так	1	1
463	в конечном	5	1
464	оглядывается на	1	1
465	за ним	1	1
466	в таких	1	1
467	даже вовсе	1	1
468	в сущности	1	1
469	это всегда	1	1
470	более или	6	1
471	к какому-нибудь	1	1
472	законы но	1	1
473	и одновременно	5	1
474	в собственном	1	1
475	как видно	1	1
476	двух моментов	1	1
477	от своего	2	1
478	речи хотя	1	1
479	выпадает из	1	1
480	этом не	1	1
481	несколько значений	1	1
482	что его	1	1
483	в организации	2	1
484	так называемый	1	1
485	несет в	3	1
486	и где	1	1
487	крайней мере	1	1
488	одним из	2	1
489	мысль о	1	1
490	это еще	1	1
491	вследствие того	1	1
492	же как	1	1
493	утратит свою	1	1
494	это возможно	1	1
495	расположение их	1	1
496	именно в	2	1
497	и действительно	1	1
498	этого события	1	1
499	конечном счете	5	1
500	знак но	1	1
501	в таком	3	1
502	стадии и	1	1
503	или иная	1	1
504	например в	4	1
505	значений но	1	1
506	организации конечно	1	1
507	с их	2	1
508	не остается	1	1
