N	2gram	Bakhtin_Fr	Tvorches
1	и в	73	56
2	как бы	15	41
3	в его	18	37
4	в романе	10	34
5	в то	14	30
6	то же	16	25
7	в году	12	24
8	не только	11	24
9	же время	12	24
10	но в	12	24
11	как и	19	23
12	то есть	36	23
13	и не	13	23
14	а в	10	23
15	и его	18	23
16	в этом	21	22
17	что в	14	21
18	в том	13	21
19	он не	4	19
20	том что	8	19
21	может быть	5	19
22	потому что	9	19
23	у него	13	18
24	то что	12	18
25	таким образом	34	17
26	и на	12	17
27	что он	8	17
28	все это	19	17
29	при этом	5	16
30	но и	15	16
31	никогда не	6	16
32	как в	9	16
33	прежде всего	18	16
34	не может	4	16
35	и с	17	15
36	xix века	2	15
37	в мире	3	15
38	но это	3	15
39	в этой	18	15
40	с его	5	15
41	и даже	4	14
42	это не	7	14
43	там же	1	13
44	о том	13	13
45	времени в	2	13
46	а не	2	13
47	в котором	4	12
48	тем самым	3	12
49	в целом	1	12
50	в своей	4	11
51	все же	2	11
52	для него	7	11
53	в самом	9	10
54	представление о	3	10
55	он сам	4	10
56	не в	12	10
57	в конце	9	10
58	только в	7	10
59	в основном	2	10
60	уже в	9	10
61	так и	13	10
62	но не	1	10
63	как будто	1	10
64	в своих	1	9
65	наряду с	1	9
66	а затем	1	9
67	по мнению	1	9
68	в изображении	4	9
69	и от	10	9
70	один из	5	9
71	в свою	3	9
72	человека в	3	9
73	в нем	18	9
74	даже в	4	8
75	в духе	4	8
76	именно в	4	8
77	так же	11	8
78	к этому	5	8
79	хотя и	5	8
80	одним из	3	8
81	это уже	3	8
82	вместе с	9	8
83	тогда как	1	8
84	одной из	5	8
85	еще не	3	8
86	в себе	16	8
87	так как	9	8
88	в их	5	8
89	на его	1	8
90	об этом	2	8
91	вовсе не	11	8
92	человека и	3	8
93	в лице	2	8
94	в этих	6	7
95	и сам	2	7
96	года в	1	7
97	например в	8	7
98	уже не	2	7
99	в дальнейшем	3	7
100	влияние на	5	7
101	и он	4	7
102	в которой	3	7
103	в чем	3	7
104	в рассказе	1	7
105	своего рода	3	7
106	самом деле	4	7
107	в момент	1	6
108	еще более	4	6
109	и как	5	6
110	если он	1	6
111	на эту	1	6
112	одна из	7	6
113	его в	3	6
114	так что	2	6
115	и ее	2	6
116	героя в	2	6
117	с ним	6	6
118	и все	19	6
119	в книге	2	6
120	все эти	24	6
121	место в	4	6
122	и другие	3	5
123	из всех	2	5
124	мысли и	3	5
125	что человек	1	5
126	в них	14	5
127	с другой	3	5
128	по отношению	3	5
129	отметить что	2	5
130	в своем	13	5
131	в одной	5	5
132	во всей	2	5
133	все время	4	5
134	из них	6	5
135	что они	2	5
136	что у	3	5
137	на него	2	5
138	в ее	6	5
139	что и	6	5
140	не было	4	5
141	в ужасе	1	5
142	в таком	1	5
143	я не	3	5
144	и это	6	5
145	и у	7	5
146	а с	1	5
147	героя и	1	5
148	что это	9	5
149	между тем	2	5
150	с большой	1	5
151	в первой	4	5
152	дело не	2	5
153	не так	1	5
154	та же	7	5
155	с этим	4	5
156	самим собой	1	5
157	это все	1	5
158	в истории	3	5
159	начиная с	3	5
160	до конца	5	5
161	в образе	6	5
162	том же	1	5
163	но если	1	5
164	тот же	3	5
165	ничего не	4	5
166	из этой	1	5
167	мы не	2	5
168	в литературе	5	5
169	как у	3	5
170	бы не	1	5
171	в виде	2	5
172	но с	3	5
173	но эта	2	5
174	в ту	3	5
175	всего романа	2	5
176	и по	4	5
177	но его	1	5
178	и других	3	5
179	что я	1	5
180	это как	1	5
181	как он	4	5
182	отношению к	3	5
183	в известной	1	5
184	с этой	4	4
185	говорит о	2	4
186	него в	2	4
187	с собой	2	4
188	на земле	5	4
189	тем что	8	4
190	роль в	4	4
191	так в	1	4
192	и отчасти	1	4
193	восходит к	1	4
194	но эти	2	4
195	по самой	1	4
196	только на	2	4
197	и когда	3	4
198	говорит что	2	4
199	превращается в	2	4
200	не вполне	1	4
