N	2gram	Losev_Dial	Vladivir
1	вл соловьев	1	421
2	и в	35	116
3	то что	25	71
4	и не	51	67
5	у него	2	65
6	не только	26	65
7	в этом	18	53
8	в том	20	52
9	том что	18	51
10	что в	19	48
11	но и	17	47
12	в конце	5	41
13	в его	4	40
14	и с	10	39
15	то есть	1	37
16	и даже	23	36
17	сказать что	19	36
18	также и	7	36
19	учение о	11	35
20	так что	21	35
21	же с	1	34
22	потому что	23	33
23	что он	16	32
24	еще и	4	32
25	не может	16	31
26	о том	8	30
27	только в	7	30
28	как мы	5	29
29	никогда не	18	29
30	для него	2	29
31	вовсе не	19	27
32	а в	8	27
33	не было	7	26
34	а к	1	25
35	в себе	23	25
36	но в	8	25
37	в то	10	25
38	и то	15	25
39	и его	6	25
40	а также	1	24
41	даже и	3	24
42	точки зрения	25	23
43	между прочим	1	23
44	он не	5	23
45	может быть	30	23
46	что же	5	23
47	кроме того	2	22
48	он был	1	22
49	ни в	20	22
50	так как	24	22
51	в виде	2	22
52	об этом	7	22
53	в своей	9	21
54	вместе с	3	21
55	а именно	3	20
56	и что	17	20
57	в своем	7	20
58	для нас	1	20
59	прежде всего	14	20
60	не менее	5	19
61	в дальнейшем	6	19
62	и вообще	10	19
63	как раз	7	19
64	тем не	3	19
65	таким образом	5	19
66	так и	18	19
67	и потому	6	19
68	как и	10	18
69	не в	12	18
70	не был	3	18
71	хотя и	4	18
72	как это	8	18
73	то это	6	17
74	что и	7	17
75	в этой	3	17
76	и если	5	17
77	а не	24	17
78	все же	9	16
79	уже не	3	16
80	к тому	6	16
81	не есть	67	16
82	совсем не	1	16
83	и все	11	16
84	было бы	14	16
85	того что	6	16
86	в котором	5	16
87	и к	8	15
88	то же	21	15
89	в своих	1	15
90	к этому	2	15
91	несмотря на	12	15
92	в связи	3	15
93	иной раз	7	15
94	но это	12	15
95	это было	4	15
96	того же	1	14
97	все эти	4	14
98	раз и	2	14
99	тут же	2	14
100	его жизни	1	14
101	же касается	1	14
102	мы уже	8	14
103	в москве	2	14
104	уже в	5	14
105	и как	14	14
106	во всем	3	13
107	в результате	2	13
108	с тем	2	13
109	можно сказать	10	13
110	так же	6	13
111	не просто	19	13
112	и от	5	13
113	что это	21	13
114	то время	3	13
115	да и	11	13
116	дело в	1	13
117	жизни и	9	13
118	по себе	39	12
119	только на	3	12
120	и это	6	12
121	и у	2	12
122	и по	5	12
123	в нем	25	12
124	то в	8	12
125	содержит в	6	12
126	если не	1	12
127	всяком случае	3	12
128	ничего не	19	12
129	во всяком	5	12
130	есть только	9	12
131	связи с	3	12
132	учения о	2	12
133	мы сейчас	1	12
134	при этом	2	11
135	но что	10	11
136	более или	5	11
137	в данном	5	11
138	хотя бы	6	11
139	тому же	3	11
140	в которой	3	11
141	я не	9	11
142	на то	5	11
143	и здесь	1	11
144	никак не	6	11
145	в отношении	5	11
146	это есть	13	11
147	еще в	2	11
148	все это	14	11
149	то он	2	11
150	или менее	5	11
151	мы должны	6	11
152	не очень	2	11
153	и о	4	11
154	конце концов	4	11
155	в самом	6	10
156	даже в	6	10
157	вот что	1	10
158	что все	2	10
159	с точки	18	10
160	в качестве	2	10
161	можно было	5	10
162	что для	3	10
163	отнюдь не	13	10
164	к нему	12	10
165	с ним	9	10
166	еще не	4	10
167	собственно говоря	5	10
168	в истории	1	10
169	здесь не	1	10
170	он и	2	10
171	в ней	4	10
172	но не	9	10
173	о чем	4	9
174	и сам	1	9
175	именно в	4	9
176	с этим	5	9
177	смысле слова	1	9
178	с другой	10	9
179	мы знаем	1	9
180	и притом	7	9
181	но он	3	9
182	и можно	3	9
183	а только	5	9
184	но как	7	9
185	а с	2	9
186	не будет	2	9
187	этом смысле	4	9
188	мы будем	2	9
189	из этого	2	9
190	оно есть	5	9
191	это время	3	9
192	отношения к	3	9
193	своей жизни	1	9
194	что мы	3	9
195	что если	4	9
196	для меня	5	9
197	это не	18	9
198	же время	9	9
199	ни с	8	9
200	по существу	2	9
201	что касается	3	9
202	можно судить	1	9
203	в целом	1	9
204	с этой	3	8
205	это значит	18	8
206	в этих	6	8
207	тем что	2	8
208	в это	1	8
209	конечно не	9	8
210	все существующее	1	8
211	себя в	2	8
212	и он	6	8
213	это мы	6	8
214	в смысле	5	8
215	в чем	9	8
216	никакого отношения	1	8
217	значит что	25	8
218	как в	3	8
219	со стороны	2	8
220	должно быть	7	8
221	как бы	19	8
222	и для	2	8
223	тот же	1	8
224	тоже не	2	8
225	и я	3	8
226	только и	5	8
227	когда он	2	8
228	из этих	2	8
229	отношение к	5	8
230	мы и	3	7
231	к этой	1	7
232	в одном	4	7
233	в них	4	7
234	но все	5	7
235	к ней	4	7
236	на первый	2	7
237	что этот	3	7
238	но даже	1	7
239	точно так	3	7
240	и мы	8	7
241	себе и	5	7
242	за пределы	4	7
243	даже не	4	7
244	был в	2	7
245	и есть	20	7
246	в я	1	7
247	здесь мы	1	7
248	если бы	12	7
249	но вот	5	7
250	к его	2	7
251	не имеет	15	7
252	в каком	10	7
253	ничего общего	4	7
254	бы и	4	7
255	и вот	10	7
256	того чтобы	1	7
257	при помощи	1	7
258	но если	6	7
259	нисколько не	7	7
260	на его	1	7
261	в таком	4	7
262	то и	3	7
263	другими словами	2	7
264	и ни	7	7
265	е в	3	7
266	как он	5	7
267	или как	2	7
268	же в	2	7
269	можно говорить	2	6
270	и очень	2	6
271	же и	11	6
272	тому что	4	6
273	мысли и	3	6
274	в виду	9	6
275	другой стороны	7	6
276	уже на	1	6
277	его на	1	6
278	этого последнего	1	6
279	для того	2	6
280	то как	3	6
281	видно что	2	6
282	на него	2	6
283	он сам	6	6
284	если мы	3	6
285	той же	1	6
286	указать на	1	6
287	его в	3	6
288	не говорит	4	6
289	что она	18	6
290	на себя	1	6
291	время как	7	6
292	но только	6	6
293	по своей	5	6
294	находить в	1	6
295	не раз	2	6
296	почему же	2	6
297	главным образом	2	6
298	сказать о	1	6
299	взгляд на	3	6
300	не с	5	6
301	и из	6	6
302	так или	3	6
303	но на	1	6
304	нельзя сказать	4	6
305	в сравнении	1	6
306	и теперь	1	6
307	что здесь	4	6
308	данном случае	1	6
309	мы не	1	6
310	а это	2	6
311	и тут	6	6
312	и всегда	1	6
313	здесь в	3	6
314	или иначе	3	6
315	в общем	2	6
316	но я	4	6
317	к своему	1	6
318	по своему	4	6
319	по его	1	6
320	не говоря	1	6
321	жизнь и	5	6
322	ко всему	3	6
323	тем более	2	6
324	отличие от	1	6
325	в жизни	3	6
326	есть и	11	6
327	от того	2	6
328	такой же	2	6
329	само по	7	6
330	и наконец	1	6
331	что на	2	6
332	есть не	8	6
333	говоря уже	1	5
334	тех кто	2	5
335	еще более	3	5
336	говорит о	6	5
337	и до	2	5
338	об этих	1	5
339	но мы	3	5
340	не прямо	1	5
341	вопрос о	3	5
342	в каких	2	5
343	говорит что	3	5
344	отчет в	1	5
345	как на	1	5
346	и еще	4	5
347	без всякого	3	5
348	быть в	5	5
349	будем говорить	2	5
350	года то	1	5
351	из них	5	5
352	что они	8	5
353	во всех	3	5
354	сравнении с	1	5
355	что у	3	5
356	для своего	3	5
357	говорит в	1	5
358	того и	3	5
359	и весьма	1	5
360	и тем	2	5
361	что бы	1	5
362	с которым	2	5
363	в очень	3	5
364	во время	2	5
365	можно только	4	5
366	в частности	4	5
367	один из	3	5
368	все то	1	5
369	и так	2	5
370	жизни в	1	5
371	нет ничего	1	5
372	и больше	2	5
373	мы имеем	4	5
374	самого же	1	5
375	заметить что	2	5
376	начиная с	1	5
377	по преимуществу	1	5
378	что я	5	5
379	друг друга	1	5
380	он как	1	5
381	что с	2	5
382	ее в	2	5
383	где он	1	5
384	не содержит	1	5
385	на одной	1	5
386	как нечто	5	5
387	место в	1	5
388	в их	5	5
