N	3gram	Voloshinov	FransuaR
1	то же время	7	55
2	в то же	9	55
3	как мы уже	3	28
4	в том что	1	27
5	до сих пор	1	27
6	в большинстве случаев	1	22
7	с точки зрения	5	20
8	но в то	2	20
9	в этом отношении	2	20
10	для того чтобы	7	17
11	о том что	2	17
12	в связи с	2	16
13	как мы видели	3	16
14	но и в	3	15
15	не может быть	2	13
16	в той же	3	13
17	на самом деле	3	13
18	и в то	2	12
19	с другой стороны	1	12
20	в другом месте	1	12
21	все то что	2	11
22	можно сказать что	2	11
23	той или иной	4	10
24	как и в	1	10
25	до наших дней	1	10
26	в значительной степени	2	10
27	в конце концов	3	10
28	не только в	3	10
29	мы видим что	2	9
30	по отношению к	2	9
31	вполне понятно что	1	8
32	таким образом в	1	8
33	более или менее	1	8
34	мы видели что	2	8
35	были связаны с	1	7
36	в самом деле	2	7
37	нужно отметить что	1	7
38	и в романе	1	7
39	можно было бы	1	7
40	прежде всего в	4	7
41	как мы видим	1	7
42	слов и выражений	1	6
43	и в особенности	1	6
44	но все же	3	6
45	это прежде всего	1	6
46	и во всех	1	6
47	даже и в	1	6
48	и т.п но	2	6
49	в свою очередь	4	6
50	с самого начала	4	6
51	это как бы	1	5
52	то же самое	4	5
53	по сравнению с	1	5
54	мы имеем в	1	5
55	как бы в	3	5
56	в собственном смысле	1	4
57	и той же	4	4
58	но даже и	1	4
59	по ту сторону	1	4
60	и т.п то	1	4
61	в одном из	1	4
62	прежде всего на	1	4
63	не нуждается в	1	4
64	связи с этим	2	4
65	на этот вопрос	1	4
66	как мы увидим	2	4
67	в нем и	1	4
68	т.п то есть	1	4
69	хлеб и вино	1	4
70	точку зрения на	1	4
71	одной и той	4	4
72	как раз и	1	4
73	мы увидим дальше	1	4
74	и не может	1	4
75	влияние и на	1	4
76	о котором мы	1	4
77	роль и в	1	3
78	и как бы	2	3
79	о которой мы	1	3
80	смысле этого слова	2	3
81	и в отношении	1	3
82	не только не	1	3
83	и того же	1	3
84	и т.п и	3	3
85	в разных местах	2	3
86	в виду прежде	1	3
87	всего того что	1	3
88	вместе с тем	2	3
89	и в наши	1	3
90	вовсе не является	1	3
91	в себе и	1	3
92	содержит в себе	1	3
93	и не могут	1	3
94	уже говорили в	1	3
95	одного и того	1	3
96	именно потому что	1	3
97	о том какое	1	3
98	тех или иных	3	3
99	есть не что	2	3
100	и в этом	1	3
101	виду прежде всего	1	3
102	не что иное	2	3
103	в те времена	1	3
104	что иное как	2	3
105	нет и не	1	3
106	в одном и	1	2
107	мы уже знаем	1	2
108	наконец и это	1	2
109	и т.п подобные	1	2
110	но не только	1	2
111	всего сказанного нами	1	2
112	но при этом	2	2
113	эту тему в	1	2
114	из них в	1	2
115	в наши дни	1	2
116	между этими двумя	1	2
117	только на его	1	2
118	от страха и	1	2
119	и тем же	2	2
120	дело не с	1	2
121	в этом отрывке	1	2
122	это связано с	1	2
123	в нашем смысле	1	2
124	мы будем говорить	2	2
125	с помощью которого	1	2
126	мы уже видели	3	2
127	хотя бы в	1	2
128	на этом мы	1	2
129	и т.п это	1	2
130	в конечном счете	1	2
131	не мог он	1	2
132	в себе все	1	2
133	в последнем счете	1	2
134	происходит как бы	2	2
135	так и от	1	2
136	здесь же мы	1	2
137	связанных с ними	1	2
138	они как бы	1	2
139	и не только	2	2
140	так и по	1	2
141	прежде всего мы	1	2
142	здесь как бы	1	2
143	и по отношению	1	2
144	и в основе	2	2
145	в ее наиболее	1	2
146	сказать что вся	1	2
147	не должно быть	2	2
148	только тогда когда	1	2
149	теми или иными	1	2
150	мы в нем	1	2
151	их как бы	1	2
152	во время своего	1	2
153	в так называемой	2	2
154	и не было	1	2
155	и наконец с	1	2
156	и та же	1	2
157	так и всего	1	2
158	одним и тем	1	2
159	же время и	1	2
160	мы не знаем	2	2
161	в этом случае	3	2
162	одна и та	1	2
163	мы не можем	1	2
164	и в области	2	2
165	на эту тему	1	2
166	но быть может	1	1
167	художественное творчество и	2	1
168	свое выражение в	1	1
169	и никак не	1	1
170	речи и как	1	1
171	и приближается к	1	1
172	того чтобы не	1	1
173	плоть и кровь	1	1
174	он должен будет	1	1
175	и ни к	1	1
176	его особую художественную	1	1
177	но все эти	1	1
178	сознание отдельного человека	1	1
179	но ведь в	1	1
180	хотя бы и	1	1
181	с целым рядом	1	1
182	мы не поймем	1	1
183	роль в его	1	1
184	а не наоборот	1	1
185	все эти новые	1	1
186	которая могла бы	1	1
187	же мы должны	1	1
188	в разговоре с	1	1
189	но и вообще	1	1
190	язык в процессе	1	1
191	чтобы убедиться в	1	1
192	с тем и	2	1
193	все сказанное нами	1	1
194	во всех своих	3	1
195	точкой зрения на	1	1
196	и тем самым	3	1
197	в одно мгновение	1	1
198	но если бы	1	1
199	не забудем что	3	1
200	а затем и	1	1
201	не только на	1	1
202	но вместе с	1	1
203	которые с точки	1	1
204	возникновение и развитие	1	1
205	мы говорили выше	1	1
206	и т.п он	1	1
207	и этот момент	1	1
208	чрезвычайно важно для	1	1
209	так как в	1	1
210	в тех случаях	2	1
211	те времена когда	1	1
212	таким образом мы	1	1
213	тех явлений которые	1	1
214	и он является	1	1
215	чуть ли не	2	1
216	и том же	2	1
217	что мы называем	3	1
218	и т.п как	1	1
219	на поле брани	1	1
220	точка зрения не	1	1
221	у нас есть	1	1
222	и к тому	1	1
223	всякой связи с	1	1
224	то же событие	1	1
225	гораздо большей степени	1	1
226	об этом мы	1	1
227	даже в области	1	1
228	как это ни	1	1
229	одном и том	2	1
230	в отношении языка	1	1
231	придется иметь дело	1	1
232	для него почти	1	1
233	здесь нет и	1	1
234	то или иное	4	1
235	и так называемые	1	1
236	выражений заимствованных из	1	1
237	это не совсем	1	1
238	у себя дома	2	1
239	жизни и это	1	1
240	в виду что	1	1
241	прежде всего с	1	1
242	в своем развитии	1	1
243	людей но в	1	1
244	были обычны в	1	1
245	членов общества так	1	1
246	вряд ли он	1	1
247	же время эти	1	1
248	вовсе и не	1	1
249	находит свое отражение	1	1
250	та или иная	1	1
251	само собой разумеющееся	2	1
252	и на его	2	1
253	то что мы	4	1
254	ключ к пониманию	1	1
255	то есть к	1	1
256	до того времени	1	1
257	в плоть и	1	1
258	на лице и	1	1
259	человека все эти	1	1
260	в дальнейшем мы	1	1
261	ближе он к	1	1
262	имели в виду	2	1
263	мы наблюдаем в	1	1
264	другого человека в	1	1
265	его точка зрения	1	1
266	являются как бы	1	1
267	и перестает быть	1	1
268	как и вообще	1	1
269	уже видели в	1	1
270	черт знает что	1	1
271	ни на кого	1	1
272	своей жизни и	1	1
273	должно было быть	1	1
274	себя дома в	1	1
275	еще раз что	1	1
276	она должна была	1	1
277	теперь мы можем	1	1
278	независимо от того	1	1
279	по мере их	1	1
280	и в эти	1	1
281	неразрывно связано с	1	1
282	тем не менее	1	1
283	не так как	2	1
284	на вопрос о	1	1
285	воли и сознания	1	1
286	только благодаря этому	1	1
287	одной из тех	1	1
288	то же слово	2	1
289	на площади в	1	1
290	и т.п или	1	1
291	этом случае происходит	1	1
292	пространство и время	1	1
293	которую мы называем	1	1
294	в зависимости от	7	1
295	бросается в глаза	1	1
296	и официальной в	1	1
297	о том какую	1	1
298	как и всякий	1	1
299	и оказывается что	1	1
300	само по себе	1	1
301	не только о	1	1
302	вне всякой связи	1	1
303	в своей жизни	1	1
304	несмотря на это	1	1
305	это чрезвычайно важно	1	1
306	в высшей степени	1	1
307	в беседе с	1	1
308	и так далее	4	1
309	в точном смысле	2	1
310	поэтому было бы	1	1
311	и в таких	1	1
312	и здесь остается	1	1
313	нет ничего удивительного	1	1
314	и находит свое	1	1
315	с каждым новым	1	1
316	тем что он	1	1
317	или хотя бы	2	1
318	эти слова и	1	1
319	могла бы нам	1	1
320	само собой разумеется	2	1
321	между тем в	1	1
322	в том и	1	1
323	том какую роль	1	1
324	того или иного	5	1
325	один из ее	1	1
326	наконец с помощью	1	1
327	все связанное с	1	1
328	в обычных условиях	1	1
329	и как мы	1	1
330	подвести некоторые итоги	1	1
331	из них были	1	1
332	как к своему	1	1
333	мы увидим что	2	1
334	нам придется иметь	1	1
335	может быть понято	2	1
336	был связан с	1	1
337	из точек зрения	1	1
338	в скрытой форме	1	1
339	еще говорить в	1	1
340	на протяжении почти	1	1
