N	3gram	Vygotskiy_	Freidism
1	с точки зрения	12	15
2	не может быть	4	14
3	по отношению к	19	11
4	в самом деле	6	10
5	в том что	33	9
6	как мы видели	4	8
7	во всяком случае	2	8
8	в то же	1	6
9	мы знаем что	2	6
10	в высшей степени	3	6
11	с самого начала	8	5
12	можно сказать что	7	5
13	как мы уже	2	5
14	в свою очередь	4	4
15	мы увидим что	1	4
16	тем не менее	1	4
17	мы уже указывали	1	4
18	сам по себе	1	4
19	на самом деле	3	4
20	в зависимости от	2	4
21	в данном случае	3	4
22	не могут быть	3	4
23	на первый план	2	4
24	в этом отношении	7	4
25	в этот период	3	3
26	и тот же	5	3
27	только то что	2	3
28	для того чтобы	20	3
29	о том что	7	3
30	один и тот	5	3
31	в собственном смысле	2	3
32	до сих пор	3	3
33	к тому чтобы	4	3
34	и той же	3	3
35	бы то ни	1	3
36	на этот вопрос	5	3
37	так и в	1	3
38	мы видели что	2	3
39	что все эти	1	3
40	с помощью которой	1	3
41	одной и той	3	3
42	но во всяком	1	3
43	мы не можем	2	3
44	в следующей главе	2	3
45	если бы он	1	3
46	и не может	3	3
47	благодаря тому что	1	2
48	ни в каком	1	2
49	точка зрения на	1	2
50	равно как и	1	2
51	но вместе с	3	2
52	что в его	1	2
53	в применении к	1	2
54	и может быть	1	2
55	с объективной точки	1	2
56	в этом смысле	5	2
57	заключается в том	12	2
58	один из них	2	2
59	но мы знаем	1	2
60	на которые опирается	1	2
61	в настоящей главе	2	2
62	его отношение к	3	2
63	в конце концов	2	2
64	обратное влияние на	1	2
65	во внутренней и	1	2
66	для этого нужно	1	2
67	с помощью которого	3	2
68	не отличается от	1	2
69	а с другой	3	2
70	в какой степени	2	2
71	мы могли бы	15	2
72	но если мы	2	2
73	но мы не	1	2
74	не является чем-то	1	2
75	в процессе длительного	1	2
76	мы никогда не	1	2
77	объективной точки зрения	1	2
78	что и в	1	2
79	в отличие от	3	2
80	и по отношению	1	2
81	том что он	3	2
82	таким образом в	2	2
83	то ни было	1	2
84	то обстоятельство что	5	2
85	в связь с	1	2
86	к тому что	5	2
87	в другом месте	4	2
88	с одной стороны	10	2
89	во всех областях	1	2
90	как раз и	1	2
91	то же самое	7	2
92	их помощью мы	1	1
93	того что он	3	1
94	мы говорили что	2	1
95	он никогда не	1	1
96	что он не	3	1
97	тесно связана с	1	1
98	в этом случае	5	1
99	его точка зрения	1	1
100	которую можно было	1	1
101	в вопросе о	3	1
102	и те же	1	1
103	собственном смысле слова	1	1
104	что он делает	1	1
105	он должен был	1	1
106	в процессе которого	1	1
107	при этом неизбежно	1	1
108	вместе с этим	1	1
109	того или иного	1	1
110	исчерпывается мы должны	1	1
111	такова точка зрения	1	1
112	той или иной	1	1
113	речи так как	1	1
114	он еще не	1	1
115	в противоречии с	1	1
116	вообще не существует	1	1
117	по аналогии с	2	1
118	сводится к тому	1	1
119	в направлении к	1	1
120	но и по	1	1
121	месте но в	1	1
122	но не может	1	1
123	является как бы	1	1
124	и на все	1	1
125	ответить на этот	1	1
126	ибо как мы	1	1
127	то что он	3	1
128	и только в	1	1
129	и связанное с	1	1
130	мы и должны	1	1
131	язык и его	1	1
132	это для ребенка	1	1
133	но и в	1	1
134	между собой в	1	1
135	от того что	6	1
136	мы видим в	2	1
137	лежат в основе	1	1
138	знаем что в	1	1
139	в противоречие с	1	1
140	к целому ряду	3	1
141	так и с	1	1
142	по сравнению с	9	1
143	того что мы	2	1
144	в себя и	1	1
145	было бы для	1	1
146	на которое мы	1	1
147	то что является	1	1
148	если же мы	1	1
149	может быть даже	1	1
150	и связанная с	1	1
151	этом отношении может	1	1
152	имеем в виду	1	1
153	с которыми оно	1	1
154	и в отношении	1	1
155	одни и те	1	1
156	и самый важный	1	1
157	и приводит к	1	1
158	в гораздо большей	1	1
159	в себе и	1	1
160	как бы в	1	1
161	он оказывается не	2	1
162	в целом ряде	1	1
163	эта новая теория	1	1
164	жизни таким образом	1	1
165	может быть понято	2	1
166	в том же	1	1
167	старой психологии и	1	1
168	дело не исчерпывается	1	1
169	развития ребенка и	1	1
170	что оно как	1	1
171	точки зрения обоих	1	1
172	иное отношение к	3	1
173	к выводу что	3	1
174	в свое время	2	1
175	что мы знаем	1	1
176	о которых говорит	1	1
177	отражают в себе	2	1
178	только в пределах	3	1
179	в чем состоит	1	1
180	зрения не только	1	1
181	это не может	2	1
182	они не могут	1	1
183	с этим понятием	1	1
184	с ним в	1	1
185	ребенка еще не	2	1
186	решение этой проблемы	1	1
187	гораздо большей степени	1	1
188	на вопрос о	4	1
189	в то время	4	1
190	самом деле если	2	1
191	в современной психологии	2	1
192	чтобы ответить на	1	1
193	оказывается для него	1	1
194	является по мнению	2	1
195	и то же	1	1
196	а не наоборот	1	1
197	ничего не говорит	1	1
198	друг на друга	2	1
199	с их помощью	1	1
200	что он был	1	1
201	могли бы говорить	1	1
202	не совсем так	1	1
203	говорит нам о	1	1
204	находит свое выражение	1	1
205	что к этому	1	1
206	не было бы	1	1
207	имеющие ничего общего	1	1
208	не имеющие ничего	1	1
209	друг с другом	10	1
210	но при этом	2	1
211	именно в этой	1	1
212	видим таким образом	1	1
213	вообще не может	2	1
214	как и на	1	1
