N	2gram	Voloshinov	formyVre
1	и в	16	148
2	в этом	9	73
3	в нем	4	51
4	прежде всего	9	46
5	и не	4	37
6	в его	4	36
7	и его	8	36
8	вовсе не	1	35
9	но и	4	33
10	то же	2	32
11	не только	7	32
12	но в	4	31
13	жизни и	3	31
14	так и	4	29
15	может быть	17	27
16	как мы	4	26
17	как и	2	25
18	как бы	5	25
19	точки зрения	8	24
20	мы уже	2	24
21	только в	4	23
22	времени и	1	23
23	человека в	1	23
24	в том	3	22
25	то что	3	22
26	связи с	1	21
27	во всех	3	21
28	жизни в	1	21
29	все эти	5	21
30	и др	3	19
31	и на	4	19
32	в основном	3	19
33	и для	2	19
34	таким образом	9	18
35	у него	2	18
36	и все	4	18
37	еще не	5	18
38	при этом	6	17
39	те же	3	17
40	с этим	2	17
41	так как	4	17
42	в пределах	2	17
43	человека и	1	17
44	все же	1	16
45	в связи	1	16
46	того же	2	16
47	в основе	3	16
48	и их	4	16
49	не может	8	16
50	в разных	1	15
51	в одном	3	15
52	в них	2	15
53	никогда не	2	15
54	с точки	6	15
55	с его	7	15
56	вместе с	3	15
57	лишь в	1	15
58	и как	3	14
59	и с	8	14
60	так же	2	14
61	в конце	1	14
62	его жизни	1	14
63	а не	1	14
64	как раз	1	14
65	все это	4	14
66	в самом	2	13
67	для того	1	13
68	друг с	1	13
69	во время	3	13
70	с ним	2	13
71	роль в	1	13
72	здесь в	1	13
73	с другом	1	13
74	в частности	2	13
75	того чтобы	1	13
76	а в	3	13
77	же в	1	13
78	конечно не	6	12
79	он не	2	12
80	значение и	1	12
81	отнюдь не	4	12
82	что в	3	12
83	ничего не	1	12
84	но не	1	12
85	и наконец	4	12
86	хотя и	1	11
87	его в	4	11
88	между ними	3	11
89	ни в	5	11
90	уже в	1	11
91	мира и	3	11
92	в ней	1	11
93	уже не	1	10
94	и того	1	10
95	входит в	1	10
96	вещей и	1	10
97	сих пор	3	10
98	до сих	3	10
99	на основе	2	10
100	и проч	9	10
101	тот же	1	10
102	в большинстве	3	10
103	и даже	4	9
104	их в	3	9
105	на этой	3	9
106	с другой	1	9
107	на протяжении	2	9
108	к себе	3	9
109	и это	6	9
110	могут быть	3	9
111	та же	1	9
112	отношения к	3	9
113	оно не	2	9
114	том что	3	9
115	для него	6	9
116	есть в	2	9
117	и других	2	9
118	одного и	1	9
119	и к	6	8
120	в виду	1	8
121	в этих	3	8
122	к тому	1	8
123	в этот	2	8
124	и т.п	2	8
125	в некоторых	1	8
126	с одной	1	8
127	что и	2	8
128	характер и	1	8
129	в мире	1	8
130	и по	2	8
131	один из	2	8
132	в жизни	2	8
133	со всеми	2	8
134	если бы	1	8
135	связанные с	2	8
136	большинстве случаев	3	8
137	ступени развития	1	8
138	мы еще	1	8
139	жизни но	1	8
140	и то	1	8
141	во всяком	3	8
142	и прежде	1	8
143	и потому	3	8
144	отношение к	5	8
145	или иной	1	8
146	для всех	4	7
147	еще более	1	7
148	между собой	2	7
149	связанных с	2	7
150	к ним	2	7
151	к этому	2	7
152	из этих	2	7
153	не знает	2	7
154	в себя	1	7
155	с ее	4	7
156	поэтому и	2	7
157	себя и	2	7
158	нет ничего	1	7
159	было бы	2	7
160	мир в	1	7
161	этом отношении	1	7
162	ее в	2	7
163	за счет	2	7
164	что было	1	6
165	все что	4	6
166	с тем	1	6
167	только для	5	6
168	на первый	2	6
169	о том	2	6
170	с помощью	2	6
171	сказать что	7	6
172	во всей	2	6
173	время и	1	6
174	в качестве	1	6
175	мы можем	9	6
176	ту же	2	6
177	за пределы	2	6
178	одной стороны	1	6
179	бы ни	1	6
180	и ее	4	6
181	в сущности	1	6
182	мы видим	2	6
183	не могут	2	6
184	своей жизни	2	6
185	тех же	3	6
186	половой акт	2	6
187	имеем в	1	6
188	нет и	2	6
189	мы не	2	6
190	но эта	1	6
191	в эпоху	1	6
192	только и	2	6
193	не оставляет	1	6
194	есть и	2	6
195	в начале	2	6
196	мы и	1	5
197	вообще не	2	5
198	с этой	2	5
199	в порядке	1	5
200	в своей	2	5
201	отсюда и	1	5
202	хотя бы	4	5
203	всем этим	1	5
204	только на	3	5
205	на свет	1	5
206	и через	2	5
207	с другими	3	5
208	быть только	1	5
209	как его	1	5
210	от этого	1	5
211	в смысле	1	5
212	той или	1	5
213	в этой	4	5
214	здесь же	2	5
215	в него	5	5
216	мире и	1	5
217	что они	1	5
218	не на	2	5
219	конечно и	1	5
220	тела и	1	5
221	и они	1	5
222	с ними	4	5
223	они не	2	5
224	не имеет	1	5
225	вернемся к	1	5
226	не имеют	1	5
227	чем не	3	5
228	той же	1	5
229	он может	1	5
230	мы имеем	1	5
231	в движение	1	5
232	и вообще	2	5
233	первый план	1	5
234	и почти	1	5
235	и ни	1	5
236	бы он	1	5
237	и только	9	5
238	во всем	1	4
239	же и	1	4
240	только что	1	4
241	по всему	2	4
242	не являются	1	4
243	в своих	1	4
244	и момент	1	4
245	в корне	1	4
246	в одно	2	4
247	и со	1	4
248	при всей	2	4
249	в данном	1	4
250	моменты и	1	4
251	он был	1	4
252	в другом	1	4
253	друг на	2	4
254	в нашем	1	4
255	момент в	2	4
256	не был	1	4
257	несмотря на	1	4
258	весь мир	1	4
259	что не	2	4
260	в чем	5	4
261	совсем не	2	4
262	друг другу	1	4
263	в один	4	4
264	и вот	3	4
265	борьба с	1	4
266	даны в	1	4
267	мы здесь	1	4
268	из того	1	4
269	для них	1	4
270	что он	2	4
271	это и	1	4
272	наконец и	1	4
273	и т.д	1	4
274	на друга	2	4
275	же самое	1	4
276	нем нет	2	4
277	человек был	1	4
278	всяком случае	3	4
279	часто и	1	4
280	формы и	1	4
281	одних и	1	4
282	у нас	1	4
283	на одном	1	4
284	войти в	2	4
285	на его	1	4
286	и тех	1	4
287	мы должны	1	4
288	как он	1	4
289	же что	1	4
290	всей его	1	4
291	его целом	2	4
292	и о	2	4
293	мы сказали	1	4
294	в центре	1	3
295	всей жизни	2	3
296	в море	1	3
297	нас в	1	3
298	важный момент	1	3
299	жизнь в	1	3
300	все моменты	1	3
301	похож на	1	3
302	в более	1	3
303	и исторического	2	3
304	но мы	4	3
305	во внешнем	1	3
306	вопрос о	1	3
307	мы увидим	1	3
308	и художественного	3	3
309	самого начала	4	3
310	и еще	1	3
311	как на	1	3
312	находится в	2	3
313	с этими	1	3
314	все время	1	3
315	человек не	1	3
316	последующей жизни	2	3
317	на почве	1	3
318	внимание на	1	3
319	же как	2	3
320	одна из	1	3
321	и жизнь	1	3
322	на границе	2	3
323	связь с	1	3
324	на этом	3	3
325	как это	3	3
326	других людей	1	3
327	не место	1	3
328	главным образом	1	3
329	и есть	3	3
330	если они	1	3
331	на ранних	2	3
332	его к	1	3
333	и самый	1	3
334	и здесь	1	3
335	события и	1	3
336	это уже	1	3
337	таковы основные	1	3
338	все то	2	3
339	пор еще	1	3
340	очень важный	1	3
341	и так	2	3
342	по самому	1	3
343	сравнению с	3	3
344	зависимости от	1	3
345	не входит	1	3
346	и были	1	3
347	но оно	3	3
348	его и	1	3
349	что мы	2	3
350	в течение	1	3
351	в свою	1	3
352	наконец в	1	3
353	в образах	1	3
354	жизнь с	1	3
355	значение для	1	3
356	не будем	1	3
357	известной степени	1	3
358	что здесь	1	3
359	без всякого	1	3
360	если мы	2	3
361	мы говорили	1	3
362	но это	2	3
363	точку зрения	1	3
364	человека но	1	3
365	что есть	1	3
366	которые в	1	3
367	одна и	1	3
368	совершенно не	8	3
369	и всегда	1	3
370	них и	1	3
371	однако не	1	3
372	а на	2	3
373	от всех	1	3
374	она же	1	3
375	дело в	1	3
376	по своему	2	3
377	это было	1	3
378	с самого	4	3
379	она не	1	3
380	ни один	1	3
381	здесь только	1	3
382	конечно в	1	3
383	по сравнению	3	3
384	прикосновения к	1	3
385	вступают в	1	3
386	можно сказать	4	3
387	всеми его	1	3
388	менее всего	1	3
389	что на	2	3
390	образов и	2	3
391	образов в	1	2
392	в мифах	1	2
393	со всем	1	2
394	и лишь	2	2
395	без исключения	1	2
396	на своей	1	2
397	этот момент	1	2
398	его рождения	1	2
399	всей ее	1	2
400	как они	1	2
401	в духе	1	2
402	ступенях развития	3	2
403	можем коснуться	1	2
404	отличается от	1	2
405	жизнь человека	1	2
406	смерти но	2	2
407	роль их	1	2
408	говорить о	2	2
409	план выдвигается	1	2
410	слагаются в	1	2
411	из одного	1	2
412	отметить что	1	2
413	как я	1	2
414	акт смерть	1	2
415	мы скажем	1	2
416	к нему	1	2
417	за свой	1	2
418	этой же	1	2
419	на этих	2	2
420	этот мир	1	2
421	и этим	2	2
422	лучше всего	1	2
423	и притом	3	2
424	всех его	2	2
425	по аналогии	2	2
426	о смерти	1	2
427	я не	1	2
428	и она	3	2
429	в человеческом	1	2
430	эти основные	1	2
431	но к	1	2
432	а потом	1	2
433	метафорическое значение	1	2
434	были в	1	2
435	на другой	1	2
436	смысл и	1	2
437	но как	2	2
438	того в	1	2
439	одну и	1	2
440	они становятся	1	2
441	разных местах	1	2
442	и та	1	2
443	хотя в	1	2
444	совершенно так	1	2
445	даже не	3	2
446	и сам	1	2
447	в землю	1	2
448	или наконец	1	2
449	культуры и	1	2
450	в каком	2	2
451	но нет	1	2
452	о его	1	2
453	всех сторон	1	2
454	с чем	1	2
455	в полном	1	2
456	же мы	1	2
457	существует только	2	2
458	возникает в	2	2
459	в философии	1	2
460	и особенно	1	2
461	от нее	1	2
462	образом и	1	2
463	как с	2	2
464	на ее	1	2
465	тогда когда	1	2
466	тон и	1	2
467	в область	2	2
468	тело в	1	2
469	нам в	1	2
470	самом деле	6	2
471	так называемый	2	2
472	месте и	1	2
473	все события	1	2
474	времени не	1	2
475	можно назвать	2	2
476	влияния на	1	2
477	данном случае	1	2
478	этот мотив	1	2
479	и всему	1	2
480	и всех	2	2
481	со всех	1	2
482	то и	1	2
483	явления и	1	2
484	с телом	1	2
485	и об	1	2
486	в мир	2	2
487	на которые	1	2
488	не совсем	1	2
489	жизнь как	1	2
490	с нею	2	2
491	но если	1	2
492	жизни человек	1	2
493	высшей степени	1	2
494	не можем	2	2
495	и пр	12	2
496	для нас	2	2
497	для всего	1	2
498	основе этих	1	2
499	день и	1	2
500	иной раз	1	2
501	себя в	1	2
502	это именно	1	2
503	по ту	4	2
504	с их	3	2
505	в русском	1	2
506	не существует	2	2
507	ведь это	1	2
508	и эта	1	2
509	и новых	1	2
510	между собою	2	2
511	лежит на	1	2
512	на них	2	2
513	на место	1	2
514	может иметь	2	2
515	и снова	1	2
516	должны быть	1	2
517	этот новый	1	2
518	на один	1	2
519	его не	1	2
520	вся жизнь	1	2
521	и может	4	2
522	характерно для	2	2
523	еще в	1	2
524	существенное и	1	2
525	наконец что	1	2
526	не осталось	1	2
527	видим и	1	2
528	в человеке	1	2
529	они являются	1	1
530	об его	2	1
531	философии и	1	1
532	ребенка и	3	1
533	все сплошь	1	1
534	которая была	1	1
535	в момент	1	1
536	никаких сомнений	1	1
537	или только	1	1
538	которая в	1	1
539	все последующие	1	1
540	есть прежде	1	1
541	социального целого	1	1
542	снова и	1	1
543	дело с	1	1
544	момента в	2	1
545	события его	1	1
546	под ним	1	1
547	может наконец	1	1
548	и говорить	2	1
549	исторического и	2	1
550	или во	1	1
551	сущность этого	1	1
552	именно и	1	1
553	теперь мы	1	1
554	всего были	1	1
555	и культурой	1	1
556	из всего	1	1
557	конечном счете	2	1
558	идеологических устремлений	1	1
559	и связанные	1	1
560	что по	1	1
561	спрятаться в	1	1
562	веры и	1	1
563	уже и	1	1
564	смерть в	1	1
565	его все	2	1
566	не менее	2	1
567	мы только	1	1
568	мы считаем	1	1
569	различные формы	1	1
570	в форму	1	1
571	др и	1	1
572	всем его	1	1
573	коснуться лишь	1	1
574	первый взгляд	1	1
575	его мать	1	1
576	жизненной деятельности	1	1
577	все и	2	1
578	реальности и	3	1
579	и такие	1	1
580	и история	1	1
581	себе все	1	1
582	имеет очень	1	1
583	два момента	1	1
584	выходит из	1	1
585	уже у	1	1
586	них свои	1	1
587	в каких	1	1
588	моменты своей	1	1
589	биологический и	1	1
590	не всегда	1	1
591	с нашим	1	1
592	очень широко	1	1
593	все снова	2	1
594	в руках	1	1
595	и действия	1	1
596	это же	1	1
597	и стали	1	1
598	увидим что	1	1
599	и значение	3	1
600	борьбой с	1	1
601	привела к	1	1
602	в применении	1	1
603	и общества	1	1
604	жизнь во	1	1
605	ни внутреннего	1	1
606	и три	1	1
607	слов о	1	1
608	среди них	1	1
609	мифов и	4	1
610	для всей	1	1
611	и вместо	1	1
612	и культуры	1	1
613	в уже	1	1
614	же элементов	1	1
615	и возможна	1	1
616	и техника	1	1
617	ее только	1	1
618	необходимо остановиться	1	1
619	его понимание	1	1
620	можем сказать	2	1
621	чтобы войти	1	1
622	к этим	1	1
623	жизнь до	1	1
624	внутреннего мира	1	1
625	едва ли	3	1
626	эта работа	1	1
627	характер носят	1	1
628	лишь моментом	1	1
629	широко пользуется	1	1
630	бы то	1	1
631	и доставляют	1	1
632	говорит о	1	1
633	зрения может	1	1
634	а наоборот	1	1
635	мы принуждены	1	1
636	в состоянии	1	1
637	мы знаем	3	1
638	форма и	1	1
639	и основной	1	1
640	нем и	1	1
641	этот источник	1	1
642	аналогии с	2	1
643	греческий человек	1	1
644	в стадии	1	1
645	есть еще	1	1
646	в самые	1	1
647	в конечном	3	1
648	является и	1	1
649	или прямо	1	1
650	не обособились	1	1
651	так было	1	1
652	к отцу	6	1
653	пути и	1	1
654	это мы	1	1
655	материальной реальности	1	1
656	я и	6	1
657	в атмосфере	1	1
658	учение о	3	1
659	одною из	1	1
660	на волю	1	1
661	этом и	1	1
662	мотивов как	1	1
663	быть ничего	1	1
664	века в	1	1
665	и положительный	1	1
666	этого своеобразного	1	1
667	достаточно назвать	1	1
668	но исключительно	1	1
669	метафоры и	1	1
670	в эту	1	1
671	рождения в	1	1
672	в немногих	1	1
673	по поводу	1	1
674	ядро и	1	1
675	и мир	1	1
676	не имеющие	2	1
677	фольклора можно	1	1
678	опираясь на	1	1
679	для его	1	1
680	событие жизни	1	1
681	нужно как	1	1
682	нашего сознания	1	1
683	все остальные	2	1
684	не дает	1	1
685	не будут	1	1
686	человека как	1	1
687	еще совершенно	2	1
688	говорить об	1	1
689	и связями	1	1
690	не будет	2	1
691	и горят	1	1
692	оказывается в	1	1
693	новых и	1	1
694	но зато	2	1
695	и первую	1	1
696	не преодолевается	1	1
697	всех других	2	1
698	из него	1	1
699	и что	1	1
700	к ее	1	1
701	но какое	1	1
702	на объективном	1	1
703	но отнюдь	2	1
704	этом смысле	3	1
705	ведь на	1	1
706	родился в	1	1
707	к новым	1	1
708	однако в	1	1
709	энергии и	1	1
710	большой дороге	1	1
711	это делает	2	1
712	что может	1	1
713	процессы в	1	1
714	все остальное	1	1
715	с которым	1	1
716	ними уже	1	1
717	в общем	3	1
718	другой так	1	1
719	всю жизнь	2	1
720	заботы о	1	1
721	о роли	1	1
722	которые были	1	1
723	существовало бы	2	1
724	в глубину	2	1
725	из этой	1	1
726	организмом и	1	1
727	каждого из	1	1
728	понятия и	2	1
729	вообще нет	1	1
730	конечно у	1	1
731	было с	1	1
732	что до	1	1
733	в развитии	2	1
