N	3gram	Bakhtin_Pr	KFilosof
1	по отношению к	5	22
2	не может быть	8	11
3	с точки зрения	13	10
4	в его целом	1	10
5	единого и единственного	1	9
6	может быть только	1	7
7	по отношению ко	1	4
8	отношению к нему	1	4
9	в ее целом	1	3
10	в этом смысле	5	3
11	один и тот	1	3
12	в котором он	2	3
13	и тот же	1	3
14	в нем и	1	3
15	и в этом	1	3
16	то что я	1	2
17	в том что	6	2
18	бы он ни	1	2
19	той или иной	2	2
20	ничего общего не	1	2
21	и может быть	1	2
22	он ни был	1	2
23	имеем в виду	3	2
24	тем не менее	2	2
25	в то же	8	2
26	на первом плане	1	2
27	включает в себя	1	2
28	в соответствии с	2	2
29	в этом его	1	2
30	но это уже	1	2
31	в целом и	1	2
32	по своему внутреннему	1	2
33	а не в	1	2
34	и в нем	2	2
35	то же время	8	2
36	с нашей точки	1	1
37	но не единственным	1	1
38	один миг не	1	1
39	но прежде всего	1	1
40	этом смысле можно	1	1
41	равно как и	1	1
42	во всяком случае	1	1
43	в мире где	1	1
44	а не к	1	1
45	только в себе	1	1
46	не превращается в	1	1
47	на то что	2	1
48	и во всех	3	1
49	в большинстве случаев	9	1
50	литературе о нем	1	1
51	здесь вовсе не	1	1
52	в средние века	11	1
53	в себя и	1	1
54	не в этом	1	1
55	то же самое	1	1
56	во всех его	2	1
57	оно должно быть	2	1
58	конечно не в	1	1
59	нашей точки зрения	1	1
60	ни на один	1	1
61	мы не найдем	1	1
62	хотя бы и	2	1
63	мы будем говорить	1	1
64	дело не в	1	1
65	не может войти	1	1
66	может войти в	1	1
67	друг против друга	1	1
68	а следовательно и	2	1
69	все в этом	1	1
70	времени и пространства	2	1
71	рождение и смерть	1	1
72	если бы оно	1	1
73	не совпадает с	1	1
74	здесь на первом	1	1
75	и в определенных	1	1
76	не может стать	1	1
77	пространственную и временную	1	1
78	в его мире	1	1
79	на один миг	1	1
80	ли это что	1	1
81	и связанных с	1	1
82	до сих пор	8	1
83	как и на	1	1
84	я не могу	1	1
85	бы оно было	1	1
86	там где есть	1	1
87	пространство и время	2	1
88	дело в том	3	1
89	со всеми своими	1	1
90	смысле этого слова	2	1
91	но в то	3	1
92	здесь не в	1	1
93	жизни и смерти	2	1
94	не подлежит сомнению	1	1
95	вся жизнь в	2	1
96	в нем нет	3	1
97	в этом мире	1	1
98	и тем самым	1	1
99	и в то	3	1
100	как бы он	1	1
101	и все остальные	1	1
102	пространства и времени	1	1
103	не было и	1	1
104	как необходимый момент	1	1
105	значит ли это	1	1
106	человек не как	1	1
107	и то что	1	1
108	в его конкретной	1	1
109	тем или иным	1	1
110	в зависимости от	3	1
111	как если бы	1	1
112	людей и их	1	1
113	конечно менее всего	1	1
114	никогда не может	2	1
115	будем говорить в	1	1
116	к тому что	1	1
117	в смысле совокупности	2	1
118	и совершенно не	1	1
119	в литературе о	2	1
120	общего не имеет	1	1
121	нет и не	3	1
122	ведь это не	1	1
123	и не знает	1	1
124	в себя как	1	1
125	ровно ничего не	2	1
126	может быть и	2	1
