N	3gram	Tiupa_Narr	StatiiOP
1	в том что	11	47
2	и т д	1	32
3	о том что	3	29
4	в этом отношении	5	24
5	для того чтобы	4	19
6	до сих пор	3	19
7	и т п	2	19
8	с точки зрения	2	14
9	с другой стороны	1	13
10	во всяком случае	2	13
11	не может быть	6	11
12	в самом деле	3	9
13	то же время	7	9
14	на то что	2	9
15	в то же	7	9
16	дело в том	2	9
17	можно было бы	1	9
18	тем не менее	6	8
19	к тому что	4	8
20	на самом деле	1	8
21	не только в	12	8
22	не в том	1	7
23	в данном случае	12	7
24	но все же	1	7
25	в то время	1	7
26	у нас нет	2	7
27	так же как	1	6
28	по отношению к	5	6
29	в этом смысле	1	6
30	так и в	1	6
31	не только не	2	6
32	речь идет о	3	6
33	по крайней мере	1	6
34	в том смысле	1	6
35	то время как	1	5
36	но и в	4	5
37	как раз в	3	5
38	мере в какой	1	4
39	обращает на себя	3	4
40	так или иначе	1	4
41	сами по себе	2	4
42	с одной стороны	5	4
43	тем или иным	2	4
44	в связи с	3	4
45	того или иного	3	4
46	и в самом	1	4
47	иметь в виду	1	4
48	на эту тему	1	4
49	на себя внимание	3	3
50	только потому что	1	3
51	в той мере	1	3
52	в той же	1	3
53	что в ней	1	3
54	из этих двух	2	3
55	в том как	2	3
56	можно сказать что	5	3
57	в том числе	1	3
58	той мере в	1	3
59	более или менее	2	3
60	виде в каком	1	3
61	а с другой	2	3
62	к тому же	8	3
63	на этот раз	1	3
64	бы то ни	1	3
65	что у него	2	3
66	и тем же	1	3
67	в литературном отношении	1	3
68	в известном смысле	4	3
69	состоит в том	5	3
70	одним и тем	1	3
71	в значительной степени	1	3
72	в русской литературе	1	3
73	в ряде случаев	2	2
74	у него есть	1	2
75	и в другом	1	2
76	и даже не	1	2
77	в той или	1	2
78	не представляется возможным	1	2
79	об этом не	1	2
80	рассказ о жизни	1	2
81	но и с	1	2
82	во втором случае	1	2
83	в обоих случаях	1	2
84	сомневаться в том	1	2
85	в зависимости от	3	2
86	том числе и	1	2
87	точно так же	2	2
88	на мой взгляд	1	2
89	а во второй	1	2
90	и в то	2	2
91	в отличие от	6	2
92	и в других	1	2
93	то ни было	1	2
94	не может не	1	2
95	а не в	1	2
96	то же самое	3	2
97	не только с	1	2
98	в самом тексте	1	2
99	то что я	1	2
100	а также и	1	2
101	сам по себе	1	2
102	в евгении онегине	1	2
103	внимание на то	2	2
104	в свою очередь	2	2
105	той или иной	6	2
106	является не только	1	2
107	вследствие того что	2	2
108	но и здесь	1	2
109	в чем он	1	2
110	по большей части	5	2
111	в которой он	1	2
112	что он уже	1	2
113	он не может	1	2
114	на этот вопрос	1	2
115	я не могу	1	2
116	не встречается ни	1	2
