N	3gram	Voloshinov	EvropaiE
1	с точки зрения	5	16
2	в то же	9	15
3	то же время	7	14
4	и в то	2	8
5	в том что	1	6
6	для того чтобы	7	5
7	того или иного	5	4
8	той или иной	4	4
9	само по себе	1	4
10	не только в	3	4
11	и в этом	1	4
12	можно было бы	1	3
13	заключает в себе	4	3
14	хотя бы и	1	3
15	ту или иную	4	3
16	между тем в	1	3
17	не является ли	1	3
18	можно сказать что	2	3
19	в этом отношении	2	3
20	но не только	1	2
21	в одном из	1	2
22	как мы видели	3	2
23	но в то	2	2
24	не может быть	2	2
25	в большинстве случаев	1	2
26	прежде всего в	4	2
27	по себе не	1	2
28	по сравнению с	1	2
29	хотя бы в	1	2
30	только в том	1	2
31	в свою очередь	4	2
32	с другой стороны	1	2
33	тому или иному	1	2
34	с течением времени	1	2
35	или хотя бы	2	2
36	не говоря уже	1	2
37	мы видели что	2	1
38	говорить не о	1	1
39	значение лишь в	1	1
40	только в области	2	1
41	и не только	2	1
42	именно потому что	1	1
43	на то или	1	1
44	и та же	1	1
45	чуть ли не	2	1
46	смысле этого слова	2	1
47	о котором мы	1	1
48	ни на минуту	1	1
49	так и по	1	1
50	то или иное	4	1
51	в определенный момент	1	1
52	мы не можем	1	1
53	к тому что	2	1
54	но и в	3	1
55	тех или иных	3	1
56	и тем более	1	1
57	и тем самым	3	1
58	и ту же	2	1
59	котором мы говорили	1	1
60	того в какой	1	1
61	и того же	1	1
62	тех случаях когда	2	1
63	говоря уже об	1	1
64	и в отношении	1	1
65	по большей части	1	1
66	не может не	1	1
67	не только ее	1	1
68	в гораздо большей	1	1
69	мы увидим что	2	1
70	нужно помнить что	1	1
71	одну и ту	2	1
72	в связи с	2	1
73	представить себе в	1	1
74	от того в	1	1
75	в пределах одного	1	1
76	та или иная	1	1
77	и не было	1	1
78	хотя бы только	1	1
79	в своем развитии	1	1
80	в нем и	1	1
81	то есть к	1	1
82	связи с этим	2	1
83	гораздо большей степени	1	1
84	только тогда когда	1	1
85	более или менее	1	1
86	независимо от того	1	1
87	в значительной степени	2	1
88	в качестве примера	1	1
89	в качестве одного	1	1
90	на этот вопрос	1	1
91	был бы совершенно	1	1
92	и для того	2	1
93	в тех случаях	2	1
94	одна и та	1	1
95	одного и того	1	1
96	и в мире	1	1
97	не будет уже	1	1
