N	3gram	Bakhtin_Pr	KulturaY
1	с точки зрения	13	36
2	в том что	6	33
3	можно было бы	2	25
4	тем не менее	2	19
5	во всяком случае	1	19
6	с другой стороны	3	17
7	в зависимости от	3	16
8	до сих пор	8	14
9	по отношению к	5	13
10	по крайней мере	2	13
11	в связи с	1	12
12	и в самом	1	11
13	не может быть	8	11
14	в этом отношении	1	11
15	в этом смысле	5	10
16	о том что	3	10
17	не только в	1	8
18	в этом случае	1	8
19	после того как	1	7
20	хотя бы и	2	6
21	в отличие от	1	6
22	к тому же	1	6
23	то же время	8	6
24	той или иной	2	6
25	в то же	8	6
26	в свое время	4	6
27	дело не в	1	5
28	так и в	2	5
29	более или менее	3	5
30	в соответствии с	2	5
31	в данном случае	1	5
32	и в этом	1	5
33	на этот вопрос	1	5
34	так или иначе	1	4
35	смысле этого слова	2	4
36	к тому что	1	4
37	к вопросу о	1	4
38	состоит в том	1	4
39	сих пор еще	2	4
40	на то что	2	4
41	так же как	1	4
42	на этой почве	2	3
43	смысле этого термина	1	3
44	в той же	1	3
45	все той же	1	3
46	в таком случае	1	3
47	в конце концов	1	3
48	и вместе с	1	3
49	тех или иных	2	3
50	как раз и	1	3
51	в наше время	1	3
52	не то что	3	3
53	или меньшей степени	5	3
54	сама по себе	2	3
55	большей или меньшей	6	3
56	мере того как	1	3
57	мы увидим что	1	3
58	по мере того	1	3
59	на себя внимание	2	3
60	и если мы	1	3
61	в большей или	5	3
62	широком смысле этого	1	3
63	что он не	1	2
64	потому что я	1	2
65	которую можно было	1	2
66	в той или	1	2
67	как раз на	1	2
68	а может быть	1	2
69	мы наблюдаем в	1	2
70	и прежде всего	5	2
71	в применении к	1	2
72	а следовательно и	2	2
73	можно себе представить	1	2
74	в большинстве случаев	9	2
75	в каждом из	3	2
76	в собственном смысле	3	2
77	в том числе	15	2
78	и в других	1	2
79	и тот же	1	2
80	потому что она	1	2
81	друг от друга	2	2
82	в строгом смысле	2	2
83	но они не	1	2
84	этого слова и	1	2
85	и то же	1	2
86	то убедимся что	1	2
87	может быть только	1	2
88	сами по себе	1	2
89	и в то	3	2
90	том что на	1	2
