N	2gram	Vygotskiy_	VrazhdaK
1	не только	16	9
2	в этом	35	8
3	и в	38	8
4	и что	15	8
5	что в	31	7
6	и все	5	7
7	но и	9	7
8	то что	27	7
9	о нем	2	6
10	как и	20	6
11	и даже	4	6
12	и с	5	6
13	все же	11	6
14	в котором	3	6
15	в начале	5	6
16	в нем	4	6
17	но в	4	6
18	то же	18	5
19	у него	3	5
20	и не	16	5
21	между тем	10	5
22	об этом	2	5
23	в то	5	5
24	это не	5	4
25	при этом	13	4
26	несмотря на	1	4
27	с ним	4	4
28	для нас	6	4
29	все это	8	4
30	в виду	4	4
31	в своих	3	4
32	что он	13	4
33	уже в	10	4
34	о том	6	4
35	может быть	25	4
36	в ней	3	4
37	и детей	1	4
38	целый ряд	4	4
39	в истории	9	4
40	как бы	17	4
41	так же	26	4
42	что у	3	3
43	в его	22	3
44	в том	59	3
45	его в	8	3
46	связи с	14	3
47	но он	1	3
48	давно уже	1	3
49	в связи	9	3
50	я не	1	3
51	и как	11	3
52	далеко не	2	3
53	тем что	12	3
54	речь идет	4	3
55	в чем	2	3
56	и у	7	3
57	он был	1	3
58	эти слова	1	3
59	чтобы он	1	3
60	том что	44	3
61	в этот	1	3
62	он не	6	3
63	в конце	1	3
64	наряду с	3	3
65	одним из	6	3
66	в своем	9	3
67	на то	7	3
68	с его	3	3
69	и его	5	3
70	к этому	5	3
71	который был	1	3
72	по нашему	2	3
73	и во	4	3
74	в той	2	2
75	таким образом	36	2
76	начиная с	2	2
77	и то	9	2
78	и он	1	2
79	после этого	1	2
80	его с	1	2
81	мы знаем	10	2
82	с точки	11	2
83	для него	6	2
84	этот момент	4	2
85	как раз	1	2
86	по мнению	1	2
87	о которой	1	2
88	же не	3	2
89	в них	3	2
90	а также	6	2
91	же в	3	2
92	отношения к	1	2
93	в мире	2	2
94	их в	6	2
95	же как	10	2
96	в своей	9	2
97	вместе с	18	2
98	так в	1	2
99	в это	1	2
100	в известном	6	2
101	не менее	8	2
102	и это	7	2
103	в эту	3	2
104	на первый	5	2
105	еще не	6	2
106	но как	4	2
107	а с	4	2
108	друга при	1	2
109	это в	1	2
110	в свою	4	2
111	на основе	29	2
112	и т.п	3	2
113	в этой	7	2
114	в нашей	4	2
115	что к	1	2
116	человека с	1	2
117	при помощи	3	2
118	а в	7	2
119	на это	1	2
120	отношение к	1	2
121	в одну	1	2
122	уже не	3	2
123	из них	5	2
124	в себе	9	2
125	с нею	2	2
126	не может	11	2
127	место в	3	2
128	с которым	2	2
129	столь же	7	2
130	том же	3	2
131	точки зрения	27	2
132	тем более	2	2
133	одна из	2	2
134	на место	2	2
135	отнюдь не	6	2
136	но это	7	2
137	во время	3	2
138	не мог	4	2
139	в него	4	2
140	и ее	1	2
141	пришел к	1	2
142	никогда не	11	2
143	в самом	8	1
144	во всем	7	1
145	то в	3	1
146	связан с	2	1
147	именно к	1	1
148	так и	11	1
149	что они	23	1
150	в свое	2	1
151	все что	4	1
152	для всех	1	1
153	до сих	3	1
154	один из	8	1
155	сказав что	2	1
156	и этот	1	1
157	которым он	2	1
158	ему в	1	1
159	из которых	6	1
160	ближе к	1	1
161	они не	4	1
162	только что	5	1
163	этот процесс	4	1
164	если в	3	1
165	развитие в	1	1
166	как показал	2	1
167	на три	1	1
168	того как	5	1
169	каковы же	1	1
170	в основном	6	1
171	он отличается	1	1
172	об одном	1	1
173	собой в	1	1
174	что тип	1	1
175	еще до	1	1
176	из высших	1	1
177	что уже	3	1
178	предположение что	1	1
179	или по	2	1
180	не хотел	1	1
181	еще более	1	1
182	из всех	2	1
183	что это	8	1
184	хотя и	2	1
185	же самому	1	1
186	от нас	1	1
187	и из	1	1
188	в ее	1	1
189	целого ряда	2	1
190	только не	2	1
191	того что	17	1
192	факт остается	1	1
193	этом он	1	1
194	в другой	2	1
195	говорит о	1	1
196	чем у	1	1
197	в качестве	25	1
198	задолго до	2	1
199	нас в	4	1
200	него в	1	1
201	не являются	4	1
202	прежде всего	6	1
203	далее в	1	1
204	и другими	2	1
205	вошел в	1	1
206	вместо трех	1	1
207	ней едва	1	1
208	это слово	1	1
209	другой стороны	5	1
210	быть может	2	1
211	себе не	1	1
212	в этих	4	1
213	но на	3	1
214	в их	12	1
215	все равно	4	1
216	мы находим	3	1
217	что слово	6	1
218	тому же	6	1
219	есть еще	2	1
220	без внимания	1	1
221	ко всем	2	1
222	что ни	1	1
223	конечно в	2	1
224	и сам	4	1
225	в одном	4	1
226	во внимание	2	1
227	в другую	3	1
228	еще в	2	1
229	предполагать что	1	1
230	как при	1	1
231	но не	7	1
232	но для	2	1
233	если это	2	1
234	именно в	6	1
235	уже на	1	1
236	на характер	1	1
237	такое же	2	1
238	то время	5	1
239	представление о	1	1
240	в таком	4	1
241	в процессе	33	1
242	нам не	1	1
243	сходство с	4	1
244	в жизни	3	1
245	уже давно	1	1
246	считать что	1	1
247	как говорит	7	1
248	но ведь	1	1
249	быть приняты	1	1
250	сходство между	1	1
251	ясно что	4	1
252	этого типа	1	1
253	также в	2	1
254	этот раз	2	1
255	тогда это	1	1
256	такие же	1	1
257	не есть	5	1
258	не дают	1	1
259	как в	14	1
260	роль в	5	1
261	правда не	1	1
262	по своему	14	1
263	еще к	1	1
264	этот вывод	3	1
265	и я	1	1
266	по преимуществу	1	1
267	никто не	1	1
268	но у	1	1
269	отличается от	5	1
270	да и	1	1
271	по его	1	1
272	который не	3	1
273	служит для	1	1
274	в свете	2	1
275	о котором	2	1
276	том как	1	1
277	в условиях	1	1
278	из которого	1	1
279	к вопросу	1	1
280	многочисленны и	1	1
281	по характеру	2	1
282	не имеет	3	1
283	ничего общего	4	1
284	но мы	1	1
285	полагает что	2	1
286	тем не	6	1
287	раз и	1	1
288	что как	3	1
289	родстве с	1	1
290	сих пор	3	1
291	при виде	1	1
292	и вообще	1	1
293	совершенно прав	2	1
294	слова тем	1	1
295	с первого	3	1
296	ему не	1	1
297	нашему мнению	2	1
298	с этим	6	1
299	во всех	3	1
300	а поскольку	1	1
301	человека к	1	1
302	нас интересует	2	1
303	до того	1	1
304	во всяком	10	1
305	это и	1	1
306	знаком и	2	1
307	входя в	1	1
308	выражение в	1	1
309	все основания	2	1
310	за шагом	1	1
311	первый план	5	1
312	для создания	1	1
313	было в	1	1
314	знаем о	4	1
315	выше и	1	1
316	основания предполагать	1	1
317	не могли	3	1
318	по которому	3	1
319	что этот	2	1
320	не хуже	1	1
321	истории человечества	1	1
322	которой он	2	1
323	несомненно в	1	1
324	и развивал	1	1
325	свое место	2	1
326	что исследователи	1	1
327	это как	1	1
328	и разнообразны	1	1
329	типичным представителем	1	1
330	совпадает с	7	1
331	на той	1	1
332	но при	1	1
333	потому что	14	1
334	в родстве	1	1
335	шаг за	1	1
336	это то	1	1
337	также и	3	1
338	и речи	27	1
339	помощью которых	8	1
340	совсем не	1	1
341	именно этот	1	1
342	нельзя не	2	1
343	ряда других	1	1
344	не всегда	1	1
345	впечатлений и	2	1
346	позволяет нам	1	1
