N	3gram	Propp_Isto	DiskursI
1	в том что	6	28
2	в отличие от	3	26
3	по отношению к	6	17
4	с одной стороны	7	14
5	не может быть	8	12
6	о том что	5	9
7	в этом отношении	1	8
8	в соответствии с	1	6
9	к тому же	1	6
10	одной стороны и	1	5
11	то же самое	3	5
12	с другой стороны	7	5
13	в значительной степени	1	5
14	и может быть	1	5
15	дело в том	3	5
16	не только в	5	5
17	подобно тому как	3	5
18	до известной степени	1	4
19	тем не менее	7	4
20	в силу своей	1	4
21	не в том	1	4
22	и прежде всего	1	4
23	в этом случае	3	4
24	как будто бы	2	3
25	говоря уже о	1	3
26	более или менее	5	3
27	и то же	1	3
28	того или иного	1	3
29	в том случае	1	3
30	можно говорить о	1	3
31	далеко еще не	1	3
32	при всей своей	1	3
33	на первый взгляд	2	3
34	пока еще не	1	3
35	мы имеем дело	1	3
36	не говоря уже	1	3
37	в одной из	1	3
38	содержит в себе	1	3
39	том что в	1	3
40	следует понимать как	1	2
41	бы то ни	2	2
42	в большинстве случаев	4	2
43	ни одно из	1	2
44	а не событиям	1	2
45	сами по себе	1	2
46	из них в	1	2
47	большей или меньшей	2	2
48	по себе не	1	2
49	то ни было	2	2
50	а по своей	1	2
51	а не только	1	2
52	никогда не было	1	2
53	жизнью и смертью	1	2
54	в одном из	1	2
55	дело не с	1	2
56	но и в	4	2
57	в том чтобы	1	2
58	а не как	1	2
59	и в особенности	1	2
60	только то что	1	2
61	все же не	2	2
62	но не всегда	2	2
63	имеем дело не	1	2
64	с самого начала	4	2
65	тем или иным	1	2
66	тех случаях когда	1	2
67	легко может быть	1	2
68	это отнюдь не	1	2
69	в тех случаях	1	2
70	все же остается	1	2
71	едва ли не	1	2
72	и не только	1	2
73	прежде всего в	1	2
74	что он не	4	1
75	но все эти	1	1
76	она его не	1	1
77	а не на	2	1
78	по существу отказ	1	1
79	в действительности это	1	1
80	в этом направлении	1	1
81	в себе в	1	1
82	прошлого и в	2	1
83	он как бы	1	1
84	о том как	2	1
85	в самых общих	1	1
86	в себе как	1	1
87	в лесу они	1	1
88	в этом смысле	1	1
89	которых можно было	1	1
90	в себя и	1	1
91	с большей или	1	1
92	не было и	1	1
93	так например в	5	1
94	дело не в	2	1
95	о ней в	1	1
96	это приводит к	1	1
97	но оно не	1	1
98	для того чтобы	1	1
99	и герой в	1	1
100	нами не как	1	1
101	друг от друга	1	1
102	последовательности в какой	1	1
103	человека а не	1	1
104	одно целое и	1	1
105	но это только	1	1
106	друг на друга	1	1
107	что у него	1	1
108	так или иначе	1	1
109	сам по себе	1	1
110	не может так	1	1
111	так и с	1	1
112	до сих пор	11	1
113	в иных случаях	1	1
114	особое внимание на	1	1
115	иметь в виду	2	1
116	первых же слов	1	1
117	за тридевять земель	2	1
118	легко заметить что	1	1
119	мы назвали бы	1	1
120	и сказкой здесь	1	1
121	тех или иных	1	1
122	тому или иному	1	1
123	как правило в	1	1
124	что они не	1	1
125	о смерти а	1	1
126	не только на	2	1
127	есть не что	2	1
128	и в пределах	1	1
129	при этом он	1	1
130	как в сказке	1	1
131	ни к какой	1	1
132	в связи с	5	1
133	но все же	7	1
134	в другом месте	2	1
135	все дело в	1	1
136	на этом пути	1	1
137	но это не	1	1
138	говорит об этом	1	1
139	только в одном	2	1
140	можно рассматривать как	1	1
141	и в этом	1	1
142	том случае когда	1	1
143	лежат в основе	1	1
144	не только по	1	1
145	в этих случаях	10	1
146	внимание на то	1	1
147	но в отличие	3	1
148	за то что	2	1
149	отца к сыну	1	1
150	вместе с тем	7	1
151	к тому или	1	1
152	равно как и	1	1
153	еще не есть	1	1
154	но и здесь	1	1
155	на то что	5	1
156	мере того как	4	1
157	и мне не	1	1
158	принесения в жертву	1	1
159	это своего рода	1	1
160	там и не	2	1
161	только после того	1	1
162	в это время	2	1
163	а иногда и	1	1
164	по мере того	4	1
165	но в целом	1	1
166	то что в	2	1
167	между ним и	1	1
168	и что это	1	1
169	но столь же	1	1
170	не знаем более	1	1
171	в большей или	1	1
172	однако подобно тому	1	1
173	может быть вполне	1	1
174	той последовательности в	1	1
175	гуманитарные науки в	1	1
176	и один из	1	1
177	который фигурирует в	1	1
178	хотя бы на	1	1
179	в противном случае	1	1
180	на самом деле	2	1
181	и должно было	1	1
182	другой стороны в	1	1
183	именно так и	2	1
184	не что иное	3	1
185	но еще не	1	1
186	в этом утверждении	1	1
187	что во всех	1	1
188	том что и	1	1
189	имеют не только	1	1
190	можно было бы	5	1
191	в той последовательности	1	1
192	о царских детях	2	1
193	между собой и	1	1
194	уже у наиболее	1	1
195	во всех этих	1	1
196	в этой связи	1	1
197	вопросом о том	1	1
198	том что он	1	1
199	именно такого рода	1	1
200	и то в	1	1
201	не могут быть	1	1
202	том что они	3	1
203	при встрече с	1	1
204	что иное как	3	1
205	до наших дней	2	1
206	также может быть	1	1
207	состоит в его	1	1
208	может быть признано	1	1
209	оно может быть	2	1
210	его в качестве	1	1
211	в виду что	1	1
212	работа представляет собой	1	1
213	в чистом виде	2	1
214	после того как	2	1
215	может быть названо	1	1
