N	3gram	Propp_Morf	RusskieA
1	в том что	4	49
2	состоит в том	3	29
3	и т д	60	21
4	тем не менее	6	14
5	в этом случае	10	12
6	о том что	3	10
7	и в других	2	9
8	для того чтобы	3	8
9	в данном случае	2	8
10	но это не	1	8
11	подобно тому как	5	8
12	в настоящее время	3	7
13	как мы увидим	5	7
14	мы не можем	1	7
15	не может быть	9	6
16	а н веселовский	1	6
17	после того как	1	6
18	в связи с	9	5
19	к тому что	4	5
20	не что иное	2	4
21	и многие другие	1	4
22	как мы уже	1	4
23	бросается в глаза	1	4
24	в этих случаях	14	4
25	что иное как	2	4
26	в то время	3	4
27	можно было бы	2	4
28	во всяком случае	2	4
29	один из них	1	4
30	мы не будем	2	4
31	к этому же	1	4
32	по отношению к	7	3
33	т е на	1	3
34	в какой степени	1	3
35	более или менее	2	3
36	до сих пор	1	3
37	в свою очередь	1	3
38	на то что	3	3
39	можно предположить что	1	3
40	с точки зрения	6	3
41	обычаев и обрядов	1	3
42	здесь мы имеем	1	3
43	далеко не все	3	3
44	мы уже видели	2	3
45	может быть и	2	3
46	друг к другу	2	3
47	о характере этого	1	2
48	некоторые из них	1	2
49	это не значит	2	2
50	мы уже знаем	1	2
51	в других случаях	1	2
52	они представляют собой	1	2
53	о том как	2	2
54	в большинстве случаев	3	2
55	мы увидим ниже	6	2
56	как уже указано	1	2
57	дело не в	2	2
58	в е годы	1	2
59	не значит что	3	2
60	решить вопрос о	1	2
61	для наших целей	2	2
62	друг с другом	1	2
63	же выводы можно	1	2
64	мы должны будем	1	2
65	так как это	1	2
66	об этом сообщает	1	2
67	можно сделать из	2	2
68	так как они	1	2
69	можно показать что	2	2
70	но все же	4	2
71	с другой стороны	5	2
72	для этой цели	1	2
73	но так как	2	2
74	в тех случаях	2	2
75	во многих отношениях	1	2
76	т д и	1	2
77	какие же выводы	1	2
78	мы увидим что	2	2
79	могут рассматриваться как	1	2
80	как и в	3	2
81	можно сказать что	1	2
82	есть и другие	2	2
83	в этом и	1	2
84	из ряда других	1	2
85	к земле и	1	2
86	вопрос о том	2	2
87	на самом деле	4	2
88	иметь в виду	1	2
89	ни одна из	1	2
90	это еще не	2	2
91	мы имеем здесь	1	2
92	во всех этих	1	2
93	стоит в связи	1	2
94	тех случаях когда	2	2
95	и в некоторых	1	2
96	одна из них	1	2
97	выводы можно сделать	1	2
98	с одной стороны	2	2
99	в этом отношении	2	2
100	с этого момента	2	2
101	приводит к вопросу	1	1
102	отличие от других	1	1
103	чем решить вопрос	1	1
104	имеет ничего общего	1	1
105	в отдельности может	1	1
106	что в сказке	1	1
107	на этом кончается	1	1
108	в очень ярких	1	1
109	в точности соответствует	2	1
110	для лучшего понимания	1	1
111	т д а	2	1
112	к этому прибавляется	2	1
113	с этим в	1	1
114	определить в какой	1	1
115	но если это	2	1
116	также в том	1	1
117	так как эти	1	1
118	они и не	1	1
119	они все же	1	1
120	того или другого	1	1
121	наряду с этим	5	1
122	в первый раз	1	1
123	до наших дней	2	1
124	чрезвычайно разнообразны и	1	1
125	наших целей нет	1	1
126	тем значением которое	1	1
127	и сл в	1	1
128	прежде чем решить	1	1
129	и этим они	1	1
130	так например в	1	1
131	два или три	1	1
132	далеко не всегда	1	1
133	потому что в	1	1
134	но есть и	1	1
135	и пр и	3	1
136	в таком случае	1	1
137	очень ярких формах	1	1
138	на этом основании	1	1
139	имеется и в	1	1
140	прибавить к этому	1	1
141	к другу и	2	1
142	эти и подобные	1	1
143	все же в	1	1
144	вряд ли можно	1	1
145	и представляют собой	1	1
146	за тридевять земель	1	1
147	можно указать на	1	1
148	можно наблюдать что	5	1
149	оно как бы	1	1
150	то что ему	1	1
151	бы совсем не	1	1
152	точно так же	2	1
153	всех других случаях	1	1
154	и таким образом	2	1
155	не может считаться	4	1
156	входит в сказку	1	1
157	и в нашем	1	1
158	следует еще упомянуть	1	1
159	то же происходит	2	1
160	встречается и в	2	1
161	не имеет смысла	1	1
162	из них не	1	1
163	на этот вопрос	1	1
164	этот случай встречается	1	1
165	что в основе	1	1
166	мы видим что	11	1
167	без всякого изменения	1	1
168	не имеет ничего	1	1
169	это означает что	1	1
170	есть на самом	1	1
171	одна из форм	1	1
172	она вводится как	1	1
173	не входит в	2	1
174	два раза в	1	1
175	и там где	1	1
176	это все же	1	1
177	правильнее было бы	1	1
178	во всех других	1	1
179	может быть поставлен	1	1
180	если это не	1	1
181	или во всяком	1	1
182	в применении к	1	1
183	как будто не	2	1
184	иное чем в	1	1
185	отсюда видно что	2	1
186	если прибавить к	1	1
187	имеет смысла но	1	1
188	т д сюда	1	1
189	тому что в	1	1
190	в научной литературе	2	1
191	также представляют собой	1	1
192	нужно иметь в	1	1
193	к заключению что	1	1
194	сделать из приведенных	1	1
195	т е не	1	1
196	хочет жениться на	1	1
197	и могут быть	1	1
198	в глаза что	1	1
199	бы пойти в	1	1
200	еще не все	1	1
201	в противном случае	1	1
202	и может быть	1	1
203	должен остаться открытым	1	1
204	а затем уже	1	1
205	т д в	2	1
206	не более как	1	1
207	т д с	1	1
208	наблюдать что в	1	1
209	не потому что	1	1
210	то что в	2	1
211	в поле или	1	1
212	в некоторых случаях	1	1
213	как один из	1	1
214	сказки а н	1	1
215	можно заметить что	2	1
216	только в том	1	1
217	тем и другим	2	1
218	с того что	2	1
219	д сюда же	1	1
220	не означает что	1	1
