N	3gram	Tiupa_Hudo	DiskursI
1	в том что	15	28
2	в отличие от	1	26
3	по отношению к	15	17
4	с одной стороны	4	14
5	не может быть	5	12
6	в данном случае	3	12
7	то же время	11	10
8	той или иной	1	10
9	о том что	14	9
10	в то же	11	8
11	состоит в том	3	8
12	в этом отношении	4	8
13	как и в	5	7
14	и все же	1	7
15	тогда как в	1	7
16	в конечном счете	4	6
17	так и в	1	6
18	не сводится к	1	6
19	в соответствии с	1	6
20	с точки зрения	5	6
21	одной стороны и	1	5
22	несет в себе	4	5
23	но при этом	3	5
24	то же самое	3	5
25	с другой стороны	1	5
26	в первую очередь	2	5
27	в значительной степени	3	5
28	присутствия в мире	1	5
29	в свою очередь	1	5
30	по своей природе	2	5
31	в русской литературе	3	5
32	что же касается	2	5
33	дело в том	1	5
34	не только в	4	5
35	подобно тому как	4	5
36	до известной степени	1	4
37	тем не менее	6	4
38	можно сказать что	1	4
39	не в том	2	4
40	а с другой	1	4
41	по сути дела	2	4
42	не более чем	2	4
43	в свое время	1	4
44	анекдота и притчи	8	4
45	в этом случае	1	4
46	тот или иной	1	4
47	как будто бы	3	3
48	в том числе	1	3
49	к той или	1	3
50	более или менее	1	3
51	того или иного	4	3
52	в том случае	2	3
53	как правило не	1	3
54	том числе и	1	3
55	может претендовать на	1	3
56	которая может быть	1	3
57	при всей своей	1	3
58	в равной степени	1	3
59	на первый взгляд	1	3
60	пока еще не	2	3
61	а не в	1	3
62	мы имеем дело	1	3
63	не может претендовать	1	3
64	места времени и	1	3
65	в одной из	1	3
66	содержит в себе	2	3
67	том что в	4	3
68	во всяком случае	1	3
69	это прежде всего	2	3
70	как уже говорилось	1	3
71	из виду что	1	2
72	при всей его	1	2
73	бы то ни	1	2
74	на том что	2	2
75	причастной вненаходимости бахтин	1	2
76	по своему происхождению	1	2
77	заключает в себе	1	2
78	в предыдущей главе	3	2
79	точность словесного выражения	1	2
80	о чем не	1	2
81	сами по себе	1	2
82	одних и тех	2	2
83	ни о чем	3	2
84	речь идет о	2	2
85	в немалой степени	2	2
86	роли в миропорядке	2	2
87	если можно так	1	2
88	и в то	2	2
89	для своего времени	2	2
90	а в том	1	2
91	характеристик и описаний	1	2
92	в апелляции к	1	2
93	и притчевого начал	2	2
94	можно так выразиться	1	2
95	в науке о	1	2
96	в том и	1	2
97	в одном из	1	2
98	анекдотического и притчевого	2	2
99	к чужому слову	1	2
100	для себя а	1	2
101	а не как	1	2
102	так и не	3	2
103	все же не	2	2
104	в античной трагедии	1	2
105	иной жанровой природы	1	2
106	только в том	4	2
107	и тех же	2	2
108	в широком значении	1	2
109	каждый из них	1	2
110	это еще не	1	2
111	неустранимо присутствует в	1	2
112	как и все	1	2
113	с самого начала	1	2
114	и состоит что	1	2
115	и то что	1	2
116	и точность словесного	1	2
117	том случае если	2	2
118	в творчестве чехова	3	2
119	легко может быть	1	2
120	это отнюдь не	1	2
121	к себе самому	2	2
122	едва ли не	1	2
123	а также и	1	2
124	прежде всего в	1	2
125	упускать из виду	1	2
126	ошибочно было бы	1	1
127	человека в футляре	1	1
128	что он не	3	1
129	неудача и произвол	1	1
130	лишь в том	1	1
131	анекдот конденсируется в	1	1
132	небе о днях	1	1
133	становится героем анекдота	1	1
134	собственной жизнью даже	1	1
135	как гусиная лапка	1	1
136	лапка расходится на	1	1
137	клады гнезда дроф	1	1
138	неподвижности и беззвучии	1	1
139	самих до бесчувствия	1	1
140	между романом и	1	1
141	угнетали их самих	1	1
142	картину мира где	1	1
143	взгляд с позиции	1	1
144	не замечали друг	1	1
145	человека в мире	1	1
146	аккуратно каждые сутки	1	1
147	ночах вероятно поражали	1	1
148	в которых читатель	1	1
149	многообразие человеческой жизни	1	1
150	анекдоту и притче	1	1
151	жизнь которой нет	1	1
152	но уже следующей	1	1
153	каждые сутки ни	1	1
154	земле где схоронены	1	1
155	немцев и молокан	1	1
156	связующее звено между	1	1
157	о том как	4	1
158	людям которые каждый	1	1
159	такой же мере	2	1
160	притчевого мировидения но	1	1
161	жил своей собственной	1	1
162	своей всеобъемлемости и	1	1
163	же из этих	1	1
164	той самой земле	1	1
165	только о широкой	1	1
166	в чем не	1	1
167	другая жизнь которой	1	1
168	ровная и безграничная	1	1
169	самое непосредственное отношение	1	1
170	на наш взгляд	6	1
171	факторов художественного впечатления	1	1
172	такая же ровная	1	1
173	земное счастье людям	1	1
174	всеобъемлемости и универсальности	1	1
175	равной мере и	1	1
176	личной сопричастности к	1	1
177	второго из этих	1	1
178	в этом смысле	1	1
179	из них складывается	1	1
180	это в равной	1	1
181	низменное многообразие человеческой	1	1
182	тревогу за необходимость	1	1
183	мысль человека внушить	1	1
184	герою своему искусно	1	1
185	в себя и	1	1
186	и беззвучии чувствовались	1	1
187	объекты художественного наблюдения	1	1
188	позиции возвышенного однообразия	1	1
189	увидит даже город	1	1
190	ничего не знаем	1	1
191	степи и небе	1	1
192	настаивал на том	1	1
193	то или иное	1	1
194	есауловки на городище	1	1
195	достигнутая кульминация срывается	1	1
196	теперь ковыли дудачьи	1	1
197	и сказочность человеческого	1	1
198	легко представить себе	1	1
199	с есауловки на	1	1
200	вершины видна равнина	1	1
201	поражали и угнетали	1	1
202	либо неудача и	1	1
203	барские усадьбы хутора	1	1
204	на облако саур-могила	1	1
205	кульминация срывается только	1	1
206	вековых курганов есть	1	1
207	которые каждый день	1	1
208	нечистая сила так	1	1
209	личность понятая объективно	1	1
210	вызываемые представлениями только	1	1
211	хотя бы и	1	1
212	своей собственной жизнью	1	1
213	характера среди любых	1	1
214	она могла бы	1	1
215	царя встречать а	1	1
216	притчи или анекдота	1	1
217	так и от	2	1
218	в самом деле	5	1
219	отсюда и видно	1	1
220	меняется направление дорог	1	1
221	где теперь ковыли	1	1
222	перед нами своего	1	1
223	замечали друг друга	1	1
224	притчевой картины мира	1	1
225	для того чтобы	2	1
226	в чьей неподвижности	1	1
227	предлагаемая вниманию читателя	1	1
228	в частности если	1	1
229	вечности на низменное	1	1
230	нами не как	1	1
231	на городище и	1	1
232	вероятно поражали и	1	1
233	с ним в	1	1
234	только внешних черт	1	1
235	камнями или где	1	1
236	чьей неподвижности и	1	1
237	в даме с	4	1
238	активизировать мысль человека	1	1
239	у него в	1	1
240	друг от друга	2	1
241	и авантюрностью кладоискательских	1	1
242	дама с собачкой	4	1
243	произвол захочет нечистая	1	1
244	человека а не	2	1
245	обнаруживает себя в	1	1
246	и составляет эстетическую	1	1
247	не несет в	1	1
248	[...] а потом	1	1
249	видна равнина такая	1	1
250	следующим образом в	1	1
251	жизни иной картины	1	1
252	зле [...] такой	1	1
253	но это только	1	1
254	в таком случае	1	1
255	срывается только отсюда	1	1
256	что французов гнал	1	1
257	содержание рассказа в	1	1
258	счастье которое было	1	1
259	внешних черт но	1	1
260	на спине и	1	1
261	что у него	2	1
262	безграничная как небо	1	1
263	так или иначе	3	1
264	об этом так	1	1
265	как произведение не	1	1
266	анекдот невозможно рассказать	1	1
267	в крепости [...]	1	1
268	века и полное	1	1
269	похожая на облако	1	1
270	в смысле замкнутой	1	1
271	здесь царят удача	1	1
272	восходит к истокам	1	1
273	повторяется аккуратно каждые	1	1
274	универсальности видение жизни	1	1
275	по своей всеобъемлемости	1	1
276	клады есть в	1	1
277	таком взгляде на	1	1
278	именно в этой	1	1
279	выступают могильные курганы	1	1
280	безграничной степи ни	1	1
281	этот жанровый импульс	1	1
282	а порой и	2	1
283	ходили покойника царя	1	1
284	до сих пор	3	1
285	хотел внушить своему	1	1
286	встречать а тогда	1	1
287	в иных случаях	1	1
288	фразой почти достигнутая	1	1
289	не как объекты	1	1
290	в мировом зле	1	1
291	широкой степи и	1	1
292	гнал до парижа	1	1
293	нами своего рода	1	1
294	молчаливой степи и	1	1
295	художественного наблюдения но	1	1
296	где клады есть	1	1
297	почти достигнутая кульминация	1	1
298	иной картины мира	1	1
299	в такой же	2	1
300	самим собою в	1	1
301	там где теперь	1	1
302	знаю с той	1	1
303	дает себя знать	1	1
304	же ровная и	1	1
305	легко заметить что	1	1
306	и вековых курганов	1	1
307	между тем как	1	1
308	степи и вековых	1	1
309	христианскому читателю самое	1	1
310	среди любых событий	1	1
311	французов гнал из	1	1
312	видение жизни иной	1	1
313	новеллы и повести	1	1
314	полемически противостоит инертно	1	1
315	колдуне не имеют	1	1
316	я и ты	2	1
317	которых читатель застает	1	1
318	мировому добру и	1	1
319	глядит в небо	1	1
320	рассказа как и	1	1
321	субъекты этического выбора	1	1
322	удача либо неудача	1	1
323	никогда не бывает	1	1
324	не претендуя на	1	1
325	шлях не на	1	1
326	ни в безграничной	1	1
327	а притча в	1	1
328	не согласиться с	2	1
329	город и поезда	1	1
330	калмык увидит даже	1	1
331	именно ему приходит	1	1
332	эта динамичная чреватая	1	1
333	всего в том	1	1
334	точкой зрения на	1	1
335	вот как старик	1	1
336	как царя александра	1	1
337	автора и героя	2	1
338	далекая похожая на	1	1
339	человеческого я в	1	1
340	единством места времени	1	1
341	степи ни в	1	1
342	днях и ночах	1	1
343	равнина такая же	1	1
344	жизнью даже позы	1	1
345	христианский писатель средних	1	1
346	и овечьих мыслей	1	1
347	не могло быть	1	1
348	вместе ходили покойника	1	1
349	приходит в голову	1	1
350	отношения но из	1	1
351	в точке этого	1	1
352	которой нет дела	1	1
353	как в анекдоте	3	1
354	долговечных птиц ни	1	1
355	ему приходит в	1	1
356	авантюрностью кладоискательских анекдотов	1	1
357	не только на	1	1
358	и безграничная как	1	1
359	творческого наследия чехова	1	1
360	длительные тягучие вызываемые	1	1
361	роль анекдота в	1	1
362	но и от	1	1
363	беззвучии чувствовались века	1	1
364	личной совиновности в	1	1
365	самой земле где	1	1
366	из таганрога на	1	1
367	при этом он	1	1
368	о днях и	1	1
369	дела до зарытого	1	1
370	не может не	1	1
371	и универсальности видение	1	1
372	но в этом	1	1
373	концентрирует в себе	1	1
374	решения вопроса жизни	1	1
375	как раз и	1	1
376	и поезда железных	1	1
377	и личной совиновности	1	1
378	в связи с	3	1
379	дистанции между ними	1	1
380	и небе о	1	1
381	состава действующих лиц	1	1
382	и описываемое как	1	1
383	кроме молчаливой степи	1	1
384	о широкой степи	1	1
385	от первого лица	1	1
386	и каждый из	1	1
387	не имеют никакого	1	1
388	и т.п в	1	1
389	и там где	1	1
390	богаты событиями но	1	1
391	свойств они предстают	1	1
392	таганрога на подводах	1	1
393	кульминация притчевого мировидения	1	1
394	видны барские усадьбы	1	1
395	к той самой	1	1
396	шаг то гнездо	1	1
397	детали к рассказу	1	1
398	как субъекта самоопределения	1	1
399	большой шлях не	1	1
400	веков хотел внушить	1	1
401	трудно не согласиться	1	1
402	но все же	2	1
403	перед наивной фантастикой	1	1
404	остроконечной верхушкой с	1	1
405	равнодушие к человеку	1	1
406	имеет своим истоком	1	1
407	все дело в	1	1
408	на этом пути	1	1
409	другого в себе	1	1
410	возвышенного однообразия вечности	1	1
411	совиновности в мировом	1	1
412	друга и каждый	1	1
413	шел а с	1	1
414	черты характера среди	1	1
415	фантастичность и сказочность	1	1
416	ощущение личной сопричастности	1	1
417	крепости [...] под	1	1
418	где балка как	1	1
419	кладоискательских анекдотов но	1	1
420	ленивом полете этих	1	1
421	как объекты художественного	1	1
422	в паремию пословично-афористическую	1	1
423	интересовало его не	1	1
424	но превратны человеческие	1	1
425	что на деле	1	1
426	в равной мере	2	1
427	и о том	2	1
428	при таком взгляде	1	1
429	под тремя камнями	1	1
430	к рассказу о	1	1
431	уже одно это	2	1
432	городище и там	1	1
433	принципиальное различие между	1	1
434	и в тексте	1	1
435	внешней и внутренней	1	1
436	бахтин по отношению	1	1
437	противостоит инертно закономерной	1	1
438	а фантастичность и	1	1
439	как старик начинает	1	1
440	но как субъекты	1	1
441	полном соответствии с	1	1
442	я его годов	1	1
443	и в этом	3	1
444	прежде всего на	1	1
445	непосредственное ощущение личной	1	1
446	но одновременно и	2	1
447	курганов есть другая	1	1
448	сдалось земное счастье	1	1
449	счастье людям которые	1	1
450	личного опыта в	1	1
451	с той поры	1	1
452	французов гнал до	1	1
453	захочет нечистая сила	1	1
454	в безграничной степи	1	1
455	они предстают перед	1	1
456	мышления и поведения	1	1
457	душевных свойств они	1	1
458	далеко не случайным	1	1
459	во второй половине	2	1
460	в ответ на	1	1
461	были что ни	1	1
462	наивной фантастикой и	1	1
463	непонятно а фантастичность	1	1
464	идея другой жизни	1	1
465	не имеют не	1	1
466	в москву везли	1	1
467	друг друга и	1	1
468	даже город и	1	1
469	и угнетали их	1	1
470	железных дорог всеобъемлющий	1	1
471	было ему не	1	1
472	за то что	1	1
473	читателю самое непосредственное	1	1
474	[...] под тремя	1	1
475	тремя камнями или	1	1
476	все с той	1	1
477	прежде всего это	1	1
478	на бахмут шел	1	1
479	и полное равнодушие	1	1
480	каждый день могут	1	1
481	и потому что	1	1
482	не нужно и	1	1
483	и ночах вероятно	1	1
484	москву везли мы	1	1
485	верхушкой с этой	1	1
486	с этой вершины	1	1
487	отклонения от нормы	1	1
488	гнезда дроф эта	1	1
489	описываемое как вещь	1	1
490	не для себя	1	1
491	организации текста и	1	1
492	ни шаг то	1	1
493	исторические корни которого	1	1
494	есть по сути	1	1
495	все лица и	1	1
496	в полном соответствии	1	1
497	чему сдалось земное	1	1
498	необходимость решения вопроса	1	1
499	и непонятно а	1	1
500	на то что	2	1
501	зарытого счастья и	1	1
502	с позиции возвышенного	1	1
503	своему христианскому читателю	1	1
504	лицо обращено к	1	1
505	то гнездо дудачье	1	1
506	требует для себя	1	1
507	как уже подчеркивалось	1	1
508	наблюдения но как	1	1
509	них жил своей	1	1
510	представлениями только о	1	1
511	искусно сохраните черты	1	1
512	как субъекты этического	1	1
513	не только от	1	1
514	в русскую литературу	1	1
515	есть в крепости	1	1
516	к мировому добру	1	1
517	санька лежит на	1	1
518	с той же	1	1
519	заключается в том	1	1
520	человеческие судьбы то	1	1
521	притчи и анекдота	1	1
522	двух или нескольких	1	1
523	на этом свете	2	1
524	небо видны барские	1	1
525	это своего рода	2	1
526	человек в футляре	2	1
527	или где балка	1	1
528	сказочность человеческого счастья	1	1
529	и в камне	1	1
530	которое было ему	1	1
531	к этому ряду	1	1
532	о себе как	1	1
533	в это время	2	1
534	молокан деревни а	1	1
535	себя в другом	2	1
536	мыслящих овец их	1	1
537	героя и читателя	3	1
538	конденсируется в остроту	1	1
539	только отсюда и	1	1
540	явно не соответствует	1	1
541	той поры как	1	1
542	а с есауловки	1	1
543	ту или иную	2	1
544	свистеть начнет вот	1	1
545	царя александра что	1	1
546	в себе и	1	1
547	сила так и	1	1
548	знать притчевое по	1	1
549	я такой же	1	1
550	что не только	1	1
551	видно что на	1	1
552	жменю я его	1	1
553	усадьбы хутора немцев	1	1
554	камне свистеть начнет	1	1
555	к пыльному подорожнику	1	1
556	лежит на спине	1	1
557	как небо видны	1	1
558	следующей фразой почти	1	1
559	самое непосредственное ощущение	1	1
560	шестьдесят знаю с	1	1
561	никакого отношения но	1	1
562	сутки ни в	1	1
563	а также в	1	1
564	только в качестве	1	1
565	с самим собою	1	1
566	на животе его	1	1
567	их мысли длительные	1	1
568	к одному из	1	1
569	мы вместе ходили	1	1
570	не в состоянии	1	1
571	того и другого	1	1
572	понятая объективно чужое	1	1
573	ему не нужно	1	1
574	читатель застает героев	1	1
575	в душе героя	1	1
576	дальнозоркий калмык увидит	1	1
577	но тут же	1	1
578	в классической трагедии	1	1
579	места где клады	1	1
580	ориентации человека в	2	1
581	собственного личного опыта	1	1
582	даме с собачкой	5	1
583	по своей тональности	1	1
584	дорог всеобъемлющий взгляд	1	1
585	во второй редакции	1	1
586	интеллектуальную тревогу за	1	1
587	при этом не	1	1
588	что он ее	1	1
589	тогда как его	1	1
590	годов шестьдесят знаю	1	1
591	его годов шестьдесят	1	1
592	притча в паремию	1	1
593	в известном смысле	1	1
594	александра что французов	1	1
595	паремию пословично-афористическую сентенцию	1	1
596	и того и	1	1
597	выступает своего рода	1	1
598	полное равнодушие к	1	1
599	обращено к пыльному	1	1
600	справедливо по отношению	1	1
601	лежит не в	1	1
602	тогда большой шлях	1	1
603	спине и глядит	1	1
604	чувствовались века и	1	1
605	о колдуне не	1	1
606	субъектом надчеловеческих раздумий	1	1
607	такой же как	1	1
608	пародийную параллель в	1	1
609	не во внешнем	1	1
610	овец их мысли	1	1
611	лежит на животе	1	1
612	перед нами не	1	1
613	средних веков хотел	1	1
614	птиц ни в	1	1
615	следует по-видимому признать	1	1
616	диаметрально противоположные ориентации	1	1
617	в другом и	1	1
618	в родном углу	2	1
619	что ни шаг	1	1
620	всеобъемлющий взгляд с	1	1
621	внушить ему интеллектуальную	1	1
622	человека внушить ему	1	1
623	черт но и	1	1
624	царят удача либо	1	1
625	не сводимое к	1	1
626	некий нравственный закон	1	1
627	говорит о своей	1	1
628	не только внешних	1	1
629	с остроконечной верхушкой	1	1
630	подорожнику к той	1	1
631	дроф эта динамичная	1	1
632	и молокан деревни	1	1
633	ему интеллектуальную тревогу	1	1
634	на самом деле	1	1
635	чреватая анекдотическими ситуациями	1	1
636	бахмут шел а	1	1
637	в ленивом полете	1	1
638	сопричастности к мировому	1	1
639	мировидения но уже	1	1
640	в следующей главе	3	1
641	картина мира полемически	1	1
642	не претендующим на	1	1
643	том и состоит	1	1
644	подводах в москву	1	1
645	пастух санька лежит	1	1
646	старик начинает свой	1	1
647	именно в этом	1	1
648	к чему сдалось	1	1
649	мы узнаем из	1	1
650	в камне свистеть	1	1
651	чем не было	1	1
652	уже следующей фразой	1	1
653	свете кроме молчаливой	1	1
654	событиями но превратны	1	1
655	такова же и	1	1
656	превратны человеческие судьбы	1	1
657	до зарытого счастья	1	1
658	на три балочки	1	1
659	в себе позитивный	1	1
660	этих долговечных птиц	1	1
661	мысли длительные тягучие	1	1
662	имеют не только	1	1
663	которое повторяется аккуратно	1	1
664	мы не знаем	1	1
665	можно было бы	5	1
666	но и о	1	1
667	в образе мыслящих	1	1
668	а тогда большой	1	1
669	покойника царя встречать	1	1
670	противоположные ориентации человека	1	1
671	только потому что	2	1
672	и это не	2	1
673	предстают перед нами	1	1
674	не только потому	1	1
675	этом свете кроме	1	1
676	нужно и непонятно	1	1
677	автор и читатель	1	1
678	и произвол захочет	1	1
679	этой вершины видна	1	1
680	них складывается мозаичная	1	1
681	русского классического романа	1	1
682	пределах одного текста	1	1
683	в этой связи	5	1
684	даже позы в	1	1
685	пыльному подорожнику к	1	1
686	в пределах одного	1	1
687	что на этом	2	1
688	облако саур-могила с	1	1
689	притчевое по своей	1	1
690	уже не замечали	1	1
691	в концовке рассказа	2	1
692	мира полемически противостоит	1	1
693	к той же	1	1
694	в художественном мире	2	1
695	позы в которых	1	1
696	центром притчевой картины	1	1
697	тягучие вызываемые представлениями	1	1
698	том что он	1	1
699	наблюдаемое и описываемое	1	1
700	было видно смысла	1	1
701	на подводах в	1	1
702	где схоронены клады	1	1
703	мы ничего не	1	1
704	комбинации душевных свойств	1	1
705	везли мы вместе	1	1
706	есть другая жизнь	1	1
707	между автором и	2	1
708	добру и личной	1	1
709	первую очередь на	1	1
710	поезда железных дорог	1	1
711	однообразия вечности на	1	1
712	случае если оно	1	1
713	ни в утре	1	1
714	по его же	1	1
715	ни в ленивом	1	1
716	динамичная чреватая анекдотическими	1	1
717	из них жил	1	1
718	мировом зле [...]	1	1
719	нет дела до	1	1
720	смысле замкнутой комбинации	1	1
721	полете этих долговечных	1	1
722	ковыли дудачьи гнезда	1	1
723	три балочки и	1	1
724	жизни и смерти	4	1
725	между тем в	2	1
726	при встрече с	2	1
727	это не случайно	2	1
728	фантастикой и авантюрностью	1	1
729	и видно что	1	1
730	писатель средних веков	1	1
731	та или иная	4	1
732	счастья и овечьих	1	1
733	не на бахмут	1	1
734	внешнее и внутреннее	1	1
735	гусиная лапка расходится	1	1
736	в утре которое	1	1
737	внушить своему христианскому	1	1
738	и глядит в	1	1
739	авторское определение жанра	1	1
740	их самих до	1	1
741	как бы в	2	1
742	а дальнозоркий калмык	1	1
743	уходит своими корнями	1	1
744	балка как гусиная	1	1
745	на низменное многообразие	1	1
746	между я и	2	1
747	курьезное своей окказиональностью	1	1
748	при переходе от	1	1
749	гнезда были что	1	1
750	имеют никакого отношения	1	1
751	не было видно	1	1
752	поры как царя	1	1
753	сохраните черты характера	1	1
754	образе мыслящих овец	1	1
755	параллель в образе	1	1
756	нет и не	1	1
757	к себе и	2	1
758	счастья именно ему	1	1
759	начнет вот как	1	1
760	деревни а дальнозоркий	1	1
761	гнал из таганрога	1	1
762	ни в чем	1	1
763	это в значительной	1	1
764	дудачьи гнезда были	1	1
765	в чистом виде	1	1
766	саур-могила с остроконечной	1	1
767	за необходимость решения	1	1
768	своему искусно сохраните	1	1
769	утре которое повторяется	1	1
770	имеем дело с	1	1
