N	3gram	Potebnia_M	TeoriaLi
1	в том что	22	10
2	по отношению к	10	10
3	в то же	8	8
4	то же время	8	8
5	с другой стороны	4	6
6	более или менее	6	6
7	состоит в том	1	6
8	не может быть	7	5
9	для того чтобы	5	5
10	так или иначе	1	5
11	в данном случае	3	5
12	одного и того	2	4
13	и того же	2	4
14	в свою очередь	6	3
15	с точки зрения	2	3
16	в этом смысле	2	3
17	тем не менее	7	3
18	можно сказать что	3	3
19	подобно тому как	3	3
20	значении этого слова	1	3
21	с одной стороны	4	3
22	в противном случае	1	2
23	и в самом	3	2
24	как и в	3	2
25	в самом деле	1	2
26	и то же	7	2
27	в таком случае	2	2
28	одно и то	7	2
29	и тем самым	1	2
30	том что он	2	2
31	не только не	4	2
32	то ни было	1	2
33	не могут быть	3	2
34	сама по себе	3	2
35	к тому что	3	2
36	тогда как в	2	2
37	бы то ни	1	2
38	может быть названо	1	2
39	может быть и	1	2
40	что он не	3	1
41	а а и	1	1
42	заключающее в себе	1	1
43	может и не	1	1
44	в художественном произведении	1	1
45	место в системе	2	1
46	лично для себя	1	1
47	в этих случаях	1	1
48	в том и	1	1
49	а и е	1	1
50	том случае если	1	1
51	не что иное	1	1
52	все то что	2	1
53	то есть в	1	1
54	себе еще не	1	1
55	и тем же	4	1
56	по себе а	4	1
57	состоит не в	2	1
58	ни прибавить ни	1	1
59	а не с	1	1
60	только о том	1	1
61	форма в которой	3	1
62	себя и что	1	1
63	в большинстве случаев	2	1
64	легко может быть	1	1
65	как в поэзии	1	1
66	единиц различного объема	1	1
67	себе отчет в	1	1
68	по крайней мере	8	1
69	заключается в том	1	1
70	к нему как	2	1
71	в сравнении с	1	1
72	не в состоянии	4	1
73	о том что	5	1
74	заключает в себе	10	1
75	в душе хотя	1	1
76	в том в	1	1
77	в свое время	1	1
78	искусства может быть	1	1
79	отчет в том	1	1
80	не принадлежат к	1	1
81	не только к	1	1
82	как один из	1	1
83	в себе самом	1	1
84	но в таком	1	1
85	не об отсутствии	1	1
86	на свое место	1	1
87	тем и другим	2	1
88	художественное произведение и	1	1
89	к субъекту и	1	1
90	друг от друга	2	1
91	в настоящее время	1	1
92	и как бы	2	1
93	но на деле	1	1
94	одной стороны и	1	1
95	отношению к нему	1	1
96	том что она	1	1
97	бы ни был	2	1
98	в чем состоит	1	1
99	по поводу этой	1	1
100	того что не	1	1
101	то есть от	2	1
102	со всех сторон	3	1
103	в себе никаких	1	1
104	несмотря на свою	1	1
105	может быть назван	3	1
106	не менее не	1	1
107	прибавить ни убавить	1	1
108	в том случае	2	1
109	дело в том	1	1
110	том и состоит	1	1
111	именно потому что	1	1
112	а между тем	6	1
113	одним и тем	4	1
114	в первом случае	2	1
115	в то время	7	1
116	по себе еще	1	1
117	таким образом что	2	1
118	он ни был	1	1
119	и состоит чтобы	1	1
120	не была бы	1	1
121	в его сознании	1	1
122	из того что	1	1
123	а тем более	2	1
124	соединению с другими	1	1
125	связи с чем	1	1
126	в этом случае	2	1
127	их отношении к	1	1
128	а в том	5	1
129	к тому же	1	1
130	в каком мы	1	1
131	и в слове	3	1
132	есть не что	1	1
133	в его сознание	1	1
134	но не в	1	1
135	заключать в себе	1	1
136	на первый взгляд	1	1
137	в произведении искусства	3	1
138	то же самое	3	1
139	но только не	1	1
140	между тем в	1	1
141	то же художественное	1	1
142	что даже в	1	1
143	при всей своей	1	1
144	что иное как	1	1
145	к вопросу о	1	1
146	только то что	1	1
147	в их отношении	1	1
148	в таких случаях	2	1
149	и не дает	1	1
150	точки зрения и	1	1
151	таким образом и	1	1
152	личные местоимения не	1	1
153	имея в виду	1	1
154	отношения к миру	1	1
155	со своей стороны	1	1
156	могли бы быть	2	1
157	тому что его	1	1
158	это было бы	1	1
