N	2gram	Losev_Prob	Sovremen
1	не может	6	17
2	может быть	11	12
3	точки зрения	17	12
4	таким образом	20	11
5	мы не	7	9
6	в каждом	2	8
7	в этом	31	7
8	и в	48	7
9	мы можем	5	6
10	в результате	11	6
11	каждый раз	2	6
12	только одна	1	6
13	как и	10	6
14	ничего не	3	6
15	и не	29	6
16	с точки	13	5
17	прежде всего	15	5
18	все эти	12	5
19	и наконец	4	5
20	в дальнейшем	7	4
21	а в	8	4
22	так как	10	4
23	вопрос о	2	4
24	это не	8	4
25	не только	28	4
26	мы должны	1	4
27	с помощью	2	4
28	как бы	10	4
29	нет и	3	4
30	если мы	2	4
31	их в	1	4
32	жизни и	7	4
33	вместе с	15	4
34	же это	1	4
35	в том	25	4
36	из них	4	4
37	мы видели	2	4
38	и к	9	3
39	и потому	4	3
40	на этой	2	3
41	и мы	1	3
42	с самого	3	3
43	когда мы	1	3
44	уже в	4	3
45	то же	6	3
46	при этом	6	3
47	в два	2	3
48	поэтому мы	1	3
49	не в	16	3
50	а не	7	3
51	для нас	14	3
52	все это	8	3
53	как он	2	3
54	в одном	6	3
55	к действию	2	3
56	у нас	17	3
57	а все	1	3
58	самого начала	3	3
59	в конце	10	3
60	ведь это	1	3
61	так называемых	1	3
62	было бы	12	3
63	в этой	14	3
64	из двух	1	3
65	он в	5	3
66	и все	12	3
67	мы называем	1	3
68	в себе	7	3
69	ясно что	11	3
70	не подлежит	1	3
71	что она	2	3
72	состоит из	1	3
73	все же	12	3
74	в области	3	3
75	отнюдь не	14	3
76	в нем	8	3
77	но в	17	3
78	еще не	4	3
79	с этим	3	2
80	что в	12	2
81	тем не	8	2
82	в самом	7	2
83	совершенно не	1	2
84	значение в	1	2
85	и что	9	2
86	то и	7	2
87	с одной	5	2
88	такого рода	4	2
89	в свою	4	2
90	из этих	2	2
91	в его	19	2
92	во всяком	7	2
93	не будем	3	2
94	в которую	1	2
95	еще более	4	2
96	можно назвать	2	2
97	то ни	4	2
98	только так	1	2
99	всего только	1	2
100	что это	4	2
101	или же	2	2
102	быть и	1	2
103	по мнению	3	2
104	из которых	2	2
105	только один	2	2
106	что такое	1	2
107	на его	4	2
108	в науке	2	2
109	в живом	1	2
110	в третьем	1	2
111	у него	13	2
112	для его	1	2
113	не могут	3	2
114	в новых	2	2
115	в виде	25	2
116	со всеми	5	2
117	а на	1	2
118	свою очередь	2	2
119	и даже	24	2
120	самом деле	3	2
121	в которой	7	2
122	но все	6	2
123	же самое	2	2
124	который как	2	2
125	как мы	5	2
126	настоящее время	7	2
127	тем же	4	2
128	и во	2	2
129	могут быть	2	2
130	и будет	1	2
131	в таком	4	2
132	в нашем	5	2
133	уже не	12	2
134	и есть	4	2
135	и они	3	2
136	что все	1	2
137	или иной	4	2
138	такой же	1	2
139	говорить об	1	2
140	на этом	1	2
141	не менее	8	2
