N	3gram	Bakhtin_Pr	DiskursI
1	в том что	6	28
2	в отличие от	4	26
3	по отношению к	12	17
4	с одной стороны	1	14
5	не может быть	8	12
6	в данном случае	2	12
7	то же время	13	10
8	той или иной	1	10
9	о том что	2	9
10	в то же	13	8
11	в этом отношении	3	8
12	как и в	3	7
13	так и в	2	6
14	к тому же	2	6
15	по крайней мере	2	6
16	с точки зрения	21	6
17	одной стороны и	1	5
18	но при этом	2	5
19	то же самое	1	5
20	с другой стороны	6	5
21	в значительной степени	1	5
22	в свою очередь	1	5
23	что же касается	1	5
24	дело в том	1	5
25	не только в	2	5
26	подобно тому как	3	5
27	до известной степени	1	4
28	тем не менее	2	4
29	можно сказать что	2	4
30	не в том	1	4
31	в полной мере	1	4
32	и не может	6	4
33	в этом случае	1	4
34	как будто бы	1	3
35	в том числе	1	3
36	как и всякое	2	3
37	более или менее	4	3
38	того или иного	1	3
39	том числе и	1	3
40	в равной степени	1	3
41	на первый взгляд	1	3
42	в прозе в	1	3
43	и в частности	1	3
44	во всяком случае	4	3
45	также и в	1	3
46	это прежде всего	1	3
47	бы то ни	3	2
48	все то что	3	2
49	точка зрения на	2	2
50	в большинстве случаев	10	2
51	как и его	1	2
52	он не может	1	2
53	не совпадает с	1	2
54	сами по себе	4	2
55	большей или меньшей	2	2
56	в этом мире	1	2
57	и в то	2	2
58	для своего времени	1	2
59	по себе не	1	2
60	а в том	1	2
61	до настоящего времени	2	2
62	то ни было	2	2
63	чужой речи и	1	2
64	а не только	1	2
65	и в том	1	2
66	в том и	2	2
67	в одном из	2	2
68	что он ничего	1	2
69	могла бы быть	1	2
70	своего и чужого	1	2
71	к чужому слову	6	2
72	не столько в	1	2
73	но и в	1	2
74	а не как	5	2
75	только то что	2	2
76	все же не	3	2
77	времени и пространства	1	2
78	предмет о котором	1	2
79	каждый из них	1	2
80	ни одна из	1	2
81	же время и	1	2
82	как и все	4	2
83	как мы видели	1	2
84	с самого начала	1	2
85	выходе за пределы	1	2
86	тем или иным	1	2
87	тем что он	1	2
88	к себе самому	4	2
89	все же остается	1	2
90	и в форме	1	2
91	прежде всего в	1	2
92	что он не	1	1
93	уст в уста	1	1
94	в той или	1	1
