N	3gram	Losev_Prob	formyVre
1	в то же	10	18
2	в связи с	9	15
3	с точки зрения	9	15
4	для того чтобы	4	12
5	но и в	2	12
6	не только в	2	11
7	и в то	2	10
8	до сих пор	4	10
9	и того же	1	9
10	одного и того	1	9
11	в том числе	1	8
12	и прежде всего	3	8
13	и т д	20	7
14	не может быть	5	7
15	в отличие от	2	7
16	друг от друга	3	6
17	и в этом	6	6
18	имеем в виду	4	6
19	во всех этих	1	6
20	с одной стороны	2	6
21	в том что	17	5
22	одной стороны и	1	5
23	то есть не	5	5
24	в то время	6	5
25	том числе и	1	5
26	на первый план	3	5
27	то есть в	5	5
28	той или иной	16	5
29	как и в	2	5
30	времени и пространства	1	5
31	одно и то	4	5
32	и то же	5	5
33	мы имеем в	1	5
34	пространства и времени	1	5
35	и не только	1	5
36	вполне понятно что	1	4
37	и в других	2	4
38	но все же	1	4
39	с другой стороны	11	4
40	равно как и	2	4
41	с самим собою	2	4
42	связи с этим	1	4
43	в этом случае	8	4
44	во всяком случае	8	4
45	то время как	6	4
46	может быть и	3	4
47	в той или	7	3
48	и как бы	2	3
49	прямо сказать что	1	3
50	в литературе и	1	3
51	о том как	4	3
52	по сравнению с	3	3
53	можно прямо сказать	1	3
54	все эти образы	1	3
55	сами по себе	8	3
56	но при этом	1	3
57	вовсе не было	1	3
58	в самой жизни	1	3
59	в зависимости от	3	3
60	в чем не	2	3
61	в нем не	1	3
62	что в этом	1	3
63	а не в	1	3
64	к вопросу о	1	3
65	как раз и	5	3
66	то же самое	17	3
67	в эпоху возрождения	1	3
68	вместе с тем	1	3
69	а следовательно и	1	3
70	же как и	4	3
71	узком смысле слова	2	3
72	и в частности	4	3
73	о том что	8	3
74	так же как	3	3
75	как бы ни	1	3
76	так и в	2	3
77	и в литературе	1	3
78	ни в чем	2	3
79	тот или иной	4	3
80	друг к другу	1	3
81	новое отношение к	1	2
82	можно сказать что	2	2
83	здесь не только	2	2
84	конечно не в	1	2
85	от друга и	1	2
86	свое значение в	1	2
87	ни с чем	1	2
88	который может быть	1	2
89	бы она ни	2	2
90	то есть именно	1	2
91	вовсе не являются	3	2
92	начало и конец	1	2
93	все более и	1	2
94	как мы сказали	2	2
95	быть и речи	1	2
96	в данном случае	12	2
97	а вовсе не	3	2
98	к тому же	1	2
99	вовсе не является	4	2
100	это значит что	8	2
101	в буквальном смысле	2	2
102	таким образом и	1	2
103	это то есть	1	2
104	само собой разумеется	1	2
105	но он не	1	2
106	в значительной мере	2	2
107	не было бы	3	2
108	мы находим в	2	2
109	развития человеческого общества	1	2
110	между собой в	1	2
111	она ни была	2	2
112	собой разумеется что	1	2
113	здесь как и	1	2
114	с чем не	1	2
115	что особенно важно	1	2
116	бросается в глаза	1	2
117	более и более	1	2
118	в узком смысле	1	2
119	дело в том	4	2
120	и все другие	1	2
121	и все его	1	2
122	к тому что	1	2
123	во всей его	1	2
124	в новое и	1	2
125	в соединении с	1	2
126	том что они	1	2
127	с тем что	1	2
128	времени и пространстве	1	2
129	выход за пределы	1	2
130	что и в	3	2
131	и все они	3	2
132	и с которой	1	2
133	если бы он	2	2
134	все эти особенности	1	2
135	в основе своей	1	2
136	потому что они	2	2
137	необходимо подчеркнуть еще	1	1
138	что он не	2	1
139	в одноименном романе	2	1
140	как и во	1	1
141	и пространстве но	1	1
142	тем более не	2	1
143	и не был	1	1
144	в эпоху развитого	1	1
145	отличается и от	2	1
146	но здесь это	1	1
147	произведения можно сказать	1	1
148	точка зрения на	1	1
149	же самое время	10	1
150	с ним как	1	1
151	в себе в	2	1
152	данном случае мы	1	1
153	в той же	1	1
154	но это и	1	1
155	только для того	1	1
156	и не обязательно	2	1
157	и в условиях	1	1
158	не является здесь	1	1
159	того чтобы не	1	1
160	как мы говорили	2	1
161	были бы совершенно	1	1
162	в этом смысле	5	1
163	жизни так же	1	1
164	здесь прежде всего	1	1
165	то что не	1	1
166	то что является	2	1
167	мы говорим о	2	1
168	не выходит за	2	1
169	только в том	2	1
170	хотя бы и	2	1
171	обстоит дело с	1	1
172	с этой точки	1	1
173	вовсе не в	2	1
174	в самом деле	1	1
175	в котором он	1	1
176	не могут не	1	1
177	но оно не	1	1
178	он вовсе не	1	1
179	мы еще не	1	1
180	тем не менее	23	1
181	только в пределах	2	1
182	когда мы говорим	5	1
183	для того и	1	1
184	могло бы быть	2	1
185	более или менее	2	1
186	нет и в	1	1
187	за то что	1	1
188	это не значит	1	1
189	имеется и в	1	1
190	и идей которые	1	1
191	по своему содержанию	6	1
192	при этом здесь	1	1
193	прямо и непосредственно	1	1
194	человеческая жизнь и	1	1
195	вовсе не может	1	1
196	совершенно ясно что	1	1
197	науки и искусства	1	1
198	в этих двух	1	1
199	в математическом естествознании	1	1
200	в них свои	1	1
201	все эти предметы	1	1
202	может иметь свой	1	1
203	нечего и говорить	2	1
204	но только в	2	1
205	как мы это	1	1
206	и во всем	1	1
207	что до сих	1	1
208	и все же	1	1
209	и никогда не	1	1
210	точки зрения в	1	1
211	они вовсе не	2	1
212	каждой из них	1	1
213	видим и слышим	1	1
214	до некоторой степени	1	1
215	такие слова как	1	1
216	в заключение мы	1	1
217	не являются только	2	1
218	это же самое	3	1
219	в целом и	1	1
220	и вопрос о	1	1
221	значении этого слова	1	1
222	сама по себе	11	1
223	сам а не	1	1
224	имел в виду	1	1
225	это вовсе не	5	1
226	и говорить о	2	1
227	но все это	1	1
228	новых и новых	1	1
229	время как другие	1	1
230	только то что	4	1
231	но и без	1	1
232	далеко выходящих за	1	1
233	то и дело	1	1
234	и в его	3	1
235	и во всяком	3	1
236	у нас и	1	1
237	и по существу	1	1
238	выходящих за пределы	1	1
239	точки зрения на	1	1
240	есть не в	1	1
241	так же и	3	1
242	не полное и	1	1
243	в частности о	1	1
244	и совсем не	2	1
245	и не может	1	1
246	в чистом виде	3	1
247	она еще не	1	1
248	в определенном направлении	1	1
249	говорить здесь о	1	1
250	может показаться что	1	1
251	мы встречаем например	1	1
252	широком смысле слова	2	1
253	отнюдь не являются	1	1
254	момент художественного произведения	1	1
255	же в конце	2	1
256	самой жизни и	1	1
257	отличают его от	1	1
258	человек вовсе не	1	1
259	для нас не	4	1
260	и может быть	2	1
261	то есть такого	1	1
262	что они вовсе	1	1
263	у гоголя и	3	1
264	не имеем в	1	1
265	на второй план	1	1
266	дня и ночи	1	1
267	до того что	2	1
268	этой точки зрения	2	1
269	не происходит в	1	1
270	хотя это и	2	1
271	по существу же	1	1
272	то есть как	1	1
273	может быть лишь	1	1
274	тот факт что	1	1
275	он не является	1	1
276	необходимо подчеркнуть что	1	1
277	если понимать под	1	1
278	к выводу что	1	1
279	не связанных между	1	1
280	не был бы	1	1
281	и той же	1	1
282	связаны между собою	1	1
283	мы можем назвать	1	1
284	жизнь и ее	1	1
285	и понятия которые	1	1
286	связанных между собой	1	1
287	заключение мы должны	1	1
288	мы вовсе не	1	1
289	следующим образом когда	1	1
290	мы не будем	3	1
291	хотя и не	2	1
292	то есть с	2	1
293	вовсе еще не	2	1
294	мы до сих	1	1
295	на самом деле	5	1
296	они находятся в	1	1
297	если же мы	1	1
298	во всех случаях	1	1
299	же самое мы	1	1
300	ясно что в	2	1
301	когда во время	1	1
302	и с точки	2	1
303	выступает на первый	1	1
304	смысле этого слова	1	1
305	в других областях	1	1
306	еще не существует	1	1
307	весь мир как	1	1
308	смысле слова но	3	1
309	в отрыве от	1	1
310	при этом мы	1	1
311	и в своем	1	1
312	в конце концов	4	1
313	подобно тому как	2	1
314	иной раз и	1	1
315	что дело здесь	1	1
316	мы находим у	1	1
317	этом случае он	1	1
318	в единый и	1	1
319	сказать что здесь	1	1
320	смысле слова и	3	1
321	мы уже видели	1	1
322	это уже не	2	1
323	буквально и с	1	1
324	которые могут быть	1	1
325	здесь это не	1	1
326	но отнюдь не	2	1
327	так что в	2	1
328	есть прежде всего	3	1
329	или вовсе не	1	1
330	как мы видели	2	1
331	в себе не	1	1
332	том что он	2	1
333	тех случаях когда	1	1
