N	2gram	Vygotskiy_	Komedia
1	и в	55	77
2	в комедии	3	58
3	и не	19	47
4	в том	50	44
5	том что	46	42
6	о том	24	33
7	в г	1	33
8	едва ли	3	32
9	но и	16	32
10	может быть	34	30
11	из них	7	29
12	таким образом	35	29
13	в то	6	28
14	и его	10	28
15	в этом	30	27
16	потому что	48	27
17	что он	30	26
18	к тому	12	26
19	тому же	4	25
20	не только	24	25
21	вместе с	16	25
22	так как	20	24
23	как и	9	23
24	ни в	5	23
25	что в	43	23
26	в самом	18	22
27	что и	11	22
28	если бы	21	22
29	то же	16	21
30	ясно что	10	21
31	в конце	10	21
32	так и	6	21
33	а в	7	21
34	в его	8	20
35	к этому	5	19
36	во время	4	19
37	со стороны	3	19
38	в этой	15	18
39	тем что	8	17
40	же время	2	17
41	в нем	13	17
42	и здесь	11	17
43	и т	12	17
44	еще не	6	17
45	при этом	11	16
46	все же	11	16
47	не менее	1	16
48	у него	9	16
49	сих пор	9	16
50	он не	10	16
51	действующих лиц	9	16
52	и сам	1	16
53	до сих	9	16
54	тот же	5	16
55	не в	12	15
56	в своем	12	15
57	точки зрения	15	15
58	его в	2	15
59	в которой	4	15
60	между тем	4	15
61	один из	9	15
62	и на	12	15
63	было бы	15	15
64	прежде всего	6	15
65	и с	3	14
66	на протяжении	2	14
67	столь же	3	14
68	к нему	1	14
69	в свою	3	14
70	все это	8	14
71	ли не	2	14
72	об этом	5	14
73	только что	11	13
74	самом деле	17	13
75	о чем	4	13
76	в них	7	13
77	в одном	5	13
78	что она	10	13
79	того же	5	13
80	как раз	19	13
81	мы можем	8	13
82	в двух	9	13
83	так что	8	13
84	то что	69	13
85	того чтобы	43	13
86	но в	7	13
87	в котором	5	12
88	для того	45	12
89	так же	19	12
90	с другой	12	12
91	на сцене	8	12
92	несмотря на	5	12
93	хотя и	1	12
94	в качестве	2	12
95	как это	16	12
96	комедии и	1	12
97	т п	5	12
98	из которых	5	12
99	как в	4	12
100	уже в	7	12
101	в истории	1	12
102	не по	1	12
103	в начале	1	12
104	не может	15	12
105	но не	9	12
106	и даже	4	11
107	с тем	10	11
108	по отношению	3	11
109	наряду с	1	11
110	что его	2	11
111	с ним	4	11
112	то время	4	11
113	речь идет	1	11
114	как мы	6	11
115	на этот	7	11
116	и для	13	11
117	в их	3	11
118	в частности	6	11
119	к ней	3	11
120	одного из	1	11
121	с этим	4	10
122	он был	3	10
123	свою очередь	1	10
124	на него	4	10
125	тут же	1	10
126	с одной	15	10
127	к себе	1	10
128	в чем	1	10
129	как бы	33	10
130	и что	45	10
131	в отношении	2	10
132	и все	15	10
133	одной из	2	10
134	в глазах	2	10
135	с его	6	10
136	ничего не	4	10
137	мы не	8	10
138	на его	4	10
139	тем более	1	10
140	что касается	4	10
141	еще в	2	10
142	отношение к	1	10
143	же в	3	10
144	в целом	7	10
145	все что	1	9
146	но все	5	9
147	в своей	8	9
148	больше чем	3	9
149	одной стороны	15	9
150	говорить о	1	9
151	тому что	11	9
152	время как	5	9
153	только в	12	9
154	друг друга	1	9
155	в тех	3	9
156	даже не	1	9
157	о его	1	9
158	независимо от	1	9
159	из его	4	9
160	комедии с	1	9
161	однако в	1	9
162	ответ на	5	9
163	того как	4	9
164	а также	1	9
165	вовсе не	8	9
166	отличие от	3	9
167	в ней	5	9
168	отношению к	2	9
169	с этой	5	8
170	а затем	2	8
171	другой стороны	8	8
172	что ни	4	8
173	то это	6	8
174	по поводу	6	8
175	что у	7	8
176	не было	2	8
177	не знает	2	8
178	бы в	7	8
179	во всех	6	8
180	то ни	1	8
181	можно было	6	8
182	что для	6	8
183	если не	2	8
184	комедии не	1	8
185	в которых	4	8
186	да и	4	8
187	в течение	2	8
188	тех пор	2	8
189	связи с	2	8
190	меньше всего	4	8
191	по своему	1	8
192	и других	2	8
193	с самого	5	8
194	как он	6	8
195	идет о	1	8
196	и ее	1	8
197	и к	5	7
198	мы найдем	5	7
199	дело с	5	7
200	в результате	6	7
201	в этих	3	7
202	равно как	2	7
203	если в	1	7
204	во всяком	2	7
205	вопрос о	6	7
206	хотя бы	5	7
207	в другом	3	7
208	в руках	1	7
209	самого начала	5	7
210	по которым	1	7
211	бы то	1	7
212	что они	11	7
213	ни было	1	7
214	х годов	1	7
215	и это	13	7
216	в других	1	7
217	и тот	2	7
218	и хотя	3	7
219	в себе	13	7
220	и у	1	7
221	к его	2	7
222	это время	1	7
223	не имеет	2	7
224	не является	3	7
225	из этих	4	7
226	и поэтому	4	7
227	мы знаем	4	7
228	целый ряд	5	7
229	и во	2	7
230	до конца	7	7
231	но если	3	7
232	всяком случае	1	7
233	и вот	7	7
234	для нас	9	7
235	со своим	2	7
236	должен был	7	7
237	и о	5	7
238	конце концов	6	7
239	еще более	2	6
240	даже в	2	6
241	его от	1	6
242	в виду	5	6
243	то ли	1	6
244	с собой	3	6
245	в своих	9	6
246	там же	1	6
247	представляет собой	2	6
248	уже о	1	6
249	не мог	1	6
250	не зная	1	6
251	и он	7	6
252	после того	1	6
253	с точки	5	6
254	не хочет	1	6
255	за то	3	6
256	что не	5	6
257	о которых	3	6
258	больше всего	1	6
259	на этом	11	6
260	не дает	2	6
261	и тем	6	6
262	не приходится	1	6
263	могут быть	8	6
264	в силу	3	6
265	всего в	1	6
266	мы встречаем	1	6
267	с и	11	6
268	на ее	1	6
269	в сущности	14	6
270	в другой	1	6
271	никто не	4	6
272	как из	3	6
273	а не	16	6
274	которую он	2	6
275	в отличие	3	6
276	нет и	2	6
277	главным образом	3	6
278	в области	2	6
279	так в	4	6
280	здесь в	2	6
281	или в	6	6
282	в какой	5	6
283	и как	10	6
284	на то	27	6
285	это было	4	6
286	не говоря	1	6
287	на которые	2	6
288	человека в	3	6
289	до тех	2	6
290	когда он	10	6
291	на это	3	6
292	как будто	7	6
293	надо было	2	6
294	больше того	3	6
295	из всех	1	5
296	в изображении	1	5
297	из двух	3	5
298	за ним	3	5
299	именно в	9	5
300	его на	2	5
301	что по	3	5
302	в это	2	5
303	в действительности	2	5
304	с помощью	3	5
305	любовь к	1	5
306	а на	1	5
307	сказать что	14	5
308	все время	44	5
309	который в	1	5
310	от них	1	5
311	тем же	3	5
312	себя в	4	5
313	ни малейшего	1	5
314	никогда не	15	5
315	представить себе	2	5
316	и мы	28	5
317	в ее	3	5
318	после этого	1	5
319	чем в	3	5
320	но он	6	5
321	одним из	1	5
322	одном из	2	5
323	между собой	2	5
324	что их	2	5
325	в каждом	2	5
326	т д	6	5
327	действия в	2	5
328	все остальные	1	5
329	не могла	2	5
330	ни одной	2	5
331	в первой	1	5
332	и от	2	5
333	в ответ	2	5
334	каждого из	1	5
335	от нее	2	5
336	не так	4	5
337	представление о	1	5
338	что это	15	5
339	здесь нет	1	5
340	вывод что	1	5
341	из того	4	5
342	за пределы	1	5
343	обращается к	1	5
344	приводит к	2	5
345	том как	1	5
346	признать что	4	5
347	конечно не	3	5
348	и если	13	5
349	и теперь	2	5
350	совпадают с	2	5
351	вслед за	3	5
352	же самое	13	5
353	той же	6	5
354	в сознании	2	5
355	здесь и	1	5
356	этом отношении	3	5
357	это не	9	5
358	мы имеем	10	5
359	же не	2	5
360	по существу	4	5
361	и без	1	5
362	в следующем	1	5
363	раз в	4	5
364	ему не	1	5
365	отказаться от	1	5
366	от того	6	5
367	жизни и	8	5
368	для этого	12	5
369	его современников	1	5
370	что на	6	5
371	в той	3	4
372	каждой из	1	4
373	к числу	1	4
374	тем как	2	4
375	нас в	2	4
376	него в	1	4
377	требует от	1	4
378	не столько	1	4
379	и опять	1	4
380	из самых	3	4
381	в построении	1	4
382	например в	2	4
383	их в	4	4
384	по тому	1	4
385	отца и	2	4
386	может служить	1	4
387	перед ним	2	4
388	в глаза	2	4
389	с большим	1	4
390	его не	2	4
391	одна из	6	4
392	под именем	1	4
393	к этим	2	4
394	ближе к	2	4
395	том чтобы	7	4
396	к их	1	4
397	в состоянии	3	4
398	этой же	1	4
399	и этим	1	4
400	одно из	1	4
401	не о	1	4
402	в последних	2	4
403	не остается	1	4
404	в последние	1	4
405	между ними	2	4
406	же как	4	4
407	в себя	2	4
408	для ее	4	4
409	именно потому	4	4
410	и речи	1	4
411	здесь мы	2	4
412	в городе	2	4
413	можно сделать	1	4
414	что эта	8	4
415	один раз	2	4
416	сомневаться в	1	4
417	по своей	1	4
418	как известно	1	4
419	ко времени	1	4
420	и почему	3	4
421	с которым	5	4
422	образом в	3	4
423	из этого	7	4
424	к сожалению	2	4
425	которые он	4	4
426	был бы	8	4
427	когда в	2	4
428	что после	1	4
429	не на	1	4
