N	3gram	Vygotskiy_	slovoVRo
1	и т п	7	72
2	не может быть	3	19
3	с точки зрения	11	15
4	в отличие от	1	14
5	с одной стороны	6	11
6	и т д	6	10
7	более или менее	1	9
8	в этом случае	1	9
9	в зависимости от	1	8
10	во всяком случае	6	8
11	но все же	1	6
12	с другой стороны	5	6
13	в романе в	1	6
14	в том что	20	5
15	как мы уже	1	5
16	и там где	1	5
17	а вовсе не	2	5
18	в этом отношении	1	5
19	может быть и	1	5
20	для того чтобы	17	4
21	друг с другом	2	4
22	до сих пор	6	4
23	те или иные	1	4
24	и не может	1	4
25	а также и	1	4
26	в свою очередь	3	4
27	то есть как	1	4
28	можно сказать что	1	4
29	в точном смысле	2	4
30	в лучшем случае	2	4
31	и в сущности	2	4
32	никогда не может	2	4
33	прямо сказать что	1	3
34	и то же	3	3
35	того или иного	2	3
36	между этими двумя	1	3
37	в данном случае	5	3
38	как если бы	3	3
39	к тому что	5	3
40	в евгении онегине	2	3
41	как и в	1	3
42	со всех сторон	1	3
43	одно и то	3	3
44	как мы видели	2	3
45	он никогда не	1	2
46	двух планах в	1	2
47	приходится иметь дело	2	2
48	которых мы говорили	2	2
49	в одном слове	1	2
50	и в другом	2	2
51	здесь не только	1	2
52	то или иное	1	2
53	о которых мы	5	2
54	с этой точки	2	2
55	вовсе не в	2	2
56	и во всех	2	2
57	между материалом и	1	2
58	то же слово	1	2
59	лежащая в их	1	2
60	а между тем	1	2
61	в первом случае	1	2
62	но как мы	1	2
63	они как бы	1	2
64	до некоторой степени	1	2
65	не только не	3	2
66	то есть на	1	2
67	но в этом	1	2
68	а не только	1	2
69	и в том	1	2
70	и в этом	6	2
71	на каждом шагу	1	2
72	сих пор не	1	2
73	в том и	2	2
74	отношение к своему	1	2
75	дело не с	1	2
76	но по существу	1	2
77	там где она	3	2
78	о том что	8	2
79	в мировой литературе	1	2
80	этой точки зрения	2	2
81	и не было	1	2
82	тем и другим	1	2
83	в то время	4	2
84	или во всяком	2	2
85	но конечно не	1	2
86	мы не можем	2	2
87	можно было бы	6	2
88	в их основе	1	2
89	с самого начала	10	2
90	поэтического стиля и	1	2
91	же как и	1	2
92	в двух планах	5	2
93	по преимуществу в	1	2
94	о нем он	1	2
95	привело к тому	1	2
96	и в частности	1	2
97	мы уже говорили	4	2
98	то время как	3	2
99	иметь дело с	1	2
100	тот факт что	3	2
101	то что так	1	1
102	мы видели что	2	1
103	мы все же	1	1
104	так сказать в	1	1
105	никак не могут	1	1
106	те же два	1	1
107	материал и в	1	1
108	что как мы	1	1
109	что он не	4	1
110	и столь же	1	1
111	все то что	13	1
112	чем перейти к	1	1
113	в конечном счете	1	1
114	во всей ее	2	1
115	а не к	1	1
116	в применении к	1	1
117	в той же	2	1
118	мы видим что	7	1
119	что не может	1	1
120	и ничем не	1	1
121	в которой они	1	1
122	где она не	1	1
123	в первый раз	2	1
124	дело не в	1	1
125	что в этой	3	1
126	во всех отношениях	1	1
127	он не может	1	1
128	с другим как	1	1
129	из области поэзии	1	1
130	с ним в	2	1
131	перед нами в	1	1
132	с целым рядом	2	1
133	она не может	2	1
134	они не только	1	1
135	так что они	1	1
136	том что она	3	1
137	так или иначе	1	1
138	конечно не в	1	1
139	сами по себе	3	1
140	которая могла бы	2	1
141	в том случае	4	1
142	по самому своему	1	1
143	мы уже указывали	1	1
144	и в той	1	1
145	может быть не	2	1
146	не есть еще	1	1
147	слов и т	1	1
148	эти разговоры о	1	1
149	мы можем сказать	1	1
150	слова в этом	1	1
151	речь идет о	5	1
152	этот рассказ в	1	1
153	если бы мы	1	1
154	но они не	1	1
155	в один из	2	1
156	каждого из этих	1	1
157	мы все время	3	1
158	целом ряде случаев	1	1
159	том что в	1	1
160	же нелепо как	1	1
161	а в том	1	1
162	и как мы	1	1
163	лежащий в основе	1	1
164	самому своему существу	1	1
165	то здесь эта	1	1
166	ли он в	1	1
167	для нас и	1	1
168	том что оно	1	1
169	ничего не может	2	1
170	дело далеко не	1	1
171	все они строятся	1	1
172	они утрачивают свою	1	1
173	параллельно с этим	2	1
174	что для нас	1	1
175	т п могут	1	1
176	и параллельно с	1	1
177	в какой мере	3	1
178	но именно в	1	1
179	и в историческом	1	1
180	там где он	1	1
181	может и не	1	1
182	что говорят о	1	1
183	и вступает в	1	1
184	роль в построении	1	1
185	то есть в	1	1
186	жизни и во	1	1
187	себе место в	1	1
188	т п то	1	1
189	к тому или	1	1
190	по аналогии с	2	1
191	и до наших	1	1
192	все зависит от	1	1
193	на то что	16	1
194	не остается никаких	1	1
195	и может быть	3	1
196	в том чтобы	2	1
197	заключается в том	10	1
198	ни в какой	2	1
199	имеем в виду	2	1
200	такой степени что	1	1
201	мы увидим что	9	1
202	в виду не	1	1
203	в целом ряде	1	1
204	все более и	4	1
205	но и не	1	1
206	до конца во	1	1
207	и не могла	1	1
208	как один из	1	1
209	которая лежит в	1	1
210	есть в сущности	1	1
211	это очень важно	1	1
212	новый смысл и	2	1
213	более и более	4	1
214	вводит в свое	1	1
215	того чтобы увидеть	2	1
216	все эти слова	1	1
217	к нему и	1	1
218	в противном случае	1	1
219	что они утрачивают	1	1
220	жизни и в	1	1
221	мы найдем в	1	1
222	точки зрения а	1	1
223	в этом романе	1	1
224	как и на	1	1
225	и с точки	1	1
226	как и все	1	1
227	и все другие	1	1
228	с другом и	2	1
229	как раз в	3	1
230	подобно тому как	1	1
231	одной и той	3	1
232	не одно а	1	1
233	и ничего не	1	1
234	так же как	2	1
235	уже говорили что	1	1
236	что по причине	1	1
237	мы имеем в	1	1
238	именно в том	1	1
239	и представить себе	1	1
240	совершенно новый свет	1	1
241	так же нелепо	1	1
242	том что он	3	1
243	не в самом	1	1
244	в русском языке	1	1
245	области поэзии и	2	1
246	на которую она	1	1
247	нами в сущности	1	1
248	она может быть	1	1
249	том случае если	4	1
250	в каком направлении	1	1
251	утверждать что в	1	1
252	смысл и значение	2	1
253	также и в	1	1
254	не только как	1	1
255	и той же	3	1
256	к ним и	1	1
257	это было бы	2	1
258	в нем есть	1	1
259	свой смысл и	1	1
260	новые и новые	1	1
261	лежит в основе	1	1
