N	3gram	Vygotskiy_	StatiiOP
1	в том что	21	47
2	и т д	10	32
3	о том что	9	29
4	в этом отношении	7	24
5	для того чтобы	11	19
6	до сих пор	8	19
7	и т п	23	19
8	с точки зрения	12	14
9	с другой стороны	7	13
10	во всяком случае	7	13
11	не может быть	14	11
12	в самом деле	13	9
13	то же время	2	9
14	вместе с тем	3	9
15	на то что	12	9
16	в то же	2	9
17	дело в том	1	9
18	можно было бы	2	9
19	тем не менее	6	8
20	к тому что	2	8
21	на самом деле	6	8
22	не только в	1	8
23	не в том	7	7
24	в конце концов	6	7
25	в этой области	3	7
26	в данном случае	1	7
27	по этому поводу	3	7
28	заключается в том	13	7
29	в то время	6	7
30	и в этом	1	7
31	том что он	2	7
32	так же как	8	6
33	в этом смысле	3	6
34	так и в	2	6
35	том что в	1	6
36	не только не	4	6
37	речь идет о	1	6
38	по крайней мере	1	6
39	в том смысле	1	6
40	в одном из	2	6
41	должна была бы	1	6
42	вопрос о том	1	6
43	что он не	1	5
44	то время как	6	5
45	в том же	1	5
46	нужно сказать что	1	5
47	с тем что	2	5
48	но и в	1	5
49	в том чтобы	9	5
50	в свое время	1	5
51	что же касается	1	5
52	то что в	1	5
53	т п в	2	5
54	с самого начала	1	5
55	и в области	1	5
56	после того как	1	5
57	мере в какой	1	4
58	в применении к	2	4
59	то что он	1	4
60	дело не в	1	4
61	сами по себе	4	4
62	с одной стороны	6	4
63	как например в	1	4
64	тем или иным	2	4
65	что в этой	2	4
66	в связи с	2	4
67	того или иного	1	4
68	в это время	1	4
69	и в самом	3	4
70	на вопрос о	1	4
71	и в том	2	4
72	что и в	5	4
73	может быть это	1	3
74	ответ на вопрос	1	3
75	только потому что	2	3
76	о том как	1	3
77	том смысле что	1	3
78	и в этих	2	3
79	в той мере	1	3
80	в том как	1	3
81	можно сказать что	2	3
82	то или иное	2	3
83	в том числе	1	3
84	совершенно так же	1	3
85	не значит что	1	3
86	той мере в	1	3
87	более или менее	3	3
88	виде в каком	1	3
89	сказать что в	3	3
90	потому что он	2	3
91	во многих случаях	1	3
92	таким образом в	2	3
93	а с другой	1	3
94	к тому же	1	3
95	на этот раз	1	3
96	бы то ни	2	3
97	если принять во	1	3
98	что у него	3	3
99	так как в	3	3
100	и тем не	2	3
101	и тем же	1	3
102	моцарт и сальери	1	3
103	одном из писем	1	3
104	только в том	4	3
105	в известном смысле	1	3
106	состоит в том	3	3
107	одним и тем	1	3
108	в прямом смысле	1	3
109	принять во внимание	2	3
110	а вовсе не	1	3
111	что в области	2	3
112	но то что	1	2
113	у него есть	1	2
114	ни в каком	1	2
115	но вместе с	1	2
116	и даже не	1	2
117	точки зрения их	1	2
118	в русской поэзии	1	2
119	потому что это	1	2
120	и в результате	1	2
121	в жизни и	1	2
122	в какой степени	1	2
123	но я не	1	2
124	вот что писал	1	2
125	а между тем	1	2
126	в зависимости от	6	2
127	между тем как	1	2
128	том числе и	1	2
129	если бы мы	1	2
130	и вместе с	1	2
131	точно так же	6	2
132	независимо от того	1	2
133	в отличие от	4	2
134	и в других	1	2
135	я уже приводил	1	2
136	же и в	1	2
137	что в этом	3	2
138	то ни было	1	2
139	не может не	1	2
140	том что она	5	2
141	то же самое	8	2
142	то что у	3	2
143	и у пушкина	1	2
144	то что я	2	2
145	только тогда когда	4	2
146	из которых складывается	1	2
147	сам по себе	4	2
148	в евгении онегине	2	2
149	как своего рода	1	2
150	т д и	1	2
151	в свою очередь	3	2
152	но он не	1	2
153	но и это	1	2
154	он не только	3	2
155	в чем же	2	2
156	тех пор пока	2	2
157	и что он	1	2
158	и в конце	1	2
159	не до конца	1	2
160	в которой он	1	2
161	в целом ряде	2	2
162	он не может	3	2
163	что для пушкина	1	2
164	в настоящее время	2	2
165	до тех пор	2	2
166	на этот вопрос	1	2
167	в каком он	1	2
168	отметить что в	1	2
169	что мы имеем	1	2
170	на точку зрения	1	2
171	и в полном	2	2
172	таким путем в	1	2
173	здесь нет и	1	2
174	том что и	1	2
175	и то что	3	2
176	т п но	1	2
177	который говорил что	1	2
178	всяком случае в	2	2
179	с того что	1	2
180	что у пушкина	1	2
181	имеем дело с	1	2
182	как и в	5	2
183	отличие от других	1	1
184	он никогда не	1	1
185	тому же поводу	1	1
186	мы на самом	1	1
187	его отношений к	1	1
188	и характер его	1	1
189	благодаря тому что	2	1
190	в вопросе о	1	1
191	и со всеми	1	1
192	а может быть	1	1
193	то что называют	2	1
194	он говорит что	2	1
195	как увидим ниже	1	1
196	принципиальной разницы между	2	1
197	принадлежат к числу	1	1
198	значение в этом	1	1
199	это похоже на	1	1
200	что и для	1	1
201	как будто бы	2	1
202	ни на минуту	1	1
203	вольный стих в	1	1
204	оставляет камня на	1	1
205	и те же	3	1
206	в одну кучу	1	1
207	могут и не	1	1
208	с первого взгляда	1	1
209	и так в	1	1
210	такое же значение	1	1
211	что он о	1	1
212	по сравнению с	3	1
213	точку зрения на	1	1
214	потому что оно	1	1
215	обычное представление о	1	1
216	указывает что в	1	1
217	того или другого	1	1
218	д и т	1	1
219	в собственном смысле	3	1
220	одни и те	3	1
221	и никогда не	1	1
222	до наших дней	1	1
223	точка зрения была	1	1
224	в том и	4	1
225	все это говорит	1	1
226	с этой точки	5	1
227	как и другие	1	1
228	а в том	2	1
229	так что он	1	1
230	во что бы	1	1
231	потому что она	2	1
232	потому что в	1	1
233	друг от друга	1	1
234	из этой аналогии	1	1
235	скупой рыцарь моцарт	1	1
236	и не имеет	1	1
237	и то же	1	1
238	целый ряд новых	1	1
239	все действующие лица	1	1
240	совершенно очевидно что	2	1
241	на этом основании	1	1
242	при помощи которого	2	1
243	рыцарь моцарт и	1	1
244	в нем нельзя	1	1
245	в котором она	1	1
246	в том случае	3	1
247	не потому что	2	1
248	который заключается в	1	1
249	что он сам	1	1
250	может быть не	1	1
251	возникает целый ряд	1	1
252	в такой же	1	1
253	бы и сейчас	1	1
254	смысле этого слова	2	1
255	в отношении к	3	1
256	и могут быть	1	1
257	в наши дни	1	1
258	все это имеет	1	1
259	что ни в	1	1
260	в приложении к	1	1
261	ясно что при	2	1
262	той и другой	1	1
263	камня на камне	1	1
264	против того что	1	1
265	вместо того чтобы	1	1
266	если бы в	2	1
267	другой стороны и	2	1
268	уже и сейчас	1	1
269	целым рядом других	1	1
270	само по себе	8	1
271	все эти вещи	1	1
272	нечего и говорить	1	1
273	целый ряд таких	3	1
274	как и всякая	1	1
275	и художественного творчества	1	1
276	и таким образом	4	1
277	надо сказать что	3	1
