N	3gram	Nazirov_Tr	Tvorches
1	в то же	5	25
2	то же время	5	24
3	в преступлении и	2	17
4	преступлении и наказании	2	16
5	в том что	2	11
6	по нашему мнению	1	10
7	в братьях карамазовых	1	9
8	у достоевского в	1	9
9	о том что	2	8
10	униженных и оскорбленных	16	7
11	в романе идиот	3	7
12	не может быть	1	6
13	в записках из	2	6
14	в мире достоевского	1	6
15	но в то	2	6
16	и т п	1	5
17	в самом деле	1	5
18	записках из подполья	1	5
19	в окончательном тексте	1	5
20	у достоевского не	1	5
21	в xix веке	1	4
22	в униженных и	6	4
23	с самого начала	1	4
24	в xx веке	1	4
25	это как бы	1	3
26	по сей день	2	3
27	что все это	1	3
28	точно так же	2	3
29	в отличие от	2	3
30	в известной мере	1	3
31	униженные и оскорбленные	9	3
32	во всяком случае	1	3
33	как и в	1	3
34	в этой связи	1	3
35	и все же	1	3
36	и не может	1	3
37	в году в	2	3
38	что он не	1	2
39	у него есть	1	2
40	в данном случае	2	2
41	как и его	1	2
42	тем не менее	1	2
43	достоевский никогда не	1	2
44	в образе князя	2	2
45	в неточке незвановой	1	2
46	так и в	3	2
47	но при этом	1	2
48	в конце концов	1	2
49	и в самом	2	2
50	бессмысленной и ненормальной	1	2
51	не могут быть	1	2
52	в высшей степени	1	2
53	из мертвого дома	2	2
54	несмотря на все	1	2
55	не в силах	2	2
56	в связи с	1	2
57	прекрасное и высокое	1	2
58	в одном из	1	2
59	в году и	1	2
60	же время он	1	2
61	окончательном тексте в	1	2
62	все же не	1	2
63	в этом романе	1	2
64	и сам автор	1	2
65	в iii части	1	1
66	который в своей	1	1
67	в эпилоге романа	1	1
68	что достоевский стремился	1	1
69	этой теме в	1	1
70	и добро и	1	1
71	если можно так	1	1
72	мы узнаем в	1	1
73	имеет в виду	1	1
74	и как бы	2	1
75	на всем протяжении	1	1
76	же время показывает	1	1
77	к этой теме	1	1
78	из униженных и	1	1
79	на деле же	1	1
80	в бесах с	1	1
81	так можно выразиться	1	1
82	в применении к	1	1
83	в романе униженные	1	1
84	не так ли	1	1
85	петр александрович валковский	1	1
86	он перестает быть	1	1
87	не могли удовлетворить	1	1
88	хотя бы и	1	1
89	необходимо отметить что	1	1
90	незванова прошедшая через	1	1
91	если так можно	1	1
92	братьях карамазовых не	1	1
93	и оскорбленных в	2	1
94	с такой силой	1	1
95	достоевский в то	1	1
96	о золотом веке	1	1
97	рассказывает о своих	1	1
98	и наказании в	1	1
99	по улицам петербурга	1	1
100	эта грубость и	1	1
101	а между тем	1	1
102	ненависть к обществу	1	1
103	возникший в недрах	1	1
104	бросается в глаза	2	1
105	отношение к нему	1	1
106	это не просто	1	1
107	с ним она	1	1
108	иронию и юмор	1	1
109	в этой борьбе	1	1
110	степан трофимович в	1	1
111	голод и холод	1	1
112	приходит в голову	1	1
113	застывших языковых метафор	1	1
114	мечтателя из белых	1	1
115	с потрясающей силой	1	1
116	не может жить	1	1
117	творчество молодого достоевского	1	1
118	ведет к тому	1	1
119	к тому что	1	1
120	бы и в	1	1
121	бы неточка незванова	1	1
122	сновидения в стихах	1	1
123	в романе бесы	1	1
124	в третий раз	1	1
125	л п гроссмана	1	1
126	и далее следует	1	1
127	и в этом	1	1
128	можно так выразиться	1	1
129	достоевский и в	1	1
130	в какой-то мере	1	1
131	петербургские сновидения в	1	1
132	бедных людей достоевский	1	1
133	году в петербурге	1	1
134	большие голубые и	1	1
135	это тот самый	1	1
136	в двух больших	1	1
137	за то что	1	1
138	то что князь	1	1
139	мы понимаем что	1	1
140	неточка незванова прошедшая	1	1
141	и должно быть	1	1
142	иваном петровичем как	1	1
143	знал и ценил	1	1
144	из подполья это	1	1
145	в чем же	1	1
146	в рассказе бобок	1	1
147	из неточки незвановой	1	1
148	и в дальнейшем	2	1
149	видя во сне	1	1
150	он сам сознает	1	1
151	в своей книге	1	1
152	отцов и детей	1	1
153	может быть в	1	1
154	отнюдь не был	1	1
155	в стихах и	1	1
156	не способен на	1	1
157	отметить что в	1	1
158	романе униженные и	1	1
159	имеет исключительное значение	1	1
160	как бы неточка	1	1
161	свидригайлов перед раскольниковым	1	1
162	ставил перед собой	1	1
163	прежде всего отметим	1	1
164	достоевский уже в	1	1
165	но и на	1	1
166	одна из тех	1	1
167	объясняется тем что	1	1
168	мертвого дома и	1	1
169	в этом случае	1	1
170	же время с	1	1
171	в больших романах	1	1
172	записках из мертвого	2	1
173	уже в году	1	1
174	стихах и прозе	1	1
175	заставляет вспомнить о	1	1
176	добро и зло	1	1
177	прошедшая через каторгу	1	1
178	и в истории	1	1
179	и до конца	1	1
180	сам достоевский не	2	1
181	из белых ночей	1	1
182	у себя на	1	1
183	это и есть	1	1
184	презрение к людям	2	1
185	ее к себе	1	1
186	теперь и с	1	1
187	еще ничего не	1	1
188	начала и до	1	1
