N	2gram	Bakhtin_Pr	Problema
1	и в	59	182
2	то есть	64	165
3	и не	66	152
4	вовсе не	13	145
5	то что	21	144
6	не есть	2	113
7	не только	26	104
8	потому что	20	89
9	в этом	40	88
10	может быть	38	82
11	в том	17	81
12	том что	15	81
13	только в	15	73
14	сказать что	9	72
15	но и	22	70
16	в виде	1	69
17	у нас	2	68
18	и даже	4	66
19	по себе	13	64
20	даже и	2	63
21	не менее	3	58
22	о том	5	57
23	тем не	1	56
24	а не	30	56
25	так и	13	56
26	но в	7	55
27	так что	3	52
28	ни в	5	51
29	для нас	3	50
30	в себе	9	48
31	смысле слова	1	47
32	при помощи	1	47
33	было бы	10	46
34	прежде всего	17	45
35	в своей	17	45
36	что в	14	44
37	в его	44	44
38	не в	10	43
39	все эти	12	43
40	то же	15	42
41	а именно	4	42
42	как раз	9	42
43	таким образом	22	42
44	если мы	1	42
45	и что	2	40
46	и то	1	40
47	что он	16	40
48	так как	11	40
49	что мы	2	40
50	во всяком	5	39
51	не может	31	39
52	такого рода	1	39
53	и тем	2	39
54	в этой	5	39
55	как бы	40	39
56	той или	3	38
57	в данном	3	38
58	хотя бы	5	37
59	никак не	3	37
60	в нем	38	37
61	того что	4	37
62	точки зрения	36	36
63	есть нечто	2	36
64	еще не	11	36
65	и все	4	36
66	в виду	2	34
67	уже не	14	34
68	и с	10	34
69	как и	21	34
70	же самое	1	33
71	в таком	2	33
72	не является	2	33
73	или иной	3	33
74	здесь не	2	32
75	в то	15	32
76	но не	13	32
77	едва ли	1	32
78	так же	10	31
79	в своем	12	31
80	связи с	1	31
81	что такое	1	31
82	в конце	9	31
83	но это	7	31
84	все это	12	31
85	ясно что	1	30
86	и для	5	30
87	с другой	3	30
88	все же	9	29
89	можно сказать	3	29
90	перед нами	8	29
91	художественный образ	2	29
92	как мы	10	29
93	об этом	4	29
94	что же	5	28
95	данном случае	3	28
96	мы не	3	28
97	а в	9	28
98	есть только	5	28
99	и о	5	28
100	и это	5	27
101	и как	10	27
102	хотя и	1	27
103	ничего общего	1	27
104	ничего не	8	27
105	в результате	6	26
106	другой стороны	3	26
107	крайней мере	3	26
108	да и	3	26
109	как будто	4	26
110	вместе с	2	26
111	по крайней	3	26
112	это не	13	26
113	и его	21	26
114	мы можем	3	25
115	и на	15	25
116	тем самым	3	25
117	с точки	21	25
118	всяком случае	3	25
119	на самом	5	24
120	тем более	2	24
121	в нашем	3	24
122	и вполне	2	24
123	не имеет	2	24
124	только и	1	23
125	при этом	5	23
126	в качестве	1	23
127	и притом	3	23
128	конце концов	7	23
129	а только	3	23
130	то и	2	23
131	есть не	3	23
132	и к	5	22
133	раз и	4	22
134	только на	1	22
135	можно ли	1	22
136	никогда не	19	22
137	и является	1	22
138	всех этих	3	22
139	тоже не	2	22
140	есть в	10	22
141	его в	6	22
142	и от	3	22
143	и есть	6	22
144	и если	1	22
145	что и	10	22
146	другими словами	2	22
147	в самом	19	21
148	сама по	3	21
149	мы должны	6	21
150	и ее	5	21
151	говорить о	3	21
152	для себя	5	21
153	и только	2	21
154	именно в	8	20
155	для того	3	20
156	но как	4	20
157	можно было	5	20
158	и потому	9	20
159	тем что	5	20
160	несмотря на	7	20
161	или в	2	20
162	кроме того	3	19
163	в них	5	19
164	с ним	13	19
165	самом деле	9	19
166	в каком	2	19
167	но если	1	19
168	того или	1	19
169	художественного образа	1	19
170	то это	1	19
171	уже в	9	19
172	то в	1	19
173	в отношении	3	19
174	но только	3	19
175	этом смысле	12	19
176	он не	11	19
177	если не	2	19
178	если бы	12	19
179	как в	10	19
180	жизни и	21	19
181	в этих	5	18
182	того же	1	18
183	не было	5	18
184	не будет	1	18
185	и ни	1	18
186	мы и	2	18
187	не существует	1	18
188	в ее	4	18
189	того чтобы	5	18
190	в ней	8	18
191	без всякого	1	17
192	что они	3	17
193	во всех	8	17
194	значение и	1	17
195	но уже	1	17
196	и здесь	5	17
197	гораздо более	1	17
198	есть именно	1	17
199	мы уже	4	17
200	совсем не	1	17
201	это и	10	17
202	совершенно не	2	17
203	тех или	1	17
204	точно так	2	16
205	что она	6	16
206	будто бы	1	16
207	как это	2	16
208	он и	9	16
209	художественного произведения	1	16
210	же в	3	16
211	для этого	4	16
212	но все	8	16
213	в одно	1	16
214	к тому	1	16
215	но даже	1	16
216	между собою	1	16
217	случае не	1	16
218	далеко не	3	16
219	и сам	5	15
220	казалось бы	1	15
221	с этим	2	15
222	в чем	2	15
223	всякого рода	1	15
224	в той	9	15
225	у него	9	15
226	что не	6	15
227	общего с	1	15
228	и более	2	15
229	здесь в	3	15
230	в частности	2	15
231	искусства и	1	14
232	людей и	2	14
233	уже и	2	14
234	что все	5	14
235	с другими	11	14
236	сих пор	3	14
237	не так	3	14
238	этом случае	1	14
239	все равно	3	14
240	в котором	6	14
241	говорит о	1	14
242	до сих	3	14
243	в дальнейшем	2	14
244	то ни	3	14
245	за пределы	10	14
246	этого термина	1	14
247	же и	2	13
248	из них	8	13
249	тому что	3	13
250	из этого	1	13
251	сами по	4	13
252	ни на	2	13
253	бы и	6	13
254	только при	3	13
255	мы имеем	2	13
256	в их	5	13
257	всегда есть	1	13
258	или даже	2	13
259	здесь только	1	13
260	в области	3	13
261	который в	2	13
262	в других	1	13
263	иной раз	1	13
264	или иного	1	13
265	дело в	1	13
266	на земле	1	12
267	при условии	1	12
268	в другом	1	12
269	он сам	9	12
270	с одной	1	12
271	в которой	6	12
272	время как	2	12
273	в самой	10	12
274	и можно	1	12
275	для них	3	12
276	то время	3	12
277	на первый	1	12
278	является только	1	12
279	в литературе	7	12
280	в начале	3	12
281	не являются	1	12
282	в смысле	4	12
283	что это	1	12
284	нашем смысле	1	12
285	но именно	5	12
286	нисколько не	2	12
287	в целом	8	12
288	или иных	1	11
289	художественные образы	2	11
290	бы то	3	11
291	и следовательно	7	11
292	могли бы	3	11
293	нет никакого	1	11
294	жизни в	3	11
295	тот же	4	11
296	и другое	1	11
297	никак нельзя	2	11
298	по поводу	2	11
299	к нему	13	11
300	только не	1	11
301	не о	3	11
302	не могут	6	11
303	и у	6	11
304	имеет значение	2	11
305	заключается в	3	11
306	в истории	3	11
307	и во	2	11
308	и самого	4	11
309	вообще не	1	11
310	в искусстве	2	11
311	и их	7	11
312	по этому	2	11
313	и тогда	1	11
314	более или	1	10
315	есть то	4	10
316	что у	5	10
317	на том	1	10
318	но он	3	10
319	что для	4	10
320	даже если	1	10
321	один из	4	10
322	художественного творчества	3	10
323	со всеми	1	10
324	бы не	3	10
325	что оно	2	10
326	и всякий	1	10
327	все еще	2	10
328	в году	1	10
329	в одном	14	10
330	и которые	1	10
331	отличается от	3	10
332	все время	4	10
333	не то	1	10
334	и сама	1	10
335	быть только	3	10
336	он в	3	10
337	однако в	2	10
338	из которых	3	10
339	не имеют	1	10
340	относится к	2	10
341	ни с	1	10
342	или менее	1	10
343	быть и	1	10
344	только то	3	10
345	слова и	2	10
346	и другие	4	9
347	что если	4	9
348	в своих	5	9
349	их в	8	9
350	вопрос о	4	9
351	нет и	4	9
352	что даже	1	9
353	здесь как	1	9
354	именно как	1	9
355	имеет ничего	1	9
356	в тех	1	9
357	первой степени	1	9
358	тогда когда	2	9
359	в которых	2	9
360	о котором	1	9
361	то он	3	9
362	это вовсе	2	9
363	в трагедии	1	9
364	того как	1	9
365	однако не	2	9
366	но эта	4	9
367	а его	3	9
368	она не	9	9
369	или как	5	9
370	которые в	2	9
371	в жизни	7	9
372	правда в	2	9
373	в художественном	5	9
374	только для	2	9
375	вообще и	1	9
376	же касается	1	9
377	это тоже	1	9
378	на себе	2	9
379	бы в	7	9
380	мы говорили	1	9
381	был бы	6	9
382	не всякий	1	9
383	поэтому и	3	9
384	здесь мы	3	9
385	с ней	1	9
386	чем же	2	9
387	а может	3	9
388	и до	5	9
389	что тут	1	9
390	в условиях	4	9
391	это было	3	9
392	жизнь и	3	9
393	как же	5	9
394	человеческой жизни	4	9
395	и наконец	5	9
396	во всем	1	8
397	является в	1	8
398	только что	3	8
399	с этой	1	8
400	является для	2	8
401	мы считаем	1	8
402	и образ	1	8
403	и весь	1	8
404	конечно не	7	8
405	во всей	2	8
406	тем же	1	8
407	но для	2	8
408	от этого	2	8
409	иметь в	1	8
410	и по	4	8
411	с ее	5	8
412	и самый	1	8
413	и при	1	8
414	только еще	1	8
415	к его	1	8
416	из этих	2	8
417	и больше	1	8
418	только с	2	8
419	значение в	1	8
420	и тут	1	8
421	если и	2	8
422	на его	7	8
423	не все	2	8
424	еще в	1	8
425	мы сейчас	1	8
426	идея и	2	8
427	были бы	5	8
428	которые не	1	8
429	как только	2	8
430	и нет	2	8
431	входит в	11	8
432	и он	3	8
433	здесь нет	3	8
434	ни было	4	8
435	но ведь	4	8
436	себе и	3	8
437	если же	3	8
438	не значит	4	8
439	и особенно	2	8
440	является здесь	1	8
441	это уже	1	8
442	он есть	5	8
443	в сознании	4	8
444	этот термин	3	8
445	для него	23	8
446	является не	3	8
447	с самого	3	8
448	как он	5	8
449	ведь если	1	8
450	даже в	7	7
451	с самим	3	7
452	во все	5	7
453	ни его	2	7
454	не обязательно	1	7
455	себе в	1	7
456	в значительной	1	7
457	она есть	1	7
458	все в	7	7
459	а с	4	7
460	в случае	1	7
461	не раз	3	7
462	его как	6	7
463	уже с	1	7
464	жизни а	2	7
465	оно не	2	7
466	быть даже	2	7
467	к другому	2	7
468	это только	1	7
469	чем не	1	7
470	являются только	1	7
471	одной из	1	7
472	на этот	2	7
473	была бы	5	7
474	себе но	2	7
475	перейти к	1	7
476	мере в	1	7
477	как угодно	1	7
478	с полным	1	7
479	же это	2	7
480	это в	3	7
481	не можем	1	7
482	что на	1	7
483	еще более	1	7
484	он является	1	7
485	же автора	1	7
486	и значение	1	7
487	самого начала	4	7
488	есть по	1	7
489	по преимуществу	3	7
490	же как	5	7
491	которая является	1	7
492	даже не	1	7
493	сливаются в	1	7
494	в науке	2	7
495	не на	6	7
496	и так	1	7
497	все они	4	7
498	в основе	6	7
499	о своем	2	7
500	времени и	1	7
501	друг друга	10	7
502	человека но	2	7
503	ее в	2	7
504	сознания и	9	7
505	же не	1	7
506	мира и	8	7
507	может иметь	1	7
508	тут и	2	7
509	в какой	2	7
510	что касается	1	7
511	с которыми	2	6
512	не как	15	6
513	а есть	3	6
514	уже на	1	6
515	тем или	2	6
516	первый взгляд	1	6
517	в действительности	1	6
518	себе все	2	6
519	только как	1	6
520	имеем в	2	6
521	от всякого	1	6
522	на него	4	6
523	что именно	2	6
524	уже по	1	6
525	нами не	1	6
526	до конца	11	6
527	или не	2	6
528	слова то	1	6
529	и речи	1	6
530	по своей	1	6
531	жизнь в	2	6
532	сказать о	1	6
533	понятия и	1	6
534	в статье	1	6
535	и делает	1	6
536	функции в	1	6
537	под этим	2	6
538	отношения к	4	6
539	том смысле	1	6
540	этот вопрос	3	6
541	зависимости от	5	6
542	и уже	3	6
543	с которой	4	6
544	есть он	2	6
545	именно на	2	6
546	могут быть	5	6
547	и всегда	1	6
548	идеи и	2	6
549	людей в	1	6
550	независимо от	1	6
551	есть и	2	6
552	можно найти	3	6
553	уже у	1	6
554	к ней	1	6
555	дело здесь	1	6
556	себе а	1	6
557	она является	2	6
558	самой действительности	2	6
559	перестает быть	4	6
560	и того	1	6
561	к другой	1	6
562	на первом	2	6
563	как на	4	6
564	под названием	1	6
565	в зависимости	5	6
566	вся эта	1	6
567	нельзя сказать	1	6
568	не знает	5	6
569	прежде чем	1	6
570	вещи не	1	6
571	который является	1	6
572	в новое	1	6
573	бы быть	3	6
574	же мы	2	6
575	и ничего	1	6
576	можно только	1	6
577	как таковой	2	6
578	из тех	3	6
579	в слове	1	6
580	в известном	1	6
581	для меня	2	6
582	и той	1	6
583	этого слова	3	6
584	с его	14	6
585	этом отношении	7	6
586	но с	4	6
587	по существу	5	6
588	к своему	1	6
589	не столь	1	6
590	на свете	1	6
591	только к	1	6
592	первый план	1	6
593	которую мы	1	6
594	который мы	2	6
595	мы его	2	6
596	нового времени	4	6
597	стороны и	1	6
598	та или	1	6
599	само по	4	6
600	не к	1	6
