N	2gram	Trubetskoy	Dialekti
1	не есть	1	181
2	и не	8	120
3	по себе	1	79
4	а не	5	78
5	и в	26	77
6	точки зрения	13	72
7	может быть	10	71
8	не только	10	66
9	то что	7	59
10	и есть	1	55
11	ничего не	1	54
12	не может	4	53
13	и даже	3	47
14	с точки	6	46
15	что это	3	46
16	так как	9	46
17	потому что	7	45
18	как бы	12	43
19	и что	4	42
20	ни в	1	42
21	не имеет	5	41
22	в том	11	40
23	в этом	15	39
24	то же	4	39
25	что такое	1	39
26	что она	1	38
27	это есть	1	38
28	в себе	6	38
29	что он	4	37
30	том что	7	37
31	прежде всего	2	37
32	так что	3	36
33	это не	1	36
34	что в	9	34
35	в нем	4	34
36	и все	2	33
37	того что	3	33
38	но и	9	32
39	ясно что	3	31
40	все это	6	31
41	сказать что	2	30
42	и как	3	30
43	было бы	1	29
44	так и	6	29
45	как и	1	28
46	никогда не	5	27
47	в виду	2	26
48	крайней мере	5	26
49	не в	2	26
50	по крайней	5	26
51	учение о	4	25
52	и пр	1	25
53	есть не	1	25
54	но это	1	24
55	если бы	3	24
56	таким образом	22	23
57	в то	4	23
58	это и	1	23
59	что оно	4	23
60	в чем	1	21
61	и с	10	20
62	о том	6	20
63	что и	6	20
64	что все	4	20
65	в таком	3	20
66	только в	4	20
67	в каком	1	20
68	совершенно не	1	20
69	только тогда	1	20
70	уже не	3	20
71	как раз	1	20
72	в самом	4	19
73	не менее	3	19
74	не существует	1	19
75	в своем	3	19
76	и это	2	19
77	тогда когда	2	19
78	что мы	2	19
79	и его	1	19
80	же время	2	18
81	хотя бы	3	18
82	с другой	8	18
83	ни на	1	18
84	жизни и	2	18
85	можно сказать	3	17
86	в сущности	1	17
87	той или	2	17
88	должно быть	1	17
89	но если	2	17
90	кроме того	1	16
91	к нему	7	16
92	только не	2	16
93	тем не	3	16
94	в своей	1	16
95	да и	1	16
96	нет ничего	1	16
97	конечно не	2	16
98	мы не	1	16
99	другими словами	1	16
100	только что	2	15
101	все же	6	15
102	так же	5	15
103	то в	1	15
104	несмотря на	6	15
105	мы уже	1	15
106	самом деле	1	15
107	в виде	4	15
108	быть и	2	15
109	и о	3	15
110	на то	2	15
111	а именно	1	14
112	есть то	1	14
113	с ним	1	14
114	не было	2	14
115	и ее	1	14
116	ни с	1	14
117	таком случае	1	14
118	и потому	6	14
119	и только	4	14
120	и к	5	13
121	другой стороны	1	13
122	отличается от	2	13
123	что именно	2	13
124	что они	1	13
125	время как	1	13
126	и следовательно	1	13
127	в смысле	4	13
128	он не	4	13
129	в силу	5	13
130	с ее	1	13
131	но в	7	13
132	в ней	1	13
133	именно в	2	12
134	и нет	3	12
135	с этим	1	12
136	но не	8	12
137	могут быть	1	12
138	иной раз	2	12
139	не могут	2	12
140	еще не	2	12
141	и если	3	12
142	и тогда	4	12
143	законы природы	1	12
144	все эти	6	12
145	тем более	1	12
146	а в	4	12
147	в них	2	11
148	как только	1	11
149	в данном	1	11
150	только на	1	11
151	быть в	1	11
152	что мир	1	11
153	должны быть	1	11
154	из них	7	11
