N	2gram	Bakhtin_Fr	Vvedenie
1	в том	13	38
2	в этом	21	35
3	и в	73	35
4	может быть	5	30
5	том что	8	30
6	не только	11	26
7	того чтобы	2	22
8	таким образом	34	21
9	также и	6	20
10	не может	4	19
11	то что	12	19
12	потому что	9	18
13	только в	7	16
14	о том	13	16
15	так как	9	15
16	что в	14	13
17	в самом	9	13
18	и не	13	13
19	в нем	18	13
20	в его	18	12
21	того что	5	12
22	в их	5	12
23	точки зрения	6	12
24	как на	1	12
25	то же	16	11
26	в ее	6	11
27	по себе	2	11
28	в данном	3	11
29	этом смысле	1	11
30	как мы	19	11
31	прежде всего	18	10
32	не в	12	10
33	между тем	2	10
34	в той	8	10
35	уже и	1	10
36	но в	12	10
37	как об	1	9
38	дело с	1	9
39	смысле этого	1	9
40	все же	2	9
41	из этих	1	9
42	но не	1	9
43	и как	5	9
44	в истории	3	9
45	это не	7	8
46	в качестве	11	8
47	как нечто	2	8
48	именно в	4	8
49	о котором	5	8
50	а только	2	8
51	широком смысле	1	8
52	можно было	4	8
53	с другой	3	8
54	и то	3	7
55	до сих	3	7
56	в применении	1	7
57	в большей	2	7
58	в широком	1	7
59	как и	19	7
60	самом деле	4	7
61	но и	15	7
62	не трудно	1	7
63	сих пор	3	7
64	в разных	2	7
65	было бы	5	7
66	о природе	1	7
67	этот вопрос	1	7
68	как бы	15	7
69	один из	5	6
70	об этом	2	6
71	все это	19	6
72	не могут	3	6
73	его в	3	6
74	xviii в	1	6
75	на этот	1	6
76	тем что	8	6
77	с тем	2	6
78	а именно	2	6
79	вместе с	9	6
80	в которых	3	6
81	же время	12	6
82	и это	6	6
83	трудно видеть	1	6
84	так например	2	6
85	вовсе не	11	6
86	уже не	2	6
87	применении к	1	6
88	и даже	4	6
89	и что	5	6
90	как он	4	6
91	сказать что	4	6
92	том чтобы	1	6
93	но если	1	6
94	и его	18	6
95	в то	14	6
96	а в	10	6
97	иное как	1	6
98	смотреть на	1	5
99	уже в	9	5
100	внимание на	2	5
101	с этой	4	5
102	хотя и	5	5
103	что и	6	5
104	в виду	4	5
105	другой стороны	2	5
106	с их	1	5
107	в них	14	5
108	но с	3	5
109	в первом	1	5
110	одним из	3	5
111	дело в	2	5
112	имеет дело	2	5
113	не есть	2	5
114	что он	8	5
115	что иное	1	5
116	одно из	2	5
117	от этого	3	5
118	по своему	3	5
119	данном случае	1	5
120	во всяком	2	5
121	в течение	2	5
122	так что	2	5
123	и тем	3	5
124	а не	2	5
125	есть и	4	5
126	дело не	2	5
127	в различных	2	5
128	на основании	1	5
129	не что	1	5
130	и т.д	3	5
131	или вообще	1	5
132	быть в	1	5
133	а как	1	5
134	не просто	3	5
135	в целом	1	5
136	как это	2	5
137	есть не	2	5
138	всяком случае	1	5
139	в особенности	5	4
140	в более	4	4
141	в центре	2	4
142	в прямом	1	4
143	здесь нет	3	4
144	с одной	3	4
145	с точки	4	4
146	этом отношении	3	4
147	о чем	2	4
148	как раз	3	4
149	в результате	7	4
150	в виде	2	4
151	в себе	16	4
152	видит в	1	4
153	должен был	1	4
154	но все	5	4
155	в одном	5	4
156	в котором	4	4
157	заключается в	1	4
158	традиции и	2	4
159	и ее	2	4
160	как она	2	4
161	в своей	4	4
162	да и	1	4
163	в чем	3	4
164	должен быть	4	4
165	к тому	2	4
166	еще не	3	4
167	однако не	1	4
168	не имеет	4	4
169	времени и	2	4
170	в каждом	1	4
171	еще и	2	4
172	как о	5	4
173	даже и	1	4
174	одной стороны	3	4
175	в чисто	1	4
176	по отношению	3	4
177	мы имеем	2	4
178	не вполне	1	4
179	отличие от	1	4
180	той же	9	4
181	отношению к	3	4
182	одной из	5	4
183	в области	3	4
184	наук и	1	4
185	только с	2	4
186	и для	8	4
187	и обратно	3	4
188	из них	6	4
189	всего того	1	3
190	своего рода	3	3
191	и к	6	3
192	в свое	2	3
193	с этим	4	3
194	культурного развития	1	3
195	и здесь	5	3
196	и на	12	3
197	того как	7	3
198	и вот	3	3
199	на том	2	3
200	такого рода	1	3
201	понятно что	2	3
202	при этом	5	3
203	что это	9	3
204	в сущности	8	3
205	говорит о	2	3
206	из которых	2	3
207	не как	2	3
208	в отношении	6	3
209	в этих	6	3
210	чем в	1	3
211	связи с	5	3
212	с чисто	1	3
213	и сам	2	3
214	человеческой культуры	3	3
215	строгом смысле	1	3
216	а также	8	3
217	в силу	1	3
218	мы говорим	2	3
219	в конце	9	3
220	вообще не	1	3
221	находит себе	2	3
222	вряд ли	1	3
223	по содержанию	1	3
224	одновременно и	2	3
225	как в	9	3
226	направление в	2	3
227	большей или	3	3
228	между ними	2	3
229	в каком	1	3
230	есть еще	1	3
231	той или	1	3
232	свое время	2	3
233	и того	1	3
234	литературы в	1	3
235	чем же	2	3
236	на этой	4	3
237	и других	3	3
238	все эти	24	3
239	то это	1	3
240	как целое	1	3
241	и есть	3	3
242	сливается с	2	3
243	язык и	2	3
244	на этом	6	3
245	свое выражение	1	3
246	до нас	10	3
247	стороны и	1	3
248	своей природе	1	3
249	что же	1	3
250	в значительной	5	3
251	так чтобы	3	3
252	в работе	1	3
253	в другом	4	3
254	в строгом	1	3
255	совсем не	3	3
256	второй половины	1	3
257	этой работы	1	3
258	в ней	10	3
259	вот почему	1	3
260	времени в	2	3
261	и тогда	1	3
262	и уже	1	3
263	во второй	3	3
264	в слове	1	3
265	в частности	2	3
266	только на	2	3
267	не с	1	3
268	в этой	18	3
269	же самое	1	3
270	в начале	4	3
271	того же	7	3
272	так же	11	3
273	при помощи	1	3
274	или как	1	3
275	и наоборот	1	3
276	этому поводу	1	3
277	было сказано	1	3
278	или меньшей	2	3
279	отношение к	3	3
280	наряду с	1	3
281	на нее	1	3
282	до конца	5	3
283	в своем	13	3
284	по этому	4	3
285	или иной	1	3
286	и вообще	3	3
287	одна из	7	3
288	как будто	1	3
289	здесь не	2	3
290	он сам	4	3
291	к этому	5	3
292	для этого	2	3
293	что уже	1	3
294	в известной	1	3
295	мы видели	7	3
296	к нему	7	3
297	никогда не	6	3
298	при жизни	1	2
299	с которыми	1	2
300	ближе к	1	2
301	во всем	5	2
302	так и	13	2
303	должна была	1	2
304	и другие	3	2
305	что они	2	2
306	этой книги	2	2
307	находятся в	2	2
308	во втором	1	2
309	на языке	4	2
310	после того	6	2
311	ни с	1	2
312	и сейчас	1	2
313	первом случае	1	2
314	второй половине	1	2
315	знать и	1	2
316	собой в	1	2
317	должна быть	3	2
318	мы не	2	2
319	с полной	2	2
320	время в	3	2
321	смысле в	1	2
322	культуры это	1	2
323	момента в	2	2
324	несмотря на	3	2
325	из того	1	2
326	и историческими	2	2
327	учение о	2	2
328	о них	1	2
329	это уже	3	2
330	он и	2	2
331	природе и	1	2
332	и из	2	2
333	мысли и	3	2
334	сам по	2	2
335	после этого	1	2
336	а затем	1	2
337	о которой	1	2
338	и сама	2	2
339	него в	2	2
340	себя в	3	2
341	для них	1	2
342	возрождения и	1	2
343	у нас	4	2
344	целом ряде	1	2
345	в формах	3	2
346	в следующем	3	2
347	них и	2	2
348	и развития	1	2
349	такого же	1	2
350	говорит он	1	2
351	в таких	2	2
352	в своих	1	2
353	не было	4	2
354	этого не	1	2
355	а во-вторых	1	2
356	что к	1	2
357	и с	17	2
358	наших дней	2	2
359	с ней	1	2
360	по их	3	2
361	на соответствующие	1	2
362	значение в	2	2
363	это есть	1	2
364	по существу	8	2
365	жизни и	6	2
366	обращенная к	1	2
367	том или	2	2
368	например в	8	2
369	до наших	2	2
370	в ряде	6	2
371	отношениях между	1	2
372	в наиболее	1	2
373	и без	1	2
374	в связи	3	2
375	выражение в	3	2
376	рядом с	9	2
377	и так	2	2
378	оказалось что	2	2
379	другом месте	3	2
380	есть только	3	2
381	следовательно и	2	2
382	и при	1	2
383	или ином	2	2
384	и со	2	2
385	по тем	1	2
386	по его	1	2
387	об особом	1	2
388	же касается	1	2
389	но уже	3	2
390	себе и	2	2
391	те кто	2	2
392	в каждой	2	2
393	как только	1	2
394	целого и	2	2
395	искусство и	1	2
396	и те	5	2
397	которые были	2	2
398	в дальнейшем	3	2
399	во всех	13	2
400	действительности в	1	2
401	и потому	6	2
402	ними и	1	2
403	мы можем	1	2
404	а с	1	2
405	не существует	1	2
406	не могли	1	2
407	что мы	2	2
408	само собой	1	2
409	этой традиции	2	2
410	так называемая	1	2
411	мы уже	25	2
412	ничего не	4	2
413	в языке	1	2
414	в свою	3	2
415	iv в	1	2
416	и собственно	1	2
417	половине xix	1	2
418	это очевидно	1	2
419	по самой	1	2
420	в отношениях	1	2
421	из его	1	2
422	в этот	1	2
423	уже знаем	1	2
424	значительной мере	1	2
425	у них	3	2
426	еще раз	1	2
427	из которой	1	2
428	не мог	2	2
429	для нее	1	2
430	что если	2	2
431	именно на	2	2
432	средних веков	3	2
433	увидим что	1	2
434	если же	1	2
435	речь идет	1	2
436	из него	1	2
437	чем больше	1	2
438	в тех	1	2
439	в форме	6	2
440	слове но	1	2
441	и до	14	2
442	лишь как	1	2
443	свое значение	1	2
444	тогда как	1	2
445	каждый из	2	2
446	литературы и	1	2
447	до того	3	2
448	свою очередь	3	2
449	не совпадает	1	2
450	чем они	1	2
451	таким путем	2	2
452	известной мере	1	2
453	одно и	2	2
454	природы и	3	2
455	мы называем	1	2
456	отсюда и	2	2
457	и др	12	2
458	в достаточной	1	2
459	значение и	1	2
460	должно быть	4	2
461	одного и	2	2
462	в основу	2	2
463	литературе не	1	2
464	был в	3	2
465	а так	1	2
466	все время	4	2
467	том же	1	2
468	тем более	1	2
469	иной раз	2	2
470	с помощью	11	2
471	всего к	1	2
472	что именно	2	2
473	только после	1	2
474	его к	3	2
475	бы ее	1	2
476	преимущественно в	1	2
477	же это	1	2
478	это в	4	2
479	на котором	1	2
480	этого слова	1	2
481	но это	3	2
482	конце концов	5	2
483	на тему	1	2
484	большей степени	1	2
485	бы в	3	2
486	жизни как	1	2
487	в число	1	2
488	в подлинном	1	2
489	котором он	1	2
490	что было	1	1
491	все в	1	1
492	новым поколением	1	1
493	всего в	5	1
494	к целому	1	1
495	от простого	1	1
496	обращена к	1	1
497	был и	3	1
498	связи и	3	1
499	и стало	1	1
500	действительно ли	1	1
501	все что	5	1
502	образом нет	1	1
503	мы видим	13	1
504	в гораздо	1	1
505	знать что	3	1
506	в настоящем	1	1
507	для нашего	2	1
508	все здесь	1	1
509	та же	7	1
510	очевидностью это	1	1
511	против этой	1	1
512	образа этот	1	1
513	степени в	1	1
514	явления как	1	1
515	и очень	2	1
516	ii но	1	1
517	они не	2	1
518	которое он	2	1
519	различие между	1	1
520	к человеку	2	1
521	форм только	1	1
522	в момент	1	1
523	внешним образом	1	1
524	жить в	2	1
525	также что	3	1
526	известно что	1	1
527	зрения совершенно	1	1
528	роль и	1	1
529	и объединяет	1	1
530	исторической жизни	1	1
531	жизни а	1	1
532	время и	1	1
533	также часто	1	1
534	как к	1	1
535	за исключением	1	1
536	он только	2	1
537	чем на	1	1
538	до него	2	1
539	том числе	4	1
540	и прочих	1	1
541	которых мы	2	1
542	притом не	2	1
543	оно было	3	1
544	могли не	1	1
545	в поисках	1	1
546	отношения к	1	1
547	и в-третьих	1	1
548	или по	1	1
549	ней то	1	1
550	кризиса и	1	1
551	еще более	4	1
552	данных по	1	1
553	однако и	1	1
554	материала и	1	1
555	с вещами	2	1
556	ним в	1	1
557	новое и	2	1
558	для него	7	1
559	эта идея	1	1
560	которых он	1	1
561	самостоятельное существование	1	1
562	времени было	1	1
563	но от	1	1
564	ни было	2	1
565	слова таким	1	1
566	входят в	3	1
567	или два	1	1
568	с ним	6	1
569	кроме того	6	1
570	это своеобразное	1	1
571	они только	2	1
572	необходимо несколько	1	1
573	было не	1	1
574	в некоторых	1	1
575	которого он	1	1
576	по адресу	3	1
577	и места	1	1
578	в литературе	5	1
579	ее в	1	1
580	всех ее	2	1
581	в область	3	1
582	от этой	2	1
583	для нас	2	1
584	и этим	2	1
585	интерес к	2	1
586	новой жизнью	1	1
587	сказать следующее	1	1
588	слова в	1	1
589	и о	2	1
590	золото и	1	1
591	с каждым	1	1
592	то мы	1	1
593	содержанию своему	1	1
594	в-третьих наконец	1	1
595	самом же	1	1
596	на самом	2	1
597	здесь в	9	1
598	предисловии к	1	1
599	далее в	1	1
600	имел в	1	1
601	языках и	1	1
602	лицом к	1	1
603	его от	1	1
604	на которой	3	1
605	необходимый для	1	1
606	части своего	2	1
607	не больше	1	1
608	здесь уже	1	1
609	понятий в	1	1
610	и которые	1	1
611	у него	13	1
612	по словам	1	1
613	что между	2	1
614	связан и	2	1
615	не на	5	1
616	мы находим	3	1
617	различия между	1	1
618	нас от	1	1
619	раз в	2	1
620	его время	1	1
621	что непосредственно	1	1
622	др в	1	1
623	что все	3	1
624	оно не	2	1
625	также в	1	1
626	как они	1	1
627	чтобы в	1	1
628	есть нечто	1	1
629	характер но	1	1
630	более или	3	1
631	в духе	4	1
632	но на	1	1
633	все то	3	1
634	но он	8	1
635	в рим	1	1
636	чем ближе	1	1
637	г и	1	1
638	на свой	1	1
639	или в	5	1
640	однако что	1	1
641	них должно	1	1
642	от своего	1	1
643	из важнейших	1	1
644	каждым новым	1	1
645	что его	2	1
646	всех его	3	1
647	в идее	1	1
648	в соответствующей	1	1
649	что у	3	1
650	который как	1	1
651	человек которого	1	1
652	этим и	1	1
653	помощи которого	1	1
654	и все	19	1
655	и замкнутого	1	1
656	имели преимущественно	1	1
657	из самых	4	1
658	еще в	4	1
659	даже прямо	1	1
660	есть в	9	1
661	античности в	1	1
662	обширный круг	1	1
663	из моих	1	1
664	в глубине	1	1
665	может и	2	1
666	в эпоху	13	1
667	и эта	4	1
668	ведущие к	1	1
669	в построении	2	1
670	вещей и	2	1
671	представление о	3	1
672	бы оно	2	1
673	в простейшем	1	1
674	значения и	1	1
675	в таком	1	1
676	или иная	1	1
677	говорить в	1	1
678	если он	1	1
679	судить о	1	1
680	теснейшим образом	1	1
681	очень много	1	1
682	так много	4	1
683	в жизни	1	1
684	в числе	1	1
685	места и	1	1
686	заметить что	1	1
687	не остается	1	1
688	литературе и	2	1
689	правда в	1	1
690	участие в	1	1
691	нет вообще	1	1
692	этого типа	1	1
693	в изображении	4	1
694	легче и	1	1
695	состоит из	1	1
696	обстоятельство что	1	1
697	выражаются в	1	1
698	есть совершенно	1	1
699	встречается в	1	1
700	с ними	4	1
701	речь не	1	1
702	есть тот	1	1
703	что по	2	1
704	духа в	2	1
705	из различных	1	1
706	рода и	1	1
707	или даже	2	1
708	далеко не	2	1
709	говорят о	1	1
710	между прочим	2	1
711	в одно	1	1
712	времени как	1	1
713	на эту	1	1
714	человека на	1	1
715	человеке и	1	1
716	из четырех	2	1
717	во главе	1	1
718	был первым	1	1
719	и отдельных	1	1
720	как с	1	1
721	народа и	4	1
722	правда не	2	1
723	свою деятельность	1	1
724	изобразительных искусствах	3	1
725	это требует	1	1
726	и я	1	1
727	в новой	7	1
728	в такой	1	1
729	здесь говорится	1	1
730	самым лучшим	1	1
731	их материал	1	1
732	между собой	2	1
733	в новом	1	1
734	через них	1	1
735	у древних	1	1
736	этой целью	1	1
737	в свете	3	1
738	том как	3	1
739	достаточной степени	1	1
740	ведь в	2	1
741	это было	4	1
742	этот образ	6	1
743	на его	1	1
744	них в	1	1
745	природа и	1	1
746	которая не	1	1
747	нем все	1	1
748	формах и	3	1
749	от целого	1	1
750	тому же	1	1
751	в дальнейшей	1	1
752	в лучшем	1	1
753	к концу	1	1
754	в эту	2	1
755	или менее	3	1
756	и у	7	1
757	что их	2	1
758	и цельного	1	1
759	в одной	5	1
760	мысли в	1	1
761	стать предметом	1	1
762	культура и	1	1
763	включая и	1	1
764	руки и	1	1
765	связано с	3	1
766	и другого	1	1
767	развития человечества	2	1
768	его органами	1	1
769	вполне понятными	1	1
770	а для	2	1
771	по поводу	1	1
772	тут нет	1	1
773	и сложного	1	1
774	ему не	2	1
775	на них	3	1
776	из общего	1	1
777	жизнь и	3	1
778	нечто замкнутое	1	1
779	не была	1	1
780	что идея	1	1
781	в природе	1	1
782	представляла собой	1	1
783	что эти	1	1
784	необходимость в	1	1
785	говорится о	1	1
786	здесь как	2	1
787	ко всему	1	1
788	это и	1	1
789	его и	1	1
790	человека в	3	1
791	более слабой	1	1
792	в уста	1	1
793	и эти	2	1
794	находит свое	2	1
795	реальным и	1	1
796	с двумя	1	1
797	а к	1	1
798	не принадлежит	1	1
799	момента хотя	1	1
800	и более	1	1
801	напомнить что	1	1
802	это были	1	1
803	жизни для	1	1
804	опору в	1	1
805	по ее	2	1
806	с самого	2	1
807	образом мы	1	1
808	имеет свои	1	1
809	видеть и	2	1
810	и такие	1	1
811	на части	5	1
812	в предисловии	1	1
813	связь истории	1	1
814	об особой	1	1
815	руки его	1	1
816	и глубины	1	1
817	тех же	2	1
818	дошедшие до	1	1
819	эта связь	1	1
820	например у	2	1
821	того они	1	1
822	средние века	9	1
823	нельзя было	1	1
824	в круг	1	1
825	превращается в	2	1
826	это как	1	1
827	или меньшую	1	1
828	перестановками и	1	1
829	другими словами	2	1
830	на той	1	1
831	еще сильнее	1	1
832	чтобы говорить	1	1
833	так сказать	5	1
834	слова было	2	1
835	наконец в	1	1
836	не должен	1	1
837	автора и	1	1
838	во всей	2	1
839	явления современности	1	1
840	тем лучше	1	1
841	истории но	2	1
842	нашел в	1	1
843	не должно	3	1
844	одну из	2	1
845	но во	1	1
846	нам по	1	1
847	времени становится	1	1
848	не по	1	1
849	что находится	2	1
850	не быть	1	1
851	и должна	1	1
852	но здесь	2	1
853	в подобных	1	1
854	и другой	1	1
855	ряда других	1	1
856	во многих	2	1
857	роста и	2	1
858	не всегда	1	1
859	конечно и	4	1
860	этот текст	1	1
861	явления в	1	1
862	ряде других	2	1
863	в себя	3	1
864	больше в	1	1
865	из себя	1	1
866	и т.п	21	1
867	не раз	1	1
868	в руках	4	1
869	материя из	1	1
870	в которой	3	1
871	именно потому	1	1
872	лишь в	2	1
873	не будет	1	1
874	начале этой	1	1
875	то обстоятельство	1	1
876	между двумя	1	1
877	вследствие этого	1	1
878	то все	1	1
879	есть то	2	1
880	своего времени	3	1
881	представлением о	1	1
882	дошедших до	1	1
883	уже у	1	1
884	и языки	1	1
885	них были	1	1
886	нужно сказать	4	1
887	не приходится	1	1
888	мы снова	1	1
889	и та	1	1
890	люди с	2	1
891	и об	2	1
892	не могла	2	1
893	он избирает	1	1
894	самого слова	1	1
895	к данному	1	1
896	по греческому	1	1
897	за пределы	1	1
898	ближе всего	1	1
899	не потому	1	1
900	есть такие	1	1
901	говорит что	2	1
902	этим не	1	1
903	ее с	1	1
904	носа и	1	1
905	отрицательный характер	1	1
