N	3gram	Losev_Prob	VLabPisa
1	и т д	12	16
2	в этом отношении	2	14
3	и т п	1	9
4	не может быть	5	8
5	с другой стороны	7	8
6	по этому поводу	5	7
7	более или менее	7	6
8	в том что	7	5
9	хотя бы и	3	5
10	в зависимости от	1	5
11	в то же	4	5
12	вместе с тем	2	4
13	можно сказать что	6	4
14	не было бы	1	4
15	не могут быть	1	4
16	в связи с	7	4
17	к тому что	1	4
18	в значительной мере	2	3
19	о том как	2	3
20	для того чтобы	9	3
21	о том что	16	3
22	подобно тому как	2	3
23	в этой области	5	3
24	и в то	1	3
25	хотя бы в	1	3
26	та или иная	1	3
27	одной стороны и	2	2
28	не могут не	1	2
29	ни один из	1	2
30	во всяком случае	11	2
31	от того что	1	2
32	в том чтобы	1	2
33	по крайней мере	8	2
34	в чем же	1	2
35	в результате чего	1	2
36	и в другом	1	2
37	точном смысле слова	2	2
38	так и от	1	2
39	в том числе	2	2
40	бы не было	3	2
41	таким образом в	1	2
42	в точном смысле	1	2
43	уже по одному	1	2
44	говорить не о	1	2
45	до сих пор	6	2
46	не только не	4	2
47	иметь в виду	4	2
48	в конце концов	11	2
49	том числе и	2	2
50	что все эти	1	2
51	по одному тому	1	2
52	не только в	3	2
53	во всех этих	2	2
54	в каждом отдельном	1	2
55	из них не	1	2
56	не может не	1	2
57	в частности в	2	2
58	вот что пишет	1	2
59	только в том	4	2
60	только то что	6	2
61	одному тому что	1	2
62	с одной стороны	4	2
63	также и в	2	2
64	можно было бы	4	2
65	и не может	1	2
66	так же как	2	1
67	это то что	4	1
68	и не быть	1	1
69	никак не могут	1	1
70	том как он	1	1
71	но ведь это	1	1
72	как же в	1	1
73	в той или	1	1
74	значительно увеличить не	1	1
75	этому поводу с	1	1
76	имеет ничего общего	4	1
77	в том же	1	1
78	отнюдь не в	1	1
79	того или иного	6	1
80	между собою и	1	1
81	как будто бы	4	1
82	речь идет только	1	1
83	той или иной	5	1
84	но вместе с	1	1
85	относится к сфере	1	1
86	в какой мере	1	1
87	имеются в виду	1	1
88	на то что	12	1
89	говорить только о	2	1
90	и может быть	1	1
91	не могут обойтись	1	1
92	но и в	3	1
93	то как будто	1	1
94	в этом же	1	1
95	в этом смысле	8	1
96	того что мы	2	1
97	речь может идти	1	1
98	в результате этого	1	1
99	один из них	1	1
100	один из видов	1	1
101	и в результате	1	1
102	в том случае	2	1
103	в вечном муже	1	1
104	может быть даже	2	1
105	ни в какой	1	1
106	имеем в виду	1	1
107	бы значительно увеличить	1	1
108	то время как	2	1
109	бы он был	1	1
110	в этом случае	6	1
111	том или ином	1	1
112	или иной мере	1	1
113	говоря уже о	5	1
114	вовсе не значит	1	1
115	то что в	4	1
116	в самом деле	4	1
117	и тем более	2	1
118	как один из	1	1
119	и во всех	1	1
120	в братьях карамазовых	1	1
121	значит что он	1	1
122	не отличается от	1	1
123	что а белый	1	1
124	не значит что	1	1
125	только в этом	2	1
126	в то время	2	1
127	мы встречаемся с	1	1
128	тех или иных	2	1
129	а между тем	1	1
130	что в них	1	1
131	и сознания а	1	1
132	идеи и образа	1	1
133	но даже и	1	1
134	и то же	1	1
135	приводит в движение	1	1
136	в художественном образе	1	1
137	и есть то	1	1
138	в таком случае	14	1
139	же в таком	2	1
140	не говоря уже	6	1
141	так или иначе	7	1
142	хотя и не	2	1
143	сами по себе	5	1
144	оно и может	1	1
145	как это мы	2	1
146	какой мере не	1	1
147	говоря только с	1	1
148	где же в	1	1
149	что в процессе	1	1
150	этом отношении ему	1	1
151	ли это что	1	1
152	не чем иным	2	1
153	было бы значительно	1	1
154	что ни один	1	1
155	идти только о	1	1
156	может быть никакого	1	1
157	ничего общего с	9	1
158	ни одна из	2	1
159	не чувственное представление	1	1
160	может охватить и	1	1
161	именно в этом	2	1
162	одно и то	1	1
163	но в то	1	1
164	то или иное	2	1
165	том что и	1	1
166	познания объективной действительности	1	1
167	но что она	1	1
168	в данном случае	10	1
169	есть то что	1	1
170	в том или	1	1
171	даже и в	3	1
172	но даже в	1	1
173	что его можно	1	1
174	того или другого	2	1
175	крайней мере сам	1	1
176	а в том	1	1
177	значит ли это	1	1
178	если он не	1	1
179	к тому же	1	1
180	может идти только	1	1
181	чем иным как	2	1
182	не имеет ничего	4	1
183	же как и	1	1
184	только один из	1	1
185	не может обойтись	1	1
186	мышления в этом	2	1
187	уже о том	1	1
188	можно ли считать	1	1
189	в целом и	1	1
190	то же самое	9	1
191	никогда не может	2	1
192	том случае если	1	1
193	сама по себе	6	1
194	и сводится к	1	1
195	его от других	1	1
196	это вовсе не	2	1
197	в сознании а	1	1
198	но все же	1	1
199	предмета в его	1	1
200	все это не	1	1
201	мы не будем	2	1
202	вопрос о том	2	1
203	а не только	2	1
204	только тогда когда	4	1
205	и в искусстве	2	1
206	даже и не	4	1
207	тот или иной	3	1
208	те или иные	1	1
209	если бы он	1	1
210	мы имеем дело	1	1
211	является не чем	1	1
212	может быть и	5	1
213	можно говорить только	1	1
