N	3gram	Propp_Isto	Otkroven
1	для того чтобы	1	3
2	не могут быть	1	2
3	с тем что	3	2
4	никогда не было	1	2
5	он прежде всего	1	2
6	не может быть	8	2
7	но и в	4	2
8	это было бы	1	2
9	и в этом	1	2
10	что у него	1	2
11	сам по себе	1	1
12	отрицательного отношения к	1	1
13	он должен был	1	1
14	в одном месте	2	1
15	о том что	5	1
16	в том что	6	1
17	не в том	1	1
18	их не в	1	1
19	друг с другом	3	1
20	а иногда и	1	1
21	в одно время	1	1
22	в том случае	1	1
23	с вопросом о	1	1
24	его не было	1	1
25	ни с какими	1	1
26	в иных случаях	1	1
27	и когда он	3	1
28	это вопрос о	1	1
29	и с чего	1	1
30	может быть назван	2	1
31	то что в	2	1
32	как будто бы	2	1
33	смысле этого слова	1	1
34	ни к каким	1	1
35	в другом месте	2	1
36	он указывает на	1	1
37	вместо того чтобы	2	1
38	связана с тем	1	1
39	о том как	2	1
40	само по себе	2	1
41	и прежде всего	1	1
42	может ли он	1	1
43	в этом отношении	1	1
44	что это за	5	1
45	дома но и	1	1
46	да и то	1	1
47	это потому что	1	1
48	а не только	1	1
49	на то что	5	1
50	должен был бы	1	1
51	но никогда не	1	1
52	человека а не	1	1
53	не думаю чтобы	1	1
54	том что в	1	1
55	прежде всего в	1	1
56	не было и	1	1
57	он подошел к	1	1
58	говорят о том	1	1
59	после того как	2	1
60	что он был	1	1
