N	2gram	Bakhtin_Pr	SlovoVZh
1	не может	31	16
2	может быть	38	14
3	точки зрения	36	14
4	как бы	40	13
5	и его	21	13
6	таким образом	22	12
7	и в	59	12
8	отношению к	17	11
9	по отношению	17	11
10	в нашем	3	11
11	и не	66	10
12	так как	11	9
13	если бы	12	9
14	прежде всего	17	8
15	для нас	3	7
16	сказать что	9	7
17	художественного произведения	1	7
18	все время	4	6
19	в ней	8	6
20	слова и	2	6
21	с помощью	1	6
22	в том	17	6
23	художественную форму	1	6
24	в процессе	4	6
25	только в	15	6
26	в нем	38	6
27	при этом	5	6
28	к содержанию	1	6
29	и др	1	5
30	можно сказать	3	5
31	что мы	2	5
32	героя и	11	5
33	хотя бы	5	5
34	должна быть	4	5
35	то же	15	5
36	художественной формы	6	5
37	к предмету	1	5
38	а не	30	5
39	в виду	2	5
40	то что	21	5
41	в жизни	7	5
42	как и	21	5
43	как в	10	5
44	том что	15	5
45	и следовательно	7	5
46	но в	7	5
47	никогда не	19	5
48	в самом	19	4
49	и к	5	4
50	к автору	1	4
51	в литературе	7	4
52	и на	15	4
53	свое выражение	1	4
54	не только	26	4
55	ни было	4	4
56	и является	1	4
57	на самом	5	4
58	как если	1	4
59	за пределы	10	4
60	от того	4	4
61	его в	6	4
62	с другой	3	4
63	не в	10	4
64	дело в	1	4
65	отношение к	4	4
66	что не	6	4
67	так и	13	4
68	уже не	14	4
69	жизни и	21	4
70	в этом	40	4
71	все же	9	4
72	зависимости от	5	4
73	к нему	13	4
74	бы то	3	3
75	как к	3	3
76	и с	10	3
77	ее и	2	3
78	находит свое	2	3
79	к герою	6	3
80	до сих	3	3
81	это как	2	3
82	и более	2	3
83	в котором	6	3
84	с героем	2	3
85	автору и	1	3
86	и по	4	3
87	и пр	3	3
88	мы не	3	3
89	то ни	3	3
90	или не	2	3
91	между тем	5	3
92	для него	23	3
93	отношении к	3	3
94	с ним	13	3
95	не должна	1	3
96	того что	4	3
97	быть и	1	3
98	и уже	3	3
99	тем не	1	3
100	в некоторых	1	3
101	все это	12	3
102	он должен	1	3
103	ни в	5	3
104	с автором	1	3
105	в пределах	13	3
106	конечно не	7	3
107	по себе	13	3
108	так же	10	3
109	оценки которые	1	3
110	в них	5	3
111	в каком	2	3
112	в творчестве	6	3
113	этой точки	3	3
114	самом деле	9	3
115	только на	1	3
116	но для	2	3
117	в себе	9	3
118	слово в	3	3
119	произведения и	2	3
120	ясно что	1	3
121	художественном произведении	1	3
122	все эти	12	3
123	о том	5	3
124	в своей	17	3
125	и герой	2	3
126	здесь не	2	3
127	не менее	3	3
128	из этого	1	3
129	в художественном	5	3
130	художественного творчества	3	3
131	да и	3	3
132	но и	22	3
133	и для	5	3
134	точек зрения	5	3
135	точка зрения	14	3
136	и ее	5	3
137	и наконец	5	3
138	сих пор	3	3
139	формы и	1	3
140	не к	1	3
141	еще не	11	3
142	в особенности	2	2
143	что в	14	2
144	все они	4	2
145	самое слово	2	2
146	наиболее яркое	1	2
147	перестает быть	4	2
148	слова так	1	2
149	но это	7	2
150	не так	3	2
151	и потому	9	2
152	и другие	4	2
153	смысл и	2	2
154	ни на	2	2
155	и то	1	2
156	выражение в	6	2
157	социальной жизни	2	2
158	мы можем	3	2
159	героя или	1	2
160	и самое	4	2
161	в данном	3	2
162	в душе	1	2
163	в то	15	2
164	еще раз	3	2
165	по природе	4	2
166	сливается с	6	2
167	к слову	1	2
168	данном случае	3	2
169	в момент	4	2
170	согласие или	1	2
171	со всех	2	2
172	в основном	2	2
173	зависит от	1	2
174	с одной	1	2
175	совпадает с	3	2
176	уже в	9	2
177	высказывания и	1	2
178	там где	12	2
179	в его	44	2
180	с этой	1	2
181	она не	9	2
182	это не	13	2
183	идеологического творчества	2	2
184	автора и	7	2
185	относится к	2	2
186	как уже	1	2
187	довлеет себе	1	2
188	с точки	21	2
189	мы имеем	2	2
190	была бы	5	2
191	искусства и	1	2
192	несколько подробнее	2	2
193	словом и	2	2
194	на него	4	2
195	тем как	4	2
196	кроме того	3	2
197	тогда когда	2	2
198	в себя	3	2
199	от всех	1	2
200	и слово	6	2
201	но тем	1	2
202	как это	2	2
203	те же	3	2
204	но все	8	2
205	но зато	1	2
206	от этой	1	2
207	если же	3	2
208	одно и	1	2
209	и та	1	2
210	из него	1	2
211	и что	2	2
212	что и	10	2
213	его социальной	1	2
214	в отношении	3	2
215	структурой и	1	2
216	в форме	8	2
217	свое своеобразие	2	2
218	же самое	1	2
219	и значение	1	2
220	конечно в	2	2
221	другой стороны	3	2
222	и вполне	2	2
223	их живого	1	2
224	как не	9	2
225	в этих	5	2
226	следовательно только	1	2
227	можно найти	3	2
228	или несогласие	1	2
229	оно не	2	2
230	как же	5	2
231	и притом	3	2
232	ко всем	2	2
233	соприкасается с	1	2
234	на это	2	2
235	имеем в	2	2
236	для других	2	2
237	к ним	3	2
238	и здесь	5	2
239	но конечно	3	2
240	как на	4	2
241	слова но	2	2
242	не довлеет	1	2
243	и все	4	2
244	но не	13	2
245	общего с	1	2
246	форму и	2	2
247	быть только	3	2
248	его как	6	2
249	не есть	2	2
250	слагается из	1	2
251	могут быть	5	2
252	и оценки	2	2
253	героев и	7	2
254	с другими	11	2
255	в самое	1	2
256	до конца	11	2
257	не остается	1	2
258	стороны и	1	2
259	в своем	12	2
260	в какой	2	2
261	вместе с	2	2
262	между ними	4	2
263	место в	2	2
264	в зависимости	5	2
265	к его	1	2
266	может стать	1	2
267	я ты	2	2
268	лежит на	1	2
269	такой же	1	2
270	бы оно	1	2
271	и так	1	2
272	можем сказать	2	2
273	оценок и	1	2
274	интонации но	1	2
275	оценки и	2	2
276	до известной	1	2
277	со словом	1	2
278	с его	14	2
279	они ни	2	2
280	себя и	4	2
281	его к	4	2
282	является для	2	2
283	известной степени	1	2
284	к этому	6	2
285	бы не	3	2
286	подчеркнуть что	4	2
287	он не	11	2
288	в условиях	4	2
289	независимо от	1	2
290	извне как	1	2
291	на материале	6	2
292	в чем	2	2
293	делает его	1	2
294	им не	1	2
295	точку зрения	9	2
296	как только	2	2
297	едва ли	1	2
298	ничего не	8	2
299	возможна только	1	2
300	более того	5	2
301	выражение и	1	2
302	или иным	1	1
303	все в	7	1
304	все стороны	2	1
305	и мир	4	1
306	хорошо и	1	1
307	в русской	3	1
308	художественного восприятия	1	1
309	к одному	1	1
310	остается в	2	1
311	этой оценки	1	1
312	жизнь и	3	1
313	себе в	1	1
314	они являются	1	1
315	то в	1	1
316	слова это	1	1
317	во всяком	5	1
318	она имеет	1	1
319	от него	3	1
320	в стиле	1	1
321	это и	10	1
322	литературы в	1	1
323	что они	3	1
324	его и	4	1
325	они действительно	1	1
326	является в	1	1
327	каждый элемент	1	1
