N	3gram	Bakhtin_KF	slovoVRo
1	не может быть	11	19
2	то же время	2	18
3	в то же	2	18
4	той или иной	2	15
5	с точки зрения	10	15
6	в большинстве случаев	1	11
7	во всех его	1	10
8	в зависимости от	1	8
9	во всяком случае	1	8
10	в значительной степени	1	7
11	но в то	1	7
12	и в то	1	6
13	не может не	1	6
14	в нем в	1	6
15	единый и единственный	3	5
16	в том что	2	5
17	по отношению к	22	5
18	хотя бы и	1	5
19	единого и единственного	9	5
20	до конца и	1	5
21	может быть и	1	5
22	для того чтобы	1	4
23	до сих пор	1	4
24	в свою очередь	1	4
25	в лучшем случае	1	4
26	никогда не может	1	4
27	того или иного	3	3
28	может быть только	7	3
29	как если бы	1	3
30	себя в нем	1	3
31	к тому что	1	3
32	но и здесь	3	3
33	и не в	1	3
34	со всех сторон	1	3
35	и связанных с	1	3
36	включает в себя	2	3
37	в другом случае	1	3
38	это не значит	1	2
39	как бы ни	1	2
40	в средние века	1	2
41	уже не в	1	2
42	то или иное	2	2
43	и во всех	1	2
44	всех своих моментах	2	2
45	тем не менее	2	2
46	не для того	1	2
47	в первом случае	1	2
48	в чем не	4	2
49	остановимся еще на	1	2
50	в нем не	1	2
51	себя до конца	1	2
52	но в этом	1	2
53	в известном смысле	1	2
54	и в этом	3	2
55	сих пор не	1	2
56	даже там где	1	2
57	но прежде всего	1	2
58	а не как	1	2
59	а следовательно и	1	2
60	во всех своих	3	2
61	именно там где	1	2
62	мы не можем	1	2
63	во всех этих	2	2
64	в этом его	2	2
65	между тем как	3	2
66	с ним и	1	2
67	связанных с ними	1	2
68	друг для друга	1	2
69	одновременно и в	1	2
70	как к таковому	1	2
71	и в нем	2	2
72	уже не только	1	2
73	ни в чем	4	2
74	подхода к действительности	1	1
75	для него самого	1	1
76	время от времени	1	1
77	к единому и	2	1
78	не в системе	1	1
79	бы и не	2	1
80	с человеком как	1	1
81	от единого и	2	1
82	и иных разновидностей	1	1
83	в конечном счете	1	1
84	по себе а	1	1
85	в отвлечении от	5	1
86	а не к	1	1
87	всего этого не	1	1
88	на задний план	1	1
89	бы и с	1	1
90	до конца в	1	1
91	мы говорим о	2	1
92	влечет за собой	1	1
93	дело не в	1	1
94	во всех отношениях	2	1
95	он не может	1	1
96	может войти в	1	1
97	своем месте и	1	1
98	он имеет дело	1	1
99	в себя момент	1	1
100	с ним в	1	1
101	и вследствие этого	1	1
102	имеют в виду	1	1
103	себя в своем	1	1
104	и их взаимное	1	1
105	конечно не в	1	1
106	и на своем	1	1
107	нисколько не понижает	1	1
108	в том случае	1	1
109	все это может	1	1
110	по самому своему	1	1
111	не есть еще	1	1
112	может казаться что	1	1
113	жизни в его	1	1
114	его целом с	1	1
115	нечто чего не	1	1
116	само по себе	1	1
117	в нем нет	1	1
118	лишь при условии	1	1
119	в его собственном	1	1
120	чем не укорененное	1	1
121	лежащий в основе	1	1
122	то ни было	2	1
123	там где оно	1	1
124	людей и их	1	1
125	ибо все это	1	1
126	а не в	2	1
127	нет подхода к	1	1
128	хотя бы только	1	1
129	и в его	1	1
130	бы то ни	2	1
131	то прежде всего	1	1
132	она исходит из	1	1
133	в его целом	10	1
134	но это не	1	1
135	его но конечно	1	1
136	он живет и	1	1
137	возможных точек зрения	1	1
138	нет места для	1	1
139	раз и навсегда	2	1
140	себя и для	1	1
141	себе а именно	1	1
142	не может войти	1	1
143	но лишь в	2	1
144	где оно не	1	1
145	признать что в	1	1
146	равно как и	1	1
147	могла бы быть	3	1
148	том что между	1	1
149	на то что	1	1
150	и может быть	2	1
151	в данный момент	3	1
152	как это было	1	1
153	во всем его	2	1
154	оно ни было	1	1
155	имеем в виду	2	1
156	но сама она	1	1
157	в нем для	1	1
158	в нем его	1	1
159	в искусстве в	1	1
160	и ни в	2	1
161	отношении к нему	1	1
162	это было показано	1	1
163	но все это	1	1
164	не может стать	1	1
165	единому и единственному	4	1
166	он может быть	2	1
167	действительность при этом	1	1
168	самого по себе	1	1
169	в противном случае	1	1
170	как и на	1	1
171	бы оно ни	1	1
172	в качестве необходимого	1	1
173	дело в том	1	1
174	не должно быть	1	1
175	это и не	1	1
176	слово может быть	1	1
177	для того или	1	1
178	и все остальные	1	1
179	каково бы оно	1	1
180	не менее в	1	1
181	всех этих случаях	1	1
182	но может быть	1	1
183	но во всяком	1	1
184	мы ничего не	1	1
185	тем или иным	1	1
186	не может дать	2	1
187	поступка и его	1	1
188	на своем месте	2	1
189	тогда когда он	1	1
190	все это разные	1	1
191	она всегда в	1	1
192	она может быть	1	1
193	где он имеет	1	1
194	ровно ничего не	1	1
195	в нем и	3	1
196	должно признать что	1	1
197	связанная с ним	1	1
198	нет и не	1	1
199	рядом с собой	1	1
200	свой смысл и	1	1
201	лежит в основе	1	1
