N	4gram	Bakhtin_Fr	Vladivir
1	дело в том что	4	11
2	в то же время	14	9
3	в том что в	1	5
4	и в то же	3	5
5	не что иное как	1	4
6	на самом же деле	4	3
7	как мы уже сказали	3	3
8	а с другой стороны	1	3
9	течение всей своей жизни	1	3
10	с начала и до	1	3
11	начала и до конца	1	3
12	в течение всей своей	1	3
13	не имеет никакого отношения	1	2
14	совершенно так же как	2	2
15	но дело в том	1	2
16	один и тот же	1	2
17	с одной стороны и	1	2
18	одно и то же	1	2
19	в связи с этим	3	2
20	но вместе с тем	1	2
21	но в то же	6	2
22	в этом отношении он	1	2
23	до сих пор не	1	2
24	есть не что иное	1	2
25	связи с вопросом о	1	1
26	о чем у нас	1	1
27	по дошедшим до нас	1	1
28	в году то есть	1	1
29	вместе с тем и	1	1
30	никогда и нигде не	1	1
31	то же время весьма	1	1
32	в связи с вопросом	1	1
33	но это конечно не	1	1
34	тем не менее он	1	1
35	нет и не может	1	1
36	во франции и в	1	1
37	одной и той же	1	1
38	в том что это	1	1
39	он никак не мог	1	1
40	все это конечно не	1	1
41	нечего и говорить о	1	1
42	мы уже знаем что	1	1
43	выдвигает на первый план	1	1
44	как было сказано выше	1	1
45	ни в чем не	1	1
46	в это время уже	1	1
47	то же время и	1	1
48	говорить о том что	1	1
49	так же как и	2	1
50	на другой день после	1	1
51	и не может быть	1	1
