N	2gram	Vygotskiy_	slovoVRo
1	и в	55	92
2	в романе	2	89
3	и т	12	82
4	т п	5	72
5	то есть	16	64
6	может быть	34	59
7	и его	10	59
8	в нем	13	59
9	и не	19	51
10	не только	24	44
11	не может	15	41
12	но и	16	39
13	до конца	7	37
14	в этом	30	36
15	а не	16	34
16	во всех	6	32
17	точки зрения	15	30
18	так и	6	30
19	могут быть	8	29
20	и др	2	29
21	в пределах	3	29
22	в его	8	27
23	слова в	1	26
24	все это	8	25
25	как бы	33	24
26	слова и	2	24
27	то же	16	23
28	и на	12	22
29	в сущности	14	21
30	как в	4	21
31	не в	12	21
32	вовсе не	8	21
33	в процессе	1	20
34	в то	6	20
35	прежде всего	6	19
36	как мы	6	19
37	с ним	4	18
38	как и	9	18
39	язык и	1	18
40	же время	2	18
41	себя в	4	18
42	или иной	2	18
43	таким образом	35	17
44	оно не	2	17
45	и даже	4	17
46	все же	11	17
47	в основе	9	17
48	в истории	1	17
49	все эти	5	17
50	при этом	11	16
51	в них	7	16
52	отличие от	3	16
53	но в	7	16
54	в той	3	15
55	и с	3	15
56	человек и	1	15
57	с точки	5	15
58	со своим	2	15
59	той или	2	15
60	там где	6	15
61	романа и	2	14
62	только в	12	14
63	в отличие	3	14
64	узком смысле	1	14
65	так сказать	1	14
66	в узком	1	14
67	в особенности	3	13
68	это не	9	13
69	с другой	12	13
70	с его	6	13
71	точка зрения	4	13
72	рядом с	6	13
73	и следовательно	3	13
74	и для	13	13
75	и к	5	12
76	в отношении	2	12
77	еще не	6	12
78	во всяком	2	12
79	никогда не	15	12
80	и потому	8	12
81	или в	6	12
82	а в	7	12
83	отношение к	1	12
84	и наконец	5	12
85	один из	9	11
86	в этих	3	11
87	с ними	1	11
88	для него	5	11
89	с одной	15	11
90	всех его	1	11
91	на его	4	11
92	одной стороны	15	11
93	и их	3	10
94	и все	15	10
95	уже не	1	10
96	все они	2	10
97	его слова	1	10
98	т д	6	10
99	в своем	12	10
100	может не	1	10
101	в том	50	10
102	она не	1	10
103	языку и	1	10
104	в себе	13	10
105	далеко не	4	10
106	в него	5	10
107	всех этих	3	10
108	романа в	1	9
109	поэтому и	1	9
110	более или	1	9
111	в своей	8	9
112	конечно не	3	9
113	сказать что	14	9
114	этом случае	2	9
115	так как	20	9
116	здесь в	2	9
117	его в	2	9
118	одна из	6	9
119	в их	3	9
120	в смысле	1	9
121	или менее	1	9
122	героя и	9	9
123	и других	2	9
124	он не	10	9
125	языком и	1	9
126	быть и	2	9
127	одним из	1	9
128	и от	2	9
129	но не	9	9
130	с ее	1	9
131	к нему	1	9
132	в самом	18	8
133	для нас	9	8
134	не на	1	8
135	не могут	4	8
136	может стать	1	8
137	зависимости от	9	8
138	в поэтическом	1	8
139	в значительной	1	8
140	все время	44	8
141	для понимания	3	8
142	для романа	1	8
143	с этим	4	8
144	словом в	1	8
145	в зависимости	7	8
146	человека в	3	8
147	всяком случае	1	8
148	в одной	4	8
149	и часто	1	8
150	в ней	5	8
151	во всем	3	7
152	от него	5	7
153	еще более	2	7
154	кроме того	1	7
155	но все	5	7
156	смысла и	1	7
157	о нем	3	7
158	например в	2	7
159	том что	46	7
160	перед нами	5	7
161	известной степени	1	7
162	но именно	1	7
163	здесь не	1	7
164	в романах	1	7
165	друг друга	1	7
166	того же	5	7
167	по преимуществу	2	7
168	у него	9	7
169	не было	2	7
170	связи с	2	7
