N	2gram	Losev_Prob	Russkaja
1	не может	14	22
2	и не	56	19
3	в этом	25	17
4	в том	35	17
5	и в	62	14
6	то что	42	13
7	таким образом	13	11
8	то же	23	11
9	точки зрения	14	11
10	но и	20	10
11	в то	18	10
12	не только	33	9
13	с точки	9	9
14	том что	25	9
15	во всяком	14	9
16	может быть	39	9
17	в себе	23	9
18	прежде всего	13	8
19	того чтобы	4	8
20	как на	2	8
21	не будет	3	7
22	ни к	3	7
23	самом деле	6	7
24	к тому	4	7
25	о том	14	7
26	самого себя	4	7
27	в данном	14	7
28	и если	11	7
29	мы должны	13	7
30	и с	11	7
31	отнюдь не	16	7
32	и к	9	6
33	для всех	3	6
34	если в	1	6
35	и при	2	6
36	для него	4	6
37	признать что	1	6
38	все это	9	6
39	на самом	13	6
40	в своих	2	6
41	если бы	9	6
42	и для	5	6
43	с тем	9	6
44	что он	16	6
45	для того	5	6
46	в своем	7	6
47	всяком случае	8	6
48	а потому	1	5
49	до сих	4	5
50	и на	4	5
51	из которых	6	5
52	только в	33	5
53	или иной	20	5
54	по существу	2	5
55	в своей	8	5
56	себя и	1	5
57	между собой	3	5
58	во всех	4	5
59	сих пор	4	5
60	и только	10	5
61	вопрос о	2	5
62	хотя бы	6	5
63	потому что	40	5
64	в нем	13	5
65	он не	10	5
66	конечно не	3	5
67	а в	9	5
68	при этом	9	5
69	было бы	14	5
70	на то	6	5
71	никогда не	7	5
72	что в	11	4
73	во всем	2	4
74	бы то	5	4
75	и то	17	4
76	все что	1	4
77	так как	14	4
78	к этой	2	4
79	тогда когда	1	4
80	в его	10	4
81	советской власти	1	4
82	не могут	1	4
83	его в	4	4
84	более или	2	4
85	не в	21	4
86	он будет	2	4
87	вместе с	3	4
88	как и	15	4
89	на земле	1	4
90	все же	10	4
91	в их	2	4
92	к вопросу	1	4
93	себе и	4	4
94	или менее	2	4
95	которой он	1	4
96	то ни	7	4
97	можно было	7	4
98	что же	9	4
99	в совершенно	1	4
100	от того	2	4
101	идет речь	4	4
102	как бы	11	4
103	в этой	10	4
104	себя в	4	4
105	жизни и	7	4
106	но не	6	4
107	точку зрения	1	4
108	в самом	4	3
109	то в	4	3
110	что они	8	3
111	этом случае	8	3
112	что оно	4	3
113	собой и	1	3
114	и этот	3	3
115	самих себя	1	3
116	может не	1	3
117	данном случае	12	3
118	должно быть	1	3
119	несмотря на	4	3
120	вопросу о	1	3
121	что это	3	3
122	ни стало	1	3
123	в качестве	10	3
124	для них	4	3
125	что и	11	3
126	в виде	20	3
127	не было	6	3
128	связи с	10	3
129	или в	7	3
130	ни одна	2	3
131	во что	1	3
132	и будут	1	3
133	тем что	8	3
134	именно в	4	3
135	в конце	7	3
136	и как	4	3
137	и т	20	3
138	да и	9	3
139	о которых	3	3
140	о котором	1	3
141	не есть	57	3
142	но если	12	3
143	но мы	1	3
144	той или	22	3
145	еще не	12	3
146	окажется в	1	3
147	все они	5	3
148	и потому	13	3
149	россию в	1	3
150	только к	4	3
151	при условии	4	3
152	то это	13	3
153	мы говорили	3	3
154	в значительной	2	3
155	на том	3	3
156	и ни	5	3
157	так чтобы	2	3
158	в другом	4	3
159	с виду	1	3
160	говорить о	7	3
161	можно ли	8	3
162	знаем что	1	3
163	что бы	1	3
164	россии и	1	3
165	лишь в	1	3
166	она может	2	3
167	что для	4	3
168	и во	5	3
169	том чтобы	1	3
170	с нею	2	3
171	тем чтобы	1	3
172	что все	2	3
173	из этого	5	3
174	он сам	7	3
175	и по	3	3
176	а следовательно	1	3
177	конце концов	4	3
178	друг друга	5	3
179	из этих	1	3
180	для этого	9	3
181	всех этих	6	3
182	из них	4	3
183	собой а	2	3
184	того что	10	3
185	были бы	5	2
186	представить себе	5	2
187	к такому	1	2
188	не так	8	2
189	от него	2	2
190	что с	1	2
191	ничего другого	2	2
192	не нужна	1	2
193	что такое	4	2
194	зависит от	1	2
195	или нескольких	1	2
196	и вот	1	2
197	должна быть	1	2
198	сама по	11	2
199	время в	1	2
200	для себя	6	2
201	каждого отдельного	1	2
202	с самим	4	2
203	из всех	1	2
204	будет не	1	2
205	естественно что	1	2
206	от нас	3	2
207	с ним	11	2
208	от этой	1	2
209	для нас	23	2
210	на которой	1	2
211	ни в	17	2
212	в результате	8	2
213	они будут	1	2
214	это есть	5	2
215	там и	4	2
216	том и	1	2
217	в этих	6	2
218	у него	1	2
219	по себе	36	2
220	чтобы в	1	2
