N	2gram	Bakhtin_Fr	Vladivir
1	и в	105	116
2	то что	7	71
3	и не	34	67
4	в году	13	65
5	у него	2	65
6	не только	24	65
7	в этом	22	53
8	в том	17	52
9	том что	9	51
10	что в	4	48
11	но и	20	47
12	в конце	3	41
13	в его	24	40
14	и с	8	39
15	то есть	71	37
16	и даже	10	36
17	сказать что	12	36
18	также и	3	36
19	там же	2	35
20	учение о	2	35
21	так что	1	35
22	же с	2	34
23	потому что	6	33
24	что он	5	32
25	еще и	6	32
26	не может	9	31
27	о том	5	30
28	только в	16	30
29	как мы	12	29
30	никогда не	11	29
31	для него	12	29
32	указ соч	1	27
33	вовсе не	25	27
34	а в	4	27
35	не было	3	26
36	в себе	7	25
37	но в	16	25
38	в то	5	25
39	и его	24	25
40	даже и	5	24
41	точки зрения	10	23
42	между прочим	2	23
43	он не	3	23
44	может быть	11	23
45	кроме того	2	22
46	он был	3	22
47	ни в	1	22
48	так как	11	22
49	в виде	1	22
50	об этом	2	22
51	в своей	8	21
52	вместе с	1	21
53	в своем	11	20
54	для нас	5	20
55	прежде всего	26	20
56	не менее	2	19
57	в дальнейшем	10	19
58	и вообще	5	19
59	по поводу	2	19
60	как раз	3	19
61	таким образом	5	19
62	в те	1	19
63	в течение	3	19
64	так и	16	19
65	и потому	14	19
66	как и	15	18
67	не мог	1	18
68	не в	4	18
69	не был	1	18
70	хотя и	4	18
71	как это	1	18
72	м с	1	18
73	с его	9	18
74	что и	2	17
75	в этой	11	17
76	и если	1	17
77	а не	1	17
78	у нас	1	17
79	все же	10	16
80	уже не	3	16
81	к тому	3	16
82	не есть	1	16
83	для себя	1	16
84	и все	7	16
85	было бы	4	16
86	того что	3	16
87	в котором	1	16
88	и к	7	15
89	то же	6	15
90	в своих	8	15
91	под названием	3	15
92	к этому	2	15
93	в эти	1	15
94	несмотря на	5	15
95	в связи	2	15
96	письме к	1	15
97	иной раз	1	15
98	разного рода	3	15
99	до конца	4	15
100	но это	5	15
101	это было	2	15
102	того же	1	14
103	все эти	15	14
104	раз и	2	14
105	его жизни	1	14
106	мы уже	18	14
107	и на	25	14
108	уже в	5	14
109	и как	2	14
110	во всем	5	13
111	в результате	1	13
112	с тем	1	13
113	можно сказать	4	13
114	так же	2	13
115	те времена	1	13
116	не просто	3	13
117	на этот	3	13
118	и от	3	13
119	да и	5	13
120	дело в	2	13
121	жизни и	14	13
122	по себе	1	12
123	только на	3	12
124	и это	3	12
125	и у	7	12
126	и по	3	12
127	в нем	16	12
128	содержит в	2	12
129	если не	1	12
130	всяком случае	2	12
131	ничего не	3	12
132	во всяком	2	12
133	есть только	3	12
134	связи с	5	12
135	при этом	10	11
136	всякого рода	1	11
137	хотя бы	2	11
138	тому же	1	11
139	в которой	1	11
140	я не	1	11
141	на то	2	11
142	и здесь	4	11
143	в основном	4	11
144	в отношении	7	11
145	это есть	1	11
146	еще в	3	11
147	все это	16	11
148	мы должны	2	11
149	и о	4	11
150	конце концов	1	11
151	в самом	7	10
152	даже в	6	10
153	года в	1	10
154	что все	1	10
155	с точки	6	10
156	в качестве	1	10
157	можно было	4	10
158	что для	3	10
159	к нему	5	10
160	с ним	6	10
161	еще не	8	10
162	которую он	1	10
163	в истории	5	10
164	здесь не	3	10
165	он и	3	10
166	о нем	4	10
167	в ней	7	10
168	но не	7	10
169	о чем	3	9
170	и сам	2	9
171	именно в	6	9
172	с этим	1	9
173	с другой	3	9
174	мы знаем	1	9
175	но он	5	9
176	но как	3	9
177	мы будем	4	9
178	в начале	4	9
179	это время	2	9
180	отношения к	5	9
181	что мы	2	9
182	это не	4	9
183	же время	5	9
184	ни с	3	9
185	по существу	2	9
186	что касается	3	9
187	можно судить	1	9
188	в целом	3	9
189	с этой	1	8
190	это значит	1	8
191	не столько	1	8
192	в этих	6	8
193	в египет	1	8
194	тем что	5	8
195	в это	2	8
196	в этот	1	8
197	конечно не	2	8
198	и он	3	8
199	в смысле	2	8
200	в чем	2	8
201	в париже	1	8
202	и особенно	4	8
203	как в	6	8
204	со стороны	1	8
205	свое время	5	8
206	после смерти	1	8
207	как бы	33	8
208	и для	3	8
209	тот же	4	8
210	xix века	6	8
211	только и	1	8
212	из этих	7	8
213	отношение к	9	8
214	мы и	4	7
215	в одном	8	7
216	в них	13	7
217	но все	5	7
218	к ней	2	7
219	на первый	1	7
220	что этот	1	7
221	но даже	2	7
222	на первом	4	7
223	в нашем	3	7
224	себе и	2	7
225	за пределы	10	7
226	о его	1	7
227	был в	1	7
228	который был	3	7
229	мы видели	3	7
230	никак нельзя	1	7
231	здесь мы	2	7
232	если бы	1	7
233	и вот	5	7
234	того чтобы	3	7
235	в свое	6	7
236	к концу	1	7
237	на его	4	7
238	первый план	1	7
239	в таком	2	7
240	то и	1	7
241	другими словами	2	7
242	и ни	4	7
243	как он	1	7
244	или как	1	7
245	же в	4	7
246	был и	4	6
247	можно говорить	3	6
248	и очень	2	6
249	же и	1	6
250	мысли и	4	6
251	те же	1	6
252	в виду	5	6
253	другой стороны	1	6
254	уже на	1	6
255	его на	2	6
256	но у	2	6
257	этого последнего	1	6
258	для того	2	6
259	видно что	1	6
260	в отличие	4	6
261	настоящее время	1	6
262	на него	2	6
263	той же	1	6
264	его в	7	6
265	под влиянием	3	6
266	и речи	2	6
267	по своей	3	6
268	он пишет	2	6
269	она была	6	6
270	году в	3	6
271	главным образом	6	6
272	должен был	2	6
273	но на	3	6
274	нельзя сказать	2	6
275	и теперь	1	6
276	что здесь	1	6
277	в настоящее	1	6
278	мы не	1	6
279	а это	1	6
280	всегда был	1	6
281	здесь в	14	6
282	в общем	4	6
283	было для	1	6
284	к своему	1	6
285	по своему	9	6
286	по его	3	6
287	жизнь и	3	6
288	ко всему	2	6
289	отличие от	5	6
290	в жизни	7	6
291	есть и	2	6
292	от того	2	6
293	такой же	1	6
294	и наконец	2	6
295	что на	1	6
296	есть не	1	6
297	всей жизни	1	5
298	еще более	6	5
299	говорит о	2	5
300	и до	6	5
301	отношением к	1	5
302	на эту	2	5
303	всего существующего	3	5
304	говорит что	1	5
305	не вполне	3	5
306	как на	4	5
307	и еще	5	5
308	без всякого	3	5
309	него не	1	5
310	будем говорить	1	5
311	года то	2	5
312	из них	7	5
313	вся эта	4	5
314	что они	2	5
315	во всех	13	5
316	а и	2	5
317	и за	2	5
318	для своего	2	5
319	говорит в	1	5
320	эти три	1	5
321	и весьма	1	5
322	и глубоко	3	5
323	он в	2	5
324	вера в	1	5
325	в очень	2	5
326	во время	14	5
327	можно только	5	5
328	однако и	1	5
329	в частности	6	5
330	один из	5	5
331	утверждает что	1	5
332	сводится к	1	5
333	все то	1	5
334	и так	2	5
335	жизни в	8	5
336	нет ничего	3	5
337	и больше	1	5
338	подобного рода	1	5
339	мы имеем	1	5
340	им в	1	5
341	начиная с	2	5
342	по преимуществу	3	5
343	друг друга	3	5
344	это был	3	5
345	он как	2	5
346	однако здесь	1	5
347	он называет	2	5
348	что с	1	5
349	ее в	2	5
350	где он	1	5
351	со своим	1	5
352	первом плане	4	5
353	место в	4	5
354	в их	6	5
355	мы находим	4	5
356	и без	4	5
357	на все	5	5
358	со своей	1	5
359	но уже	1	5
360	но его	1	5
361	только к	1	5
362	с самого	1	5
363	она не	2	5
364	но она	1	5
365	далеко не	6	5
366	только то	1	5
367	и часто	3	5
368	еще на	2	5
369	во многом	3	5
370	которое в	2	5
371	и прежде	4	5
372	свидетельствуют о	1	5
373	в области	10	5
374	и только	1	5
375	которой мы	1	5
376	не к	2	5
377	с которыми	1	4
378	и другие	10	4
379	которые не	1	4
380	он всегда	2	4
381	нас в	1	4
382	нужно сказать	7	4
383	представление о	2	4
384	их в	3	4
385	по своим	1	4
386	и стал	1	4
387	не могли	1	4
388	о которых	2	4
389	но этот	1	4
390	в глаза	1	4
391	пока еще	1	4
392	наряду с	2	4
393	том чтобы	1	4
394	с этими	2	4
395	были в	4	4
396	и весь	1	4
397	только не	1	4
398	с одной	2	4
399	время в	3	4
400	есть его	2	4
401	на этих	1	4
402	философской мысли	1	4
403	мы можем	2	4
404	нет и	2	4
405	не о	2	4
406	дальнейшем мы	1	4
407	но для	3	4
408	и всего	2	4
409	ясно что	1	4
410	уже давно	1	4
411	если оно	1	4
412	вообще в	1	4
413	на этом	2	4
414	о необходимости	2	4
415	в духе	9	4
416	кажется что	1	4
417	но зато	1	4
418	в тех	5	4
419	была не	1	4
420	это вовсе	1	4
421	понимает как	1	4
422	время он	1	4
423	независимо от	1	4
424	нам кажется	2	4
425	вплоть до	2	4
426	в особенности	7	4
427	как с	1	4
428	которых мы	1	4
429	в сущности	20	4
430	о которой	1	4
431	не на	2	4
432	не могут	4	4
433	с ней	2	4
434	был для	1	4
435	за свое	1	4
436	себя и	2	4
437	с начала	1	4
438	всей своей	1	4
439	года и	1	4
440	он мог	1	4
441	перед нами	1	4
442	человека и	4	4
443	это и	3	4
444	ни к	2	4
445	совершенно не	5	4
446	и более	4	4
447	тех же	3	4
448	вполне понятно	2	4
449	с которой	1	4
450	лишь в	4	4
451	всего на	3	4
452	знаем что	1	4
453	как например	2	4
454	и во	6	4
455	одной из	3	4
456	в свой	2	4
457	не имел	1	4
458	только с	3	4
459	он понимает	3	4
460	как к	3	4
461	в более	4	4
462	разума и	2	4
463	тем самым	1	4
464	не будем	1	4
465	всех этих	10	4
466	этом отношении	5	4
467	на самом	6	4
468	как именно	2	4
469	но с	2	4
470	себе в	2	4
471	и вовсе	5	4
