N	3gram	Potebnia_M	Morfolog
1	и т д	5	60
2	в этих случаях	1	14
3	в этом случае	2	10
4	не может быть	7	9
5	по отношению к	10	7
6	с точки зрения	2	6
7	тем не менее	7	6
8	подобно тому как	3	5
9	с другой стороны	4	5
10	в том что	22	4
11	на самом деле	4	4
12	не могут быть	3	4
13	к тому что	3	4
14	может быть названо	1	4
15	на то что	3	3
16	в большинстве случаев	2	3
17	о том что	5	3
18	в собственном смысле	2	3
19	как и в	3	3
20	для того чтобы	5	3
21	в настоящее время	1	3
22	в то время	7	3
23	бы то ни	1	3
24	состоит в том	1	3
25	в том случае	2	3
26	в первом случае	2	3
27	если мы не	1	3
28	далеко не все	3	3
29	на первый взгляд	1	3
30	то время как	3	3
31	в сказке о	1	2
32	и вне связи	1	2
33	другу и к	1	2
34	то что в	2	2
35	можно заметить что	1	2
36	потому что его	1	2
37	следует заметить что	1	2
38	тем и другим	2	2
39	более или менее	6	2
40	том случае если	1	2
41	он может быть	1	2
42	к другу и	1	2
43	не что иное	1	2
44	из которых один	1	2
45	это и не	1	2
46	и таким образом	1	2
47	в данном случае	3	2
48	и в других	1	2
49	но так как	2	2
50	то ни было	1	2
51	можно сделать из	1	2
52	не менее она	1	2
53	во всяком случае	3	2
54	что иное как	1	2
55	к вопросу о	1	2
56	с одной стороны	4	2
57	в таких случаях	2	2
58	в этом отношении	2	2
59	вне связи с	2	2
60	вопрос о том	1	2
61	отсюда видно что	2	2
62	друг к другу	1	2
63	может быть и	1	2
64	можно себе представить	1	1
65	к развитию и	1	1
66	и качества с	1	1
67	есть не что	1	1
68	что это и	1	1
69	что и при	1	1
70	с большим количеством	1	1
71	в свою очередь	6	1
72	и тот же	2	1
73	мысль о необходимости	2	1
74	могут быть названы	1	1
75	которые не могут	1	1
76	извне а не	1	1
77	заметим только что	1	1
78	в систему и	1	1
79	в глаза что	1	1
80	очень вероятно что	1	1
81	мы прежде всего	1	1
82	в других случаях	1	1
83	с этим в	1	1
84	как один из	1	1
85	или нет это	1	1
86	между собою так	2	1
87	бы только один	1	1
88	и может быть	2	1
89	и многие другие	2	1
90	и по-видимому не	1	1
91	то же в	1	1
92	в чем же	1	1
93	в подобных случаях	1	1
94	так как мы	1	1
95	и только впоследствии	1	1
96	например в сказке	1	1
97	том случае когда	1	1
98	на одном месте	1	1
99	самом деле в	1	1
100	но он может	1	1
101	один и тот	2	1
102	здесь как и	1	1
103	в первый раз	1	1
104	что же касается	1	1
105	это дает нам	1	1
106	бы в том	1	1
107	что до этого	1	1
108	в сущности эта	1	1
109	к соединению с	1	1
110	можно сказать что	3	1
111	только в том	5	1
112	связаны между собою	1	1
113	на свое место	1	1
114	далеко не всегда	1	1
115	потому что в	4	1
116	заметить что в	2	1
117	могло бы быть	1	1
118	более и более	1	1
119	в то же	8	1
120	и то же	7	1
121	как мы уже	1	1
122	дает нам возможность	2	1
123	в таком случае	2	1
124	можем заметить что	2	1
125	вряд ли можно	1	1
126	это можно утверждать	1	1
127	в противном случае	1	1
128	друг с другом	1	1
129	до сих пор	4	1
130	не потому что	1	1
131	все более и	1	1
132	так как это	1	1
133	один из его	1	1
134	же время и	1	1
135	т д можно	1	1
136	есть в то	1	1
137	одно и то	7	1
138	таким образом что	2	1
139	может быть объяснено	1	1
140	бросается в глаза	1	1
141	если бы мы	1	1
142	так тесно связаны	1	1
143	соединению с другими	1	1
144	которые могут быть	1	1
145	противном случае он	1	1
146	в этой работе	1	1
147	можно сравнить с	2	1
148	но если бы	1	1
149	а потому что	1	1
150	себе представить что	1	1
151	мы должны будем	2	1
152	но оно имеет	1	1
153	или вовсе не	1	1
154	не имеет смысла	1	1
155	из них не	2	1
156	крайняя бедность и	1	1
157	том что он	2	1
158	по своему строению	1	1
159	это было бы	1	1
160	мы можем заметить	1	1
161	ясно что и	1	1
162	теми или другими	1	1
163	между тем в	1	1
164	и там где	1	1
165	а для того	1	1
166	и вслед за	1	1
167	в самых разнообразных	1	1
168	один из них	1	1
169	выводы можно сделать	1	1
170	может быть сравниваемо	1	1
171	это значит что	1	1
172	но они могут	1	1
173	в целом и	1	1
174	один пример в	1	1
175	то же время	8	1
176	не останавливаясь на	2	1
177	не то что	2	1
178	и как он	1	1
179	так же и	1	1
180	что и в	4	1
181	при таких условиях	1	1
182	такое же развитие	1	1
183	после того как	2	1
184	мы не можем	5	1
185	имеет смысла но	1	1
186	потому что они	1	1
187	мы видим не	1	1
