N	2gram	Vygotskiy_	Morfolog
1	и т	19	62
2	может быть	33	61
3	т д	6	60
4	таким образом	21	26
5	действующих лиц	6	22
6	так как	13	20
7	мы имеем	2	19
8	не может	17	19
9	в этом	37	18
10	в этих	3	17
11	представляет собой	3	17
12	и в	65	17
13	представляют собой	3	16
14	и не	20	16
15	мы видим	15	15
16	перед нами	12	14
17	с этим	11	14
18	прежде всего	2	14
19	по существу	4	13
20	видим что	8	12
21	при помощи	7	12
22	связи с	2	12
23	а не	11	11
24	заметить что	2	11
25	чаще всего	1	11
26	что в	36	10
27	то же	17	10
28	а затем	1	10
29	мы увидим	14	10
30	но если	6	10
31	этом случае	1	10
32	в том	46	10
33	так и	3	10
34	что и	7	10
35	в связи	1	10
36	составные части	1	10
37	то что	61	10
38	все же	10	9
39	с другой	8	9
40	но и	6	9
41	не только	16	8
42	в результате	3	8
43	ход действия	3	8
44	имеем в	3	8
45	мы не	7	8
46	в качестве	2	8
47	но не	3	8
48	в тех	5	8
49	а в	9	8
50	как мы	12	8
51	один из	7	7
52	и здесь	9	7
53	если в	2	7
54	не могут	2	7
55	не менее	1	7
56	том что	28	7
57	потому что	26	7
58	этот случай	2	7
59	наряду с	4	7
60	точки зрения	19	7
61	как это	13	7
62	образом мы	4	7
63	или же	2	7
64	а также	1	7
65	и другие	3	6
66	подобно тому	1	6
67	о том	17	6
68	большей частью	4	6
69	как бы	29	6
70	не все	1	6
71	увидим ниже	2	6
72	но это	6	6
73	это не	7	6
74	с точки	11	6
75	или в	6	6
76	и как	10	6
77	вовсе не	11	6
78	во всех	4	6
79	если мы	19	6
80	очень часто	2	6
81	также и	1	6
82	в форме	1	6
83	во время	4	6
84	этот момент	1	5
85	в море	2	5
86	из которых	6	5
87	другой стороны	5	5
88	в первом	3	5
89	вслед за	4	5
90	по их	1	5
91	этот элемент	1	5
92	начинается с	1	5
93	что он	23	5
94	как в	8	5
95	со стороны	4	5
96	то это	5	5
97	это явление	1	5
98	хотя бы	3	5
99	было бы	22	5
100	к тому	18	5
101	ничего не	4	5
102	что они	9	5
103	хотя и	1	5
104	то мы	2	5
105	два раза	1	5
106	тому что	10	5
107	ясно что	11	5
108	все эти	7	5
109	одна из	6	5
110	между собой	2	5
111	на его	2	5
112	то можно	1	5
113	об этом	4	5
114	в других	1	5
115	там где	7	5
116	мы можем	12	5
117	тому как	1	5
118	между тем	10	5
119	он не	11	5
120	если же	3	5
121	далеко не	3	5
122	и затем	3	5
123	главным образом	6	5
124	в целом	8	5
125	и ее	4	5
126	раньше чем	1	5
127	и к	5	4
128	в некоторых	2	4
129	есть и	1	4
130	на этом	6	4
131	нами в	3	4
132	как и	12	4
133	самом деле	33	4
134	но все	2	4
135	ни одна	1	4
136	показать что	13	4
137	тем что	7	4
138	никто не	1	4
139	уже не	2	4
140	еще не	3	4
141	не является	2	4
142	а если	1	4
143	того чтобы	21	4
144	быть названо	1	4
145	говорить о	3	4
146	на пути	1	4
147	так же	12	4
148	и наоборот	1	4
149	сказать что	14	4
150	на него	3	4
151	и для	4	4
152	из них	10	4
153	но в	5	4
154	к началу	1	4
155	несмотря на	7	4
156	на самом	3	4
157	его в	5	4
158	что его	3	4
159	с теми	4	4
160	случае не	1	4
161	к этому	5	4
162	в то	5	4
163	мы уже	12	4
164	как таковые	1	4
165	можно было	7	4
166	этот вопрос	5	4
167	от того	1	4
168	могла бы	6	4
169	о его	2	4
170	значит что	2	4
171	независимо от	2	4
172	утверждать что	2	3
173	заметим что	1	3
174	то время	4	3
175	раз он	1	3
176	та же	6	3
177	в последнем	1	3
178	только что	10	3
179	предметы и	1	3
180	иногда может	1	3
181	с этой	5	3
182	и при	1	3
183	что это	19	3
184	в сущности	16	3
185	ни в	6	3
186	то с	1	3
187	только в	9	3
188	здесь мы	6	3
189	время как	6	3
190	из двух	4	3
191	если это	1	3
192	можно назвать	2	3
193	и другим	1	3
194	в собственном	1	3
195	может существовать	1	3
196	но мы	4	3
197	на первый	1	3
198	то здесь	2	3
199	так если	1	3
200	первом случае	1	3
201	некоторые из	1	3
202	не упоминается	1	3
203	и что	29	3
204	связана с	1	3
205	для того	18	3
206	и тогда	1	3
207	или не	3	3
208	целый ряд	6	3
209	состоит в	4	3
210	и вне	1	3
211	так например	5	3
212	здесь не	3	3
213	элементы которые	1	3
214	с его	2	3
215	в отдельных	1	3
216	кроме того	2	3
217	для этой	1	3
218	что при	5	3
219	он должен	2	3
220	к нему	2	3
221	бы то	1	3
