N	4gram	Tiupa_Anal	TeoriaLi
1	в то же время	7	8
2	присутствия я в мире	4	6
3	состоит в том что	1	5
4	одного и того же	4	4
5	внимательно взглянула на меня	2	3
6	не следует смешивать с	1	3
7	жизнь кажется висит на	1	2
8	о у о о	2	2
9	по своей природе суть	1	2
10	и позволяет говорить о	1	2
11	стихотворении пушкина что в	2	2
12	они хотят и свершают	1	2
13	милой гостьи с дудочкой	2	2
14	ль данту диктовала страницы	1	2
15	во всех подобных случаях	1	2
16	что в имени тебе	3	2
17	в том что он	2	2
18	что они хотят и	1	2
19	кажется висит на волоске	1	2
20	имеет в своем составе	1	2
21	а и а а	2	2
22	суть то что они	1	2
23	пушкина что в имени	3	2
24	организации феноменов ментального внутреннего	2	2
25	субъектной организации художественного произведения	1	2
26	у о о и	2	2
27	и того же персонажа	1	2
28	относительно своей роли в	2	2
29	то что они хотят	1	2
30	лишь в самом начале	1	2
31	природе суть то что	1	2
32	в войне и мире	2	2
33	слове о полку игореве	2	2
34	своей природе суть то	1	2
35	ты ль данту диктовала	1	2
36	своей роли в миропорядке	2	2
37	в слове о полку	2	2
38	в рамках одного текста	2	2
39	способных нести на себе	1	1
40	случайно во второй строфе	1	1
41	внутренняя форма может быть	1	1
42	конструктивной маске повествования или	1	1
43	стихотворения связывают слова с	1	1
44	всеединого столь значимую для	1	1
45	несмертность лирического героя художественно	1	1
46	две строфы композиционно усиливает	1	1
47	может служить например жалобная	1	1
48	чего еще нет на	1	1
49	муза выступала сверхценным ценнее	1	1
50	и эпизод прихода явления	1	1
51	идиллике драматизм формируется как	1	1
52	непричастности иронического я внешнему	1	1
53	от себя еще возвращаясь	1	1
54	но разбираемое стихотворение ахматовой	1	1
55	рамках которого ролевая граница	1	1
56	существенным образом ориентировано на	1	1
57	смежными значениями приход который	1	1
58	стремиться христианской душе поскольку	1	1
59	вписывает свое я в	1	1
60	к смыслу рифмовка все	1	1
61	высказывания жанр в свою	1	1
62	они едины судьба выражает	1	1
63	выбора не всегда эксплицированного	1	1
64	сцене гоголевского ревизора имитирующей	1	1
65	интонацию обремененного ответственностью но	1	1
66	самим собой выпрыгивая из	1	1
67	смысле домонологично оно объединяет	1	1
68	героиню в качестве монологического	1	1
69	где действительность в ее	1	1
70	хронотоп родного дома и	1	1
71	она по произволу могла	1	1
72	самосознания от своего достоинства	1	1
73	поле актуализации д ограничено	1	1
74	не в статике пребывания	1	1
75	строфы композиционно усиливает ключевой	1	1
76	поэтому анекдот невозможно рассказывать	1	1
77	ни столь пассивным как	1	1
78	диктовать аскетическое средневековое покрывало	1	1
79	ровно из случаев ее	1	1
80	анекдот невозможно рассказывать себе	1	1
81	отстраняясь от событийности своей	1	1
82	а в динамике становления	1	1
83	эстетического освоения внутренней обособленности	1	1
84	при воспоминании о котором	1	1
85	борющихся сторон чего еще	1	1
86	стихотворении ахматовой предельно проста	1	1
87	вместе с доминирующим во	1	1
88	ложной границей личностного я	1	1
89	в нем звучит один	1	1
90	т доминировала в тексте	1	1
91	поэтому повторное выслушивание одного	1	1
92	в соотношении этих композиционно	1	1
93	для притчи иносказательность является	1	1
94	из его кругозора ратным	1	1
95	кульминацией текста но наоборот	1	1
96	собой лишь одну из	1	1
97	е ключевыми словами дешифрующими	1	1
98	ту или иную ролевую	1	1
99	системе ценностей имя личности	1	1
100	субъект дискурсии обладает достоверным	1	1
101	груди что-то давит дыханье	1	1
102	например начальные звуки соседних	1	1
103	лирического героя героини расчлененность	1	1
104	прозаизмы а проза может	1	1
105	сопрягающая и размежевывающая личность	1	1
106	ударением во второй стопе	1	1
107	едины в своей патетичности	1	1
108	тексте изначально и распределена	1	1
109	обезличенного словарного слова говорящий	1	1
110	при котором внутренняя данность	1	1
111	трагической художественности гибель никогда	1	1
112	статике пребывания а в	1	1
113	не мыслится как миропорядок	1	1
114	усложняющее строку в стихе	1	1
115	индивидуальной души-личности и сверхличной	1	1
116	особого эстетического отношения к	1	1
117	которого приходится точка золотого	1	1
118	другая жизнь природа или	1	1
119	избытком объемлет всю внешнюю	1	1
120	дмитрий карамазов в романе	1	1
121	в тени большого сверхличного	1	1
122	мира имеет обоюдоострую направленность	1	1
123	противоречием между внутренней свободой	1	1
124	я в новую ролевую	1	1
125	в строке не два	1	1
126	углом они сопоставлены или	1	1
127	лирического персонажа в полноценно	1	1
128	ритму четвертого чем существенно	1	1
129	художественного внимания суть взаимодействия	1	1
130	достоинства данная модификация комизма	1	1
131	поведение в бою князя	1	1
132	самоценности трагизм а только	1	1
133	обнаружиться как прочная сохраняющаяся	1	1
134	музы лирическая героиня сама	1	1
135	поскольку вместо ожидаемого поэтического	1	1
136	юмором в том что	1	1
137	восхищенное эстетическое отношение вызывают	1	1
138	является эстетическим освоением неполноты	1	1
139	принадлежащие тектоническому ядру целого	1	1
140	ощутимой звуковой повтор нередко	1	1
141	откровение того что скрыто	1	1
142	моем? имя как раз	1	1
143	чувство живой грусти об	1	1
144	и литературные жанры между	1	1
145	к каким шутовским маскам	1	1
146	чем-то внешним напускным юмористический	1	1
147	она предстает субъектом личной	1	1
148	ударения тогда как финальная	1	1
149	надежды не оправдывает от	1	1
150	уединения угла и странничества	1	1
151	вопрошает о судьбе как	1	1
152	передачи этого знания аналогичному	1	1
153	в начальном стихе представлено	1	1
154	роль жена тараса любит	1	1
155	ожидания муза выступала сверхценным	1	1
156	частности два имеющихся в	1	1
157	руках и ногах нервно	1	1
158	лапидарной простоте лирического сюжета	1	1
159	ср тютчевское молчи скрывайся	1	1
160	на третьей стопе в	1	1
161	если сатирические персонажи ревизора	1	1
162	присутствии другого я это	1	1
