N	4gram	Vygotskiy_	Myshleni
1	заключается в том что	7	43
2	в то время как	6	20
3	одного и того же	1	17
4	состоит в том что	1	17
5	с этой точки зрения	5	16
6	так же как и	2	16
7	одной и той же	5	15
8	один и тот же	2	12
9	одно и то же	1	12
10	в такой же мере	1	10
11	в том числе и	1	10
12	с одной стороны и	1	10
13	в собственном смысле слова	2	9
14	в силу того что	3	9
15	но вместе с тем	1	9
16	в том что в	1	8
17	в том что он	1	8
18	к одному и тому	1	7
19	заключается в том чтобы	4	7
20	то же самое что	2	7
21	вместе с тем и	1	7
22	одному и тому же	1	7
23	в том что ребенок	1	6
24	по самой своей природе	1	6
25	не что иное как	2	6
26	одним и тем же	1	6
27	если мы обратимся к	1	6
28	одном и том же	1	6
29	точно так же как	3	6
30	в той мере в	1	5
31	а с другой стороны	1	5
32	на вопрос о том	1	5
33	в том смысле что	1	5
34	совершенно так же как	1	5
35	все больше и больше	2	5
36	и тот же предмет	1	5
37	приходит к выводу что	2	5
38	представление о том что	2	5
39	приводит к тому что	1	5
40	той мере в какой	1	4
41	что с точки зрения	1	4
42	заключается только в том	1	4
43	одни и те же	3	4
44	для того чтобы сделать	1	4
45	в том что мы	1	4
46	в том виде как	1	4
47	одну и ту же	1	4
48	указывает на то что	4	4
49	если принять во внимание	1	4
50	есть не что иное	1	4
51	несмотря на то что	2	4
52	и в известном смысле	1	3
53	в связи с этим	1	3
54	но для того чтобы	1	3
55	ни в какой мере	2	3
56	о чем идет речь	1	3
57	в том что она	4	3
58	на один и тот	1	3
59	дело в том что	1	3
60	с психологической точки зрения	3	3
61	в какой мере не	1	3
62	бы то ни было	1	3
63	для того чтобы выяснить	1	3
64	само по себе не	1	2
65	для того чтобы подойти	1	2
66	друг к другу и	1	2
67	таким образом оказывается что	1	2
68	в сущности ничего не	1	2
69	в зависимости от того	1	2
70	в то же время	2	2
71	ни в какой степени	1	2
72	для того чтобы с	1	2
73	в том и заключается	2	2
74	именно в силу того	1	2
75	согласны в том что	1	2
76	с таким образом и	2	2
77	говорит по этому поводу	1	2
78	и ту же мысль	1	2
79	точки зрения социальной психологии	1	2
80	же как и в	2	2
81	какого бы то ни	1	2
82	с точки зрения социальной	2	2
