N	2gram	Losev_Dial	Vvedenie
1	и т	31	45
2	т е	49	40
3	т д	28	39
4	в том	20	38
5	в этом	18	35
6	и в	35	35
7	может быть	30	30
8	том что	18	30
9	не только	26	26
10	для того	2	23
11	того чтобы	1	22
12	таким образом	5	21
13	также и	7	20
14	не может	16	19
15	то что	25	19
16	потому что	23	18
17	но также	1	16
18	только в	7	16
19	со стороны	2	16
20	о том	8	16
21	так как	24	15
22	в общем	2	14
23	что в	19	13
24	в самом	6	13
25	и именно	1	13
26	и не	51	13
27	в нем	25	13
28	в его	4	12
29	того что	6	12
30	xix в	1	12
31	в их	5	12
32	точки зрения	25	12
33	что такое	13	12
34	как на	1	12
35	то же	21	11
36	в ее	3	11
37	по себе	39	11
38	в данном	5	11
39	этом смысле	4	11
40	ясно что	11	11
41	как мы	5	11
42	прежде всего	14	10
43	не в	12	10
44	вопрос о	3	10
45	между тем	3	10
46	в той	4	10
47	уже и	5	10
48	но в	8	10
49	тем не	3	9
50	все же	9	9
51	из этих	2	9
52	но не	9	9
53	и как	14	9
54	не менее	5	9
55	в истории	1	9
56	это не	18	8
57	в качестве	2	8
58	как нечто	5	8
59	именно в	4	8
60	о котором	2	8
61	а только	5	8
62	широком смысле	2	8
63	можно было	5	8
64	с другой	10	8
65	представить себе	2	7
66	и то	15	7
67	до сих	4	7
68	смысле слова	1	7
69	к выводу	2	7
70	в широком	2	7
71	как и	10	7
72	самом деле	6	7
73	но и	17	7
74	выводу что	2	7
75	сих пор	4	7
76	в разных	6	7
77	было бы	14	7
78	только как	3	7
79	как бы	19	7
80	один из	3	6
81	об этом	7	6
82	все это	14	6
83	не могут	4	6
84	его в	3	6
85	тем что	2	6
86	с тем	2	6
87	в какой	3	6
88	а именно	3	6
89	вместе с	3	6
90	в которых	2	6
91	же время	9	6
92	и это	6	6
93	так например	1	6
94	вовсе не	19	6
95	уже не	3	6
96	мере в	3	6
97	и даже	23	6
98	хотя бы	6	6
99	каждой из	1	6
100	и что	17	6
101	как он	5	6
102	как например	2	6
103	сказать что	19	6
104	могут быть	6	6
105	том чтобы	1	6
106	но если	6	6
107	и его	6	6
108	в то	10	6
109	а в	8	6
110	иное как	4	6
111	на почве	2	5
112	а потому	3	5
113	уже в	5	5
114	внимание на	1	5
115	с этой	3	5
116	хотя и	4	5
117	науки и	5	5
118	что и	7	5
119	в виду	9	5
120	другой стороны	7	5
121	с их	2	5
122	в них	4	5
123	науки с	1	5
124	но с	4	5
125	дело в	1	5
126	что не	13	5
127	не есть	67	5
128	что он	16	5
129	что иное	4	5
130	одно из	2	5
131	от этого	5	5
132	по своему	4	5
133	данном случае	1	5
134	во всяком	5	5
135	так что	21	5
136	и тем	2	5
137	а не	24	5
138	говорить о	9	5
139	есть и	11	5
140	дело не	3	5
141	в различных	2	5
142	д но	2	5
143	не что	4	5
144	или вообще	3	5
145	т п	3	5
146	быть в	5	5
147	а как	1	5
148	независимо от	2	5
149	она есть	12	5
150	не просто	19	5
151	в целом	1	5
152	как это	8	5
153	есть не	8	5
154	всяком случае	3	5
155	в особенности	6	4
156	только что	5	4
157	здесь нет	1	4
158	с одной	4	4
159	тогда когда	6	4
160	с точки	18	4
161	этом отношении	2	4
162	о чем	4	4
163	как раз	7	4
164	в результате	2	4
165	по мере	3	4
166	в виде	2	4
167	в себе	23	4
168	так или	3	4
169	и понимать	1	4
170	но все	5	4
171	или иначе	3	4
172	в одном	4	4
173	в котором	5	4
174	заключается в	4	4
175	и ее	1	4
176	но ведь	2	4
177	как она	7	4
178	в своей	9	4
179	да и	11	4
180	сравнению с	2	4
181	в чем	9	4
182	должен быть	2	4
183	к тому	6	4
184	по крайней	11	4
185	чтобы понять	3	4
186	еще не	4	4
187	однако не	1	4
188	не имеет	15	4
189	времени и	10	4
190	в каждом	4	4
191	еще и	4	4
192	как о	2	4
193	и история	1	4
194	от характера	1	4
195	и заключается	1	4
196	даже и	3	4
197	науки а	1	4
198	одной стороны	3	4
199	по сравнению	2	4
200	это только	3	4
201	взять в	1	4
202	е в	3	4
203	связана с	1	4
204	взгляда на	2	4
205	мы имеем	4	4
206	действительность в	1	4
207	отличие от	1	4
208	истории и	1	4
209	крайней мере	11	4
210	можно сказать	10	4
211	той же	1	4
212	в области	2	4
213	все более	1	4
214	только с	3	4
215	и для	2	4
216	само по	7	4
217	из них	5	4
218	этого термина	1	3
219	всего того	1	3
220	и к	8	3
221	и этого	2	3
222	с этим	5	3
223	д однако	1	3
224	что с	2	3
225	можно говорить	2	3
226	и здесь	1	3
227	как две	1	3
228	как такового	1	3
229	того как	3	3
230	зависит от	1	3
231	и вот	10	3
232	на том	1	3
233	понятно что	2	3
234	именно как	2	3
235	при этом	2	3
236	что это	21	3
237	в основании	1	3
238	в сущности	2	3
239	говорит о	6	3
240	из которых	1	3
241	не как	4	3
242	в принципе	1	3
243	но что	10	3
244	в отношении	5	3
245	в этих	6	3
246	связи с	3	3
247	это искусство	1	3
248	если бы	12	3
249	себе что	1	3
250	и сам	1	3
251	а также	1	3
252	в силу	6	3
253	в очень	3	3
254	мы говорим	6	3
255	во внимание	2	3
256	история и	1	3
257	нет надобности	1	3
258	в конце	5	3
259	вообще не	2	3
260	сама по	12	3
261	и науки	3	3
262	как в	3	3
263	большей или	1	3
264	этим в	1	3
265	другое дело	1	3
266	нисколько не	7	3
267	между ними	1	3
268	зависимости от	2	3
269	в каком	10	3
270	понимать в	1	3
271	он мог	2	3
272	той или	11	3
273	науки но	2	3
274	чем же	1	3
275	бы и	4	3
276	от себя	1	3
277	и других	1	3
278	все эти	4	3
279	то это	6	3
280	и есть	20	3
281	что даже	2	3
282	язык и	1	3
283	на этом	4	3
284	стороны и	4	3
285	своей природе	1	3
286	что же	5	3
287	же как	3	3
288	так чтобы	2	3
289	в другом	6	3
290	совсем не	1	3
291	в ней	4	3
292	вот почему	1	3
293	времени в	2	3
294	или же	1	3
295	и тогда	4	3
296	и уже	4	3
297	в частности	4	3
298	уже после	1	3
299	об отношении	6	3
300	со всей	2	3
301	только на	3	3
302	или иных	1	3
303	не с	5	3
304	в этой	3	3
305	же самое	3	3
306	того же	1	3
307	как оно	1	3
308	от того	2	3
309	так же	6	3
310	при помощи	1	3
311	или как	2	3
312	идет речь	2	3
313	отчет в	1	3
314	и той	1	3
315	всего то	1	3
316	же только	2	3
317	или меньшей	1	3
318	отношение к	5	3
319	наряду с	1	3
320	на нее	2	3
321	только по	1	3
322	в своем	7	3
323	может оказаться	2	3
324	в зависимости	2	3
325	или иной	4	3
326	и вообще	10	3
327	что она	18	3
328	одна из	1	3
329	как будто	7	3
330	здесь не	1	3
331	он сам	6	3
332	к этому	2	3
333	тех или	5	3
334	нуждается в	6	3
335	для которых	1	3
336	для этого	2	3
337	что уже	3	3
338	понять что	1	3
339	смысле как	1	3
340	гораздо более	3	3
341	к нему	12	3
342	никогда не	18	3
343	или иным	1	2
344	наукой и	2	2
345	во всем	3	2
346	так и	18	2
347	д все	2	2
348	и другие	1	2
349	что они	8	2
350	находятся в	1	2
351	что оно	9	2
352	говоря уже	1	2
353	научного анализа	1	2
354	ни с	8	2
355	и сейчас	3	2
356	от действительности	1	2
357	должна быть	5	2
358	мы не	1	2
359	с полной	1	2
360	время в	1	2
361	и должно	3	2
362	не нужно	2	2
363	другого рода	2	2
364	ли быть	1	2
365	и далее	1	2
366	смысле и	1	2
367	несмотря на	12	2
368	из того	2	2
369	ни к	2	2
370	учение о	11	2
371	о них	1	2
372	следует что	2	2
373	в соответствующих	1	2
374	это уже	2	2
375	он и	2	2
376	или нет	6	2
377	и из	6	2
378	мы условились	1	2
379	мысли и	3	2
380	сам по	8	2
381	после этого	3	2
382	что несмотря	1	2
383	и сама	1	2
384	время не	3	2
385	можно представить	2	2
386	себя в	2	2
387	для них	1	2
388	них и	2	2
389	все равно	7	2
390	этих понятий	1	2
391	в своих	1	2
392	не было	7	2
393	что нет	1	2
394	стоит в	1	2
395	истории не	1	2
396	этой точки	2	2
397	этого не	1	2
398	есть лишь	1	2
399	и с	10	2
400	с ней	2	2
401	по их	1	2
402	на соответствующие	1	2
403	будто бы	3	2
404	которое в	2	2
405	это еще	2	2
406	значение в	1	2
407	это есть	13	2
408	по существу	2	2
409	с теми	2	2
410	как явление	1	2
411	жизни и	9	2
412	случае дело	1	2
413	том или	2	2
414	например в	2	2
415	тому что	4	2
416	случае не	4	2
417	чтобы можно	1	2
418	одно дело	1	2
419	и без	1	2
420	и творчества	1	2
421	в связи	3	2
422	подобно тому	1	2
423	е не	1	2
424	выражение в	1	2
425	и так	2	2
426	есть только	9	2
427	том смысле	4	2
428	к своему	1	2
429	и при	3	2
430	материал который	1	2
431	или ином	1	2
432	тем или	2	2
433	по его	1	2
434	о которых	2	2
435	и истории	1	2
436	же касается	1	2
437	но уже	3	2
438	пока не	2	2
439	к культуре	1	2
440	себе и	5	2
441	возникает вопрос	1	2
442	этих случаях	1	2
443	как только	4	2
444	искусство и	2	2
445	не иначе	1	2
446	которые были	2	2
447	в дальнейшем	6	2
448	сложнее чем	1	2
449	что обе	1	2
