N	2gram	Vygotskiy_	slovoVRo
1	и в	65	92
2	в романе	2	89
3	и т	19	82
4	т п	7	72
5	то есть	30	64
6	может быть	33	59
7	и его	8	59
8	в нем	8	59
9	и не	20	51
10	не только	16	44
11	не может	17	41
12	но и	6	39
13	до конца	5	37
14	в этом	37	36
15	а не	11	34
16	во всех	4	32
17	точки зрения	19	30
18	так и	3	30
19	в его	11	27
20	слова в	1	26
21	все это	12	25
22	как бы	29	24
23	слова и	3	24
24	слово в	2	24
25	то же	17	23
26	и на	7	22
27	в сущности	16	21
28	как в	8	21
29	не в	12	21
30	вовсе не	11	21
31	в то	5	20
32	прежде всего	2	19
33	как мы	12	19
34	с ним	6	18
35	как и	12	18
36	язык и	1	18
37	себя в	1	18
38	таким образом	21	17
39	оно не	1	17
40	и даже	4	17
41	все же	10	17
42	в основе	5	17
43	в истории	3	17
44	все эти	7	17
45	при этом	10	16
46	в них	4	16
47	к своему	2	16
48	отличие от	1	16
49	но в	5	16
50	в той	8	15
51	и с	4	15
52	человек и	2	15
53	с точки	11	15
54	там где	7	15
55	только в	9	14
56	в отличие	1	14
57	так сказать	6	14
58	отношении к	1	13
59	в слове	1	13
60	это не	7	13
61	с другой	8	13
62	с его	2	13
63	и следовательно	2	13
64	и для	4	13
65	и к	5	12
66	в отношении	1	12
67	еще не	3	12
68	во всяком	6	12
69	никогда не	9	12
70	и потому	1	12
71	или в	6	12
72	а в	9	12
73	отношение к	2	12
74	и наконец	2	12
75	один из	7	11
76	в этих	3	11
77	для него	4	11
78	с одной	7	11
79	на его	2	11
80	в плане	4	11
81	одной стороны	6	11
82	слова как	3	11
83	зрения на	1	10
84	в языке	1	10
85	и их	2	10
86	и все	14	10
87	уже не	2	10
88	все они	3	10
89	т д	6	10
90	в своем	8	10
91	может не	1	10
92	в том	46	10
93	с другими	1	10
94	она не	10	10
95	в себе	9	10
96	далеко не	3	10
97	всех этих	2	10
98	романа в	1	9
99	поэтому и	1	9
100	более или	1	9
101	в своей	6	9
102	конечно не	6	9
103	сказать что	14	9
104	этом случае	1	9
105	так как	13	9
106	здесь в	4	9
107	его в	5	9
108	одна из	6	9
109	в их	3	9
110	в смысле	1	9
111	или менее	1	9
112	и других	5	9
113	он не	11	9
114	быть и	1	9
115	одним из	2	9
116	и от	1	9
117	но не	3	9
118	с ее	5	9
119	к нему	2	9
