N	3gram	Losev_Prob	Komedia
1	в том что	17	29
2	к тому же	1	21
3	в то же	10	16
4	до сих пор	4	16
5	в самом деле	1	13
6	о том что	8	13
7	для того чтобы	4	11
8	в то время	6	11
9	вместе с тем	1	9
10	с одной стороны	2	9
11	то время как	6	9
12	речь идет о	1	8
13	с другой стороны	11	8
14	так или иначе	2	7
15	бы то ни	5	7
16	в конце концов	4	7
17	то ни было	4	7
18	на этот раз	3	7
19	в первую очередь	3	7
20	во всяком случае	8	7
21	в отличие от	2	6
22	в том числе	1	6
23	в связи с	9	6
24	с точки зрения	9	6
25	не говоря уже	1	6
26	что он не	2	5
27	о том как	4	5
28	то же самое	17	5
29	и т д	20	5
30	за то что	1	5
31	тем не менее	23	5
32	том что он	2	5
33	и тот же	1	4
34	именно потому что	3	4
35	там и здесь	4	4
36	к тому что	1	4
37	но все же	1	4
38	само собой разумеется	1	4
39	едва ли можно	2	4
40	по сравнению с	3	4
41	можно было бы	6	4
42	обстоит дело с	1	4
43	что и в	3	4
44	в той же	1	3
45	несмотря на всю	1	3
46	друг от друга	3	3
47	более или менее	2	3
48	в чем не	2	3
49	хотя и не	2	3
50	а то и	1	3
51	равно как и	2	3
52	в какой мере	1	3
53	на то что	2	3
54	но и в	2	3
55	в чем же	2	3
56	может быть даже	4	3
57	один и тот	1	3
58	таким образом в	1	3
59	собой разумеется что	1	3
60	в любом случае	1	3
61	в новое время	1	3
62	то обстоятельство что	1	3
63	если бы он	2	3
64	том числе и	1	3
65	ни в чем	2	3
66	и там и	2	3
67	одной стороны и	1	2
68	а может быть	2	2
69	как будто бы	7	2
70	у плавта и	2	2
71	в каждом из	1	2
72	в этом смысле	5	2
73	то что не	1	2
74	у нас в	2	2
75	с этой точки	1	2
76	за тем как	1	2
77	как и в	2	2
78	или может быть	1	2
79	так и в	2	2
80	но при этом	1	2
81	в первом случае	1	2
82	в зависимости от	3	2
83	точно так же	5	2
84	и в то	2	2
85	в нем не	1	2
86	каждой из них	1	2
87	если не считать	1	2
88	из всего этого	1	2
89	на то чтобы	1	2
90	на первый план	3	2
91	в основе своей	1	2
92	в тех случаях	1	2
93	друг друга и	1	2
94	этой точки зрения	2	2
95	и в тех	1	2
96	только в том	2	2
97	и тем более	4	2
98	и тем что	2	2
99	таким образом и	1	2
100	подобно тому как	2	2
101	так же как	3	2
102	имеем в виду	4	2
103	только потому что	3	2
104	не только в	2	2
105	только для того	1	2
106	мы имеем в	1	2
107	в этом случае	8	2
108	или вовсе не	1	2
109	как мы видели	2	2
110	тех случаях когда	1	2
111	и все же	1	2
112	как и всякий	1	2
113	должны были бы	1	1
114	начала до конца	1	1
115	благодаря тому что	1	1
116	как и во	1	1
117	а в другом	1	1
118	имеет ничего общего	3	1
119	имеет в виду	1	1
120	нечто большее чем	1	1
121	никак не может	3	1
122	во время войны	2	1
123	отнюдь не является	3	1
124	не может быть	5	1
125	только в условиях	1	1
126	нет ничего кроме	1	1
127	себе отчет в	2	1
128	того чтобы не	1	1
129	имеется в виду	6	1
130	можно сказать что	2	1
131	здесь не только	2	1
132	а н островского	1	1
133	в собственном смысле	1	1
134	понимать именно как	1	1
135	а то что	3	1
136	от этого брака	1	1
137	было бы достаточно	1	1
138	хотя может быть	1	1
139	которых идет речь	1	1
140	и независимо от	2	1
141	чего нельзя сказать	1	1
142	всякому ясно что	1	1
143	в ней как	1	1
144	потому что она	1	1
145	и даже до	1	1
146	и после этого	1	1
147	и не имеет	1	1
148	того или иного	5	1
149	до конца и	1	1
150	только тем что	1	1
151	сказать несколько слов	1	1
152	одного и того	1	1
153	в частности о	1	1
154	по своему содержанию	6	1
155	сам по себе	10	1
156	но он не	1	1
157	это особенно важно	1	1
158	и не столь	1	1
159	на основании этого	1	1
160	ничего общего с	2	1
161	нечто такое что	2	1
162	таким образом если	1	1
163	даже если бы	1	1
164	не отличаются от	1	1
165	смысле этого слова	1	1
166	жизнь и ее	1	1
167	в соединении с	1	1
168	таким образом что	1	1
169	ни о чем	1	1
170	из которых она	1	1
171	что в нем	1	1
172	бросается в глаза	1	1
173	отдать себе отчет	1	1
174	само по себе	5	1
175	остается то что	1	1
176	и тем самым	3	1
177	и прежде всего	3	1
178	в данном случае	12	1
179	но если бы	3	1
180	заметим впрочем что	1	1
181	и никогда не	1	1
182	мало чем отличается	1	1
183	по себе не	1	1
184	ничем не отличаются	1	1
185	так что он	2	1
186	не имеет ничего	3	1
187	даже как будто	1	1
188	только в виде	2	1
189	и того же	1	1
190	ли в этом	1	1
191	ее главного героя	1	1
192	том что они	1	1
193	даже не в	1	1
194	не является чем-то	1	1
195	в конце первой	1	1
196	если бы и	1	1
197	это вовсе не	5	1
198	вовсе не является	4	1
199	не нуждается в	1	1
200	к вопросу о	1	1
201	но и без	1	1
202	в котором он	1	1
203	и в его	3	1
204	для нас важно	1	1
205	и по существу	1	1
206	только в связи	2	1
207	в одном случае	4	1
208	потому что и	1	1
209	в третий раз	1	1
210	не о чем	1	1
211	имея в виду	1	1
212	по самой своей	1	1
213	из поля зрения	1	1
214	а не в	1	1
215	и не может	1	1
216	и в этом	6	1
217	мы имеем дело	2	1
218	да и сами	1	1
219	и здесь не	1	1
220	то что у	3	1
221	внешней формы и	1	1
222	собственном смысле слова	1	1
223	тому что в	1	1
224	настолько ничтожны что	1	1
225	том виде как	4	1
226	художественного вкуса и	1	1
227	как и те	1	1
228	т д все	1	1
229	и не всегда	1	1
230	той или иной	16	1
231	еще не был	1	1
232	никто не сомневается	1	1
233	насколько можно судить	1	1
234	по существу своему	1	1
235	быть даже и	2	1
236	мы находим в	2	1
237	и во всяком	3	1
238	то что и	1	1
239	можем ли мы	1	1
240	и особенно в	1	1
241	зрения на действительность	1	1
242	ничего о ней	1	1
243	это не мешает	1	1
244	он не только	1	1
245	в том чтобы	1	1
246	на второй план	1	1
247	по крайней мере	9	1
248	это не означает	1	1
249	делает вид что	1	1
250	потому что он	6	1
251	такого же рода	2	1
252	с собой не	1	1
253	и без всякого	1	1
254	таким образом каждая	1	1
255	смысле слова мы	1	1
256	становится в них	1	1
257	и вовсе не	6	1
258	в свое время	1	1
259	что же касается	5	1
260	что в любом	1	1
261	может быть в	1	1
262	и есть тот	1	1
263	к выводу что	1	1
264	однако если мы	1	1
265	не был бы	1	1
266	но тут же	1	1
267	как впрочем и	1	1
268	но никак не	4	1
269	связи с этим	1	1
270	в настоящее время	4	1
271	возможна только при	1	1
272	мало общего с	1	1
273	едва ли кто-нибудь	1	1
