N	4gram	Vygotskiy_	FransuaR
1	в то же время	1	55
2	в том числе и	3	17
3	как мы уже говорили	3	15
4	дело в том что	2	13
5	и в то же	1	12
6	в той или иной	1	10
7	на самом же деле	1	10
8	и до наших дней	1	5
9	мы имеем в виду	1	5
10	с одной стороны и	3	5
11	одной и той же	2	4
12	один и тот же	1	4
13	мы видим таким образом	4	3
14	о том что в	1	3
15	в виду прежде всего	1	3
16	но на самом деле	1	3
17	с точки зрения этих	1	2
18	а с другой стороны	3	2
19	все более и более	3	2
20	с другой стороны в	1	2
21	заключается в том что	6	2
22	и целый ряд других	1	2
23	бы то ни было	1	2
24	и в известной мере	1	2
25	совершенно так же как	1	2
26	ни в коем случае	1	2
27	или во всяком случае	2	2
28	только для того чтобы	2	2
29	то же время не	1	2
30	и т.п но и	1	2
31	и с точки зрения	1	2
32	но ни в коем	1	2
33	так же как и	4	2
34	никогда не может быть	1	1
35	на вопрос о том	2	1
36	не только то что	1	1
37	в большей своей части	1	1
38	и т.д все это	1	1
39	что с точки зрения	2	1
40	в связи с вопросом	1	1
41	и вовсе не в	1	1
42	вопрос о том как	1	1
43	так как если бы	1	1
44	сводится к тому чтобы	1	1
45	из первых мест в	1	1
46	играют в нем такую	1	1
47	в том что в	1	1
48	мы стремились показать что	1	1
49	можно без преувеличения сказать	1	1
50	которого можно было бы	1	1
51	в тех случаях когда	1	1
52	о том что он	1	1
53	в то время как	4	1
54	что на протяжении всего	1	1
55	и в самом деле	1	1
56	по самому своему существу	1	1
57	то же самое что	1	1
58	одной стороны и к	1	1
59	с точки зрения генетической	2	1
60	в данном случае не	1	1
61	одно из первых мест	1	1
62	мы уже говорили выше	1	1
63	формы речевого общения между	1	1
64	одно и то же	2	1
65	в одном и том	1	1
66	той или иной мере	1	1
67	в полном отрыве от	1	1
68	одном и том же	1	1
69	связь между словом и	1	1
70	как именно в области	1	1
71	заключается в том чтобы	3	1
72	в свою очередь к	1	1
73	друг к другу и	1	1
74	рядом друг с другом	1	1
75	находит свое выражение в	1	1
76	совершенно иначе чем она	1	1
77	состоит в том что	3	1
78	с таким же успехом	2	1
79	связи с вопросом о	1	1
80	в силу того что	1	1
81	и пр и пр	1	1
82	становится на точку зрения	1	1
83	было бы сравнить с	1	1
84	вместе с тем и	1	1
85	без преувеличения сказать что	1	1
86	уже говорили выше в	1	1
87	лишь в тех случаях	1	1
88	видим таким образом что	3	1
89	и в частности к	1	1
90	как это ни странно	2	1
91	если мы обратимся к	1	1
92	это как мы уже	1	1
93	и в конечном счете	1	1
94	и для всех тех	1	1
95	так же точно и	1	1
96	и с другой стороны	1	1
97	можно было бы сравнить	1	1
98	в том что он	1	1
99	и в этом отношении	1	1
100	в связи с развитием	1	1
101	в строгом смысле слова	1	1
102	но вместе с тем	4	1
103	в предисловии к своему	1	1
104	говорить о том что	1	1
105	явлений с другой стороны	1	1
106	же точно и в	1	1
107	как именно в этом	1	1
108	если можно так выразиться	1	1
