N	4gram	Bakhtin_Pr	Analitik
1	в то же время	3	14
2	не что иное как	1	6
3	мы имеем дело с	1	5
4	есть не что иное	1	5
5	и не может быть	1	4
6	дело в том что	1	3
7	бы то ни было	2	3
8	совокупность факторов художественного впечатления	1	2
9	ни в коем случае	2	2
10	не может быть признано	1	2
11	не говоря уже о	1	2
12	в коем случае не	2	2
13	как совокупность факторов художественного	1	2
14	но в то же	1	2
15	событийный характер эстетического объекта	1	1
16	познавательно социально политически экономически	1	1
17	субъекта в которую я	1	1
18	и психический процесс творчества	1	1
19	лишенная базы систематико-философской эстетики	1	1
20	наличных момента внешнее материальное	1	1
21	быть найден ни в	1	1
22	я вхожу как необходимый	1	1
23	живом и значимом познавательно	1	1
24	какою-то мистическою или метафизическою	1	1
25	художественном творчестве имеются два	1	1
26	в нашем случае художественного	1	1
27	активном взаимоопределении с опознанной	1	1
28	психический процесс творчества и	1	1
29	внешнее материальное произведение как	1	1
30	как осуществляющее эстетический объект	1	1
31	и поступка его рецептивный	1	1
32	не для того чтобы	1	1
33	отличающая его от познания	1	1
34	хотя бы и в	1	1
35	поступка его рецептивный положительно-приемлющий	1	1
36	эстетический объект не есть	1	1
37	могут и должны быть	1	1
38	в том смысле что	1	1
39	становится вследствие этого какою-то	1	1
40	произведение как осуществляющее эстетический	1	1
41	в напряженном и активном	1	1
42	активного субъекта в которую	1	1
43	ни в материальном произведении	1	1
44	нераздельность но и неслиянность	1	1
45	имеются два эмпирически наличных	1	1
46	ни в психике ни	1	1
47	как активного субъекта в	1	1
48	созерцания направленной на произведение	1	1
49	значимом познавательно социально политически	1	1
50	в художественном творчестве имеются	1	1
51	произведения с точки зрения	1	1
52	мистическою или метафизическою сущностью	1	1
53	на самом же деле	1	1
54	живо произведение и художественно	1	1
55	момента внешнее материальное произведение	1	1
56	и активном взаимоопределении с	1	1
57	материальное произведение как осуществляющее	1	1
58	не может быть найден	1	1
59	и случайной в самых	1	1
60	позицию по отношению к	3	1
61	вследствие этого какою-то мистическою	1	1
62	той или иной культурной	1	1
63	основная особенность эстетического резко	1	1
64	я чувствую себя как	1	1
65	содержание эстетической деятельности созерцания	1	1
66	ни к чему не	1	1
67	резко отличающая его от	1	1
68	в психике ни в	1	1
69	этого какою-то мистическою или	1	1
70	значимо в напряженном и	1	1
71	которой я чувствую себя	1	1
72	чего бы то ни	1	1
73	как мы увидим далее	1	1
74	в противном случае мы	1	1
75	найден ни в психике	1	1
76	понять внешнее материальное произведение	1	1
77	в которой я чувствую	1	1
78	его от познания и	1	1
79	напряженном и активном взаимоопределении	1	1
80	себя как активного субъекта	1	1
81	с опознанной и поступком	1	1
82	может быть найден ни	1	1
83	и художественно значимо в	1	1
84	базы систематико-философской эстетики становится	1	1
85	объект не есть вещь	1	1
86	его рецептивный положительно-приемлющий характер	1	1
87	эмпирически наличных момента внешнее	1	1
88	произведение и художественно значимо	1	1
89	несмотря на то что	1	1
90	художественно значимо в напряженном	1	1
91	два эмпирически наличных момента	1	1
92	познания и поступка его	1	1
93	социально политически экономически религиозно	1	1
94	и поступком оцененной действительностью	1	1
95	в которую я вхожу	1	1
96	творчестве имеются два эмпирически	1	1
97	становится зыбкой и случайной	1	1
98	которую я вхожу как	1	1
99	взаимоопределении с опознанной и	1	1
100	эстетического резко отличающая его	1	1
101	процесс творчества и восприятия	1	1
102	психике ни в материальном	1	1
103	от познания и поступка	2	1
104	зыбкой и случайной в	1	1
105	и значимом познавательно социально	1	1
106	опознанной и поступком оцененной	1	1
107	чувствую себя как активного	1	1
108	особенность эстетического резко отличающая	1	1
109	не в том что	1	1
110	эстетики становится зыбкой и	1	1
111	деятельности созерцания направленной на	1	1
112	эстетической деятельности созерцания направленной	1	1
113	и как совокупность факторов	1	1
114	не становится вследствие этого	1	1
115	систематико-философской эстетики становится зыбкой	1	1
