N	3gram	Tiupa_Disk	Russkaja
1	то же время	9	10
2	в то же	7	10
3	с точки зрения	3	9
4	в том что	18	7
5	на самом деле	1	6
6	во всяком случае	2	6
7	до сих пор	1	5
8	в том случае	1	4
9	не может быть	5	4
10	на то что	1	4
11	более или менее	2	4
12	той или иной	6	3
13	вместе с тем	1	3
14	в данном случае	6	3
15	в этом случае	3	3
16	и то что	2	3
17	том случае если	1	3
18	и не может	3	3
19	что он не	1	2
20	в том и	1	2
21	и в том	1	2
22	того или иного	2	2
23	в этом направлении	1	2
24	том и в	1	2
25	в большинстве случаев	2	2
26	и в другом	1	2
27	они принадлежат к	1	2
28	о том что	8	2
29	только в том	2	2
30	но и к	1	2
31	ни к чему	1	2
32	таким же образом	1	2
33	в другом случае	1	2
34	друг от друга	1	2
35	во всех областях	1	1
36	ставит себя в	1	1
37	существуют во всех	1	1
38	в противном случае	1	1
39	и не к	1	1
40	но при этом	3	1
41	таком взгляде на	1	1
42	в самом деле	1	1
43	к мысли что	1	1
44	большинстве случаев это	1	1
45	и должно было	1	1
46	и как бы	5	1
47	дело в том	3	1
48	это разумеется не	1	1
49	дальше отстоит от	1	1
50	речь идет о	2	1
51	но и от	1	1
52	в этом состоит	1	1
53	к чему не	1	1
54	но для этого	1	1
55	том числе и	3	1
56	прежде всего на	1	1
57	до известной степени	2	1
58	тех или иных	1	1
59	и т.д эта	1	1
60	между собой и	1	1
61	к богу и	1	1
62	по отношению к	13	1
63	и прежде всего	2	1
64	во всех этих	1	1
65	в том чтобы	2	1
66	не только от	1	1
67	по крайней мере	3	1
68	прежде всего в	2	1
69	заключается в том	1	1
70	а в том	2	1
71	с самого начала	2	1
72	в себе те	1	1
73	и того же	4	1
74	жизни в том	1	1
75	заключает в себе	1	1
76	она могла бы	1	1
77	на первый взгляд	1	1
78	что не только	1	1
79	тем что он	2	1
80	он не может	1	1
81	в связи с	1	1
82	то же самое	2	1
83	и все же	3	1
84	том что вся	1	1
85	не может ли	1	1
86	к одному из	1	1
87	в том числе	3	1
88	тем не менее	1	1
89	в результате этого	1	1
90	но все же	1	1
91	несмотря на все	1	1
92	того и другого	1	1
93	только то что	2	1
94	в другом месте	1	1
95	еще не было	1	1
96	жизни но и	1	1
97	к той или	2	1
98	в этом отношении	4	1
99	перед нами не	1	1
100	в свою очередь	3	1
101	и не только	2	1
102	никогда не было	1	1
103	самоопределения в этом	1	1
104	это и есть	1	1
105	в значительной степени	3	1
106	при таком взгляде	1	1
107	к себе и	1	1
108	тот или иной	2	1
109	состоит в том	3	1
110	к тому же	4	1
111	одного и того	4	1
112	в полной мере	1	1
