N	2gram	Bakhtin_Pr	KulturaY
1	и т	14	143
2	т п	13	93
3	и в	38	84
4	в том	8	74
5	не только	9	60
6	точки зрения	8	59
7	в этом	15	57
8	было бы	8	53
9	и не	42	52
10	может быть	26	47
11	что в	7	44
12	том что	3	44
13	того чтобы	2	44
14	т д	1	42
15	в самом	7	41
16	для того	2	41
17	у нас	2	38
18	хотя бы	4	37
19	самом деле	6	37
20	с точки	6	36
21	в области	11	34
22	таким образом	10	33
23	а не	5	33
24	если бы	3	32
25	можно было	4	32
26	не в	7	30
27	и пр	2	30
28	в его	43	30
29	прежде всего	13	30
30	все же	6	29
31	не менее	4	28
32	того что	2	28
33	все эти	5	28
34	уже не	1	26
35	то что	8	25
36	вовсе не	2	25
37	не может	27	25
38	вопрос о	1	24
39	с другой	7	24
40	еще не	7	24
41	то же	5	23
42	с помощью	7	23
43	только в	13	23
44	так и	5	23
45	языка в	3	22
46	тем не	3	21
47	по себе	1	20
48	и что	2	20
49	но и	9	20
50	тем что	2	19
51	о том	4	19
52	что он	2	19
53	языка и	1	19
54	но в	4	19
55	и с	17	18
56	с тем	1	18
57	к тому	1	18
58	связи с	2	18
59	между тем	7	18
60	вместе с	1	18
61	как бы	22	18
62	все это	3	18
63	в той	1	17
64	можно говорить	2	17
65	другой стороны	4	17
66	как это	2	17
67	что это	2	17
68	слова и	3	17
69	это не	5	17
70	в виду	4	16
71	что и	2	16
72	что не	4	16
73	ничего не	6	16
74	но не	12	16
75	при этом	5	15
76	именно в	1	15
77	в данном	4	15
78	в нашем	4	15
79	не было	2	15
80	и тем	3	15
81	по отношению	21	15
82	ни к	2	15
83	целый ряд	1	15
84	а в	6	15
85	лишь в	2	15
86	должно быть	5	15
87	в них	5	14
88	и на	3	14
89	сказать что	4	14
90	хотя и	3	14
91	в связи	2	14
92	я не	2	14
93	сих пор	1	14
94	в ней	4	14
95	до сих	1	14
96	как мы	7	14
97	мы имеем	2	14
98	также и	3	14
99	отношению к	19	14
100	к языку	1	13
101	в этой	1	13
102	там где	6	13
103	не могут	2	13
104	в которых	1	13
105	для нас	1	13
106	это и	1	13
107	по существу	2	13
108	в пределах	6	13
109	и его	16	13
110	говорить о	3	12
111	в результате	1	12
112	ясно что	3	12
113	а только	2	12
114	вопроса о	3	12
115	этот вопрос	1	12
116	могут быть	5	12
117	как в	4	12
118	речь в	1	12
119	этого слова	1	12
120	язык как	1	11
121	должен быть	2	11
122	языка как	2	11
123	в своем	5	11
124	он не	3	11
125	в нем	15	11
126	и здесь	2	11
127	должна быть	4	11
128	что язык	1	11
129	совершенно не	7	11
130	и если	1	11
131	этом отношении	2	11
132	слова в	7	11
133	в их	10	11
134	в таких	2	11
135	в какой	2	11
136	или иной	2	11
137	в особенности	2	10
138	в первом	1	10
139	как и	7	10
140	так же	1	10
141	конечно не	5	10
142	к этому	2	10
143	несмотря на	3	10
144	бы в	1	10
145	этом смысле	3	10
146	не просто	1	10
147	в общем	1	10
148	в то	4	10
149	они не	3	10
150	бы и	1	10
151	на фоне	3	10
152	того или	2	10
153	тех же	1	10
154	в нашей	2	10
155	тем самым	4	10
156	в своей	7	9
157	можно сказать	2	9
158	что все	2	9
159	в которой	1	9
160	но для	1	9
161	рядом с	5	9
162	здесь не	4	9
163	мы говорим	1	9
164	и есть	2	9
165	слова как	1	9
166	или иного	2	9
167	ни в	11	9
168	не имеет	9	9
169	что мы	1	9
170	но это	3	9
171	и для	11	9
172	дает нам	2	9
173	и вот	1	9
174	а также	1	9
175	на то	2	9
176	в целом	3	9
177	в этих	2	8
178	может служить	1	8
179	с одной	3	8
180	в таком	3	8
181	тому что	1	8
182	не есть	6	8
183	в чем	2	8
184	в своих	2	8
185	в тех	3	8
186	отнюдь не	19	8
187	был бы	1	8
188	да и	3	8
189	с его	2	8
190	независимо от	13	8
191	на самом	4	8
192	и как	8	8
193	мере в	1	8
194	не говоря	1	8
195	в частности	2	8
196	далеко не	5	8
197	и о	5	8
198	следует что	2	7
199	например в	3	7
200	в котором	2	7
201	в одном	1	7
202	свою очередь	1	7
203	была бы	2	7
204	на том	1	7
205	к вопросу	1	7
206	столь же	2	7
207	одной стороны	3	7
208	в процессе	1	7
209	и должно	3	7
210	с ним	5	7
211	есть лишь	3	7
212	как о	1	7
213	с ними	4	7
214	в слове	3	7
215	и более	2	7
216	идет о	1	7
217	в свою	2	7
218	в истории	2	7
219	как например	1	7
220	до конца	1	7
221	на этот	1	7
222	языка но	2	7
223	в самой	2	7
224	в поэзии	9	7
225	все равно	1	7
226	смысле этого	1	7
227	есть в	1	7
228	нисколько не	1	7
229	не все	2	7
230	и потому	4	7
231	п и	1	7
232	она не	2	7
233	не знает	3	7
234	только как	6	7
235	как он	1	7
236	не следует	2	7
237	язык в	2	7
238	говоря уже	1	6
239	только что	1	6
240	в корне	2	6
241	отличается от	2	6
242	не всегда	6	6
243	уже о	1	6
244	можно ли	1	6
245	вообще и	1	6
246	именно с	1	6
247	по поводу	2	6
248	она есть	1	6
249	слов в	1	6
250	в ее	4	6
251	и именно	2	6
252	той или	2	6
253	могли бы	1	6
254	на этом	2	6
255	так называемые	1	6
256	должны быть	4	6
257	за пределы	12	6
258	то или	2	6
259	или иное	2	6
260	я в	1	6
261	мы называем	1	6
262	не на	5	6
263	оно не	3	6
264	содержание и	2	6
265	на основе	6	6
266	же время	3	6
267	в отличие	5	6
268	в сфере	1	6
269	свое время	1	6
270	в свое	1	6
271	в себе	4	6
272	что оно	2	6
273	данном случае	4	6
274	что с	1	6
275	или в	2	6
276	этого не	1	6
277	может иметь	5	6
278	отличие от	5	6
279	не с	4	6
280	это только	1	6
281	приводит к	3	6
282	как к	2	6
283	которые в	1	6
284	на себя	1	6
285	нуждается в	2	6
286	и к	3	5
287	говорить и	2	5
288	еще более	1	5
289	формы в	1	5
290	не как	1	5
291	нас в	1	5
292	но что	1	5
293	и даже	3	5
294	уже выше	1	5
295	поэзии как	1	5
296	даже и	1	5
297	в другом	2	5
298	отметить что	7	5
299	вопросу о	1	5
300	нам право	1	5
301	кроме того	3	5
302	точка зрения	3	5
303	никогда не	5	5
304	и он	2	5
305	на протяжении	1	5
306	к себе	2	5
307	время в	1	5
308	чем в	2	5
309	живет и	1	5
310	в двух	2	5
311	и у	2	5
312	но как	2	5
313	и является	1	5
314	все те	1	5
315	в форме	4	5
316	бы уже	1	5
317	в современной	2	5
318	в иных	3	5
319	всех этих	1	5
320	смысле слова	2	5
321	и при	2	5
322	в область	3	5
323	мы в	3	5
324	конечно и	4	5
325	самого языка	1	5
326	к его	2	5
327	о котором	2	5
328	широком смысле	1	5
329	то он	1	5
330	уже из	1	5
331	относится к	4	5
332	быть не	1	5
333	смысл который	1	5
334	но если	1	5
335	не будем	3	5
336	и от	3	5
337	а на	1	5
338	но с	3	5
339	слово в	2	5
340	по своему	1	5
341	в конечном	4	5
342	мы должны	2	5
343	как не	1	5
344	или иначе	1	5
345	лишь как	4	5
346	что можно	1	5
347	отношение к	10	5
348	в каких	2	5
349	и только	4	5
350	вопросом о	1	5
351	есть не	2	5
352	языка что	1	4
353	случае мы	2	4
354	о чем	1	4
355	зрения на	1	4
356	конечном счете	4	4
357	так например	1	4
358	как только	3	4
359	связано с	1	4
360	и где	1	4
361	к этой	1	4
362	мы увидим	3	4
363	уже и	1	4
364	до того	1	4
365	всего этого	1	4
366	право говорить	1	4
367	к которому	4	4
368	и иной	3	4
369	и становится	7	4
370	из них	1	4
371	и выражения	1	4
372	в лингвистике	1	4
373	к нему	10	4
374	иных случаях	3	4
375	подчеркнуть что	1	4
376	аналогии с	1	4
377	как можно	1	4
378	его в	9	4
379	но он	1	4
