N	3gram	Losev_Prob	Tvorches
1	в то же	10	25
2	и т д	20	17
3	в том что	17	11
4	о том что	8	8
5	и в то	2	7
6	по сути дела	1	7
7	не может быть	5	6
8	в самом деле	1	5
9	до сих пор	4	4
10	по крайней мере	9	4
11	с точки зрения	9	4
12	дело в том	4	4
13	дело не в	4	3
14	в таком случае	7	3
15	сами по себе	8	3
16	точно так же	5	3
17	в отличие от	2	3
18	это значит что	8	3
19	если не считать	1	3
20	во всяком случае	8	3
21	как и в	2	3
22	с другой стороны	11	3
23	хотя и не	2	3
24	и все же	1	3
25	и не может	1	3
26	что он не	2	2
27	войне и мире	1	2
28	а может быть	2	2
29	это не значит	1	2
30	в данном случае	12	2
31	это не означает	1	2
32	и тут же	2	2
33	о котором говорилось	1	2
34	для того чтобы	4	2
35	в том числе	1	2
36	тем не менее	23	2
37	не значит что	2	2
38	то есть не	5	2
39	так и в	2	2
40	но при этом	1	2
41	на первом плане	1	2
42	не потому что	1	2
43	в конце концов	4	2
44	потому что он	6	2
45	том числе и	1	2
46	котором говорилось выше	1	2
47	а потому что	1	2
48	не сами по	1	2
49	к тому же	1	2
50	в целом и	1	2
51	в известном смысле	1	2
52	таким образом и	1	2
53	но это не	1	2
54	по самой своей	1	2
55	тоже своего рода	1	2
56	в связи с	9	2
57	вместе с тем	1	2
58	заключается в том	5	2
59	только то что	4	2
60	в медном всаднике	2	2
61	можно сказать что	2	2
62	на этот вопрос	1	2
63	все же не	1	2
64	на самом деле	5	2
65	мы находим у	1	2
66	содержит в себе	13	2
67	так же как	3	2
68	это уже не	2	2
69	не только в	2	2
70	как бы ни	1	2
71	но отнюдь не	2	2
72	в первую очередь	3	2
73	пушкина и гоголя	1	2
74	не так как	1	2
75	в глаза и	1	1
76	с присущей ему	1	1
77	имеет в виду	1	1
78	и как бы	2	1
79	отличается и от	2	1
80	как будто бы	7	1
81	же самое время	10	1
82	по себе а	3	1
83	мы все время	1	1
84	о том как	4	1
85	том смысле что	4	1
86	нам хотелось бы	1	1
87	он вовсе не	1	1
88	нет ничего кроме	1	1
89	не содержит в	1	1
90	не так ли	1	1
91	то что не	1	1
92	ничего не говорит	1	1
93	и он как	1	1
94	то или иное	3	1
95	д и т	5	1
96	мы говорим о	2	1
97	мало чем отличается	1	1
98	хотя бы и	2	1
99	никогда не является	1	1
100	в каждом из	1	1
101	резко отличается и	1	1
102	хотя на самом	1	1
103	но на этот	1	1
104	говорить о том	2	1
105	и такие термины	1	1
106	так что они	1	1
