N	3gram	Vygotskiy_	Problema
1	тем не менее	1	56
2	о том что	10	39
3	в том что	30	37
4	и т д	1	33
5	то же самое	4	30
6	в связи с	3	29
7	в данном случае	5	28
8	той или иной	2	26
9	по крайней мере	1	26
10	во всяком случае	5	25
11	с другой стороны	10	25
12	с точки зрения	34	25
13	содержит в себе	1	23
14	в конце концов	1	23
15	сам по себе	3	21
16	сама по себе	3	21
17	и то что	1	20
18	на то что	9	19
19	в этом смысле	3	19
20	как раз и	1	18
21	для того чтобы	19	17
22	в то же	2	17
23	точно так же	2	16
24	же самое время	1	16
25	то что мы	1	15
26	до сих пор	4	14
27	это значит что	1	13
28	и вовсе не	1	13
29	на самом деле	3	13
30	можно было бы	6	13
31	не может быть	8	12
32	и в частности	3	12
33	той или другой	1	12
34	и в этом	1	12
35	можно сказать что	5	12
36	в то время	5	12
37	то время как	4	12
38	дело в том	2	11
39	мы должны сказать	1	11
40	или по крайней	1	11
41	бы то ни	1	11
42	с одной стороны	14	11
43	в той или	1	10
44	и тем самым	4	10
45	не только не	2	10
46	вместе с тем	5	10
47	только то что	2	10
48	не только в	1	10
49	должны сказать что	1	9
50	то и другое	1	9
51	самом же деле	1	8
52	на самом же	1	8
53	потому что он	3	8
54	только тогда когда	4	8
55	заключается в том	10	8
56	мы не будем	1	8
57	о том как	1	7
58	когда мы говорим	2	7
59	к тому же	1	7
60	в чистом виде	1	7
61	но и в	1	7
62	с самого начала	9	7
63	иметь в виду	1	7
64	в этой области	1	7
65	между знаком и	3	7
66	мы находим в	1	7
67	хотя и не	1	7
68	тот или иной	1	7
69	и как бы	1	6
70	в самом деле	5	6
71	и тем более	2	6
72	и то же	2	6
73	и только в	1	6
74	не имеет никакого	1	6
75	ни в какой	2	6
76	то что в	2	6
77	или иной мере	1	6
78	хотя бы даже	1	6
79	то ни было	1	6
80	на первый план	3	6
81	есть прежде всего	2	6
82	в этом отношении	6	6
83	само по себе	3	6
84	в собственном смысле	8	5
85	хотя бы и	1	5
86	указывает на то	3	5
87	на этот раз	1	5
88	в первую очередь	3	5
89	мы говорили выше	3	5
90	имеем в виду	1	5
91	смысле слова но	1	5
92	так же как	6	5
93	в том виде	1	5
94	с первого взгляда	1	5
95	в том числе	3	5
96	мы могли бы	9	5
97	до некоторой степени	1	5
98	в зависимости от	8	5
99	потому что оно	1	5
100	в какой мере	2	5
101	также и на	1	5
102	какой мере не	1	5
103	одно и то	2	5
104	смысле слова и	1	5
105	том что он	2	5
106	же как и	4	5
107	потому что они	1	5
108	на том что	2	4
109	у нас в	1	4
110	дело не в	1	4
111	в коем случае	1	4
112	друг от друга	4	4
113	как мы уже	4	4
114	том числе и	3	4
115	и вместе с	1	4
116	мы хотели бы	3	4
117	но все же	1	4
118	и потому что	2	4
119	мы видели выше	1	4
120	в том чтобы	6	4
121	этой точки зрения	2	4
122	вопрос о том	2	4
123	это было бы	1	4
124	здесь не только	1	4
125	собственном смысле слова	4	4
126	именно потому что	1	4
127	будет сказать что	1	4
128	ни в коем	1	4
129	а с другой	6	4
130	сказать что он	1	4
131	а именно в	1	4
132	само собой разумеется	1	4
133	ту или иную	1	4
134	не потому что	2	4
135	и с точки	1	4
136	как мы видели	1	4
137	подобно тому как	2	4
138	то обстоятельство что	2	4
139	в таких случаях	1	4
140	друг к другу	2	4
141	одной стороны и	3	3
142	то что он	2	3
143	о чем мы	1	3
144	в результате этого	1	3
145	что в данном	1	3
146	таким образом что	3	3
147	в отличие от	3	3
148	то что у	2	3
149	к тому что	3	3
150	всего то что	1	3
151	в тех случаях	1	3
152	как и вообще	1	3
153	за то что	1	3
154	то что и	1	3
155	в чем же	1	3
156	что не только	1	3
157	как и в	2	3
158	отличаются друг от	1	3
159	об этом мы	1	3
160	в результате чего	1	3
161	именно в этом	3	3
162	тех случаях когда	1	3
163	что мы можем	1	3
164	с тем что	1	3
165	как мы увидим	1	3
166	что может быть	2	3
167	имеет свою собственную	2	3
168	жизни и в	1	3
169	с этой точки	1	3
170	если бы он	3	3
171	тот факт что	1	3
172	должны были бы	2	3
173	мы уже видели	2	3
174	прежде всего как	1	3
175	по сравнению с	9	3
176	несмотря на то	1	3
177	вовсе не в	1	3
178	и представить себе	1	3
179	хотя бы в	1	3
180	если бы мы	3	3
181	и в то	1	3
182	том что в	3	3
183	и никогда не	1	3
184	в известном смысле	3	3
185	не в силах	1	3
186	порождает из себя	1	3
187	от того что	2	3
188	того что мы	1	3
189	раз и является	1	3
190	к выводу что	5	3
191	говорить о том	1	3
192	так как они	1	3
193	после того как	1	3
194	в сущности говоря	3	3
195	все больше и	1	2
196	не только то	1	2
197	по отношению к	11	2
198	однако ясно что	1	2
199	который ничего не	1	2
200	о которых мы	1	2
201	то что обычно	1	2
202	в учении о	4	2
203	действительности но как	1	2
204	в частности в	1	2
205	образом как и	2	2
206	сказать что все	1	2
207	что оно есть	1	2
208	нечто такое что	1	2
209	не сама по	1	2
210	и к его	1	2
211	таким образом если	1	2
212	в настоящей работе	2	2
213	мы все время	1	2
214	если это так	1	2
215	в последнее время	3	2
216	что в этом	1	2
217	в целом и	6	2
218	и все прочие	1	2
219	и самый язык	2	2
220	в чем заключается	1	2
221	всего того что	1	2
222	является не только	1	2
223	на действительность и	2	2
224	в заключение мы	1	2
225	и до наших	1	2
226	это так то	1	2
227	один и тот	1	2
228	в ту или	1	2
229	того и другого	1	2
230	тем и другим	2	2
231	там где нет	1	2
232	столько же сколько	1	2
233	хотят сказать что	1	2
234	и тем что	1	2
235	то что является	1	2
236	по своей структуре	2	2
237	мы не можем	3	2
238	между прочим в	1	2
239	и все другие	1	2
240	и в своем	2	2
241	мы только что	2	2
242	с которыми мы	1	2
243	во всей его	1	2
244	по самому своему	2	2
245	том что всякое	1	2
246	при переходе от	2	2
247	того же типа	1	2
248	что он не	2	2
249	как и во	1	2
250	и тот же	1	2
251	оставить в стороне	2	2
252	о котором мы	1	2
253	что значение слова	1	2
254	больше и больше	1	2
255	мы имеем в	1	2
256	здесь может быть	1	2
257	однако и здесь	1	2
258	нам думается что	7	2
259	прежде всего что	1	2
260	в том же	3	2
261	в известной мере	1	2
262	перед нами в	1	2
263	друг на друга	1	2
264	в дальнейшем и	1	2
265	все более и	3	2
266	для обозначения и	1	2
267	то же что	2	2
268	что перед нами	3	2
269	как мы это	1	2
270	и само понятие	1	2
271	в математическом смысле	1	2
272	говорили выше в	1	2
273	не может не	1	2
274	сознательно и намеренно	2	2
275	то это не	1	2
276	только на то	1	2
277	казалось бы что	2	2
278	так как он	3	2
279	в свою очередь	3	2
280	и для всех	1	2
281	или хотя бы	1	2
282	и не может	1	2
283	никогда не может	1	2
284	в том и	1	2
285	что вовсе не	1	2
286	он должен быть	2	2
287	связаны между собой	1	2
288	на одной из	1	2
289	тем что в	1	2
290	для самого себя	1	2
291	прийти к выводу	1	2
292	а вместе с	2	2
293	что в результате	1	2
294	и на его	1	2
295	а следовательно и	1	2
296	это не только	1	2
297	только в самом	1	2
298	и той же	2	2
299	едва ли можно	1	2
300	если мы хотим	2	2
301	предмета на другой	1	2
302	если оставить в	1	2
303	более и более	3	2
304	по себе в	1	2
305	одного предмета на	1	2
306	мы находим у	1	2
307	как раз в	3	2
308	одной и той	2	2
309	по себе является	1	2
310	не указывает на	1	2
311	уже видели что	2	2
312	но тем не	1	2
313	является для него	1	2
314	в этом их	1	2
315	и в самом	2	2
316	в предисловии к	4	2
317	в себе и	1	2
318	в следующем виде	2	2
319	отражает действительность в	2	1
320	выходящее за пределы	1	1
321	но ведь это	1	1
322	что он забывает	1	1
323	до самого последнего	1	1
324	нашем исследовании мы	1	1
325	в одном и	1	1
326	всего учения о	1	1
327	о которой мы	2	1
328	он того или	1	1
329	всего его построения	2	1
330	перед нами как	1	1
331	находит в нем	1	1
332	укажем только на	1	1
333	этого слова как	1	1
334	а для этого	1	1
335	в виде общего	1	1
336	к действительности и	2	1
337	не связаны между	1	1
338	в частности что	1	1
339	между небом и	1	1
340	более глубокое и	1	1
341	и значение в	1	1
342	не связанных между	1	1
343	даже тогда когда	1	1
344	том что такое	1	1
345	есть не только	1	1
346	речи во всех	1	1
347	в целом но	1	1
348	он не видит	1	1
349	во всей этой	1	1
350	или иной теории	1	1
351	как впрочем и	1	1
352	и что она	1	1
353	таким же образом	1	1
354	и речи с	2	1
355	а эту последнюю	1	1
356	он мыслит себе	1	1
357	что в них	1	1
358	как он рисуется	1	1
359	я не вижу	1	1
360	важно то обстоятельство	1	1
361	не хочет знать	1	1
362	к другу и	1	1
363	кроме того что	1	1
364	все эти черты	1	1
365	что в процессе	1	1
366	указание на нечто	1	1
367	в силу этого	4	1
368	возможны только благодаря	1	1
369	для нас с	1	1
370	того что в	3	1
371	том и заключается	1	1
372	именно в области	1	1
373	смысле этого слова	6	1
374	уже в самом	2	1
375	в одной точке	1	1
376	речь идет о	4	1
377	приводит нас к	1	1
378	в заключение этой	1	1
379	о значении слова	1	1
380	с тем и	1	1
381	разумеется что в	1	1
382	прочим в том	1	1
383	которых мы говорили	1	1
384	и таким образом	2	1
385	том что этот	1	1
386	даже в этом	1	1
387	бы указать на	1	1
388	что в этой	1	1
389	из которых ни	1	1
390	на этот вопрос	5	1
391	что именно в	1	1
392	и я не	1	1
393	но вместе с	5	1
394	так же если	1	1
395	не входит в	1	1
396	что даже в	2	1
397	же образом как	1	1
398	и с другой	1	1
399	к вопросу о	1	1
400	том что от	1	1
401	все это не	1	1
402	таким образом ни	1	1
403	выходящих за пределы	2	1
404	таким образом и	3	1
405	едва ли может	1	1
406	но никогда не	1	1
407	современной науки о	1	1
408	мы будем говорить	1	1
409	но так как	1	1
410	хотя бы самый	1	1
411	еще на один	1	1
412	собой все это	1	1
413	такой же мере	3	1
414	коем случае не	1	1
415	в изолированном виде	1	1
416	и не быть	1	1
417	не содержат в	1	1
418	в этих словах	1	1
419	не имеет никакой	1	1
420	нечто новое в	1	1
421	и речи но	2	1
422	указать еще на	1	1
423	и том же	1	1
424	она содержит в	1	1
425	в силу того	1	1
426	и не является	1	1
427	время как в	2	1
428	же мы находим	1	1
429	мы имели в	1	1
430	приходит к выводу	4	1
431	что самый термин	1	1
432	собой разумеется что	1	1
433	этого анализа не	1	1
434	идею в своем	1	1
435	сказать что именно	1	1
436	два мира две	1	1
437	поэтому если мы	1	1
438	привела бы нас	1	1
439	в своей книге	2	1
440	которые могли бы	1	1
441	должен признать что	1	1
442	и значения и	1	1
443	еще только в	1	1
444	к тому чтобы	2	1
445	если понимать под	1	1
446	потому что его	1	1
447	мы начинаем понимать	1	1
448	и к тому	1	1
449	но и его	1	1
450	а это как	1	1
451	хотя бы с	1	1
452	но все это	1	1
453	состоит в том	4	1
454	того как возникает	1	1
455	из того что	7	1
456	предстает перед нами	1	1
457	вообще в теории	1	1
458	ничего не хочет	1	1
459	мере не является	1	1
460	если мы не	1	1
461	одном и том	1	1
462	составляет как бы	1	1
463	как и все	2	1
464	превратилось бы в	1	1
465	он вступает в	1	1
466	и речи когда	1	1
467	мы бы сказали	1	1
468	больше чем это	1	1
469	следовательно нет и	1	1
470	исключает всякую возможность	1	1
471	которые могут быть	1	1
472	никакой связи с	1	1
473	с тем чтобы	1	1
474	от реальных потребностей	1	1
475	самом деле что	1	1
476	точно и в	1	1
477	в нашем исследовании	2	1
478	ту или другую	1	1
479	что представляет собой	1	1
480	в котором тоже	1	1
481	до наших дней	1	1
482	тоже не является	1	1
483	мысли в теории	1	1
484	лежащее в основе	1	1
485	в другом исследовании	1	1
486	сказать что это	2	1
487	в указании на	2	1
488	развития в которой	1	1
489	она заключается в	1	1
490	не только как	1	1
491	прежде всего в	2	1
492	анализа отношений между	1	1
493	является в данном	1	1
494	которые не имеют	1	1
495	связан с самой	1	1
496	это таким образом	1	1
497	благодаря тому что	3	1
498	то и в	1	1
499	бы и не	1	1
500	имели в виду	1	1
501	мы можем не	1	1
502	строгом смысле слова	1	1
503	потому что эта	1	1
504	мы хотим действительно	1	1
505	представление о процессе	1	1
506	что же это	1	1
507	его вовсе не	1	1
508	относится не к	1	1
509	это значило бы	1	1
510	в целом в	2	1
511	нами в другом	1	1
512	том что его	1	1
513	между тем и	2	1
514	того чтобы они	1	1
515	которой мы говорили	2	1
516	в одном из	2	1
517	и отражение действительности	1	1
518	небом и землей	1	1
519	во главе с	1	1
520	я не хочу	1	1
521	что в самой	1	1
522	ясно что с	1	1
523	и строго говоря	1	1
524	в борьбе с	1	1
525	но все время	1	1
526	в тех областях	1	1
527	и со стороны	2	1
528	в жизни и	1	1
529	он не может	1	1
530	ни у кого	1	1
531	между собой все	1	1
532	что все это	1	1
533	с которой он	1	1
534	химическая формула воды	2	1
535	формула воды но	1	1
536	не в том	1	1
537	относящихся сюда явлений	1	1
538	который может быть	1	1
539	тех отношений которые	1	1
540	естественно что все	1	1
541	действительность в целом	1	1
542	в истинном смысле	2	1
543	кратко остановимся на	1	1
544	содержат в себе	1	1
545	с одного предмета	1	1
546	мы встречаемся в	2	1
547	является то что	4	1
548	силу того что	1	1
549	не дает для	1	1
550	но для того	1	1
551	совершенно то же	1	1
552	предисловии к русскому	2	1
553	на основании этого	2	1
554	в такой же	3	1
555	о том какое	1	1
556	он говорит сам	1	1
557	его к тому	1	1
558	том что мы	1	1
559	той и другой	1	1
560	но для этого	1	1
561	в истории мышления	2	1
562	для нас это	1	1
563	что действительно все	1	1
564	жизни человека и	1	1
565	ведь это же	1	1
566	не могут быть	1	1
567	только благодаря тому	1	1
568	по сути дела	1	1
569	как в отношении	2	1
570	по себе не	1	1
571	мы не станем	6	1
572	в природе и	1	1
573	значении этого слова	1	1
574	каждая из этих	1	1
575	мы можем легко	1	1
576	несмотря на все	1	1
577	для нас особенно	1	1
578	данной функции в	1	1
579	и по существу	1	1
580	человеческой речи как	1	1
581	то же время	2	1
582	что у него	1	1
583	было бы с	1	1
584	вместе с ее	1	1
585	то что находится	1	1
586	смысле мы можем	1	1
587	в этом последнем	1	1
588	все эти особенности	1	1
589	в нашей стране	1	1
590	вместе с другими	1	1
591	от его сознания	1	1
592	и эти два	1	1
593	действительность но и	1	1
594	может показаться что	1	1
595	действительности а именно	1	1
596	мы действительно не	1	1
597	им же самим	2	1
598	таким образом мы	1	1
599	что он вступает	1	1
600	что в истории	1	1
601	что это есть	1	1
602	мы скажем несколько	1	1
603	например так называемое	1	1
604	что он мыслит	1	1
605	котором мы говорили	1	1
606	отличают его от	1	1
607	первого взгляда может	1	1
608	то понятие которое	1	1
609	что значения слов	1	1
610	бы нас к	1	1
611	во всем его	1	1
612	не только от	1	1
613	что он является	2	1
614	и в отношении	3	1
615	и все свое	1	1
616	которыми мы встречаемся	1	1
617	у кого не	1	1
618	в данный момент	1	1
619	для всех других	1	1
620	хочет он того	1	1
621	даже представить себе	1	1
622	исходить из того	1	1
623	которые хотя и	1	1
624	все эти разнообразные	1	1
625	ее в самой	1	1
626	и в которой	1	1
627	связанных между собой	1	1
628	но что же	1	1
629	назвать то что	1	1
630	необходимо иметь в	1	1
631	соединительное звено между	1	1
632	элементы из которых	1	1
633	а следовательно нет	1	1
634	мы говорим об	2	1
635	а скорее должно	1	1
636	он прежде всего	1	1
637	мы привели только	1	1
638	но что он	1	1
639	все учение о	2	1
640	в отрыве от	1	1
641	самом деле когда	1	1
642	этом мы скажем	1	1
643	деле когда мы	1	1
644	и только что	1	1
645	но эта точка	1	1
646	он рисуется в	1	1
647	только для того	2	1
648	значения слова как	1	1
649	в результате его	1	1
650	связи с ее	1	1
651	и есть его	1	1
652	на какой-нибудь предмет	1	1
653	то что для	1	1
654	настоящей работе но	2	1
655	же есть не	1	1
656	и связи с	2	1
657	представление о том	1	1
658	в себе как	1	1
659	ответ на этот	3	1
660	взгляда может показаться	1	1
661	по его мнению	1	1
662	в свое время	1	1
663	в чем именно	1	1
664	едва ли не	1	1
665	в такой форме	1	1
666	то что я	1	1
667	но что ее	1	1
668	указанием на то	1	1
669	сводится к тому	1	1
670	с тем является	1	1
671	должен был бы	1	1
672	по нашему мнению	1	1
673	из тех же	1	1
674	в процессе своего	1	1
675	этом смысле он	1	1
