N	2gram	Tiupa_Anal	OGranits
1	и в	36	13
2	и его	18	12
3	прежде всего	7	9
4	может быть	19	8
5	и не	14	8
6	не может	3	8
7	в его	12	7
8	и т.п	7	7
9	и их	3	7
10	эстетический объект	2	7
11	точки зрения	3	7
12	таким образом	4	6
13	не только	40	6
14	мы должны	1	6
15	только в	9	6
16	то что	5	6
17	как бы	14	6
18	языка и	1	5
19	хотя бы	1	5
20	с точки	2	5
21	и т.д	3	5
22	художественного произведения	1	5
23	но ведь	1	5
24	все же	6	5
25	эстетического объекта	6	5
26	и наконец	1	5
27	в каждом	4	4
28	мы можем	2	4
29	не является	5	4
30	до тех	1	4
31	произведения как	4	4
32	мы не	4	4
33	то же	7	4
34	еще и	4	4
35	было бы	6	4
36	все это	5	4
37	лишь в	9	4
38	материала в	1	4
39	в своей	12	4
40	на фоне	4	4
41	тех пор	2	4
42	но в	8	4
43	вопроса о	2	4
44	с этим	4	3
45	что в	15	3
46	к одному	2	3
47	и то	2	3
48	только путем	1	3
49	со всей	1	3
50	связана с	1	3
51	в искусстве	3	3
52	так и	19	3
53	не как	3	3
54	говорить о	6	3
55	в одном	4	3
56	не столько	4	3
57	за пределы	3	3
58	отношению к	9	3
59	по отношению	9	3
60	превращается в	3	3
61	в пределах	5	3
62	в их	7	3
63	при анализе	2	3
64	в ее	5	3
65	здесь мы	1	3
66	самом деле	2	3
67	не в	9	3
68	в которой	1	3
69	что же	1	3
70	и все	3	3
71	в себе	7	3
72	вряд ли	1	3
73	да и	3	3
74	но и	26	3
75	и для	4	3
76	как и	27	3
77	никогда не	7	3
78	своего рода	17	2
79	в самом	7	2
80	во всем	5	2
81	и к	7	2
82	что они	3	2
83	того или	6	2
84	может иметь	1	2
85	функцию в	1	2
86	и отчасти	1	2
87	мы видим	1	2
88	иное как	1	2
89	в данном	12	2
90	мы уже	2	2
91	в своих	3	2
92	в этом	19	2
93	этой проблемы	1	2
94	что иное	1	2
95	в общем	4	2
96	данном случае	11	2
97	героя и	7	2
98	повседневной речи	1	2
99	он только	1	2
100	с одной	3	2
101	в произведении	3	2
102	мог бы	3	2
103	в течение	1	2
104	входит в	4	2
105	для себя	2	2
106	наконец в	3	2
107	и при	1	2
108	одной стороны	3	2
109	и должно	1	2
110	который мы	1	2
111	роль в	5	2
112	в другом	3	2
113	при этом	19	2
114	несмотря на	2	2
115	между тем	8	2
116	автора героя	1	2
117	в полном	2	2
118	для него	8	2
119	только его	1	2
120	в этот	1	2
121	и помимо	1	2
122	и тем	3	2
123	с помощью	1	2
124	и может	2	2
125	те же	3	2
126	ее в	2	2
127	и композиция	3	2
128	в том	16	2
129	полном соответствии	1	2
130	с этой	1	2
131	произведения но	2	2
132	и является	3	2
133	в тех	2	2
134	в отношении	2	2
135	к анализу	1	2
136	вслед за	1	2
137	литературного произведения	8	2
138	другой стороны	7	2
139	во времени	1	2
140	не что	1	2
141	не на	1	2
142	от этого	1	2
143	так же	1	2
144	в них	4	2
145	а в	17	2
146	в г	1	2
147	связанных с	1	2
148	если бы	2	2
149	мы понимаем	1	2
150	от всех	2	2
151	от своего	3	2
152	а также	5	2
153	в книге	1	2
154	соответствии с	3	2
155	на две	3	2
156	в ней	2	2
157	литературное произведение	3	2
158	тем что	3	2
159	она является	1	2
160	и др	1	2
161	могут быть	4	2
162	вовсе не	2	2
163	в действительности	2	2
164	чем иным	1	2
165	учение о	1	2
166	в связи	1	2
167	имеет место	3	2
168	в зависимости	1	2
169	во всей	1	2
170	с ними	2	2
171	все эти	2	2
172	с другой	10	2
173	как в	9	2
174	иным как	1	2
175	разрыв между	1	2
176	не менее	9	2
177	нуждается в	2	2
178	не имеет	1	2
179	там где	2	2
180	том что	19	2
181	в нем	3	2
182	уже в	5	2
183	или иного	5	2
184	зависимости от	1	2
185	не мог	4	2
186	а не	16	2
187	всей своей	1	2
188	в чем	2	2
189	в целом	8	2
190	художественное произведение	1	2
191	и ее	3	2
192	тот же	3	2
193	собственно говоря	1	2
194	к тому	10	2
195	есть не	2	2
196	слова и	1	2
197	бы в	1	2
198	в дальнейшем	2	1
199	в особенности	4	1
200	борьбы и	1	1
201	его к	1	1
202	только одно	1	1
203	мало что	1	1
204	не дано	2	1
205	себе в	1	1
206	как к	2	1
207	этого и	1	1
208	в каждой	1	1
209	момент как	1	1
210	к которому	2	1
211	литературы в	1	1
212	состоит не	3	1
213	к счастью	2	1
214	миром с	1	1
215	несомненно что	1	1
216	ее и	1	1
217	зрения и	1	1
218	для всех	5	1
219	только к	2	1
220	и других	1	1
221	и он	4	1
222	один из	6	1
223	в столь	1	1
224	и системой	1	1
225	и здесь	4	1
226	осуществляется в	2	1
227	явления как	1	1
228	отличие от	5	1
229	в последнем	1	1
230	вопрос о	1	1
231	что мы	2	1
232	на этом	2	1
233	осмысливает его	1	1
234	промежуток времени	1	1
235	они не	2	1
236	автору и	2	1
237	другое дело	2	1
238	не имеют	1	1
239	или иная	1	1
240	сознания с	1	1
241	его эстетической	2	1
242	художественного высказывания	3	1
243	должно быть	1	1
244	того как	1	1
245	если он	1	1
246	смысла художественного	1	1
247	картины мира	5	1
248	отсюда и	2	1
249	которой он	1	1
250	за исключением	2	1
251	если наконец	1	1
252	сводятся к	1	1
253	и вот	2	1
254	говоря и	1	1
255	не имеющие	1	1
256	из биографии	1	1
257	такого рода	11	1
258	это все	1	1
259	но при	1	1
260	высказывания и	1	1
261	же является	1	1
262	внимание на	4	1
263	потому что	1	1
264	в значительной	3	1
265	отношения не	1	1
266	на первом	2	1
267	должны быть	1	1
268	объекта в	1	1
269	от первого	2	1
270	но даже	1	1
271	того чтобы	1	1
272	и если	2	1
273	и место	1	1
274	же как	1	1
275	или иных	1	1
276	автора и	5	1
277	между отдельными	1	1
278	бы мы	1	1
279	ту или	1	1
280	и более	1	1
281	мы имеем	5	1
282	и у	1	1
283	не должно	3	1
284	в целое	1	1
285	это и	4	1
286	для того	1	1
287	совсем не	1	1
288	мира это	1	1
289	три стороны	1	1
290	тому как	3	1
291	художественного впечатления	9	1
292	с одним	1	1
293	организации художественного	2	1
294	которые и	1	1
295	его за	2	1
296	он и	4	1
297	хх века	1	1
298	своем составе	3	1
299	эстетическим объектом	1	1
300	его и	1	1
301	не всегда	4	1
302	в своем	7	1
303	в разных	1	1
304	к истории	1	1
305	и тогда	1	1
306	ограниченного числа	1	1
307	речи и	1	1
308	этом отношении	3	1
309	однако этот	1	1
310	тем как	1	1
311	ни была	1	1
312	время в	2	1
313	что при	2	1
314	с языком	1	1
315	из наиболее	3	1
316	мысли и	1	1
317	тем не	3	1
318	ритма и	2	1
319	как это	7	1
320	в художественной	1	1
321	нее как	1	1
322	вследствие этого	1	1
323	переходит от	1	1
324	что такое	1	1
325	к тем	1	1
326	входя в	1	1
327	то мы	1	1
328	только на	1	1
329	общения с	1	1
330	из того	1	1
331	об этом	3	1
332	содержания и	1	1
333	из существеннейших	2	1
334	вступает в	5	1
335	мог иметь	1	1
336	при наличии	1	1
337	и что	2	1
338	этим словом	1	1
339	говоря словами	3	1
340	на самом	1	1
341	или иную	1	1
342	которая за	1	1
343	и тот	1	1
344	можно было	2	1
345	в этой	10	1
346	для данного	1	1
347	в широком	1	1
348	определяющей чертой	1	1
349	в начале	10	1
350	ни одна	1	1
351	в виду	1	1
352	к другому	1	1
353	быть может	1	1
354	и до	2	1
355	сводится к	5	1
356	с их	3	1
357	и есть	1	1
358	подобно тому	4	1
359	этой внутренней	1	1
360	и вполне	1	1
361	которая уже	1	1
362	и систематизации	2	1
363	но это	3	1
364	только то	1	1
365	по себе	6	1
366	этот вопрос	1	1
367	в истории	1	1
368	они хотят	1	1
369	вспомнить о	1	1
370	звуков в	1	1
371	по своей	5	1
372	же время	7	1
373	поэтому не	1	1
374	и иных	1	1
375	его в	4	1
376	на основе	1	1
377	отчасти в	1	1
378	со всеми	2	1
379	человека и	2	1
380	отметить что	1	1
381	на всю	1	1
382	или как	1	1
383	как то	1	1
384	каждый из	2	1
385	а на	2	1
386	быть это	1	1
387	до того	1	1
388	связь с	3	1
389	а лишь	2	1
390	однако если	2	1
391	и ритм	1	1
392	ко второму	4	1
393	не было	3	1
394	когда мы	2	1
395	произведения его	1	1
396	связи с	1	1
397	в борьбе	2	1
398	единая и	1	1
399	если не	1	1
400	как известно	3	1
401	что касается	5	1
402	состоит в	14	1
403	создается прежде	1	1
404	не знает	2	1
405	или в	4	1
406	от одного	1	1
407	статье о	1	1
408	в основе	2	1
409	в организации	3	1
410	же только	1	1
411	и эстетического	1	1
412	на то	1	1
413	произведения есть	1	1
414	из нее	1	1
415	в описании	1	1
416	в отличие	5	1
417	иных жизненных	1	1
418	их в	1	1
419	заключается в	1	1
420	одним из	1	1
421	не совсем	1	1
422	объекта и	3	1
423	отношение к	2	1
424	и обрести	1	1
425	мышления но	1	1
426	если говорить	1	1
427	впервые в	3	1
428	отношений и	2	1
429	каждом отдельном	2	1
430	сказать что	2	1
431	на себя	5	1
432	и никогда	1	1
433	в конечном	5	1
434	из литературы	1	1
435	ему в	1	1
436	она ни	1	1
437	он все	1	1
438	а у	1	1
439	всем протяжении	1	1
440	уже на	1	1
441	в строке	3	1
442	этим же	1	1
443	времени не	1	1
444	конечном счете	5	1
445	дойти до	1	1
446	такой же	2	1
447	к г	1	1
448	в конце	6	1
449	произведения и	2	1
450	произведения не	2	1
451	в эстетической	1	1
452	обратимся к	2	1
453	наконец даже	1	1
454	одной из	6	1
455	например в	2	1
456	между индивидуальными	1	1
457	а подлинный	1	1
458	как несомненно	1	1
459	в контексте	3	1
460	неизбежно включает	1	1
461	поэтому столь	1	1
462	протопопа аввакума	1	1
463	действительность с	1	1
464	слово не	1	1
465	к этому	3	1
466	в одной	2	1
467	долгое время	1	1
468	и как	5	1
469	берет себе	1	1
470	же слова	1	1
471	как о	3	1
472	вплоть до	5	1
473	всякое высказывание	2	1
474	что он	5	1
475	в предисловии	1	1
476	столь же	7	1
477	в собственном	1	1
478	времени в	3	1
479	звучит один	1	1
480	в словесной	1	1
481	случаях когда	1	1
482	что она	3	1
483	или даже	1	1
484	далеко не	8	1
485	воззрений на	2	1
486	и о	1	1
487	бы быть	2	1
488	является не	1	1
489	в мире	17	1
490	вместе с	3	1
491	которого является	1	1
492	который в	4	1
493	одна из	6	1
494	на эту	2	1
495	этого слова	3	1
496	внимание к	1	1
497	но не	13	1
498	в литературоведении	1	1
499	так в	4	1
500	включает в	2	1
501	и всякого	1	1
502	в лирике	3	1
503	именно с	1	1
504	в ряду	1	1
505	но если	1	1
506	здесь и	3	1
507	одно из	3	1
508	с его	15	1
509	же автора	1	1
510	что до	1	1
