N	3gram	Bakhtin_Pr	Morfolog
1	и т д	1	60
2	не может быть	11	9
3	в связи с	1	9
4	по отношению к	19	7
5	с точки зрения	6	6
6	тем не менее	3	6
7	подобно тому как	1	5
8	как мы увидим	3	5
9	с другой стороны	4	5
10	а также и	1	5
11	в том что	3	4
12	в тех же	1	4
13	на самом деле	3	4
14	не могут быть	2	4
15	к тому что	1	4
16	на то что	1	3
17	в большинстве случаев	5	3
18	здесь прежде всего	1	3
19	как и в	1	3
20	для того чтобы	2	3
21	в настоящее время	1	3
22	в то время	1	3
23	бы то ни	3	3
24	прежде всего следует	1	3
25	в первом случае	1	3
26	далеко не все	1	3
27	то время как	1	3
28	и тем не	1	2
29	к чему не	1	2
30	о том как	1	2
31	ни к чему	1	2
32	то что в	1	2
33	ни одной из	1	2
34	хотя и не	1	2
35	в иных случаях	3	2
36	не что иное	1	2
37	можно было бы	3	2
38	в данном случае	4	2
39	которое может быть	1	2
40	и в других	1	2
41	то ни было	2	2
42	можно показать что	1	2
43	там где оно	2	2
44	не входит в	4	2
45	а вовсе не	1	2
46	что иное как	1	2
47	к вопросу о	1	2
48	с одной стороны	3	2
49	в таких случаях	1	2
50	на этом явлении	1	2
51	в этом отношении	2	2
52	вопрос о том	1	2
53	оно может быть	1	2
54	может быть и	1	2
55	может быть выделен	1	1
56	может быть определен	1	1
57	и не с	2	1
58	есть не что	1	1
59	в свою очередь	1	1
60	основе очень многих	1	1
61	иногда в тех	1	1
62	входит в наши	1	1
63	что далеко не	1	1
64	тем как в	2	1
65	момент может быть	1	1
66	в применении к	3	1
67	до известной степени	1	1
68	отношению к этой	1	1
69	и может быть	1	1
70	в подобных случаях	1	1
71	то что не	1	1
72	не более как	1	1
73	мы останавливаться не	1	1
74	как бы они	1	1
75	который позволил бы	1	1
76	в основе очень	1	1
77	не менее мы	1	1
78	в некоторых случаях	1	1
79	может войти в	1	1
80	их значения для	1	1
81	в коем случае	2	1
82	и независимо от	1	1
83	можно сказать что	2	1
84	во что бы	1	1
85	далеко не всегда	3	1
86	формы с другой	1	1
87	в то же	3	1
88	со всеми другими	1	1
89	на этот вопрос	1	1
90	здесь не может	1	1
91	как мы уже	1	1
92	это дало бы	1	1
93	они ни были	1	1
94	на этом основании	1	1
95	по существу вообще	1	1
96	дало бы возможность	1	1
97	в противном случае	3	1
98	что бы то	1	1
99	до сих пор	1	1
100	дело обстоит не	1	1
101	могут быть поняты	2	1
102	иметь в виду	1	1
103	в нашу задачу	1	1
104	ни в коем	2	1
105	той или иной	2	1
106	может быть объяснено	1	1
107	оно как бы	1	1
108	прежде всего и	1	1
109	останавливаться не будем	1	1
110	если бы мы	1	1
111	так например в	1	1
112	это было сделано	1	1
113	в наши задачи	1	1
114	которые могут быть	1	1
115	бы они ни	1	1
116	в высшей степени	5	1
117	хотя бы только	1	1
118	вторым и третьим	1	1
119	в другом случае	1	1
120	то же время	3	1
121	и как таковой	1	1
122	коем случае не	2	1
123	то ни стало	1	1
